Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Unnamed: 23
320-U1333C-8H-6-A,320,U1333,C,8,8-6,H,6,A,0,150,66.1,67.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-8H-7-A,320,U1333,C,8,8-7,H,7,A,0,87,67.6,68.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-8H-7-A,320,U1333,C,8,8-7,H,7,A,0,87,67.6,68.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-8H-CC-A,320,U1333,C,8,8-CC,H,CC,A,0,20,68.47,68.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-8H-CC-A,320,U1333,C,8,8-CC,H,CC,A,0,20,68.47,68.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-9H-1-A,320,U1333,C,9,9-1,H,1,A,0,150,68.1,69.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-9H-1-A,320,U1333,C,9,9-1,H,1,A,0,150,68.1,69.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-9H-2-A,320,U1333,C,9,9-2,H,2,A,0,150,69.6,71.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-9H-2-A,320,U1333,C,9,9-2,H,2,A,0,150,69.6,71.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-9H-3-A,320,U1333,C,9,9-3,H,3,A,0,150,71.1,72.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-9H-3-A,320,U1333,C,9,9-3,H,3,A,0,150,71.1,72.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-9H-4-A,320,U1333,C,9,9-4,H,4,A,0,150,72.6,74.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-9H-4-A,320,U1333,C,9,9-4,H,4,A,0,150,72.6,74.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-9H-5-A,320,U1333,C,9,9-5,H,5,A,0,150,74.1,75.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-9H-5-A,320,U1333,C,9,9-5,H,5,A,0,150,74.1,75.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-9H-6-A,320,U1333,C,9,9-6,H,6,A,0,150,75.6,77.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-9H-6-A,320,U1333,C,9,9-6,H,6,A,0,150,75.6,77.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-9H-7-A,320,U1333,C,9,9-7,H,7,A,0,58,77.1,77.68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-9H-7-A,320,U1333,C,9,9-7,H,7,A,0,58,77.1,77.68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-9H-CC-A,320,U1333,C,9,9-CC,H,CC,A,0,10,77.68,77.78,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-9H-CC-A,320,U1333,C,9,9-CC,H,CC,A,0,10,77.68,77.78,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,,,
320-U1333C-10H-1-A,320,U1333,C,10,10-1,H,1,A,0,150,77.6,79.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,15.0,soft,10YR 8/2,,,
320-U1333C-10H-1-A,320,U1333,C,10,10-1,H,1,A,0,150,77.6,79.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,85.0,soft,10YR 8/1,,,
320-U1333C-10H-2-A,320,U1333,C,10,10-2,H,2,A,0,150,79.1,80.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,15.0,soft,10YR 8/2,,,
320-U1333C-10H-2-A,320,U1333,C,10,10-2,H,2,A,0,150,79.1,80.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,85.0,soft,10YR 8/1,,,
320-U1333C-10H-3-A,320,U1333,C,10,10-3,H,3,A,0,150,80.6,82.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,15.0,soft,10YR 8/2,,,
320-U1333C-10H-3-A,320,U1333,C,10,10-3,H,3,A,0,150,80.6,82.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,85.0,soft,10YR 8/1,,,
320-U1333C-10H-4-A,320,U1333,C,10,10-4,H,4,A,0,150,82.1,83.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,15.0,soft,10YR 8/2,,,
320-U1333C-10H-4-A,320,U1333,C,10,10-4,H,4,A,0,150,82.1,83.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,85.0,soft,10YR 8/1,,,
320-U1333C-10H-5-A,320,U1333,C,10,10-5,H,5,A,0,150,83.6,85.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,15.0,soft,10YR 8/2,,,
320-U1333C-10H-5-A,320,U1333,C,10,10-5,H,5,A,0,150,83.6,85.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,85.0,soft,10YR 8/1,,,
320-U1333C-10H-6-A,320,U1333,C,10,10-6,H,6,A,0,150,85.1,86.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,15.0,soft,10YR 8/2,,,
320-U1333C-10H-6-A,320,U1333,C,10,10-6,H,6,A,0,150,85.1,86.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,85.0,soft,10YR 8/1,,,
320-U1333C-10H-7-A,320,U1333,C,10,10-7,H,7,A,0,87,86.6,87.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,15.0,soft,10YR 8/2,,,
320-U1333C-10H-7-A,320,U1333,C,10,10-7,H,7,A,0,87,86.6,87.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,85.0,soft,10YR 8/1,,,
320-U1333C-10H-CC-A,320,U1333,C,10,10-CC,H,CC,A,0,18,87.47,87.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,15.0,soft,10YR 8/2,,,
320-U1333C-10H-CC-A,320,U1333,C,10,10-CC,H,CC,A,0,18,87.47,87.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,85.0,soft,10YR 8/1,,,
320-U1333C-11H-1-A,320,U1333,C,11,11-1,H,1,A,0,150,87.1,88.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-11H-1-A,320,U1333,C,11,11-1,H,1,A,0,150,87.1,88.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,"pumice pebble section 5, 89-90 cm (0.5 mm in diameter)",,
320-U1333C-11H-2-A,320,U1333,C,11,11-2,H,2,A,0,150,88.6,90.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-11H-2-A,320,U1333,C,11,11-2,H,2,A,0,150,88.6,90.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,"pumice pebble section 5, 89-90 cm (0.5 mm in diameter)",,
320-U1333C-11H-3-A,320,U1333,C,11,11-3,H,3,A,0,150,90.1,91.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-11H-3-A,320,U1333,C,11,11-3,H,3,A,0,150,90.1,91.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,"pumice pebble section 5, 89-90 cm (0.5 mm in diameter)",,
320-U1333C-11H-4-A,320,U1333,C,11,11-4,H,4,A,0,150,91.6,93.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-11H-4-A,320,U1333,C,11,11-4,H,4,A,0,150,91.6,93.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,"pumice pebble section 5, 89-90 cm (0.5 mm in diameter)",,
320-U1333C-11H-5-A,320,U1333,C,11,11-5,H,5,A,0,150,93.1,94.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-11H-5-A,320,U1333,C,11,11-5,H,5,A,0,150,93.1,94.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,"pumice pebble section 5, 89-90 cm (0.5 mm in diameter)",,
320-U1333C-11H-6-A,320,U1333,C,11,11-6,H,6,A,0,150,94.6,96.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-11H-6-A,320,U1333,C,11,11-6,H,6,A,0,150,94.6,96.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,"pumice pebble section 5, 89-90 cm (0.5 mm in diameter)",,
320-U1333C-11H-CC-A,320,U1333,C,11,11-CC,H,CC,A,0,11,96.1,96.21,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,20.0,soft,10YR 8/2,,,
320-U1333C-11H-CC-A,320,U1333,C,11,11-CC,H,CC,A,0,11,96.1,96.21,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,80.0,soft,10YR 8/1,"pumice pebble section 5, 89-90 cm (0.5 mm in diameter)",,
320-U1333C-12H-1-A,320,U1333,C,12,12-1,H,1,A,0,150,93.1,94.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-12H-2-A,320,U1333,C,12,12-2,H,2,A,0,150,94.6,96.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-12H-3-A,320,U1333,C,12,12-3,H,3,A,0,150,96.1,97.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-12H-4-A,320,U1333,C,12,12-4,H,4,A,0,150,97.6,99.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-12H-5-A,320,U1333,C,12,12-5,H,5,A,0,51,99.1,99.61,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-12H-CC-A,320,U1333,C,12,12-CC,H,CC,A,0,11,99.61,99.72,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-13H-1-A,320,U1333,C,13,13-1,H,1,A,0,150,98.1,99.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-13H-2-A,320,U1333,C,13,13-2,H,2,A,0,150,99.6,101.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-13H-3-A,320,U1333,C,13,13-3,H,3,A,0,150,101.1,102.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-13H-4-A,320,U1333,C,13,13-4,H,4,A,0,150,102.6,104.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-13H-5-A,320,U1333,C,13,13-5,H,5,A,0,150,104.1,105.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-13H-6-A,320,U1333,C,13,13-6,H,6,A,0,150,105.6,107.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-13H-7-A,320,U1333,C,13,13-7,H,7,A,0,73,107.1,107.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-13H-CC-A,320,U1333,C,13,13-CC,H,CC,A,0,20,107.83,108.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-14H-1-A,320,U1333,C,14,14-1,H,1,A,0,150,107.6,109.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/2,,,
320-U1333C-14H-2-A,320,U1333,C,14,14-2,H,2,A,0,110,109.1,110.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/2,,,
320-U1333C-14H-2-A,320,U1333,C,14,14-2,H,2,A,110,150,110.2,110.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-14H-3-A,320,U1333,C,14,14-3,H,3,A,0,150,110.6,112.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-14H-4-A,320,U1333,C,14,14-4,H,4,A,0,75,112.1,112.85,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100.0,soft,10YR 8/1,,,
320-U1333C-14H-4-A,320,U1333,C,14,14-4,H,4,A,75,150,112.85,113.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with diatoms and radiolarians,Nannofossil  ooze with diatoms and radiolarians,100.0,soft,10YR 7/3,,,
320-U1333C-14H-5-A,320,U1333,C,14,14-5,H,5,A,0,7,113.6,113.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with diatoms and radiolarians,Nannofossil  ooze with diatoms and radiolarians,100.0,soft,10YR 7/3,,,
320-U1333C-14H-5-A,320,U1333,C,14,14-5,H,5,A,7,26,113.67,113.86,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,,Nannofossil radiolarian ooze,100.0,soft,10YR 8/4,,,
320-U1333C-14H-5-A,320,U1333,C,14,14-5,H,5,A,26,73,113.86,114.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with diatoms and radiolarians,Nannofossil  ooze with diatoms and radiolarians,100.0,soft,10YR 7/3,,,
320-U1333C-14H-5-A,320,U1333,C,14,14-5,H,5,A,73,120,114.33,114.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100.0,soft,10YR 5/3,,,
320-U1333C-14H-5-A,320,U1333,C,14,14-5,H,5,A,120,150,114.8,115.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 6/4,,,
320-U1333C-14H-5-A,320,U1333,C,14,14-5,H,5,A,120,150,114.8,115.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 7/3,,,
320-U1333C-14H-6-A,320,U1333,C,14,14-6,H,6,A,0,87,115.1,115.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 6/4,,,
320-U1333C-14H-6-A,320,U1333,C,14,14-6,H,6,A,0,87,115.1,115.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 7/3,,,
320-U1333C-14H-6-A,320,U1333,C,14,14-6,H,6,A,87,98,115.97,116.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,,Nannofossil radiolarian ooze,100.0,soft,10YR 8/3,,,
320-U1333C-14H-6-A,320,U1333,C,14,14-6,H,6,A,98,150,116.08,116.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 6/4,,,
320-U1333C-14H-6-A,320,U1333,C,14,14-6,H,6,A,98,150,116.08,116.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 7/3,,,
320-U1333C-14H-7-A,320,U1333,C,14,14-7,H,7,A,0,75,116.6,117.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 6/4,,,
320-U1333C-14H-7-A,320,U1333,C,14,14-7,H,7,A,0,75,116.6,117.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 7/3,,,
320-U1333C-14H-CC-A,320,U1333,C,14,14-CC,H,CC,A,0,26,117.35,117.61,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 6/4,,,
320-U1333C-14H-CC-A,320,U1333,C,14,14-CC,H,CC,A,0,26,117.35,117.61,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 7/3,,,
320-U1333C-15H-1-A,320,U1333,C,15,15-1,H,1,A,0,150,117.1,118.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50.0,soft,10YR 7/2,manganese nodules (<0.5cm) found occasionally through core,,
320-U1333C-15H-1-A,320,U1333,C,15,15-1,H,1,A,0,150,117.1,118.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 4/2,,,
320-U1333C-15H-2-A,320,U1333,C,15,15-2,H,2,A,0,150,118.6,120.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50.0,soft,10YR 7/2,manganese nodules (<0.5cm) found occasionally through core,,
320-U1333C-15H-2-A,320,U1333,C,15,15-2,H,2,A,0,150,118.6,120.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 4/2,,,
320-U1333C-15H-3-A,320,U1333,C,15,15-3,H,3,A,0,150,120.1,121.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50.0,soft,10YR 7/2,manganese nodules (<0.5cm) found occasionally through core,,
320-U1333C-15H-3-A,320,U1333,C,15,15-3,H,3,A,0,150,120.1,121.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 4/2,,,
320-U1333C-15H-4-A,320,U1333,C,15,15-4,H,4,A,0,150,121.6,123.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50.0,soft,10YR 7/2,manganese nodules (<0.5cm) found occasionally through core,,
320-U1333C-15H-4-A,320,U1333,C,15,15-4,H,4,A,0,150,121.6,123.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 4/2,,,
320-U1333C-15H-5-A,320,U1333,C,15,15-5,H,5,A,0,150,123.1,124.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50.0,soft,10YR 7/2,manganese nodules (<0.5cm) found occasionally through core,,
320-U1333C-15H-5-A,320,U1333,C,15,15-5,H,5,A,0,150,123.1,124.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 4/2,,,
320-U1333C-15H-6-A,320,U1333,C,15,15-6,H,6,A,0,150,124.6,126.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50.0,soft,10YR 7/2,manganese nodules (<0.5cm) found occasionally through core,,
320-U1333C-15H-6-A,320,U1333,C,15,15-6,H,6,A,0,150,124.6,126.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 4/2,,,
320-U1333C-15H-7-A,320,U1333,C,15,15-7,H,7,A,0,76,126.1,126.86,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50.0,soft,10YR 7/2,manganese nodules (<0.5cm) found occasionally through core,,
320-U1333C-15H-7-A,320,U1333,C,15,15-7,H,7,A,0,76,126.1,126.86,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 4/2,,,
320-U1333C-15H-CC-A,320,U1333,C,15,15-CC,H,CC,A,0,27,126.86,127.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50.0,soft,10YR 7/2,manganese nodules (<0.5cm) found occasionally through core,,
320-U1333C-15H-CC-A,320,U1333,C,15,15-CC,H,CC,A,0,27,126.86,127.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50.0,soft,10YR 4/2,,,
320-U1333C-16H-1-A,320,U1333,C,16,16-1,H,1,A,0,150,126.6,128.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60.0,firm,10YR 3/4,,,
320-U1333C-16H-1-A,320,U1333,C,16,16-1,H,1,A,0,150,126.6,128.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40.0,firm,2.5Y 5/4,,,
320-U1333C-16H-2-A,320,U1333,C,16,16-2,H,2,A,0,150,128.1,129.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60.0,firm,10YR 3/4,,,
320-U1333C-16H-2-A,320,U1333,C,16,16-2,H,2,A,0,150,128.1,129.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40.0,firm,2.5Y 5/4,,,
320-U1333C-16H-3-A,320,U1333,C,16,16-3,H,3,A,0,150,129.6,131.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60.0,firm,10YR 3/4,,,
320-U1333C-16H-3-A,320,U1333,C,16,16-3,H,3,A,0,150,129.6,131.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40.0,firm,2.5Y 5/4,,,
320-U1333C-16H-4-A,320,U1333,C,16,16-4,H,4,A,0,98,131.1,132.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60.0,firm,10YR 3/4,,,
320-U1333C-16H-4-A,320,U1333,C,16,16-4,H,4,A,0,98,131.1,132.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40.0,firm,2.5Y 5/4,,,
320-U1333C-17H-1-A,320,U1333,C,17,17-1,H,1,A,0,150,131.1,132.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50.0,firm,10YR 5/4,,,
320-U1333C-17H-1-A,320,U1333,C,17,17-1,H,1,A,0,150,131.1,132.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50.0,firm,10YR 4/3,,,
320-U1333C-17H-2-A,320,U1333,C,17,17-2,H,2,A,0,150,132.6,134.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50.0,firm,10YR 5/4,,,
320-U1333C-17H-2-A,320,U1333,C,17,17-2,H,2,A,0,150,132.6,134.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50.0,firm,10YR 4/3,,,
