Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
352-U1440A-11H-6-A,102.0,107.0,95.5,95.55,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,6,A,,,
352-U1440A-11H-6-A,107.0,110.0,95.55,95.58,III,curviplanar,sharp,sub-horizontal,,mud,,mud,mud,mud,,2.5YR 3/1 (dark reddish gray),thin bed,,clay,1.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,6,A,,,
352-U1440A-11H-6-A,110.0,134.0,95.58,95.82,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,6,A,,,
352-U1440A-11H-6-A,134.0,137.0,95.82,95.85,III,planar,sharp,sub-horizontal,volcaniclastic,fine sand,with silt,volcaniclastic fine sand,volcaniclastic fine sand with silt,fine sand with silt,,2.5YR 7/3 (light reddish brown),thin bed,,silt,2.0,fine sand,4.0,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,6,A,,,
352-U1440A-11H-6-A,137.0,150.0,95.85,95.98,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,6,A,,,
352-U1440A-11H-CC-A,0.0,5.0,95.98,96.03,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,CC,A,,,
352-U1440A-12H-1-A,0.0,19.0,96.5,96.69,III,,,,,void,,void,void,void,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,U1440,A,12,H,1,A,,,
352-U1440A-12H-1-A,19.0,150.0,96.69,98.0,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,5YR 4/2 (dark reddish gray),,consolidated,clay,1.0,pebble,9.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,"volcanic, felsic",,angular,,,poor,,,,,352,U1440,A,12,H,1,A,,,
352-U1440A-12H-2-A,0.0,10.0,98.0,98.1,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,5YR 4/2 (dark reddish gray),,consolidated,,,silt,2.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,"volcanic, felsic",,angular,,,poor,,,,,352,U1440,A,12,H,2,A,,,
352-U1440A-12H-2-A,10.0,19.0,98.1,98.19,III,,sharp,inclined,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,7.5YR 7/2 (pinkish gray),,consolidated,coarse sand,6.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,poor,,,,,352,U1440,A,12,H,2,A,,,
352-U1440A-12H-2-A,19.0,56.0,98.19,98.56,III,irregular,gradational,inclined,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,5YR 4/2 (dark reddish gray),,consolidated,clay,1.0,pebble,9.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,"volcanic, felsic",,angular,,,poor,,,,,352,U1440,A,12,H,2,A,,,
352-U1440A-12H-2-A,56.0,114.0,98.56,99.14,III,,sharp,inclined,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,7.5YR 7/2 (pinkish gray),,consolidated,coarse sand,6.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,poor,,,,,352,U1440,A,12,H,2,A,,,
352-U1440A-12H-2-A,114.0,118.0,99.14,99.18,III,,gradational,inclined,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,5YR 4/2 (dark reddish gray),,consolidated,,,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,poor,,,,,352,U1440,A,12,H,2,A,,,
352-U1440A-12H-2-A,118.0,144.0,99.18,99.44,III,,sharp,inclined,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,7.5YR 7/2 (pinkish gray),,consolidated,coarse sand,6.0,granule,8.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,volcanic intermediate,,angular,,,poor,,,,,352,U1440,A,12,H,2,A,,,
352-U1440A-12H-2-A,144.0,150.0,99.44,99.5,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,5YR 4/2 (dark reddish gray),,consolidated,,,silt,2.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,"volcanic, felsic",,angular,,,poor,,,,,352,U1440,A,12,H,2,A,,,
352-U1440A-12H-3,117.0,124.0,100.67,100.74,III,planar,sharp,inclined,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,7.5YR 2.5/2 (very dark brown),,,,,,,Likely enriched diagenetically in manganese oxide,poor,non-graded,,slight,1.0,scattered pumice,,,,"volcanic, felsic",,angular,,,poor,,,,,352,U1440,A,12,H,3,,,,
352-U1440A-12H-3-A,0.0,12.0,99.5,99.62,III,irregular,sharp,inclined,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,7.5YR 2.5/3 (very dark brown),,consolidated,coarse sand,6.0,pebble,9.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,"volcanic, felsic",,angular,,,poor,,,,,352,U1440,A,12,H,3,A,,,
352-U1440A-12H-3-A,12.0,40.0,99.62,99.9,III,curviplanar,sharp,sub-horizontal,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,7.5YR 7/2 (pinkish gray),,consolidated,clay,1.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,poor,,,,,352,U1440,A,12,H,3,A,,,
352-U1440A-12H-3-A,40.0,150.0,99.9,101.0,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,7.5YR 2.5/2 (very dark brown),,consolidated,coarse sand,6.0,pebble,9.0,"dark brown biscuits, ikely enriched diagenetically in manganese oxide but heavily disturbed and mingled with brown silty mud",poor,non-graded,,slight,1.0,scattered pumice,,,,"volcanic, felsic",,angular,,,poor,,,,,352,U1440,A,12,H,3,A,,,
352-U1440A-12H-4-A,0.0,145.0,101.0,102.45,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,7.5YR 2.5/2 (very dark brown),,consolidated,coarse sand,6.0,pebble,9.0,"dark brown biscuits, ikely enriched diagenetically in manganese oxide but heavily disturbed and mingled with brown silty mud",poor,non-graded,,slight,1.0,scattered pumice,,,,"volcanic, felsic",,angular,,,poor,,,,,352,U1440,A,12,H,4,A,,,
352-U1440A-12H-4-A,145.0,150.0,102.45,102.5,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,352,U1440,A,12,H,4,A,,,
352-U1440A-12H-5-A,0.0,82.0,102.5,103.32,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,7.5YR 2.5/2 (very dark brown),,consolidated,coarse sand,6.0,pebble,9.0,"dark brown biscuits, ikely enriched diagenetically in manganese oxide but heavily disturbed and mingled with brown silty mud",poor,non-graded,,slight,1.0,scattered pumice,,,,"volcanic, felsic",,angular,,,poor,,,,,352,U1440,A,12,H,5,A,,,
352-U1440A-12H-CC-A,0.0,20.0,103.32,103.52,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,7.5YR 2.5/2 (very dark brown),,consolidated,coarse sand,6.0,pebble,9.0,"dark brown biscuits, ikely enriched diagenetically in manganese oxide but heavily disturbed and mingled with brown silty mud",poor,non-graded,,slight,1.0,scattered pumice,,,,"volcanic, felsic",,angular,,,poor,,,,,352,U1440,A,12,H,CC,A,,,
