Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1461A-12F-1-A,144,150,63.34,63.4,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,A,12,F,1,A
356-U1461A-12F-2-A,0,20,63.4,63.6,partially lithified,skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,,gray,gastropod,,,,,,sharp,,Glauconite disseminated but unevenly.,,,,356,U1461,A,12,F,2,A
356-U1461A-12F-2-A,20,26,63.6,63.66,lithified [B84],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,,dark gray,bivalve,,,,,,,,with low concentration of glauconite.,,,,356,U1461,A,12,F,2,A
356-U1461A-12F-2-A,26,145,63.66,64.85,partially lithified,skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,,dark gray,bivalve,,,,,,sharp,,Glauconite disseminated but unevenly.,,,,356,U1461,A,12,F,2,A
356-U1461A-12F-3-A,0,133,64.9,66.23,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,,dark gray,bivalve,,,,,,,,Glauconite disseminated throughout the section evenly.,,,,356,U1461,A,12,F,3,A
356-U1461A-12F-CC-A,0,9,66.23,66.32,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,,dark gray,,,,,,,,,Glauconite disseminated throughout the section evenly,,,,356,U1461,A,12,F,CC,A
356-U1461A-13H-1-A,0,150,66.6,68.1,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,dark greenish gray,foraminifera (small benthic),,,,,,,,thin layers of higher amounts of glauconite are present. disseminated bivalve shells.,,,,356,U1461,A,13,H,1,A
356-U1461A-13H-2-A,0,150,68.1,69.6,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,dark greenish gray,foraminifera (small benthic),,,,,,,,disseminated bivalve shells.,,,,356,U1461,A,13,H,2,A
356-U1461A-13H-3-A,0,145,69.6,71.05,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,dark greenish gray,foraminifera (small benthic),,,,,,,,disseminated bivalve shells.,,,,356,U1461,A,13,H,3,A
356-U1461A-13H-4-A,0,150,71.1,72.6,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,dark greenish gray,foraminifera (small benthic),,,,,,,,disseminated bivalve shells.,,,,356,U1461,A,13,H,4,A
356-U1461A-13H-5-A,0,150,72.6,74.1,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,dark greenish gray,foraminifera (small benthic),,,,,,,,disseminated bivalve shells.,,,,356,U1461,A,13,H,5,A
356-U1461A-13H-6-A,0,150,74.1,75.6,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,dark greenish gray,foraminifera (small benthic),,,,,,,,disseminated bivalve shells.,,,,356,U1461,A,13,H,6,A
356-U1461A-13H-7-A,0,78,75.6,76.38,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,dark greenish gray,foraminifera (small benthic),,,,,,,,disseminated bivalve shells.,,,,356,U1461,A,13,H,7,A
356-U1461A-13H-CC-A,0,7,76.38,76.45,,,,,,,,,,,,,,,,,ATP,,,,356,U1461,A,13,H,CC,A
356-U1461A-14H-1-A,0,150,76.1,77.6,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,gray,coral (solitary),,,,,,,,Homogeneous sediment. Bivalve and scaphopod fragments are scattered.,,,,356,U1461,A,14,H,1,A
356-U1461A-14H-1-A,0,150,76.1,77.6,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,A,14,H,1,A
356-U1461A-14H-1-A,0,150,76.1,77.6,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1461,A,14,H,1,A
356-U1461A-14H-2-A,0,150,77.6,79.1,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,gray,scaphopod,,,,,,,,Homogeneous sediment. Scaphopod fragments are scattered.,,,,356,U1461,A,14,H,2,A
356-U1461A-14H-3-A,0,145,79.1,80.55,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,gray,bivalve,,,,,,,,Homogeneous sediment. Bivalve fragments are scattered.,,,,356,U1461,A,14,H,3,A
356-U1461A-14H-4-A,0,150,80.6,82.1,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,gray,bryozoa,,,,,,,,Homogeneous sediment. Bryozoa fragments are present.,,,,356,U1461,A,14,H,4,A
356-U1461A-14H-5-A,0,150,82.1,83.6,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,gray,,,,,,,,,Homogeneous sediments.,,,,356,U1461,A,14,H,5,A
356-U1461A-14H-6-A,0,150,83.6,85.1,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,gray,,,,,,,,,Homogeneous sediment,,,,356,U1461,A,14,H,6,A
356-U1461A-14H-7-A,0,63,85.1,85.73,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,gray,,,,,,,,,Homogeneous sediment,,,,356,U1461,A,14,H,7,A
356-U1461A-14H-CC-A,0,10,85.73,85.83,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,gray,,,,,,,,,Homogeneous sediment,,,,356,U1461,A,14,H,CC,A
356-U1461A-15H-1-A,0,147,85.6,87.07,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,gray,foraminifera (small benthic),,,,,,,,homogeneous skeletal packstone with small benthic foraminifers.,,,,356,U1461,A,15,H,1,A
356-U1461A-15H-2-A,0,146,87.07,88.53,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,gray,foraminifera (small benthic),,,,,,,,homogeneous skeletal packstone with small benthic foraminifers.,,,,356,U1461,A,15,H,2,A
356-U1461A-15H-3-A,0,141,88.53,89.94,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,gray,foraminifera (small benthic),,,,,,,,homogeneous skeletal packstone with small benthic foraminifers. A thin layer of glauconite-rich sediment at 117-118 cm.,,,,356,U1461,A,15,H,3,A
356-U1461A-15H-4-A,0,146,89.99,91.45,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,gray,foraminifera (small benthic),,,,,,,,homogeneous skeletal packstone with small benthic foraminifers.,,,,356,U1461,A,15,H,4,A
356-U1461A-15H-5-A,0,148,91.45,92.93,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,gray,foraminifera (small benthic),,,,,,,,homogeneous skeletal packstone with small benthic foraminifers.,,,,356,U1461,A,15,H,5,A
356-U1461A-15H-6-A,0,149,92.93,94.42,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,gray,foraminifera (small benthic),,,,,,,,homogeneous skeletal packstone with small benthic foraminifers.,,,,356,U1461,A,15,H,6,A
356-U1461A-15H-7-A,0,105,94.42,95.47,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,gray,foraminifera (small benthic),,,,,,,,homogeneous skeletal packstone with small benthic foraminifers.,,,,356,U1461,A,15,H,7,A
356-U1461A-15H-CC-A,0,10,95.47,95.57,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,A,15,H,CC,A
356-U1461A-16H-1-A,0,2,95.1,95.12,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,16,H,1,A
356-U1461A-16H-1-A,2,68,95.12,95.78,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,hemipelagic,gray,,,,,,,,,Unlithified homogeneous gray wackestone with foraminifers,,,,356,U1461,A,16,H,1,A
356-U1461A-16H-1-A,68,82,95.78,95.92,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,16,H,1,A
356-U1461A-16H-1-A,82,144,95.92,96.54,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,hemipelagic,gray,,,,,,,,,Unlithified homogeneous gray wackestone with foraminifers,,,,356,U1461,A,16,H,1,A
356-U1461A-16H-2-A,0,30,96.54,96.84,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,hemipelagic,gray,,,,,,,gradational,inclined,Unlithified homogeneous gray wackestone with foraminifers.,,,,356,U1461,A,16,H,2,A
356-U1461A-16H-2-A,30,136,96.84,97.9,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,off white,,,,,,,,,Homogeneous unlithified mudstone (carbonate) with less than 50% clay.,,,,356,U1461,A,16,H,2,A
356-U1461A-16H-2-A,136,141,97.9,97.95,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,16,H,2,A
356-U1461A-16H-3-A,0,132,97.95,99.27,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,off white,,,,,,,,,Homogeneous unlithified mudstone (carbonate) with less than 50% clay.,,,,356,U1461,A,16,H,3,A
356-U1461A-16H-3-A,132,143,99.27,99.38,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,16,H,3,A
356-U1461A-16H-3-A,143,148,99.38,99.43,,,,,,,,,,,,,,,,,IW,,,,356,U1461,A,16,H,3,A
356-U1461A-16H-4-A,0,126,99.43,100.69,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,off white,,,,,,,,,Homogeneous unlithified mudstone (carbonate) with less than 50% clay.,,,,356,U1461,A,16,H,4,A
356-U1461A-16H-4-A,126,143,100.69,100.86,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,16,H,4,A
356-U1461A-16H-5-A,0,129,100.86,102.15,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,off white,,,,,,,,,Homogeneous unlithified mudstone (carbonate) with less than 50% clay.,,,,356,U1461,A,16,H,5,A
356-U1461A-16H-5-A,129,138,102.15,102.24,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,16,H,5,A
356-U1461A-16H-6-A,0,131,102.24,103.55,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,off white,,,,,,,,,Homogeneous unlithified mudstone (carbonate) with less than 50% clay.,,,,356,U1461,A,16,H,6,A
356-U1461A-16H-CC-A,0,62,103.55,104.17,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,off white,,,,,,,,,Homogeneous unlithified mudstone (carbonate) with less than 50% clay.,,,,356,U1461,A,16,H,CC,A
356-U1461A-16H-CC-A,62,73,104.17,104.28,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,A,16,H,CC,A
356-U1461A-17H-1-A,0,128,104.6,105.88,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous mudstone with clay.",,,,356,U1461,A,17,H,1,A
356-U1461A-17H-1-A,128,141,105.88,106.01,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,17,H,1,A
356-U1461A-17H-2-A,0,129,106.01,107.3,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous mudstone with clay.",,,,356,U1461,A,17,H,2,A
356-U1461A-17H-2-A,129,144,107.3,107.45,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,17,H,2,A
356-U1461A-17H-3-A,0,67,107.45,108.12,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous mudstone with clay.",,,,356,U1461,A,17,H,3,A
356-U1461A-17H-3-A,67,78,108.12,108.23,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,17,H,3,A
356-U1461A-17H-3-A,78,143,108.23,108.88,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous mudstone with clay.",,,,356,U1461,A,17,H,3,A
356-U1461A-17H-4-A,0,142,108.88,110.3,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous mudstone with clay.",,,,356,U1461,A,17,H,4,A
356-U1461A-17H-4-A,142,145,110.3,110.33,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,17,H,4,A
356-U1461A-17H-5-A,0,147,110.33,111.8,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous mudstone with clay.",,,,356,U1461,A,17,H,5,A
356-U1461A-17H-5-A,147,149,111.8,111.82,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,17,H,5,A
356-U1461A-17H-6-A,0,151,111.82,113.33,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous mudstone with clay",,,,356,U1461,A,17,H,6,A
356-U1461A-17H-7-A,0,5,113.33,113.38,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,17,H,7,A
356-U1461A-17H-7-A,5,125,113.38,114.58,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous mudstone with clay",,,,356,U1461,A,17,H,7,A
356-U1461A-17H-7-A,125,135,114.58,114.68,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,17,H,7,A
356-U1461A-17H-CC-A,0,17,114.68,114.85,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous mudstone with clay",,,,356,U1461,A,17,H,CC,A
356-U1461A-17H-CC-A,17,27,114.85,114.95,,,,,,,,,,,,,,,,,sample to pal,,,,356,U1461,A,17,H,CC,A
356-U1461A-18H-1-A,0,110,114.1,115.2,unlithified [Leg194],,mudstone [E&K72; D62],1,with glauconite [2014],mudstone with glauconite,hemipelagic,light gray,gastropod,,,,,,,,"Unlithified, light gray, homogeneous mudstone with glauconite",,,,356,U1461,A,18,H,1,A
356-U1461A-18H-1-A,110,137,115.2,115.47,unlithified [Leg194],glauconite-rich,packstone [E&K72; D62],3,,glauconite-rich packstone,hemipelagic,light gray,gastropod,,,,,,,,"Unlithified, light gray, glauconite-rich homogeneous mudstone",,,,356,U1461,A,18,H,1,A
356-U1461A-18H-1-A,137,141,115.47,115.51,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,18,H,1,A
356-U1461A-18H-2-A,0,133,115.51,116.84,unlithified [Leg194],glauconite-rich,packstone [E&K72; D62],3,,glauconite-rich packstone,hemipelagic,dark gray,gastropod,,concretion [BJ80],,,,,,"Unlithified, dark gray, glauconite-rich, homogeneous packstone with gastropods and bivalves. Two concretions between 73 and 81 cm of cemented packstone with glauconite.",,,,356,U1461,A,18,H,2,A
356-U1461A-18H-2-A,0,133,115.51,116.84,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,A,18,H,2,A
356-U1461A-18H-2-A,133,145,116.84,116.96,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,18,H,2,A
356-U1461A-18H-3-A,0,142,116.96,118.38,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,gastropod,,,,,,,,"Unlithified, olive gray, homogeneous packstone with glauconite containing gastropods and a pocket of gravely material at 106-110 cm.",,,,356,U1461,A,18,H,3,A
356-U1461A-18H-3-A,142,145,118.38,118.41,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,18,H,3,A
356-U1461A-18H-4-A,0,142,118.41,119.83,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,gastropod,,,,,,,,"Unlithified, olive gray, homogeneous packstone with rarely disseminated glauconite and concretions of same material at 133-134 cm.",,,,356,U1461,A,18,H,4,A
356-U1461A-18H-4-A,142,144,119.83,119.85,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,18,H,4,A
356-U1461A-18H-5-A,0,145,119.85,121.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,gastropod,,concretion [BJ80],,,,,,"Unlithified, olive gray, homogeneous wackestone with rare gastropods and concretion between 133-134 cm.",,,,356,U1461,A,18,H,5,A
356-U1461A-18H-6-A,0,56,121.3,121.86,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone",,,,356,U1461,A,18,H,6,A
356-U1461A-18H-6-A,56,93,121.86,122.23,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,olive gray,bivalve,,,,,,,,"Unlithified, olive gray, homogeneous, packstone with glauconite and bivalve fragments. Gravel size concretions of same material are abundant towards the base of Section.",,,,356,U1461,A,18,H,6,A
356-U1461A-18H-6-A,56,93,121.86,122.23,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,A,18,H,6,A
356-U1461A-18H-6-A,93,142,122.23,122.72,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,bivalve,,concretion [BJ80],,,,,,"Unlithified, olive gray packstone with glauconite and bivalves. It contains concretions, gravel size.",,,,356,U1461,A,18,H,6,A
356-U1461A-18H-7-A,0,101,122.72,123.73,unlithified [Leg194],glauconite-rich,packstone [E&K72; D62],3,,glauconite-rich packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with lithified patches, dark greenish gray, glauconite-rich packstone",,,,356,U1461,A,18,H,7,A
356-U1461A-18H-7-A,101,107,123.73,123.79,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,18,H,7,A
356-U1461A-18H-7-A,107,147,123.79,124.19,unlithified [Leg194],glauconite-rich,packstone [E&K72; D62],3,,glauconite-rich packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with lithified patches, dark greenish gray, glauconite-rich packstone",,,,356,U1461,A,18,H,7,A
356-U1461A-18H-CC-A,0,10,124.19,124.29,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,A,18,H,CC,A
356-U1461A-19H-1-A,0,148,123.6,125.08,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,concretion [BJ80],,,,,,"Unlithified, olive gray, homogeneous packstone with pockets of glauconite. Concretions towards the base of the core",,,,356,U1461,A,19,H,1,A
356-U1461A-19H-2-A,0,148,125.08,126.56,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with very rare shell fragments",,,,356,U1461,A,19,H,2,A
356-U1461A-19H-3-A,0,150,126.56,128.06,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with glauconite",,,,356,U1461,A,19,H,3,A
356-U1461A-19H-4-A,0,139,128.06,129.45,unlithified [Leg194],glauconite-rich,packstone [E&K72; D62],3,,glauconite-rich packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous glauconite-rich packstone with partially lithified intervals",,,,356,U1461,A,19,H,4,A
356-U1461A-19H-5-A,0,65,129.55,130.2,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,gradational,sub-horizontal,"Unlithified, dark greenish gray, homogeneous packstone with glauconite. Gradational contact at the base.",,,,356,U1461,A,19,H,5,A
356-U1461A-19H-5-A,65,143,130.2,130.98,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, wackestone with less abundant glauconite than in the top of the Section.",,,,356,U1461,A,19,H,5,A
356-U1461A-19H-6-A,0,149,130.98,132.47,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,19,H,6,A
356-U1461A-19H-7-A,0,123,132.47,133.7,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone",,,,356,U1461,A,19,H,7,A
356-U1461A-19H-CC-A,0,40,133.7,134.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone",,,,356,U1461,A,19,H,CC,A
356-U1461A-19H-CC-A,40,51,134.1,134.21,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,A,19,H,CC,A
356-U1461A-20H-1-A,0,143,133.1,134.53,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone with rarely scattered glauconite",,,,356,U1461,A,20,H,1,A
356-U1461A-20H-2-A,0,143,134.51,135.94,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unithified, olive gray, homogeneous wackestone",,,,356,U1461,A,20,H,2,A
356-U1461A-20H-3-A,0,143,135.94,137.37,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone",,,,356,U1461,A,20,H,3,A
356-U1461A-20H-4-A,0,143,137.37,138.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone",,,,356,U1461,A,20,H,4,A
356-U1461A-20H-5-A,0,143,138.8,140.23,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithfied, olive gray, homogeneous wackestone",,,,356,U1461,A,20,H,5,A
356-U1461A-20H-6-A,0,148,140.23,141.71,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,20,H,6,A
356-U1461A-20H-7-A,0,144,141.71,143.15,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,20,H,7,A
356-U1461A-20H-CC-A,0,65,143.15,143.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, homogeneous packstone",,,,356,U1461,A,20,H,CC,A
356-U1461A-20H-CC-A,65,75,143.8,143.9,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,A,20,H,CC,A
356-U1461A-21H-1-A,0,18,142.6,142.78,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,light gray,gastropod,,,,,,,,Mixed packstone and skeletal grainstone possibly caved-in material.,,,,356,U1461,A,21,H,1,A
356-U1461A-21H-1-A,0,18,142.6,142.78,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,A,21,H,1,A
356-U1461A-21H-1-A,0,18,142.6,142.78,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1461,A,21,H,1,A
356-U1461A-21H-1-A,18,50,142.78,143.1,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,,skeletal grainstone,hemipelagic,dark greenish gray,gastropod,,,,,,,,"Skeletal, light greenish gray grainstone with macrofossils and lithic clasts (cemented glauconite and carbonates), Likely caved-in material.",,,,356,U1461,A,21,H,1,A
356-U1461A-21H-1-A,18,50,142.78,143.1,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,A,21,H,1,A
356-U1461A-21H-1-A,18,50,142.78,143.1,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1461,A,21,H,1,A
356-U1461A-21H-1-A,18,50,142.78,143.1,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1461,A,21,H,1,A
356-U1461A-21H-1-A,50,134,143.1,143.94,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,scaphopod,,,,,,,,"Unlithified, light gray, homogeneous packstone with scaphopod.",,,,356,U1461,A,21,H,1,A
356-U1461A-21H-2-A,0,148,143.94,145.42,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with sparse glauconite.",,,,356,U1461,A,21,H,2,A
356-U1461A-21H-3-A,0,148,145.42,146.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with rare glauconite grains.",,,,356,U1461,A,21,H,3,A
356-U1461A-21H-4-A,0,146,146.9,148.36,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, homogeneous wackestone.",,,,356,U1461,A,21,H,4,A
356-U1461A-21H-5-A,0,144,148.36,149.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,"unlithified, light gray, homogeneous packstone",,,,356,U1461,A,21,H,5,A
356-U1461A-21H-6-A,0,71,149.8,150.51,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, homogeneous packstone",,,,356,U1461,A,21,H,6,A
356-U1461A-21H-CC-A,0,27,150.51,150.78,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, homogeneous packstone",,,,356,U1461,A,21,H,CC,A
356-U1461A-21H-CC-A,27,37,150.78,150.88,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1461,A,21,H,CC,A
356-U1461A-22H-1-A,0,142,152.1,153.52,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,concretion [BJ80],,,,,,"Unlithified, light gray, homogeneous packstone with concretions at 109-111 cm and 117-121 cm. Rare gastropod fragments and sparse glauconite grains.",,,,356,U1461,A,22,H,1,A
356-U1461A-22H-2-A,0,63,153.52,154.15,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,gastropod,,,,,,,,"Unlithified, light gray, homogeneous packstone, rare gastropod fragments",,,,356,U1461,A,22,H,2,A
