Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1405B-23H-7-A,342,U1405,B,23,23-7,H,7,A,0,67,213.57,214.24,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,,
342-U1405B-23H-CC-A,342,U1405,B,23,23-CC,H,CC,A,0,17,214.24,214.46,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,,
342-U1405B-24H-1-A,342,U1405,B,24,24-1,H,1,A,0,150,214,215.5,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-24H-2-A,342,U1405,B,24,24-2,H,2,A,0,54,215.5,216.84,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-24H-2-A,342,U1405,B,24,24-2,H,2,A,58,134,215.5,216.84,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-24H-2-A,342,U1405,B,24,24-2,H,2,A,134,150,216.84,217,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-24H-3-A,342,U1405,B,24,24-3,H,3,A,0,19,217,217.19,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-24H-3-A,342,U1405,B,24,24-3,H,3,A,19,32,217.19,217.32,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-24H-3-A,342,U1405,B,24,24-3,H,3,A,32,52,217.32,217.52,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-24H-3-A,342,U1405,B,24,24-3,H,3,A,52,150,217.52,218.5,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-24H-4-A,342,U1405,B,24,24-4,H,4,A,0,14,218.5,218.64,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-24H-4-A,342,U1405,B,24,24-4,H,4,A,14,84,218.64,219.34,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1405B-24H-4-A,342,U1405,B,24,24-4,H,4,A,84,92,219.34,219.42,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1405B-24H-4-A,342,U1405,B,24,24-4,H,4,A,92,151,219.42,220.01,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1405B-24H-5-A,342,U1405,B,24,24-5,H,5,A,0,130,220.01,221.31,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1405B-24H-5-A,342,U1405,B,24,24-5,H,5,A,130,150,221.31,221.51,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1405B-24H-6-A,342,U1405,B,24,24-6,H,6,A,0,154,221.51,223.05,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1405B-24H-CC-A,342,U1405,B,24,24-CC,H,CC,A,0,23,223.05,223.33,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
