Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
363-U1490C-12H-1-A,78,150,85.28,86,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-12H-2-A,0,150,86,87.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-12H-3-A,0,150,87.5,89,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-12H-4-A,0,150,89,90.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-12H-5-A,0,150,90.5,92,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-12H-6-A,0,101,92,93.01,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-12H-6-A,108,150,93.08,93.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-12H-7-A,0,18,93.5,93.68,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-12H-7-A,18,25,93.68,93.75,,foraminiferal ooze [Leg339],foraminiferal ooze,,10YR 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-12H-7-A,25,65,93.75,94.15,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-12H-CC-A,0,13,94.15,94.28,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-1-A,0,71,94,94.71,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-1-A,71,76,94.71,94.76,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-1-A,76,150,94.76,95.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-2-A,0,95,95.5,96.45,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-2-A,95,101,96.45,96.51,,foraminiferal ooze [Leg339],foraminiferal ooze,,10YR 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-2-A,101,150,96.51,97,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-3-A,0,150,97,98.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-4-A,0,150,98.5,100,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-5-A,0,150,100,101.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-6-A,0,150,101.5,103,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-7-A,0,65,103,103.65,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-13H-CC-A,0,19,103.65,103.84,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-1-A,0,150,103.5,105,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-2-A,0,150,105,106.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-3-A,0,64,106.5,107.14,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-3-A,64,69,107.14,107.19,,foraminiferal ooze [Leg339],foraminiferal ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-3-A,69,150,107.19,108,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-4-A,0,137,108,109.37,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-4-A,137,149,109.37,109.49,,foraminiferal ooze [Leg339],foraminiferal ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-4-A,149,150,109.49,109.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-5-A,0,70,109.5,110.2,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-5-A,70,75,110.2,110.25,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,7.5YR 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-5-A,75,150,110.25,111,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-6-A,0,150,111,112.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-7-A,0,62,112.5,113.12,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-14H-CC-A,0,12,113.12,113.24,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-15H-1-A,0,150,113,114.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-15H-2-A,0,150,114.5,116,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-15H-3-A,0,150,116,117.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-15H-4-A,0,150,117.5,119,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-15H-5-A,0,150,119,120.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-15H-6-A,0,125,120.5,121.75,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-15H-6-A,125,127,121.75,121.77,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-15H-6-A,127,150,121.77,122,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-15H-7-A,0,69,122,122.69,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-15H-CC-A,0,17,122.69,122.86,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-16H-1-A,0,13,122.5,122.63,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-16H-1-A,13,23,122.63,122.73,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-16H-1-A,23,150,122.73,124,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-16H-2-A,0,150,124,125.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-16H-3-A,0,150,125.5,127,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-16H-4-A,0,150,127,128.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-16H-5-A,0,150,128.5,130,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-16H-6-A,0,150,130,131.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-16H-7-A,0,59,131.5,132.09,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-16H-CC-A,0,8,132.09,132.17,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-17H-1-A,0,150,132,133.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-2-A,0,150,133.5,135,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-3-A,0,28,135,135.28,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-3-A,28,35,135.28,135.35,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-17H-3-A,35,150,135.35,136.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-4-A,0,3,136.5,136.53,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-4-A,3,7,136.53,136.57,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-17H-4-A,7,28,136.57,136.78,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-4-A,28,46,136.78,136.96,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-17H-4-A,46,150,136.96,138,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-5-A,0,5,138,138.05,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-5-A,5,23,138.05,138.23,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-17H-5-A,23,150,138.23,139.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-6-A,0,30,139.5,139.8,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-6-A,30,35,139.8,139.85,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-17H-6-A,35,97,139.85,140.47,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-6-A,97,103,140.47,140.53,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-17H-6-A,103,125,140.53,140.75,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-6-A,125,136,140.75,140.86,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-17H-6-A,136,150,140.86,141,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-7-A,0,54,141,141.54,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-7-A,54,73,141.54,141.73,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,5PB 8/1 (light bluish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-17H-7-A,73,75,141.73,141.75,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-CC-A,0,7,141.75,141.82,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-17H-CC-A,7,21,141.82,141.96,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-1-A,0,11,141.5,141.61,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-18H-1-A,11,18,141.61,141.68,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-1-A,18,150,141.68,143,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-2-A,0,42,143,143.42,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-2-A,42,47,143.42,143.47,clay-rich [X363],foraminiferal sand [X363],clay-rich foraminiferal sand,,7.5YR 8/1 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-2-A,47,111,143.47,144.11,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-2-A,111,113,144.11,144.13,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-2-A,113,150,144.13,144.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-3-A,0,150,144.5,146,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-4-A,0,150,146,147.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-5-A,0,43,147.5,147.93,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-5-A,43,51,147.93,148.01,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-5-A,51,150,148.01,149,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-6-A,0,101,149,150.01,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-7-A,0,68,150.01,150.69,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-18H-CC-A,0,52,150.69,151.21,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-1-A,0,150,151,152.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-2-A,0,150,152.5,154,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-3-A,0,75,154,154.75,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-3-A,75,150,154.75,155.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-4-A,0,75,155.5,156.25,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-4-A,75,140,156.25,156.9,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-4-A,140,150,156.9,157,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-5-A,0,47,157,157.47,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-5-A,47,150,157.47,158.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-6-A,0,110,158.5,159.6,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-7-A,0,77,159.6,160.37,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-19H-CC-A,0,16,160.37,160.53,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae,,,,,,,,,,,,
363-U1490C-20H-1-A,0,150,160.5,162,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae less common,,,,,,,,,,,,
363-U1490C-20H-2-A,0,150,162,163.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae less common,,,,,,,,,,,,
363-U1490C-20H-3-A,0,6,163.5,163.56,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae less common,,,,,,,,,,,,
363-U1490C-20H-3-A,6,9,163.56,163.59,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,green and purple laminae less common,,,,,,,,,,,,
363-U1490C-20H-3-A,9,75,163.59,164.25,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae less common,,,,,,,,,,,,
363-U1490C-20H-3-A,75,150,164.25,165,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-20H-4-A,0,150,165,166.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 9.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1490C-20H-5-A,0,130,166.5,167.8,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae less common,,,,,,,,,,,,
363-U1490C-20H-5-A,130,150,167.8,168,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae less common,,,,,,,,,,,,
363-U1490C-20H-6-A,0,132,168,169.32,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae less common,,,,,,,,,,,,
363-U1490C-20H-7-A,0,64,169.32,169.96,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,green and purple laminae less common,,,,,,,,,,,,
