Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,Lithology Suffix
363-U1486D-14H-3-A,0,69,118.2,118.89,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,diatom and clay-bearing,,,,,,,,,,,,,363,U1486,D,14,H,3,A,,,,,
363-U1486D-14H-3-A,69,71,118.89,118.91,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,3,A,,,,,
363-U1486D-14H-3-A,71,101,118.91,119.21,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,diatom and clay-bearing,,,,,,,,,,,,,363,U1486,D,14,H,3,A,,,,,
363-U1486D-14H-3-A,101,102,119.21,119.22,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,3,A,,,,,
363-U1486D-14H-3-A,102,150,119.22,119.7,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,diatom and clay-bearing,,,,,,,,,,,,,363,U1486,D,14,H,3,A,,,,,
363-U1486D-14H-4-A,0,71,119.7,120.41,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,diatom and clay-bearing,,,,,,,,,,,,,363,U1486,D,14,H,4,A,,,,,
363-U1486D-14H-4-A,71,79,120.41,120.49,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,color change from 10YR 2/1 to 5YR 4/1 within tephra layer,,,,,,,,,,,,,363,U1486,D,14,H,4,A,,,,,
363-U1486D-14H-4-A,79,105,120.49,120.75,clay-rich foraminifer-rich [X363],nannofossil clay [X363],clay-rich foraminifer-rich nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,4,A,,,,,
363-U1486D-14H-4-A,105,150,120.75,121.2,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,diatom and clay-bearing,,,,,,,,,,,,,363,U1486,D,14,H,4,A,,,,,
363-U1486D-14H-5-A,0,16,121.2,121.36,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,diatom and clay-bearing,,,,,,,,,,,,,363,U1486,D,14,H,5,A,,,,,
363-U1486D-14H-5-A,16,17,121.36,121.37,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,5,A,,,,,
363-U1486D-14H-5-A,17,109,121.37,122.29,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,5,A,,,,,
363-U1486D-14H-5-A,109,117,122.29,122.37,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,color change from 10YR 2/1 to 5YR 4/1 within tephra layer,,,,,,,,,,,,,363,U1486,D,14,H,5,A,,,,,
363-U1486D-14H-5-A,117,150,122.37,122.7,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,5,A,,,,,
363-U1486D-14H-6-A,0,24,122.7,122.94,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,6,A,,,,,
363-U1486D-14H-6-A,24,25,122.94,122.95,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,6,A,,,,,
363-U1486D-14H-6-A,25,94,122.95,123.64,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,6,A,,,,,
363-U1486D-14H-6-A,94,100,123.64,123.7,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,6,A,,,,,
363-U1486D-14H-6-A,100,150,123.7,124.2,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,6,A,,,,,
363-U1486D-14H-7-A,0,41,124.2,124.61,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,7,A,,,,,
363-U1486D-14H-7-A,41,44,124.61,124.64,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,7,A,,,,,
363-U1486D-14H-7-A,44,58,124.64,124.78,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,diatom and clay-bearing,,,,,,,,,,,,,363,U1486,D,14,H,7,A,,,,,
363-U1486D-14H-CC-A,0,22,124.78,125,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,diatom and clay-bearing,,,,,,,,,,,,,363,U1486,D,14,H,CC,A,,,,,
363-U1486D-15H-1-A,0,14,124.7,124.84,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,1,A,,,,,
363-U1486D-15H-1-A,14,30,124.84,125,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,1,A,,,,,
363-U1486D-15H-1-A,30,66,125,125.36,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,1,A,,,,,
363-U1486D-15H-1-A,66,82,125.36,125.52,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,1,A,,,,,
363-U1486D-15H-1-A,82,86,125.52,125.56,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,1,A,,,,,
363-U1486D-15H-1-A,86,95,125.56,125.65,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,1,A,,,,,
363-U1486D-15H-1-A,95,115,125.65,125.85,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,1,A,,,,,
363-U1486D-15H-1-A,115,117,125.85,125.87,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,1,A,,,,,
363-U1486D-15H-1-A,117,150,125.87,126.2,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,1,A,,,,,
363-U1486D-15H-2-A,0,60,126.2,126.8,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,2,A,,,,,
363-U1486D-15H-2-A,60,63,126.8,126.83,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,2,A,,,,,
363-U1486D-15H-2-A,63,108,126.83,127.28,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,2,A,,,,,
363-U1486D-15H-2-A,108,129,127.28,127.49,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,2,A,,,,,
363-U1486D-15H-2-A,129,150,127.49,127.7,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,2,A,,,,,
363-U1486D-15H-3-A,0,19,127.7,127.89,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,3,A,,,,,
363-U1486D-15H-3-A,19,25,127.89,127.95,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,3,A,,,,,
363-U1486D-15H-3-A,25,32,127.95,128.02,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,3,A,,,,,
363-U1486D-15H-3-A,32,38,128.02,128.08,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,3,A,,,,,
363-U1486D-15H-3-A,38,43,128.08,128.13,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,3,A,,,,,
363-U1486D-15H-3-A,43,53,128.13,128.23,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,3,A,,,,,
363-U1486D-15H-3-A,53,73,128.23,128.43,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,3,A,,,,,
363-U1486D-15H-3-A,73,76,128.43,128.46,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,3,A,,,,,
363-U1486D-15H-3-A,76,150,128.46,129.2,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,3,A,,,,,
363-U1486D-15H-4-A,0,129,129.2,130.49,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,4,A,,,,,
363-U1486D-15H-4-A,129,135,130.49,130.55,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,4,A,,,,,
363-U1486D-15H-4-A,135,150,130.55,130.7,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,4,A,,,,,
363-U1486D-15H-5-A,0,13,130.7,130.83,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,5,A,,,,,
363-U1486D-15H-5-A,13,25,130.83,130.95,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,5,A,,,,,
363-U1486D-15H-5-A,25,35,130.95,131.05,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/1 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,5,A,,,,,
363-U1486D-15H-5-A,35,150,131.05,132.2,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,5,A,,,,,
363-U1486D-15H-6-A,0,16,132.2,132.36,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,6,A,,,,,
363-U1486D-15H-6-A,16,66,132.36,132.86,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,6,A,,,,,
363-U1486D-15H-6-A,66,69,132.86,132.89,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,6,A,,,,,
363-U1486D-15H-6-A,69,85,132.89,133.05,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,6,A,,,,,
363-U1486D-15H-6-A,85,95,133.05,133.15,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,6,A,,,,,
363-U1486D-15H-6-A,95,124,133.15,133.44,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,6,A,,,,,
363-U1486D-15H-6-A,124,150,133.44,133.7,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,6,A,,,,,
363-U1486D-15H-7-A,0,72,133.7,134.42,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,7,A,,,,,
363-U1486D-15H-CC-A,0,27,134.42,134.69,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,15,H,CC,A,,,,,
363-U1486D-16H-1-A,0,32,134.2,134.52,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,1,A,,,,,
363-U1486D-16H-1-A,32,35,134.52,134.55,,ashy sand [X363],ashy sand,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,1,A,,,,,
363-U1486D-16H-1-A,35,76,134.55,134.96,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,1,A,,,,,
363-U1486D-16H-1-A,76,80,134.96,135,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,1,A,,,,,
363-U1486D-16H-1-A,80,90,135,135.1,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,1,A,,,,,
363-U1486D-16H-1-A,90,101,135.1,135.21,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,1,A,,,,,
363-U1486D-16H-1-A,101,106,135.21,135.26,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,1,A,,,,,
363-U1486D-16H-1-A,106,150,135.26,135.7,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,1,A,,,,,
363-U1486D-16H-2-A,0,83,135.7,136.53,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,2,A,,,,,
363-U1486D-16H-2-A,83,95,136.53,136.65,,ashy sand [X363],ashy sand,,5YR 3/1 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,2,A,,,,,
363-U1486D-16H-2-A,95,142,136.65,137.12,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,2,A,,,,,
363-U1486D-16H-2-A,142,148,137.12,137.18,,ashy sand [X363],ashy sand,,5YR 3/1 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,2,A,,,,,
363-U1486D-16H-2-A,148,150,137.18,137.2,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,2,A,,,,,
363-U1486D-16H-3-A,0,42,137.2,137.62,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,3,A,,,,,
363-U1486D-16H-3-A,42,51,137.62,137.71,,ashy sand [X363],ashy sand,,5YR 3/1 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,3,A,,,,,
363-U1486D-16H-3-A,51,80,137.71,138,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,3,A,,,,,
363-U1486D-16H-3-A,80,86,138,138.06,,ashy sand [X363],ashy sand,,5YR 3/1 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,3,A,,,,,
363-U1486D-16H-3-A,86,102,138.06,138.22,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,3,A,,,,,
363-U1486D-16H-3-A,102,128,138.22,138.48,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,3,A,,,,,
363-U1486D-16H-3-A,128,133,138.48,138.53,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,3,A,,,,,
363-U1486D-16H-3-A,133,150,138.53,138.7,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,3,A,,,,,
363-U1486D-16H-4-A,0,6,138.7,138.76,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,4,A,,,,,
363-U1486D-16H-4-A,6,12,138.76,138.82,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,4,A,,,,,
363-U1486D-16H-4-A,12,150,138.82,140.2,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,4,A,,,,,
363-U1486D-16H-5-A,0,47,140.2,140.67,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,5,A,,,,,
363-U1486D-16H-5-A,47,51,140.67,140.71,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,5,A,,,,,
363-U1486D-16H-5-A,51,57,140.71,140.77,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,5,A,,,,,
363-U1486D-16H-5-A,57,59,140.77,140.79,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,5,A,,,,,
363-U1486D-16H-5-A,59,70,140.79,140.9,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,5,A,,,,,
363-U1486D-16H-5-A,70,108,140.9,141.28,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,5,A,,,,,
363-U1486D-16H-5-A,108,109,141.28,141.29,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,5,A,,,,,
363-U1486D-16H-5-A,109,128,141.29,141.48,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,5,A,,,,,
363-U1486D-16H-5-A,128,130,141.48,141.5,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,5,A,,,,,
363-U1486D-16H-5-A,130,150,141.5,141.7,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,5,A,,,,,
363-U1486D-16H-6-A,0,8,141.7,141.78,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,6,A,,,,,
363-U1486D-16H-6-A,8,19,141.78,141.89,,ashy sand [X363],ashy sand,,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,6,A,,,,,
363-U1486D-16H-6-A,19,58,141.89,142.28,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,6,A,,,,,
363-U1486D-16H-6-A,58,74,142.28,142.44,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,6,A,,,,,
363-U1486D-16H-6-A,74,80,142.44,142.5,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,6,A,,,,,
363-U1486D-16H-6-A,80,110,142.5,142.8,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,6,A,,,,,
363-U1486D-16H-6-A,110,115,142.8,142.85,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,6,A,,,,,
363-U1486D-16H-6-A,115,139,142.85,143.09,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,6,A,,,,,
363-U1486D-16H-6-A,139,143,143.09,143.13,,ash(tuff) [MMK88m],ash(tuff),,10Y 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,6,A,,,,,
363-U1486D-16H-6-A,143,150,143.13,143.2,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,6,A,,,,,
363-U1486D-16H-7-A,0,37,143.2,143.57,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,7,A,,,,,
363-U1486D-16H-7-A,37,42,143.57,143.62,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,7,A,,,,,
363-U1486D-16H-7-A,42,53,143.62,143.73,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,7,A,,,,,
363-U1486D-16H-7-A,53,58,143.73,143.78,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,7,A,,,,,
363-U1486D-16H-7-A,58,62,143.78,143.82,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,7,A,,,,,
363-U1486D-16H-CC-A,0,28,143.82,144.1,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,CC,A,,,,,
