Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
374-U1525A-14F-1-A,125,146,71.05,71.26,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 5/10GY (greenish gray),,,,,,,,lonestone,,,Lonestone at 130,,,,374,U1525,A,14,F,1,A,
374-U1525A-14F-1-A,125,146,71.05,71.26,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,14,F,1,A,
374-U1525A-14F-2-A,0,20,71.26,71.46,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,14,F,2,A,
374-U1525A-14F-2-A,0,149,71.26,72.75,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,14,F,2,A,
374-U1525A-14F-2-A,20,103,71.46,72.29,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,"Clast cluster in sandy mud matrux occur at: 0-12, 40-49, 104-118",,,,374,U1525,A,14,F,2,A,
374-U1525A-14F-2-A,103,149,72.29,72.75,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,14,F,2,A,
374-U1525A-14F-3-A,0,50,72.75,73.25,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,Microfault at 0-10; 32-62: interval of truncated laminae and irregular color variation,,,,374,U1525,A,14,F,3,A,
374-U1525A-14F-3-A,0,91,72.75,73.66,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,14,F,3,A,
374-U1525A-14F-3-A,50,66,73.25,73.41,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,14,F,3,A,
374-U1525A-14F-3-A,66,91,73.41,73.66,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,14,F,3,A,
374-U1525A-14F-4-A,0,85,73.66,74.51,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,14,F,4,A,
374-U1525A-14F-CC-A,0,15,74.51,74.66,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,14,F,CC,A,
374-U1525A-15F-1-A,0,146,74.5,75.96,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,15,F,1,A,
374-U1525A-15F-2-A,0,136,75.96,77.32,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,15,F,2,A,
374-U1525A-15F-3-A,0,60,77.42,78.02,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,15,F,3,A,
374-U1525A-15F-CC-A,0,14,78.02,78.16,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,15,F,CC,A,
374-U1525A-16H-1-A,0,36,79.2,79.56,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 6/10GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,16,H,1,A,
374-U1525A-16H-1-A,36,64,79.56,79.84,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 4/5GY (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,16,H,1,A,
374-U1525A-16H-1-A,64,142,79.84,80.62,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,16,H,1,A,
374-U1525A-16H-2-A,0,74,80.62,81.36,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,lonestone,sharp boundary or contact,,"Lonestones 64, 75, 123 cm.",,,,374,U1525,A,16,H,2,A,
374-U1525A-16H-2-A,74,142,81.36,82.04,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,lamination,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,16,H,2,A,
374-U1525A-16H-3-A,0,142,82.04,83.46,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,lamination,GLEY 1 4/10GY (dark greenish gray),,,,,,,,lonestone,sharp boundary or contact,,"Lonestones: 35, 69, 75, 99 cm",,,,374,U1525,A,16,H,3,A,
374-U1525A-16H-4-A,0,77,83.46,84.23,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,lamination,GLEY 1 4/10GY (dark greenish gray),,,,,,,,lonestone,sharp boundary or contact,,Clast cluster: 8-9 cm.,,,,374,U1525,A,16,H,4,A,
374-U1525A-16H-4-A,77,86,84.23,84.32,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,lamination,GLEY 1 6/10GY (greenish gray),,,,,,,,,sharp boundary or contact,,sand stringers: 77-86 cm,,,,374,U1525,A,16,H,4,A,
374-U1525A-16H-4-A,86,142,84.32,84.88,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,16,H,4,A,
374-U1525A-16H-5-A,0,42,84.88,85.3,diatom bearing,mud,,diatom bearing mud,,,,,,,,,,,,,,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-5-A,0,69,84.88,85.57,,,,,lamination,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-5-A,13,18,85.01,85.06,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-5-A,42,45,85.3,85.33,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,,,,,,,,,,,,,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-5-A,45,92,85.33,85.8,diatom bearing,mud,,diatom bearing mud,,,,,,,,,,,,,,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-5-A,69,79,85.57,85.67,,,,,lamination,GLEY 1 6/10GY (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-5-A,79,142,85.67,86.3,,,,,lamination,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,sharp boundary or contact,,Mottled/sand stringers: 93-98 cm and below 108 cm. Dark bed ta 114-118 cm.,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-5-A,92,98,85.8,85.86,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,,,,,,,,,,,,,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-5-A,98,107,85.86,85.95,diatom bearing,mud,,diatom bearing mud,,,,,,,,,,,,,,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-5-A,107,133,85.95,86.21,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,,,,,,,,,,,,,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-5-A,133,142,86.21,86.3,diatom bearing,mud,,diatom bearing mud,,,,,,,,,,,,,,,,,374,U1525,A,16,H,5,A,
374-U1525A-16H-6-A,0,5,86.3,86.35,diatom bearing,mud,,diatom bearing mud,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,16,H,6,A,
374-U1525A-16H-6-A,5,25,86.35,86.55,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,16,H,6,A,
374-U1525A-16H-6-A,25,52,86.55,86.82,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,16,H,6,A,
374-U1525A-16H-6-A,52,85,86.82,87.15,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,16,H,6,A,
374-U1525A-16H-6-A,85,97,87.15,87.27,diatom bearing,mud,,diatom bearing mud,,,,,,,,,,,,,,,,,374,U1525,A,16,H,6,A,
374-U1525A-16H-6-A,85,131,87.15,87.61,,,,,lamination,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,sharp boundary or contact,,Mottling and sand stringers: 5-13 cm. Mottling 52-81 cm.,,,,374,U1525,A,16,H,6,A,
374-U1525A-16H-6-A,97,110,87.27,87.4,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,,,,,,,,,,,,,,,,374,U1525,A,16,H,6,A,
374-U1525A-16H-6-A,110,131,87.4,87.61,diatom bearing,mud,,diatom bearing mud,,,,,,,,,,,,,,,,,374,U1525,A,16,H,6,A,
374-U1525A-16H-7-A,0,101,87.71,88.72,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,sharp boundary or contact,,Mottling 0-101 cm.,,,,374,U1525,A,16,H,7,A,
374-U1525A-16H-CC-A,0,14,88.72,88.86,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,sharp boundary or contact,,Soft sediment deformation: 2-12 cm.,,,,374,U1525,A,16,H,CC,A,
374-U1525A-17H-1-A,0,141,88.7,90.11,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,Syn-/post sedimentary deformation 0-25,,,,374,U1525,A,17,H,1,A,
374-U1525A-17H-1-A,15,21,88.85,88.91,,,,,deformed,,,,,,,,,,,,,,,,374,U1525,A,17,H,1,A,
374-U1525A-17H-2-A,0,20,90.11,90.31,,,,,tilted bedding,,,,,,,,,,,,,,,,374,U1525,A,17,H,2,A,
374-U1525A-17H-2-A,0,49,90.11,90.6,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,2,A,
374-U1525A-17H-2-A,0,141,90.11,91.52,,,,,,,,,,,,,,,,,"Lonestones at 57, 60, 62, 67, 69, 73, 83, 91, 100, 132",,,,374,U1525,A,17,H,2,A,
374-U1525A-17H-2-A,12,28,90.23,90.39,,,,,deformed,,,,,,,,,,,,,,,,374,U1525,A,17,H,2,A,
374-U1525A-17H-2-A,49,91,90.6,91.02,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,mottling [BJ80],GLEY 1 5/10GY (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,17,H,2,A,
374-U1525A-17H-2-A,91,141,91.02,91.52,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,17,H,2,A,
374-U1525A-17H-3-A,0,12,91.52,91.64,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,mottling [BJ80],GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,3,A,
374-U1525A-17H-3-A,0,142,91.52,92.94,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,17,H,3,A,
374-U1525A-17H-3-A,0,142,91.52,92.94,,,,,sand stringer,,,,,,,,,,,,,,,,374,U1525,A,17,H,3,A,
374-U1525A-17H-3-A,12,60,91.64,92.12,foraminifer bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,foraminifer bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,mottling [BJ80],GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,3,A,
374-U1525A-17H-3-A,60,78,92.12,92.3,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,mottling [BJ80],GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,3,A,
374-U1525A-17H-3-A,78,91,92.3,92.43,foraminifer bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,foraminifer bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,3,A,
374-U1525A-17H-3-A,91,136,92.43,92.88,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,mottling [BJ80],GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,3,A,
374-U1525A-17H-3-A,136,142,92.88,92.94,foraminifer bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,foraminifer bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,"Lonestones at: 1, 24, 27, 45, 85, 99. 46-59, 78-91 cm , 136-140 cm are foram-bearing sandy mud.",,,,374,U1525,A,17,H,3,A,
374-U1525A-17H-4-A,0,19,92.94,93.13,foraminifer bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,foraminifer bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,4,A,
374-U1525A-17H-4-A,19,31,93.13,93.25,diatom bearing,mud,,diatom bearing mud,mottling [BJ80],GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,4,A,
374-U1525A-17H-4-A,31,50,93.25,93.44,foraminifer bearing,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,foraminifer bearing sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,4,A,
374-U1525A-17H-4-A,50,97,93.44,93.91,diatom bearing,mud,,diatom bearing mud,mottling [BJ80],GLEY 1 5/10GY (greenish gray),,,,,,,,,,,"1-19 cm, 31-50 cm: foraminifer-bearing sandy mud. 122 cm: glauconite-rich lamina.",,,,374,U1525,A,17,H,4,A,
374-U1525A-17H-4-A,97,141,93.91,94.35,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1525,A,17,H,4,A,
374-U1525A-17H-5-A,0,69,94.45,95.14,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,Lonestone at 73,,,,374,U1525,A,17,H,5,A,
374-U1525A-17H-5-A,0,141,94.45,95.86,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,17,H,5,A,
374-U1525A-17H-5-A,69,77,95.14,95.22,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],,diatom bearing sandy mud(stone) to muddy sand(stone),,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,5,A,
374-U1525A-17H-5-A,77,141,95.22,95.86,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,5,A,
374-U1525A-17H-6-A,0,92,95.86,96.78,diatom bearing,mud,,diatom bearing mud,mottling [BJ80],GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,6,A,
374-U1525A-17H-6-A,0,142,95.86,97.28,,,,,sand stringer,,,,,,,,,,,,,,,,374,U1525,A,17,H,6,A,
374-U1525A-17H-6-A,92,110,96.78,96.96,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,6,A,
374-U1525A-17H-6-A,110,142,96.96,97.28,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,Faint pyrite staining. Burrow at 120.,,,,374,U1525,A,17,H,6,A,
374-U1525A-17H-7-A,0,35,97.28,97.63,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,7,A,
374-U1525A-17H-7-A,35,47,97.63,97.75,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10GY (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,17,H,7,A,
374-U1525A-17H-7-A,47,112,97.75,98.4,diatom bearing,mud,,diatom bearing mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,,Lonestone at 94,,,,374,U1525,A,17,H,7,A,
374-U1525A-17H-CC-A,0,22,98.4,98.62,diatom bearing,mud,,diatom bearing mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,17,H,CC,A,
374-U1525A-18H-1-A,0,2,98.2,98.22,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,18,H,1,A,
374-U1525A-18H-1-A,2,27,98.22,98.47,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,18,H,1,A,
374-U1525A-18H-1-A,27,149,98.47,99.69,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,lonestone,,,Lonestone at 134 cm. Microfaults.,,,,374,U1525,A,18,H,1,A,
374-U1525A-18H-2-A,0,150,99.69,101.19,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,lonestone,,,Lonestone at 54 cm. Microfaults.,,,,374,U1525,A,18,H,2,A,
374-U1525A-18H-3-A,0,147,101.19,102.66,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,lonestone,,,Lonestone at 132 cm.,,,,374,U1525,A,18,H,3,A,
374-U1525A-18H-3-A,28,30,101.47,101.49,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,18,H,3,A,
374-U1525A-18H-3-A,138,139,102.57,102.58,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,18,H,3,A,
374-U1525A-18H-4-A,0,31,102.66,102.97,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,18,H,4,A,
374-U1525A-18H-4-A,31,42,102.97,103.08,diatom rich,mud,,diatom rich mud,burrows,GLEY 1 6/5GY (greenish gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1525,A,18,H,4,A,
374-U1525A-18H-4-A,42,44,103.08,103.1,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,18,H,4,A,
374-U1525A-18H-4-A,44,54,103.1,103.2,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,irregular,,,,,374,U1525,A,18,H,4,A,
374-U1525A-18H-4-A,54,56,103.2,103.22,diatom rich,mud,,diatom rich mud,burrows,GLEY 1 6/5GY (greenish gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1525,A,18,H,4,A,
374-U1525A-18H-4-A,56,63,103.22,103.29,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,18,H,4,A,
374-U1525A-18H-4-A,63,67,103.29,103.33,diatom rich,mud,,diatom rich mud,burrows,GLEY 1 6/5GY (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,18,H,4,A,
374-U1525A-18H-4-A,67,71,103.33,103.37,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,18,H,4,A,
374-U1525A-18H-4-A,71,143,103.37,104.09,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,Mud interbedded with cm-scale mud with abundant clasts.,,,,374,U1525,A,18,H,4,A,
374-U1525A-18H-5-A,0,115,104.09,105.24,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,18,H,5,A,
374-U1525A-18H-6-A,0,151,105.24,106.75,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,18,H,6,A,
374-U1525A-18H-CC-A,0,52,106.75,107.27,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,18,H,CC,A,
374-U1525A-19H-1-A,0,150,107.7,109.2,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,19,H,1,A,
374-U1525A-19H-2-A,0,81,109.2,110.01,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,irregular,Sharp irregular color contact.,,,,374,U1525,A,19,H,2,A,
374-U1525A-19H-2-A,81,111,110.01,110.31,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,sharp boundary or contact,,Sharp but drilling disturbnace.,,,,374,U1525,A,19,H,2,A,
374-U1525A-19H-2-A,111,150,110.31,110.7,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,19,H,2,A,
374-U1525A-19H-3-A,0,97,110.7,111.67,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,19,H,3,A,
374-U1525A-19H-CC-A,0,12,111.67,111.79,diatom rich,mud,,diatom rich mud,mottling [BJ80],GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,lighter greenish gray mud.,,,,374,U1525,A,19,H,CC,A,
374-U1525A-20F-1-A,0,150,111.8,113.3,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,20,F,1,A,
374-U1525A-20F-2-A,0,77,113.3,114.07,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,20,F,2,A,
374-U1525A-20F-2-A,76,127,114.06,114.57,,,,,deformed,,,,,,,,,,,,,,,,374,U1525,A,20,F,2,A,
374-U1525A-20F-2-A,77,127,114.07,114.57,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],with common clasts,diatom rich sandy mud(stone) to muddy sand(stone) with common clasts,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,Chaotic lamination. below this palar and above this tilted.,,,,374,U1525,A,20,F,2,A,
374-U1525A-20F-2-A,127,150,114.57,114.8,diatom rich,interbedded sand(stone) and mud(stone) [McKW53],,diatom rich interbedded sand(stone) and mud(stone),,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,20,F,2,A,
374-U1525A-20F-3-A,0,62,114.8,115.42,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,20,F,3,A,
374-U1525A-20F-3-A,62,91,115.42,115.71,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],,diatom rich sandy mud(stone) to muddy sand(stone),lens or pod [BJ84],GLEY 1 5/10Y (greenish gray),moderate [DB86],2,,,,,,,,,,,,,374,U1525,A,20,F,3,A,
374-U1525A-20F-4-A,0,67,115.81,116.48,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,20,F,4,A,
374-U1525A-20F-4-A,30,34,116.11,116.15,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,20,F,4,A,
374-U1525A-20F-CC-A,0,14,116.48,116.62,diatom rich,mud,,diatom rich mud,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,20,F,CC,A,
374-U1525A-21F-1-A,0,51,116.5,117.01,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,pyrite,,lonestone,,,"Lonestone at 70, 104, and 138 cm.",,,,374,U1525,A,21,F,1,A,
374-U1525A-21F-1-A,0,150,116.5,118,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,21,F,1,A,
374-U1525A-21F-1-A,51,138,117.01,117.88,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,lamination,GLEY 1 5/10Y (greenish gray),,,,,,pyrite,,lonestone,,,"Lonestone at 70, 104, and 138 cm.",,,,374,U1525,A,21,F,1,A,
374-U1525A-21F-1-A,138,150,117.88,118,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,pyrite,,lonestone,,,"Lonestone at 70, 104, and 138 cm.",,,,374,U1525,A,21,F,1,A,
374-U1525A-21F-2-A,0,59,118,118.59,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,pyrite,,,sharp boundary or contact,,Clast-clusters,,,,374,U1525,A,21,F,2,A,
374-U1525A-21F-2-A,59,63,118.59,118.63,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,5Y 5/2 (olive gray),,,,,,,,,sharp boundary or contact,,Clast-clusters,,,,374,U1525,A,21,F,2,A,
