Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
354-U1450A-1H-1-A,0,19,0.0,0.19,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light brown,bioturbated,sub-horizontal,,,,H,,,,,,,,,,354,U1450,A,1,H,1,A
354-U1450A-1H-1-A,19,66,0.19,0.66,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,dark gray,bioturbated,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,1,A
354-U1450A-1H-1-A,66,108,0.66,1.08,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,bioturbated,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,1,A
354-U1450A-1H-1-A,108,141,1.08,1.41,,foraminifer rich,calcareous clay [Leg210],,foraminifer rich calcareous clay,foraminifer rich calcareous clay,calcareous clay,,light gray,bioturbated,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,1,A
354-U1450A-1H-1-A,141,150,1.41,1.5,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,1,A
354-U1450A-1H-2-A,0,9,1.5,1.59,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,bioturbated,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,2,A
354-U1450A-1H-2-A,9,27,1.59,1.77,,,volcanic ash [MMK88],with nannofossils [2014],volcanic ash,volcanic ash with nannofossils,volcanic ash with nannofossils,,light gray,bioturbated,sub-horizontal,,,,A,vitric,normally graded,,,,,,,,354,U1450,A,1,H,2,A
354-U1450A-1H-2-A,27,34,1.77,1.84,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,bioturbated,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,2,A
354-U1450A-1H-2-A,34,59,1.84,2.09,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp irregular,sub-vertical,,,,H,,,,,,,,,,354,U1450,A,1,H,2,A
354-U1450A-1H-2-A,59,65,2.09,2.15,,,volcanic ash [MMK88],with nannofossils [2014],volcanic ash,volcanic ash with nannofossils,volcanic ash with nannofossils,,gray,sharp irregular,sub-vertical,,,,A,,,,,,,,,,354,U1450,A,1,H,2,A
354-U1450A-1H-2-A,65,132,2.15,2.82,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,bioturbated,horizontal,medium bed [B01],clay [Leg210],medium bed [B01],H,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,2,A
354-U1450A-1H-2-A,132,150,2.82,3.0,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,2,A
354-U1450A-1H-3-A,0,150,3.0,4.5,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,bioturbated,,medium bed [B01],clay [Leg210],medium bed [B01],H,,mottling [BJ80],,,,Burrow at 90 to 95 cm,,,,354,U1450,A,1,H,3,A
354-U1450A-1H-4-A,0,48,4.5,4.98,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,4,A
354-U1450A-1H-4-A,48,74,4.98,5.24,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,4,A
354-U1450A-1H-4-A,74,150,5.24,6.0,,,clay [Leg210],,clay,clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,medium bedded clay interbedded with thin bedded silty clay,,,,354,U1450,A,1,H,4,A
354-U1450A-1H-5-A,0,150,6.0,7.5,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,medium bedded clay interbedded with thin bedded silty clay,,,,354,U1450,A,1,H,5,A
354-U1450A-1H-6-A,0,35,7.5,7.85,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,inclined,,,,,,,,,,,,,,354,U1450,A,1,H,6,A
354-U1450A-1H-6-A,35,58,7.85,8.08,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,A,1,H,6,A
354-U1450A-1H-6-A,58,91,8.08,8.41,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,1,H,6,A
354-U1450A-2H-1-A,0,113,8.5,9.63,,silty [Leg339],calcareous clay [Leg210],with nannofossils [2014],silty calcareous clay,silty calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],T,,,,,,,,,,354,U1450,A,2,H,1,A
354-U1450A-2H-2-A,0,140,9.63,11.03,,silty [Leg339],calcareous clay [Leg210],with nannofossils [2014],silty calcareous clay,silty calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,medium bed [B01],silt [Leg210],thick bed [B01],T,,,,,,,,,,354,U1450,A,2,H,2,A
354-U1450A-2H-3-A,0,14,11.03,11.17,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,,,,,354,U1450,A,2,H,3,A
354-U1450A-2H-3-A,14,57,11.17,11.6,,silty [Leg339],calcareous clay [Leg210],with nannofossils [2014],silty calcareous clay,silty calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,very thin bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1450,A,2,H,3,A
354-U1450A-3H-1-A,0,133,11.7,13.03,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,3,H,1,A
354-U1450A-3H-2-A,0,120,13.03,14.23,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,3,H,2,A
354-U1450A-3H-3-A,0,87,14.23,15.1,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,3,H,3,A
354-U1450A-3H-4-A,0,121,15.1,16.31,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,3,H,4,A
354-U1450A-3H-5-A,0,114,16.31,17.45,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,3,H,5,A
354-U1450A-3H-6-A,0,106,17.45,18.51,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,3,H,6,A
354-U1450A-4F-1-A,0,14,20.2,20.34,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,,,,,,parallel lamination,,,,,,,,354,U1450,A,4,F,1,A
354-U1450A-4F-1-A,14,100,20.34,21.2,,clayey [Leg339],sand [Leg210],with plant fragments [2014],clayey sand,clayey sand with plant fragments,sand with plant fragments,,gray,sharp irregular,,,,,,,,,,,,,,,354,U1450,A,4,F,1,A
354-U1450A-4F-1-A,100,108,21.2,21.28,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,A,4,F,1,A
354-U1450A-4F-1-A,108,119,21.28,21.39,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1450,A,4,F,1,A
354-U1450A-4F-1-A,119,134,21.39,21.54,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1450,A,4,F,1,A
354-U1450A-4F-2-A,0,74,21.54,22.28,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,4,F,2,A
354-U1450A-4F-3-A,0,14,22.28,22.42,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1450,A,4,F,3,A
354-U1450A-4F-3-A,14,102,22.42,23.3,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,mud clast,,,,,,,,354,U1450,A,4,F,3,A
354-U1450A-4F-CC-A,0,16,23.3,23.46,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,4,F,CC,A
354-U1450A-6F-1-A,0,119,29.6,30.79,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,6,F,1,A
354-U1450A-7F-1-A,0,105,34.3,35.35,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,7,F,1,A
354-U1450A-7F-2-A,0,57,35.35,35.92,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,7,F,2,A
354-U1450A-7F-CC-A,0,15,35.92,36.07,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,7,F,CC,A
354-U1450A-8F-1-A,0,16,39.0,39.16,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,,,,,,,,,,,,,,354,U1450,A,8,F,1,A
354-U1450A-8F-1-A,16,86,39.16,39.86,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp irregular,,,,,,,,,,,,,,,354,U1450,A,8,F,1,A
354-U1450A-8F-1-A,86,129,39.86,40.29,,silty [Leg339],clay [Leg210],with plant fragments [2014],silty clay,silty clay with plant fragments,clay with plant fragments,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1450,A,8,F,1,A
354-U1450A-8F-1-A,86,129,39.86,40.29,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,A,8,F,1,A
354-U1450A-8F-1-A,129,138,40.29,40.38,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1450,A,8,F,1,A
354-U1450A-8F-1-A,138,145,40.38,40.45,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1450,A,8,F,1,A
354-U1450A-8F-1-A,145,150,40.45,40.5,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,8,F,1,A
354-U1450A-8F-2-A,0,6,40.5,40.56,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],sand [Leg210],very thin bed [B01],,,,,,,,,,,354,U1450,A,8,F,2,A
354-U1450A-8F-2-A,6,60,40.56,41.1,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,8,F,2,A
354-U1450A-10F-1-A,0,91,48.5,49.41,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,10,F,1,A
354-U1450A-10F-2-A,0,126,49.41,50.67,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,10,F,2,A
354-U1450A-10F-3-A,0,148,50.67,52.15,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,10,F,3,A
354-U1450A-11F-1-A,0,5,53.2,53.25,,sandy [Leg339],clay [Leg210],with plant fragments [2014],sandy clay,sandy clay with plant fragments,clay with plant fragments,,dark gray,gradational,,,,,,,,,,,,,,,354,U1450,A,11,F,1,A
354-U1450A-11F-1-A,5,29,53.25,53.49,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,11,F,1,A
354-U1450A-11F-1-A,29,49,53.49,53.69,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1450,A,11,F,1,A
354-U1450A-11F-1-A,49,149,53.69,54.69,,,sand [Leg210],,sand,sand,sand,,dark gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,A,11,F,1,A
354-U1450A-11F-2-A,0,121,54.69,55.9,,,sand [Leg210],,sand,sand,sand,,dark gray,,,medium bed [B01],clay [Leg210],very thin bed [B01],,,,,,,,,,,354,U1450,A,11,F,2,A
354-U1450A-11F-3-A,0,42,55.9,56.32,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],very thin bed [B01],,,,,,,,,,,354,U1450,A,11,F,3,A
354-U1450A-11F-3-A,42,61,56.32,56.51,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,horizontal,medium bed [B01],sand [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,A,11,F,3,A
354-U1450A-11F-3-A,61,85,56.51,56.75,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1450,A,11,F,3,A
354-U1450A-12F-1-A,0,141,57.9,59.31,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,12,F,1,A
354-U1450A-12F-2-A,0,122,59.31,60.53,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,12,F,2,A
354-U1450A-12F-3-A,0,85,60.53,61.38,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,12,F,3,A
354-U1450A-12F-CC-A,0,20,61.38,61.58,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,12,F,CC,A
354-U1450A-14F-1-A,0,42,67.4,67.82,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,,,,,354,U1450,A,14,F,1,A
