Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Unnamed: 23
320-U1331A-7H-3-A,320,U1331,A,7,7-3,H,3,A,0,150,55.7,57.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 4/4,,,
320-U1331A-7H-4-A,320,U1331,A,7,7-4,H,4,A,0,150,57.2,58.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 3/3,,,
320-U1331A-7H-4-A,320,U1331,A,7,7-4,H,4,A,0,150,57.2,58.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 4/4,,,
320-U1331A-7H-5-A,320,U1331,A,7,7-5,H,5,A,0,150,58.7,60.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 3/3,,,
320-U1331A-7H-5-A,320,U1331,A,7,7-5,H,5,A,0,150,58.7,60.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 4/4,,,
320-U1331A-7H-6-A,320,U1331,A,7,7-6,H,6,A,0,150,60.2,61.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 3/3,,,
320-U1331A-7H-6-A,320,U1331,A,7,7-6,H,6,A,0,150,60.2,61.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 4/4,,,
320-U1331A-7H-7-A,320,U1331,A,7,7-7,H,7,A,0,77,61.7,62.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 3/3,,,
320-U1331A-7H-7-A,320,U1331,A,7,7-7,H,7,A,0,77,61.7,62.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 4/4,,,
320-U1331A-7H-CC-A,320,U1331,A,7,7-CC,H,CC,A,0,14,62.47,62.61,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 3/3,,,
320-U1331A-7H-CC-A,320,U1331,A,7,7-CC,H,CC,A,0,14,62.47,62.61,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,50.0,soft,10YR 4/4,,,
320-U1331A-8H-1-A,320,U1331,A,8,8-1,H,1,A,0,150,62.2,63.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 4/4,,,
320-U1331A-8H-2-A,320,U1331,A,8,8-2,H,2,A,0,150,63.7,65.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 4/4,,,
320-U1331A-8H-3-A,320,U1331,A,8,8-3,H,3,A,0,150,65.2,66.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 4/4,,,
320-U1331A-8H-4-A,320,U1331,A,8,8-4,H,4,A,0,150,66.7,68.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 4/4,,,
320-U1331A-8H-5-A,320,U1331,A,8,8-5,H,5,A,0,118,68.2,69.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 4/4,,,
320-U1331A-8H-5-A,320,U1331,A,8,8-5,H,5,A,118,150,69.38,69.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,,soft,10YR 5/4,,,
320-U1331A-8H-6-A,320,U1331,A,8,8-6,H,6,A,0,150,69.7,71.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,,soft,10YR 5/4,,,
320-U1331A-8H-7-A,320,U1331,A,8,8-7,H,7,A,0,78,71.2,71.98,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,,soft,10YR 5/4,,,
320-U1331A-8H-CC-A,320,U1331,A,8,8-CC,H,CC,A,0,21,71.98,72.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Siliceous nannofossil,,Siliceous nannofossil ooze,,soft,10YR 5/4,,,
320-U1331A-9H-1-A,320,U1331,A,9,9-1,H,1,A,0,133,71.7,73.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,20.0,soft,10YR 5/4,,,
320-U1331A-9H-1-A,320,U1331,A,9,9-1,H,1,A,0,133,71.7,73.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,80.0,soft,10YR 3/3,,,
320-U1331A-9H-1-A,320,U1331,A,9,9-1,H,1,A,133,150,73.03,73.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-9H-2-A,320,U1331,A,9,9-2,H,2,A,0,150,73.2,74.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-9H-3-A,320,U1331,A,9,9-3,H,3,A,0,12,74.7,74.82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-9H-3-A,320,U1331,A,9,9-3,H,3,A,12,95,74.82,75.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,,soft,10YR 5/4,<10% clay,,
320-U1331A-9H-3-A,320,U1331,A,9,9-3,H,3,A,95,150,75.65,76.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-9H-4-A,320,U1331,A,9,9-4,H,4,A,0,21,76.2,76.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-9H-4-A,320,U1331,A,9,9-4,H,4,A,21,77,76.41,76.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,,soft,10YR 5/4,<10% clay,,
320-U1331A-9H-4-A,320,U1331,A,9,9-4,H,4,A,77,150,76.97,77.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-9H-5-A,320,U1331,A,9,9-5,H,5,A,0,10,77.7,77.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-9H-5-A,320,U1331,A,9,9-5,H,5,A,10,16,77.8,77.86,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,,soft,10YR 5/4,,,
320-U1331A-9H-5-A,320,U1331,A,9,9-5,H,5,A,16,150,77.86,79.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100.0,soft,10YR 5/4,,,
320-U1331A-9H-6-A,320,U1331,A,9,9-6,H,6,A,0,150,79.2,80.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100.0,soft,10YR 5/4,,,
320-U1331A-9H-7-A,320,U1331,A,9,9-7,H,7,A,0,75,80.7,81.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100.0,soft,10YR 5/4,,,
320-U1331A-9H-CC-A,320,U1331,A,9,9-CC,H,CC,A,0,21,81.45,81.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,,soft,10YR 5/4,,,
320-U1331A-10H-1-A,320,U1331,A,10,10-1,H,1,A,0,75,81.2,81.95,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100.0,soft,10YR 5/4,,,
320-U1331A-10H-1-A,320,U1331,A,10,10-1,H,1,A,0,150,81.2,82.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,,soft,10YR 5/4,,,
320-U1331A-10H-2-A,320,U1331,A,10,10-2,H,2,A,0,110,82.7,83.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,,soft,10YR 5/4,,,
320-U1331A-10H-2-A,320,U1331,A,10,10-2,H,2,A,110,150,83.8,84.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Calcareous radiolarian,with clay  ,Calcareous radiolarian ooze with clay  ,50.0,soft,10YR 3/3,,,
320-U1331A-10H-2-A,320,U1331,A,10,10-2,H,2,A,110,150,83.8,84.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians ,Nannofossil ooze with radiolarians ,50.0,soft,10YR 5/4,,,
320-U1331A-10H-2-A,320,U1331,A,10,10-2,H,2,A,115,122,83.85,83.92,,,,,,,,,Radiolarian nannofossil ooze with clay,,
320-U1331A-10H-3-A,320,U1331,A,10,10-3,H,3,A,0,150,84.2,85.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians ,Nannofossil ooze with radiolarians ,50.0,soft,10YR 5/4,,,
320-U1331A-10H-3-A,320,U1331,A,10,10-3,H,3,A,0,150,84.2,85.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay  ,Nannofossil radiolarian ooze with clay  ,50.0,soft,10YR 3/3,,,
320-U1331A-10H-4-A,320,U1331,A,10,10-4,H,4,A,0,150,85.7,87.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Calcareous radiolarian,with clay  ,Calcareous radiolarian ooze with clay  ,50.0,soft,10YR 3/3,,,
320-U1331A-10H-4-A,320,U1331,A,10,10-4,H,4,A,0,150,85.7,87.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians ,Nannofossil ooze with radiolarians ,50.0,soft,10YR 5/4,,,
320-U1331A-10H-4-A,320,U1331,A,10,10-4,H,4,A,96,96,86.66,86.66,,,,,,,,,"sub-angular pummice pebble, cm-sized",,
320-U1331A-10H-5-A,320,U1331,A,10,10-5,H,5,A,0,150,87.2,88.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Calcareous radiolarian,with clay  ,Calcareous radiolarian ooze with clay  ,50.0,soft,10YR 3/3,,,
320-U1331A-10H-5-A,320,U1331,A,10,10-5,H,5,A,0,150,87.2,88.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians ,Nannofossil ooze with radiolarians ,50.0,soft,10YR 5/4,,,
320-U1331A-10H-6-A,320,U1331,A,10,10-6,H,6,A,0,100,88.7,89.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Calcareous radiolarian,with clay  ,Calcareous radiolarian ooze with clay  ,50.0,soft,10YR 3/3,,,
320-U1331A-10H-6-A,320,U1331,A,10,10-6,H,6,A,0,100,88.7,89.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians ,Nannofossil ooze with radiolarians ,50.0,soft,10YR 5/4,,,
320-U1331A-10H-7-A,320,U1331,A,10,10-7,H,7,A,0,49,89.7,90.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Calcareous radiolarian,with clay  ,Calcareous radiolarian ooze with clay  ,50.0,soft,10YR 3/3,,,
320-U1331A-10H-7-A,320,U1331,A,10,10-7,H,7,A,0,49,89.7,90.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians ,Nannofossil ooze with radiolarians ,50.0,soft,10YR 5/4,,,
320-U1331A-10H-7-A,320,U1331,A,10,10-7,H,7,A,49,57,90.19,90.27,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians ,Nannofossil ooze with clay and radiolarians ,100.0,soft,10YR 3/3,,,
320-U1331A-10H-CC-A,320,U1331,A,10,10-CC,H,CC,A,0,26,90.27,90.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians ,Nannofossil ooze with clay and radiolarians ,100.0,soft,10YR 3/3,,,
320-U1331A-11H-1-A,320,U1331,A,11,11-1,H,1,A,0,68,90.7,91.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians ,Nannofossil  ooze with radiolarians ,50.0,soft,10YR 4/3,,,
320-U1331A-11H-1-A,320,U1331,A,11,11-1,H,1,A,0,68,90.7,91.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze  ,50.0,soft,10YR 3/3,,,
320-U1331A-11H-2-A,320,U1331,A,11,11-2,H,2,A,0,150,91.38,92.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians ,Nannofossil  ooze with radiolarians ,50.0,soft,10YR 4/3,,,
320-U1331A-11H-2-A,320,U1331,A,11,11-2,H,2,A,0,150,91.38,92.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze  ,50.0,soft,10YR 3/3,,,
320-U1331A-11H-3-A,320,U1331,A,11,11-3,H,3,A,0,150,92.88,94.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians ,Nannofossil  ooze with radiolarians ,50.0,soft,10YR 4/3,,,
320-U1331A-11H-3-A,320,U1331,A,11,11-3,H,3,A,0,150,92.88,94.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze  ,50.0,soft,10YR 3/3,,,
320-U1331A-11H-4-A,320,U1331,A,11,11-4,H,4,A,0,40,94.38,94.78,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians ,Nannofossil  ooze with radiolarians ,50.0,soft,10YR 4/3,,,
320-U1331A-11H-4-A,320,U1331,A,11,11-4,H,4,A,0,40,94.38,94.78,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze  ,50.0,soft,10YR 3/3,,,
320-U1331A-11H-4-A,320,U1331,A,11,11-4,H,4,A,40,42,94.78,94.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze  ,,soft,10YR 4/3,Coarse-grained clayey radiolarian ooze including forams and clay blebs from underlying clay layer,,
320-U1331A-11H-4-A,320,U1331,A,11,11-4,H,4,A,42,44,94.8,94.82,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay  ,,soft,10YR 2/2,homogeneous Radiolarian clay,,
320-U1331A-11H-4-A,320,U1331,A,11,11-4,H,4,A,44,150,94.82,95.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians ,Nannofossil  ooze with radiolarians ,20.0,soft,10YR 4/4,,,
320-U1331A-11H-4-A,320,U1331,A,11,11-4,H,4,A,44,150,94.82,95.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze  ,80.0,soft,10YR 3/3,,,
320-U1331A-11H-5-A,320,U1331,A,11,11-5,H,5,A,0,150,95.88,97.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians ,Nannofossil  ooze with radiolarians ,20.0,soft,10YR 4/4,,,
320-U1331A-11H-5-A,320,U1331,A,11,11-5,H,5,A,0,150,95.88,97.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze  ,80.0,soft,10YR 3/3,,,
320-U1331A-11H-6-A,320,U1331,A,11,11-6,H,6,A,0,150,97.38,98.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians ,Nannofossil  ooze with radiolarians ,20.0,soft,10YR 4/4,,,
320-U1331A-11H-6-A,320,U1331,A,11,11-6,H,6,A,0,150,97.38,98.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze  ,80.0,soft,10YR 3/3,,,
320-U1331A-11H-7-A,320,U1331,A,11,11-7,H,7,A,0,42,98.88,99.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians ,Nannofossil  ooze with radiolarians ,20.0,soft,10YR 4/4,,,
320-U1331A-11H-7-A,320,U1331,A,11,11-7,H,7,A,0,42,98.88,99.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze  ,80.0,soft,10YR 3/3,,,
320-U1331A-11H-CC-A,320,U1331,A,11,11-CC,H,CC,A,0,22,99.3,99.52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians ,Nannofossil  ooze with radiolarians ,20.0,soft,10YR 4/4,,,
320-U1331A-11H-CC-A,320,U1331,A,11,11-CC,H,CC,A,0,22,99.3,99.52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze  ,80.0,soft,10YR 3/3,,,
320-U1331A-12H-1-A,320,U1331,A,12,12-1,H,1,A,0,150,100.2,101.7,ooze [MMK88],,Radiolarian,with clay ,Radiolarian ooze with clay ,80.0,soft,10YR 3/3,,,
320-U1331A-12H-1-A,320,U1331,A,12,12-1,H,1,A,0,150,100.2,101.7,ooze [MMK88],,Radiolarian,with nannofossils and clay ,Radiolarian ooze with nannofossils and clay ,20.0,soft,10YR 4/4,,,
320-U1331A-12H-2-A,320,U1331,A,12,12-2,H,2,A,0,150,101.7,103.2,ooze [MMK88],,Radiolarian,with clay ,Radiolarian ooze with clay ,80.0,soft,10YR 3/3,,,
320-U1331A-12H-2-A,320,U1331,A,12,12-2,H,2,A,0,150,101.7,103.2,ooze [MMK88],,Radiolarian,with nannofossils and clay ,Radiolarian ooze with nannofossils and clay ,20.0,soft,10YR 4/4,,,
320-U1331A-12H-3-A,320,U1331,A,12,12-3,H,3,A,0,150,103.2,104.7,ooze [MMK88],,Radiolarian,with clay ,Radiolarian ooze with clay ,80.0,soft,10YR 3/3,,,
320-U1331A-12H-3-A,320,U1331,A,12,12-3,H,3,A,0,150,103.2,104.7,ooze [MMK88],,Radiolarian,with nannofossils and clay ,Radiolarian ooze with nannofossils and clay ,20.0,soft,10YR 4/4,,,
320-U1331A-12H-4-A,320,U1331,A,12,12-4,H,4,A,0,150,104.7,106.2,ooze [MMK88],,Radiolarian,with clay ,Radiolarian ooze with clay ,80.0,soft,10YR 3/3,,,
320-U1331A-12H-4-A,320,U1331,A,12,12-4,H,4,A,0,150,104.7,106.2,ooze [MMK88],,Radiolarian,with nannofossils and clay ,Radiolarian ooze with nannofossils and clay ,20.0,soft,10YR 4/4,,,
320-U1331A-12H-5-A,320,U1331,A,12,12-5,H,5,A,0,150,106.2,107.7,ooze [MMK88],,Radiolarian,with clay ,Radiolarian ooze with clay ,80.0,soft,10YR 3/3,,,
320-U1331A-12H-5-A,320,U1331,A,12,12-5,H,5,A,0,150,106.2,107.7,ooze [MMK88],,Radiolarian,with nannofossils and clay ,Radiolarian ooze with nannofossils and clay ,20.0,soft,10YR 4/4,,,
320-U1331A-12H-6-A,320,U1331,A,12,12-6,H,6,A,0,150,107.7,109.2,ooze [MMK88],,Radiolarian,with clay ,Radiolarian ooze with clay ,80.0,soft,10YR 3/3,,,
320-U1331A-12H-6-A,320,U1331,A,12,12-6,H,6,A,0,150,107.7,109.2,ooze [MMK88],,Radiolarian,with nannofossils and clay ,Radiolarian ooze with nannofossils and clay ,20.0,soft,10YR 4/4,,,
320-U1331A-12H-7-A,320,U1331,A,12,12-7,H,7,A,0,77,109.2,109.97,ooze [MMK88],,Radiolarian,with clay ,Radiolarian ooze with clay ,80.0,soft,10YR 3/3,,,
320-U1331A-12H-7-A,320,U1331,A,12,12-7,H,7,A,0,77,109.2,109.97,ooze [MMK88],,Radiolarian,with nannofossils and clay ,Radiolarian ooze with nannofossils and clay ,20.0,soft,10YR 4/4,,,
320-U1331A-12H-7-A,320,U1331,A,12,12-7,H,7,A,21,67,109.41,109.87,ooze [MMK88],,Nannofossil radiolarian,,Nannofossil radiolarian ooze  ,,soft,10YR 4/4,,,
320-U1331A-12H-CC-A,320,U1331,A,12,12-CC,H,CC,A,0,17,109.97,110.14,ooze [MMK88],,Radiolarian,with clay ,Radiolarian ooze with clay ,80.0,soft,10YR 3/3,,,
320-U1331A-12H-CC-A,320,U1331,A,12,12-CC,H,CC,A,0,17,109.97,110.14,ooze [MMK88],,Radiolarian,with nannofossils and clay ,Radiolarian ooze with nannofossils and clay ,20.0,soft,10YR 4/4,,,
320-U1331A-13H-1-A,320,U1331,A,13,13-1,H,1,A,0,150,109.7,111.2,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian Clay with nannofossils,50.0,soft,10YR 3/2,,,
320-U1331A-13H-1-A,320,U1331,A,13,13-1,H,1,A,0,150,109.7,111.2,ooze [MMK88],,Radiolarian,with nannofossils ,Radiolarian ooze with nannofossils ,50.0,soft,10YR 4/3,,,
320-U1331A-13H-2-A,320,U1331,A,13,13-2,H,2,A,0,150,111.2,112.7,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian Clay with nannofossils,50.0,soft,10YR 3/2,,,
320-U1331A-13H-2-A,320,U1331,A,13,13-2,H,2,A,0,150,111.2,112.7,ooze [MMK88],,Radiolarian,with nannofossils ,Radiolarian ooze with nannofossils ,50.0,soft,10YR 4/3,,,
320-U1331A-13H-3-A,320,U1331,A,13,13-3,H,3,A,0,150,112.7,114.2,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian Clay with nannofossils,50.0,soft,10YR 3/2,,,
320-U1331A-13H-3-A,320,U1331,A,13,13-3,H,3,A,0,150,112.7,114.2,ooze [MMK88],,Radiolarian,with nannofossils ,Radiolarian ooze with nannofossils ,50.0,soft,10YR 4/3,,,
320-U1331A-13H-4-A,320,U1331,A,13,13-4,H,4,A,0,150,114.2,115.7,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian Clay with nannofossils,50.0,soft,10YR 3/2,,,
320-U1331A-13H-4-A,320,U1331,A,13,13-4,H,4,A,0,150,114.2,115.7,ooze [MMK88],,Radiolarian,with nannofossils ,Radiolarian ooze with nannofossils ,50.0,soft,10YR 4/3,,,
320-U1331A-13H-5-A,320,U1331,A,13,13-5,H,5,A,0,150,115.7,117.2,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian Clay with nannofossils,50.0,soft,10YR 3/2,,,
320-U1331A-13H-5-A,320,U1331,A,13,13-5,H,5,A,0,150,115.7,117.2,ooze [MMK88],,Radiolarian,with nannofossils ,Radiolarian ooze with nannofossils ,50.0,soft,10YR 4/3,,,
320-U1331A-13H-6-A,320,U1331,A,13,13-6,H,6,A,0,150,117.2,118.7,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian Clay with nannofossils,50.0,soft,10YR 3/2,,,
320-U1331A-13H-6-A,320,U1331,A,13,13-6,H,6,A,0,150,117.2,118.7,ooze [MMK88],,Radiolarian,with nannofossils ,Radiolarian ooze with nannofossils ,50.0,soft,10YR 4/3,,,
320-U1331A-13H-7-A,320,U1331,A,13,13-7,H,7,A,0,66,118.7,119.36,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian Clay with nannofossils,50.0,soft,10YR 3/2,,,
320-U1331A-13H-7-A,320,U1331,A,13,13-7,H,7,A,0,66,118.7,119.36,ooze [MMK88],,Radiolarian,with nannofossils ,Radiolarian ooze with nannofossils ,50.0,soft,10YR 4/3,,,
320-U1331A-13H-CC-A,320,U1331,A,13,13-CC,H,CC,A,0,21,119.36,119.57,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian Clay with nannofossils,50.0,soft,10YR 3/2,,,
320-U1331A-13H-CC-A,320,U1331,A,13,13-CC,H,CC,A,0,21,119.36,119.57,ooze [MMK88],,Radiolarian,with nannofossils ,Radiolarian ooze with nannofossils ,50.0,soft,10YR 4/3,,,
320-U1331A-14H-1-A,320,U1331,A,14,14-1,H,1,A,0,147,119.2,120.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,burrows contains some 10YR 4/4,,
320-U1331A-14H-2-A,320,U1331,A,14,14-2,H,2,A,0,150,120.67,122.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,burrows contains some 10YR 4/4,,
320-U1331A-14H-3-A,320,U1331,A,14,14-3,H,3,A,0,150,122.17,123.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,burrows contains some 10YR 4/4,,
320-U1331A-14H-3-A,320,U1331,A,14,14-3,H,3,A,7,66,122.24,122.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze  ,,firm,10YR 3/2,,,
320-U1331A-14H-3-A,320,U1331,A,14,14-3,H,3,A,52,57,122.69,122.74,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,,hard,10YR 2/1,large nodule,,
320-U1331A-14H-4-A,320,U1331,A,14,14-4,H,4,A,0,150,123.67,125.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,burrows contains some 10YR 4/4,,
320-U1331A-14H-5-A,320,U1331,A,14,14-5,H,5,A,0,150,125.17,126.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,burrows contains some 10YR 4/4,,
