Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data
320-U1336A-27X-5-A,320,U1336,A,27,27-5,X,5,A,0,45,237,237.45,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-5-A,320,U1336,A,27,27-5,X,5,A,3,6,237.03,237.06,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-27X-5-A,320,U1336,A,27,27-5,X,5,A,6,45,237.06,237.45,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-CC-A,320,U1336,A,27,27-CC,X,CC,A,0,34,237.45,237.79,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-CC-A,320,U1336,A,27,27-CC,X,CC,A,0,38,237.45,237.83,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-28X-1-A,320,U1336,A,28,28-1,X,1,A,0,64,240.8,241.44,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-28X-1-A,320,U1336,A,28,28-1,X,1,A,0,150,240.8,242.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-28X-1-A,320,U1336,A,28,28-1,X,1,A,64,67,241.44,241.47,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-28X-1-A,320,U1336,A,28,28-1,X,1,A,67,95,241.47,241.75,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-28X-1-A,320,U1336,A,28,28-1,X,1,A,95,97,241.75,241.77,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-28X-1-A,320,U1336,A,28,28-1,X,1,A,97,150,241.77,242.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-28X-2-A,320,U1336,A,28,28-2,X,2,A,0,81,242.3,243.11,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-28X-2-A,320,U1336,A,28,28-2,X,2,A,0,123,242.3,243.53,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-28X-2-A,320,U1336,A,28,28-2,X,2,A,81,83,243.11,243.13,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-28X-2-A,320,U1336,A,28,28-2,X,2,A,83,123,243.13,243.53,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-28X-CC-A,320,U1336,A,28,28-CC,X,CC,A,0,24,243.53,243.77,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-28X-CC-A,320,U1336,A,28,28-CC,X,CC,A,0,30,243.53,243.83,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-29X-1-A,320,U1336,A,29,29-1,X,1,A,0,41,250.4,250.81,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-29X-1-A,320,U1336,A,29,29-1,X,1,A,0,150,250.4,251.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-29X-1-A,320,U1336,A,29,29-1,X,1,A,41,42,250.81,250.82,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-29X-1-A,320,U1336,A,29,29-1,X,1,A,42,75,250.82,251.15,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-29X-1-A,320,U1336,A,29,29-1,X,1,A,75,80,251.15,251.2,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-29X-1-A,320,U1336,A,29,29-1,X,1,A,80,150,251.2,251.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-29X-2-A,320,U1336,A,29,29-2,X,2,A,0,150,251.9,253.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-29X-3-A,320,U1336,A,29,29-3,X,3,A,0,65,253.4,254.05,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-29X-CC-A,320,U1336,A,29,29-CC,X,CC,A,0,49,254.05,254.54,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-29X-CC-A,320,U1336,A,29,29-CC,X,CC,A,0,52,254.05,254.57,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-30X-1-A,320,U1336,A,30,30-1,X,1,A,0,8,260,260.08,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-30X-1-A,320,U1336,A,30,30-1,X,1,A,0,150,260,261.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-30X-1-A,320,U1336,A,30,30-1,X,1,A,8,12,260.08,260.12,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-30X-1-A,320,U1336,A,30,30-1,X,1,A,12,150,260.12,261.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-30X-2-A,320,U1336,A,30,30-2,X,2,A,0,150,261.5,263,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-30X-3-A,320,U1336,A,30,30-3,X,3,A,0,66,263,263.66,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-30X-3-A,320,U1336,A,30,30-3,X,3,A,0,90,263,263.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-30X-3-A,320,U1336,A,30,30-3,X,3,A,66,67,263.66,263.67,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-30X-3-A,320,U1336,A,30,30-3,X,3,A,67,90,263.67,263.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-30X-CC-A,320,U1336,A,30,30-CC,X,CC,A,0,51,263.9,264.41,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-30X-CC-A,320,U1336,A,30,30-CC,X,CC,A,0,53,263.9,264.43,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-31X-1-A,320,U1336,A,31,31-1,X,1,A,0,150,269.6,271.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10GY 8/1,,
320-U1336A-31X-1-A,320,U1336,A,31,31-1,X,1,A,0,150,269.6,271.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-31X-2-A,320,U1336,A,31,31-2,X,2,A,0,150,271.1,272.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10GY 8/1,,
320-U1336A-31X-2-A,320,U1336,A,31,31-2,X,2,A,0,150,271.1,272.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-31X-3-A,320,U1336,A,31,31-3,X,3,A,0,5,272.6,272.65,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10GY 8/1,,
320-U1336A-31X-3-A,320,U1336,A,31,31-3,X,3,A,0,120,272.6,273.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-31X-3-A,320,U1336,A,31,31-3,X,3,A,5,6,272.65,272.66,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,N6,,
320-U1336A-31X-3-A,320,U1336,A,31,31-3,X,3,A,6,120,272.66,273.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10GY 8/1,,
320-U1336A-31X-4-A,320,U1336,A,31,31-4,X,4,A,0,11,273.8,273.91,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10GY 8/1,,
320-U1336A-31X-4-A,320,U1336,A,31,31-4,X,4,A,0,43,273.8,274.23,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-31X-4-A,320,U1336,A,31,31-4,X,4,A,11,15,273.91,273.95,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,N 4,,
320-U1336A-31X-4-A,320,U1336,A,31,31-4,X,4,A,15,25,273.95,274.05,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10GY 8/1,,
320-U1336A-31X-4-A,320,U1336,A,31,31-4,X,4,A,25,29,274.05,274.09,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,N6,,
320-U1336A-31X-4-A,320,U1336,A,31,31-4,X,4,A,29,43,274.09,274.23,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10GY 8/1,,
320-U1336A-31X-CC-A,320,U1336,A,31,31-CC,X,CC,A,0,3,274.23,274.26,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,N6,,
320-U1336A-31X-CC-A,320,U1336,A,31,31-CC,X,CC,A,0,38,274.23,274.61,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-31X-CC-A,320,U1336,A,31,31-CC,X,CC,A,3,33,274.26,274.56,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10GY 8/1,,
320-U1336A-32X-1-A,320,U1336,A,32,32-1,X,1,A,0,150,279.2,280.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 7/1,,
320-U1336A-32X-1-A,320,U1336,A,32,32-1,X,1,A,0,150,279.2,280.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10Y 8/1,,
320-U1336A-32X-1-A,320,U1336,A,32,32-1,X,1,A,0,150,279.2,280.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-32X-2-A,320,U1336,A,32,32-2,X,2,A,0,108,280.7,281.78,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 7/1,,
320-U1336A-32X-2-A,320,U1336,A,32,32-2,X,2,A,0,108,280.7,281.78,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10Y 8/1,,
320-U1336A-32X-2-A,320,U1336,A,32,32-2,X,2,A,0,150,280.7,282.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-32X-2-A,320,U1336,A,32,32-2,X,2,A,64,66,281.34,281.36,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,5GY 3/1,,
320-U1336A-32X-2-A,320,U1336,A,32,32-2,X,2,A,66,108,281.36,281.78,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-32X-2-A,320,U1336,A,32,32-2,X,2,A,108,110,281.78,281.8,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,5GY 3/1,,
320-U1336A-32X-2-A,320,U1336,A,32,32-2,X,2,A,110,150,281.8,282.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 7/1,,
320-U1336A-32X-3-A,320,U1336,A,32,32-3,X,3,A,0,54,282.2,282.74,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 7/1,,
320-U1336A-32X-3-A,320,U1336,A,32,32-3,X,3,A,0,71,282.2,282.91,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-32X-3-A,320,U1336,A,32,32-3,X,3,A,54,57,282.74,282.77,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 7/1,,
320-U1336A-32X-3-A,320,U1336,A,32,32-3,X,3,A,57,71,282.77,282.91,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10GY 7/1,,
320-U1336A-32X-3-A,320,U1336,A,32,32-3,X,3,A,57,71,282.77,282.91,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10Y 8/1,,
320-U1336A-32X-CC-A,320,U1336,A,32,32-CC,X,CC,A,0,38,282.91,283.29,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10GY 7/1,,
320-U1336A-32X-CC-A,320,U1336,A,32,32-CC,X,CC,A,0,38,282.91,283.29,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10Y 8/1,,
320-U1336A-32X-CC-A,320,U1336,A,32,32-CC,X,CC,A,0,43,282.91,283.34,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-33X-1-A,320,U1336,A,33,33-1,X,1,A,0,14,288.8,288.94,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,2.5Y 6/6,,
320-U1336A-33X-1-A,320,U1336,A,33,33-1,X,1,A,0,15,288.8,288.95,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-33X-2-A,320,U1336,A,33,33-2,X,2,A,0,45,288.95,289.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with micrite ,Nannofossil chalk with micrite ,100,hard,5GY 7/1,,
320-U1336A-33X-2-A,320,U1336,A,33,33-2,X,2,A,0,100,288.95,289.95,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-33X-2-A,320,U1336,A,33,33-2,X,2,A,45,47,289.4,289.42,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,2.5Y 6/6,,
320-U1336A-33X-2-A,320,U1336,A,33,33-2,X,2,A,47,66,289.42,289.61,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with micrite ,Nannofossil chalk with micrite ,100,hard,5GY 7/1,,
320-U1336A-33X-2-A,320,U1336,A,33,33-2,X,2,A,66,68,289.61,289.63,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,2.5Y 6/6,,
320-U1336A-33X-2-A,320,U1336,A,33,33-2,X,2,A,68,70,289.63,289.65,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with micrite ,Nannofossil chalk with micrite ,100,hard,5GY 7/1,,
320-U1336A-33X-2-A,320,U1336,A,33,33-2,X,2,A,70,74,289.65,289.69,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,2.5Y 6/6,,
320-U1336A-33X-2-A,320,U1336,A,33,33-2,X,2,A,74,100,289.69,289.95,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with micrite ,Nannofossil chalk with micrite ,100,hard,5GY 7/1,,
320-U1336A-33X-3-A,320,U1336,A,33,33-3,X,3,A,0,41,289.95,290.36,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with micrite ,Nannofossil chalk with micrite ,100,hard,5GY 7/1,,
320-U1336A-33X-3-A,320,U1336,A,33,33-3,X,3,A,0,59,289.95,290.54,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-33X-3-A,320,U1336,A,33,33-3,X,3,A,41,46,290.36,290.41,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,2.5Y 6/6,,
320-U1336A-33X-3-A,320,U1336,A,33,33-3,X,3,A,46,59,290.41,290.54,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with micrite and foraminifers,Nannofossil chalk with micrite and foraminifers,100,hard,N 8,,
320-U1336A-33X-CC-A,320,U1336,A,33,33-CC,X,CC,A,0,69,290.54,291.23,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with micrite and foraminifers,Nannofossil chalk with micrite and foraminifers,100,hard,N 8,,
320-U1336A-33X-CC-A,320,U1336,A,33,33-CC,X,CC,A,0,75,290.54,291.29,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-33X-CC-A,320,U1336,A,33,33-CC,X,CC,A,73,75,291.27,291.29,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,2.5Y 6/6,,
320-U1336A-34X-CC-A,320,U1336,A,34,34-CC,X,CC,A,0,21,293.8,294.01,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Micritic nannofossil,,Micritic nannofossil chalk,100,hard,7.5YR 8/1,,
320-U1336A-34X-CC-A,320,U1336,A,34,34-CC,X,CC,A,0,32,293.8,294.12,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-34X-CC-A,320,U1336,A,34,34-CC,X,CC,A,21,26,294.01,294.06,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,2.5Y 6/6,,
320-U1336A-35X-1-A,320,U1336,A,35,35-1,X,1,A,0,5,298.3,298.35,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,,,,,
320-U1336A-35X-1-A,320,U1336,A,35,35-1,X,1,A,0,92,298.3,299.22,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-35X-1-A,320,U1336,A,35,35-1,X,1,A,5,24,298.35,298.54,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil micritic,,Nannofossil micritic chalk,100,hard,2.5Y 6/6,,
320-U1336A-35X-1-A,320,U1336,A,35,35-1,X,1,A,24,79,298.54,299.09,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil micritic,,Nannofossil micritic chalk,100,hard,5YR 8/1,,
320-U1336A-35X-1-A,320,U1336,A,35,35-1,X,1,A,79,81,299.09,299.11,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,5YR 8/4,,
320-U1336A-35X-1-A,320,U1336,A,35,35-1,X,1,A,81,92,299.11,299.22,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil micritic,,Nannofossil micritic chalk,100,hard,2.5Y 6/6,,
320-U1336A-2-A,320,U1336,A,,-A,2,A,,0,150,0,1.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil ooze with clay,100,soft,10YR 5/3,,
320-U1336A-5-A,320,U1336,A,,-A,5,A,,0,150,0,1.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil ooze with clay,100,soft,10YR 5/3,,
320-U1336A-CC-A,320,U1336,A,C,C-A,C,A,,0,26,0,0.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil ooze with clay,100,soft,10YR 5/3,,
320-U1336A-35X-CC-A,320,U1336,A,35,35-CC,X,CC,A,0,10,299.22,299.32,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil micritic,,Nannofossil micritic chalk,100,hard,2.5Y 6/6,,
320-U1336A-35X-CC-A,320,U1336,A,35,35-CC,X,CC,A,0,40,299.22,299.62,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-35X-CC-A,320,U1336,A,35,35-CC,X,CC,A,10,14,299.32,299.36,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,7.5YR 3/2,,
320-U1336A-35X-CC-A,320,U1336,A,35,35-CC,X,CC,A,14,24,299.36,299.46,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil micritic,,Nannofossil micritic chalk,100,hard,7.5YR 8/1,,
320-U1336A-35X-CC-A,320,U1336,A,35,35-CC,X,CC,A,24,30,299.46,299.52,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,7.5YR 7/3,,
320-U1336A-35X-CC-A,320,U1336,A,35,35-CC,X,CC,A,30,38,299.52,299.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil micritic,,Nannofossil micritic chalk,100,hard,2.5Y 8/1,,
