Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
353-U1446C-12H-4-A,0,140,105.02,106.42,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,12,H,4,A,,,,
353-U1446C-12H-5-A,0,150,106.42,107.92,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,12,H,5,A,,,,
353-U1446C-12H-6-A,0,147,107.92,109.39,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,12,H,6,A,,,,
353-U1446C-12H-7-A,0,150,109.39,110.89,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,12,H,7,A,,,,
353-U1446C-12H-8-A,0,144,110.89,112.33,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,12,H,8,A,,,,
353-U1446C-12H-CC-A,0,30,112.33,112.63,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,12,H,CC,A,,,,
353-U1446C-14H-1-A,0,115.5,120.9,122.055,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1446,C,14,H,1,A,,,,
353-U1446C-14H-1-A,115.5,116,122.055,122.06,,silty,sand,,silty sand,silty sand,sand,,light gray,2.5Y 7/1 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1446,C,14,H,1,A,,,,
353-U1446C-14H-1-A,116,142,122.06,122.32,,,clay,,clay,clay,clay,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Dark gray long burrow indicating above sediments from 120 to 142 cm,,,,353,U1446,C,14,H,1,A,,,,
353-U1446C-14H-2-A,0,114,122.32,123.46,,,clay,,clay,clay,clay,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,14,H,2,A,,,,
353-U1446C-14H-3-A,0,92,123.46,124.38,,,clay,,clay,clay,clay,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,14,H,3,A,,,,
353-U1446C-14H-4-A,0,82,124.38,125.2,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,14,H,4,A,,,,
353-U1446C-14H-5-A,0,134,125.2,126.54,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,14,H,5,A,,,,
353-U1446C-14H-6-A,0,140,126.54,127.94,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,14,H,6,A,,,,
353-U1446C-14H-7-A,0,142,127.94,129.36,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Long thin pyritized burrow from 54 to 76 cm.,,,,353,U1446,C,14,H,7,A,,,,
353-U1446C-14H-8-A,0,74,129.36,130.1,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,14,H,8,A,,,,
353-U1446C-14H-CC-A,0,65,130.1,130.75,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,14,H,CC,A,,,,
353-U1446C-15H-1-A,0,142,130.4,131.82,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,15,H,1,A,,,,
353-U1446C-15H-2-A,0,133,131.82,133.15,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,15,H,2,A,,,,
353-U1446C-15H-3-A,0,124,133.15,134.39,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,15,H,3,A,,,,
353-U1446C-15H-4-A,0,110,134.39,135.49,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,15,H,4,A,,,,
353-U1446C-15H-5-A,0,129,135.49,136.78,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,15,H,5,A,,,,
353-U1446C-15H-6-A,0,137,136.78,138.15,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,15,H,6,A,,,,
353-U1446C-15H-7-A,0,121,138.15,139.36,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,15,H,7,A,,,,
353-U1446C-15H-CC-A,0,78,139.36,140.14,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,15,H,CC,A,,,,
353-U1446C-16H-1-A,0,135,139.9,141.25,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,16,H,1,A,,,,
353-U1446C-16H-2-A,0,134,141.25,142.59,,diatom rich,clay,,diatom rich clay,diatom rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,16,H,2,A,,,,
353-U1446C-16H-3-A,0,115,142.59,143.74,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,16,H,3,A,,,,
353-U1446C-16H-4-A,0,135,143.74,145.09,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,16,H,4,A,,,,
353-U1446C-16H-5-A,0,142,145.09,146.51,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,16,H,5,A,,,,
353-U1446C-16H-6-A,0,141,146.51,147.92,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,16,H,6,A,,,,
353-U1446C-16H-7-A,0,144,147.92,149.36,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,16,H,7,A,,,,
353-U1446C-16H-CC-A,0,26,149.36,149.62,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,16,H,CC,A,,,,
353-U1446C-17F-1-A,0,144,149.4,150.84,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,17,F,1,A,,,,
353-U1446C-17F-2-A,0,137,150.84,152.21,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,17,F,2,A,,,,
353-U1446C-17F-3-A,0,87,152.21,153.08,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,17,F,3,A,,,,
353-U1446C-17F-4-A,0,96,153.08,154.04,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,17,F,4,A,,,,
353-U1446C-17F-CC-A,0,33,154.04,154.37,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,17,F,CC,A,,,,
353-U1446C-18F-1-A,0,143,154.2,155.63,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,18,F,1,A,,,,
353-U1446C-18F-2-A,0,132,155.63,156.95,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,18,F,2,A,,,,
353-U1446C-18F-3-A,0,117,156.95,158.12,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,18,F,3,A,,,,
353-U1446C-18F-4-A,0,85,158.12,158.97,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,18,F,4,A,,,,
353-U1446C-18F-CC-A,0,30,158.97,159.27,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,18,F,CC,A,,,,
353-U1446C-19F-1-A,0,141,159,160.41,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,19,F,1,A,,,,
353-U1446C-19F-2-A,0,132,160.41,161.73,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,19,F,2,A,,,,
353-U1446C-19F-3-A,0,73,161.73,162.46,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,19,F,3,A,,,,
353-U1446C-19F-4-A,0,110,162.46,163.56,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Light gray (Qz-rich?) thin blebs between 22.5 and 23 cm.,,,,353,U1446,C,19,F,4,A,,,,
353-U1446C-19F-CC-A,0,24,163.56,163.8,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,19,F,CC,A,,,,
353-U1446C-20F-1-A,0,106,163.8,164.86,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,20,F,1,A,,,,
353-U1446C-20F-2-A,0,135,164.86,166.21,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,20,F,2,A,,,,
353-U1446C-20F-3-A,0,115,166.21,167.36,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,20,F,3,A,,,,
353-U1446C-20F-4-A,0,108,167.36,168.44,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,20,F,4,A,,,,
353-U1446C-20F-CC-A,0,29,168.44,168.73,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,20,F,CC,A,,,,
353-U1446C-21F-1-A,0,142,168.6,170.02,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,21,F,1,A,,,,
353-U1446C-21F-2-A,0,142,170.02,171.44,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,21,F,2,A,,,,
353-U1446C-21F-3-A,0,99,171.44,172.43,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,21,F,3,A,,,,
353-U1446C-21F-4-A,0,74,172.43,173.17,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,21,F,4,A,,,,
353-U1446C-21F-CC-A,0,23,173.17,173.4,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,21,F,CC,A,,,,
353-U1446C-22F-1-A,0,141,172.4,173.81,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,White (Qz-rich) bleb at 127 cm.,,,,353,U1446,C,22,F,1,A,,,,
353-U1446C-22F-2-A,0,131,173.81,175.12,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,22,F,2,A,,,,
353-U1446C-22F-3-A,0,118,175.12,176.3,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,22,F,3,A,,,,
353-U1446C-22F-4-A,0,85,176.3,177.15,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,22,F,4,A,,,,
353-U1446C-22F-CC-A,0,38,177.15,177.53,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,22,F,CC,A,,,,
353-U1446C-23F-1-A,0,107,177.2,178.27,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,23,F,1,A,,,,
353-U1446C-23F-2-A,0,140,178.27,179.67,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,23,F,2,A,,,,
353-U1446C-23F-3-A,0,134,179.67,181.01,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,23,F,3,A,,,,
353-U1446C-23F-4-A,0,101,181.01,182.02,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,23,F,4,A,,,,
353-U1446C-23F-CC-A,0,16,182.02,182.18,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,C,23,F,CC,A,,,,
