Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
369-U1512A-43R-7-A,0,144,410.95,412.39,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,carbonate,moderate,2,An ammonite occurs at 37 cm. There are also inoceramid fragments at 93 cm and 131 cm.,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-43R-8-A,0,52,412.39,412.91,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-43R-CC-A,0,38,412.91,413.29,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-44R-1-A,0,128,412.8,414.08,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-44R-2-A,0,28,414.08,414.36,,,,,,sandy claystone,,sandy claystone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,structureless,,silt [W22_1],2,,,low,2,,color boundary or contact,gradational,,,,,,shell fragment,trace,clayey siltstone,clayey siltstone,,,
369-U1512A-44R-2-A,28,151,414.36,415.59,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-44R-3-A,0,151,415.59,417.1,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-44R-4-A,0,39,417.1,417.49,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,color boundary or contact,gradational,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-44R-4-A,39,47,417.49,417.57,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,low,2,,color boundary or contact,gradational,,,,,,shell fragment,rare,silty sandstone,silty sandstone,,,
369-U1512A-44R-4-A,47,131,417.57,418.41,,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,clayey siltstone,clayey siltstone,,,
369-U1512A-44R-5-A,0,85,418.51,419.36,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-44R-5-A,85,92,419.36,419.43,,,,,,silty sandstone,,silty sandstone,,,10G 3/1 (very dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,,sharp boundary or contact,planar,,,,,,,,silty sandstone,silty sandstone,,,
369-U1512A-44R-5-A,92,129,419.43,419.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/10GY (greenish black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-44R-6-A,0,128,419.8,421.08,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/10GY (greenish black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-44R-7-A,0,149,421.08,422.57,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/10GY (greenish black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-44R-CC-A,0,19,422.57,422.76,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-45R-1-A,0,152,422.4,423.92,,,,,,silty claystone,,silty claystone,pyrite,,GLEY 1 2.5/10GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-45R-2-A,0,110,423.92,425.02,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/10GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-45R-3-A,0,148,425.02,426.5,,,,,,silty claystone,,silty claystone,pyrite,,GLEY 1 2.5/10GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-45R-4-A,0,11,426.5,426.61,,,,,,silty claystone,,silty claystone,pyrite,,GLEY 1 2.5/10GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-45R-4-A,11,24,426.61,426.74,,,,,,clayey siltstone,,clayey siltstone,pyrite,,10G 3/1 (very dark greenish gray),massive [BJ84],,,structureless,,silt [W22_1],2,,,moderate,2,,color boundary or contact,gradational,,,,,,shell fragment,rare,clayey siltstone,clayey siltstone,,,
369-U1512A-45R-4-A,24,151,426.74,428.01,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/10GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-45R-5-A,0,83,428.01,428.84,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/10GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-45R-CC-A,0,14,428.84,428.98,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-46R-1-A,0,29,432,432.29,,,,,,silty claystone,,silty claystone,pyrite,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,common,silty claystone,silty claystone,,,
369-U1512A-46R-1-A,29,41,432.29,432.41,,,,,siderite,clayey siltstone,,siderite clayey siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,siderite clayey siltstone,clayey siltstone,,,
369-U1512A-46R-1-A,41,150,432.41,433.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-46R-2-A,0,146,433.5,434.96,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-46R-3-A,0,142,434.96,436.38,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,High to intense bioturbation. Burrows present (dark green silty claystone infill) between 56 and 80 cm.,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-46R-4-A,0,151,436.39,437.9,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,Five horizontal burrows with greenish silty claystone infill.,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-46R-5-A,0,142,437.9,439.32,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-46R-6-A,0,150,439.41,440.91,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,common,silty claystone,silty claystone,,,
369-U1512A-46R-7-A,0,83,440.91,441.74,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"At 32 cm, two burrows with a green fine sandstone backfill are present. Possibly comprised of glauconite. These are in close association with fractures possibly caused by drilling disturbances.",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-46R-CC-A,0,24,441.74,441.98,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,common,silty claystone,silty claystone,,,
369-U1512A-47R-1-A,0,147,441.6,443.07,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,high,3,There is a nodule of pyrite (119 cm),,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-47R-2-A,0,154,443.07,444.61,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"Approximately, 5% of very fine sand. At 101 cm, two burrows with a green fine sandstone backfill are present. Possibly comprised of glauconite",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-47R-3-A,0,73,444.61,445.34,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-47R-3-A,73,136,445.34,445.97,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-47R-4-A,0,136,445.97,447.33,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-47R-5-A,0,131,447.33,448.64,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"At 4 cm, a burrow with a green fine sandstone backfill are present. Possibly comprised of glauconite.",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-47R-6-A,0,82,448.64,449.46,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-47R-6-A,82,148,449.46,450.12,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-47R-7-A,0,95,450.12,451.07,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-47R-CC-A,0,12,451.07,451.19,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-48R-1-A,0,112,451.2,452.32,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-48R-2-A,0,51,452.32,452.83,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,sparse,1,"At 19 cm, a nodule (pyrite ?) is observed",,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-48R-2-A,51,85,452.83,453.17,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,moderate,2,"At 53 cm, burrows are observed with silty clay inside. At 65 cm, a nodule of pyrite is observed",,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-48R-2-A,85,146,453.17,453.78,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-48R-3-A,0,138,453.78,455.16,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-48R-4-A,0,52,455.16,455.68,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-48R-4-A,52,146,455.68,456.62,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-48R-5-A,0,141,456.62,458.03,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-48R-6-A,0,131,458.08,459.39,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,gradational boundary or contact,gradational,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-48R-6-A,131,134,459.39,459.42,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,structureless,,clay [W22_1],1,cement,calcite,,,,,,,,,,,,,calcareous silty claystone,silty claystone,,,
369-U1512A-48R-6-A,134,143,459.42,459.51,,,,,siderite,sandstone [USGS],with clasts,siderite sandstone with clasts,,,7.5YR 3/1 (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,,,,,,,,,,,siderite sandstone,sandstone with clasts,,,
369-U1512A-48R-CC-A,0,10,459.51,459.61,,,,,siderite,sandstone [USGS],,siderite sandstone,,,7.5YR 3/1 (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,,,,,,,,,,,siderite sandstone,sandstone,,,
369-U1512A-48R-CC-A,10,16,459.61,459.67,,,,,siderite,sandstone [USGS],with clasts,siderite sandstone with clasts,,,7.5YR 3/1 (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,,,,,,,,,,,siderite sandstone,sandstone with clasts,,,
369-U1512A-49R-1-A,0,116,460.8,461.96,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-49R-2-A,0,142,461.96,463.38,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-49R-3-A,0,147,463.38,464.85,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,"At 15 cm, there is a burrow with a green silt backfill.",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-49R-4-A,0,140,464.85,466.25,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-49R-5-A,0,141,466.25,467.66,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,high,3,"At 67 cm, two nodules (pyrite ?) are observed",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-49R-6-A,0,14,467.66,467.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,"At 11 cm, there are two burrows with a green silt backfill.",gradational boundary or contact,gradational,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-49R-6-A,14,21,467.8,467.87,,,,,siderite,silty sandstone,,siderite silty sandstone,,,5YR 3/1 (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,,irregular boundary or contact,sharp,,,,,,,,siderite silty sandstone,silty sandstone,,,
369-U1512A-49R-6-A,21,136,467.87,469.02,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,moderate,2,Nodules of pyrite are observed within an bioturbated interval. They are diagenetic.,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-49R-7-A,0,71,469.02,469.73,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,moderate,2,Nodules of pyrite is observed at the top of this section,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-49R-CC-A,0,16,469.73,469.89,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-50R-1-A,0,142,470.4,471.82,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-50R-2-A,0,140,471.82,473.22,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,"Two nodules (98-99 cm), three nodules (116 cm), one nodule with thin shell inside (125-126 cm) and one nodule (131 m) are observed. They are probably in siderite",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-50R-3-A,0,47,473.33,473.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,One nodule (29 cm) is observed,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-50R-3-A,47,60,473.8,473.93,,,,,,clayey sandstone,with siderite,clayey sandstone with siderite,,,10YR 5/2 (grayish brown),massive [BJ84],,normal grading,structureless,,fine sand [W22_2],4,,,,,There are siderite bands at 54 and 57 cm.,,,,,,,,,,clayey sandstone,clayey sandstone with siderite,,,
369-U1512A-50R-3-A,60,140,473.93,474.73,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-50R-4-A,0,111,474.73,475.84,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,One nodule of siderite is observed at 74 cm,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-50R-5-A,0,78,475.84,476.62,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,Two nodules (siderite) are observed at 20 cm,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-50R-CC-A,0,8,476.62,476.7,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-51R-1-A,0,46,480,480.46,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-51R-1-A,46,53,480.46,480.53,,,,,siderite,clayey siltstone,,siderite clayey siltstone,,,5YR 3/1 (very dark gray),mottled,,,structureless,,silt [W22_1],2,nodule,carbonate,moderate,2,There are siderite bands in the bioturbated interval.,,,,,,,,,,siderite clayey siltstone,clayey siltstone,,,
369-U1512A-51R-1-A,53,150,480.53,481.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-51R-2-A,0,150,481.5,483,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-51R-3-A,0,150,483,484.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-51R-4-A,0,150,484.5,486,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-51R-5-A,0,145,486,487.45,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-51R-6-A,0,124,487.45,488.69,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-51R-7-A,0,69,488.69,489.38,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-51R-CC-A,0,12,489.38,489.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-52R-1-A,0,137,489.6,490.97,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-52R-2-A,0,150,491.06,492.56,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-52R-3-A,0,100,492.56,493.56,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-52R-4-A,0,88,493.56,494.44,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-52R-CC-A,0,13,494.44,494.57,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-53R-1-A,0,139,499.2,500.59,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-53R-1-A,139,149,500.59,500.69,,,,,siderite,clayey siltstone,,siderite clayey siltstone,,,5YR 3/1 (very dark gray),mottled,,,structureless,,silt [W22_1],2,nodule,carbonate,moderate,2,,,,,,,,,,,siderite clayey siltstone,clayey siltstone,,,
369-U1512A-53R-2-A,0,23,500.69,500.92,,,,,siderite,clayey siltstone,,siderite clayey siltstone,,,5YR 3/1 (very dark gray),mottled,,,structureless,,silt [W22_1],2,nodule,carbonate,moderate,2,,,,,,,,,,,siderite clayey siltstone,clayey siltstone,,,
369-U1512A-53R-2-A,23,135,500.92,502.04,,,,,,silty claystone,,silty claystone,pyrite,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-53R-3-A,0,150,502.04,503.54,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-53R-4-A,0,150,503.54,505.04,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,Fe oxide,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-53R-5-A,0,150,505.04,506.54,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-53R-6-A,0,105,506.54,507.59,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-53R-7-A,0,93,507.59,508.52,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-54R-1-A,0,147,508.8,510.27,,,,,,silty claystone,,silty claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-54R-2-A,0,74,510.27,511.01,,,,,,silty claystone,,silty claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-54R-2-A,74,99,511.01,511.26,,,,,siderite,clayey siltstone,,siderite clayey siltstone,,,5YR 3/1 (very dark gray),mottled,,,structureless,,silt [W22_1],2,,,moderate,2,,,,,,,,,,,siderite clayey siltstone,clayey siltstone,,,
369-U1512A-54R-2-A,99,151,511.26,511.78,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
