Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
369-U1512A-12R-2-A,0,147,107.11,108.58,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,pyrite,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone with nannofossils,,,
369-U1512A-12R-3-A,0,149,108.58,110.07,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,GLEY 1 2.5/N (black),,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone with nannofossils,,,
369-U1512A-12R-4-A,0,9,110.07,110.16,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,GLEY 1 2.5/N (black),,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone with nannofossils,,,
369-U1512A-12R-4-A,9,12,110.16,110.19,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,GLEY 1 2.5/N (black),,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone with nannofossils,,,
369-U1512A-12R-4-A,12,124,110.19,111.31,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,GLEY 1 2.5/N (black),,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone with nannofossils,,,
369-U1512A-12R-5-A,0,150,111.46,112.96,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,GLEY 1 2.5/N (black),,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone with nannofossils,,,
369-U1512A-12R-6-A,0,121,112.96,114.17,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,GLEY 1 2.5/N (black),,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone with nannofossils,,,
369-U1512A-12R-CC-A,0,14,114.17,114.31,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,GLEY 1 2.5/N (black),,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone with nannofossils,,,
369-U1512A-13R-1-A,0,27,115.2,115.47,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-13R-1-A,27,77,115.47,115.97,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,Bioturbation almost absent,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-13R-1-A,77,151,115.97,116.71,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-13R-2-A,0,142,116.71,118.13,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,moderate,2,,,,,,,,,shell fragment,common,silty claystone,silty claystone,,,
369-U1512A-13R-3-A,0,137,118.13,119.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,common,silty claystone,silty claystone,,,
369-U1512A-13R-4-A,0,139,119.64,121.03,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-13R-5-A,0,16,121.03,121.19,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-13R-5-A,16,30,121.19,121.33,,,,,siderite,silty sandstone,,siderite silty sandstone,,,2.5Y 5/1 (gray),mottled,,,structureless,,very fine sand [W22_2],3,,,moderate,2,"No grading, very fine grained, sharp base and top",sharp boundary or contact,straight,sharp,,,,,shell fragment,rare,siderite silty sandstone,silty sandstone,,,
369-U1512A-13R-5-A,30,112,121.33,122.15,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-13R-6-A,0,54,122.15,122.69,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-13R-6-A,54,99,122.69,123.14,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-13R-7-A,0,84,123.14,123.98,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-13R-CC-A,0,19,123.98,124.17,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-14R-1-A,0,121,124.8,126.01,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-14R-2-A,0,94,126.01,126.95,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,sharp boundary or contact,straight,sharp,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-14R-2-A,94,116,126.95,127.17,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-14R-3-A,0,120,127.17,128.37,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-14R-4-A,0,52,128.52,129.04,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,sharp boundary or contact,irregular-straight,sharp to gradational,,,,,,,silty claystone,silty claystone,,,
369-U1512A-14R-4-A,52,116,129.04,129.68,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-14R-5-A,0,150,129.68,131.18,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-14R-6-A,0,140,131.18,132.58,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-14R-7-A,0,60,132.58,133.18,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-14R-CC-A,0,6,133.18,133.24,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-15R-1-A,0,90,134.4,135.3,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,bioturbated boundary or contact,gradational,gradational,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-15R-1-A,90,151,135.3,135.91,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-15R-2-A,0,24,135.91,136.15,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-15R-2-A,24,150,136.15,137.41,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-15R-3-A,0,136,137.41,138.77,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-15R-4-A,0,40,138.91,139.31,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,sharp boundary or contact,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-15R-4-A,40,130,139.31,140.21,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,gradational boundary or contact,gradational,gradational,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-15R-4-A,130,149,140.21,140.4,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-15R-5-A,0,125,140.4,141.65,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-15R-6-A,0,9,141.65,141.74,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-15R-6-A,9,42,141.74,142.07,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,gradational boundary or contact,gradational,gradational,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-15R-6-A,42,150,142.07,143.15,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-15R-7-A,0,86,143.15,144.01,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-15R-CC-A,0,15,144.01,144.16,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-16R-1-A,0,133,144,145.33,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-16R-2-A,0,150,145.33,146.83,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,,,Pyrite?,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-16R-3-A,0,127,146.83,148.1,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,,,Pyrite?,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-16R-4-A,0,68,148.25,148.93,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/5GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-16R-4-A,68,150,148.93,149.75,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-16R-5-A,0,148,149.75,151.23,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,,,Pyrite?,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-16R-6-A,0,148,151.23,152.71,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-16R-7-A,0,78,152.71,153.49,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-16R-CC-A,0,19,153.49,153.68,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],wavy strata,,load cast [BJ84],,clay [W22_1],1,,,,,Thin silt streaks associated with wavy strata at 15cm,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-17R-1-A,0,142,153.6,155.02,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,,,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-17R-2-A,0,148,155.02,156.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-17R-3-A,0,150,156.5,158,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-17R-4-A,0,140,158,159.4,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-17R-5-A,0,100,159.4,160.4,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-17R-6-A,0,51,160.4,160.91,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-17R-6-A,51,60,160.91,161,,,,,glauconitic,clayey sandstone,,glauconitic clayey sandstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,,convolute,,fine sand [W22_2],4,,,,,trace of glauconite ?,,,,,,,,,,glauconitic clayey sandstone,clayey sandstone,,,
369-U1512A-17R-7-A,0,121,161.1,162.31,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,,,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-17R-8-A,0,52,162.31,162.83,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-18R-1-A,0,32,163.2,163.52,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-18R-2-A,0,97,163.52,164.49,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-18R-2-A,97,99,164.49,164.51,,,,,,clayey sandstone,,clayey sandstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,,convolute,,fine sand [W22_2],4,,,,,trace of glauconite ?,,,,,,,,,,clayey sandstone,clayey sandstone,,,
369-U1512A-18R-2-A,99,103,164.51,164.55,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-18R-2-A,103,107,164.55,164.59,,,,,,clayey sandstone,,clayey sandstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,,convolute,,fine sand [W22_2],4,,,,,trace of glauconite ?,,,,,,,,,,clayey sandstone,clayey sandstone,,,
369-U1512A-18R-2-A,107,149,164.59,165.01,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-18R-3-A,0,150,165.01,166.51,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-18R-4-A,0,129,166.51,167.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-18R-5-A,0,151,167.97,169.48,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-18R-6-A,0,150,169.48,170.98,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,,,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-18R-7-A,0,149,170.98,172.47,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-18R-8-A,0,51,172.47,172.98,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-18R-CC-A,0,14,172.98,173.12,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-19R-1-A,0,140,172.8,174.2,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,concretion,sulfide,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-19R-2-A,0,151,174.2,175.71,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,concretion,sulfide,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-19R-3-A,0,150,175.71,177.21,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,concretion,sulfide,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-19R-4-A,0,100,177.21,178.21,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,concretion,sulfide,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-19R-5-A,0,40,178.21,178.61,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,concretion,sulfide,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-19R-5-A,40,50,178.61,178.71,,,,,,clayey sandstone,with siderite,clayey sandstone with siderite,,,10YR 3/1 (very dark gray),massive [BJ84],,,structureless,medium bed [B01],fine sand [W22_2],4,,,,,,sharp boundary or contact,planar,sharp,,,,,,,clayey sandstone,clayey sandstone with siderite,,,
369-U1512A-19R-5-A,50,75,178.71,178.96,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-19R-6-A,0,151,179.11,180.62,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-19R-7-A,0,124,180.62,181.86,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-19R-CC-A,0,11,181.86,181.97,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-1-A,0,21,182.4,182.61,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-2-A,0,111,182.61,183.72,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-2-A,111,113,183.72,183.74,,,,,,silty claystone,,silty claystone,,,10Y 3/2 (very dark grayish green),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"a change in color, with more greenish-very dark gray tones sediments are a bit coarser",gradational boundary or contact,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-2-A,113,150,183.74,184.11,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-3-A,0,97,184.11,185.08,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-3-A,97,150,185.08,185.61,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"Bioturbation increases, with 2 cm thick burrows Burrows are filled with sandstone, apparently glauconitic the change is color is more diffuse",gradational boundary or contact,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-4-A,0,150,185.61,187.11,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"burrows with black sand filling, possibly glauconitic",,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-5-A,0,16,187.11,187.27,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,gradational boundary or contact,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-5-A,16,20,187.27,187.31,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,interval with concentration of bioturbation and more greenish color,gradational boundary or contact,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-5-A,20,98,187.31,188.09,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"at 90 cm, a 1 cm thick burrow occurs, filled with black sands, possibly glauconitic",gradational boundary or contact,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-20R-5-A,98,124,188.09,188.35,,,,,,silty claystone,,silty claystone,,,10Y 5/1 (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"up to 3 cm burrows, filled with black sands",gradational boundary or contact,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-20R-5-A,124,151,188.35,188.62,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,burrows with sand filling,gradational boundary or contact,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-6-A,0,48,188.62,189.1,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,"large burrows up to 10 cm vertically, filled with black sands",gradational boundary or contact,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-20R-6-A,48,84,189.1,189.46,,,,,,silty claystone,,silty claystone,,,10Y 8/1 (light greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,,gradational boundary or contact,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-20R-6-A,84,136,189.46,189.98,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-20R-7-A,0,45,190.13,190.58,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,shell fragments concentrated in some layers,gradational boundary or contact,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-20R-7-A,45,59,190.58,190.72,,,,,siderite,clayey sandstone,,siderite clayey sandstone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,medium bed [B01],fine sand [W22_2],4,,,none,0,"a gradational change in color and grain size sands grains are black, possibly glauconitic bottom contact is erosional",sharp boundary or contact,planar,,,,,,,,siderite clayey sandstone,clayey sandstone,,,
369-U1512A-20R-7-A,59,62,190.72,190.75,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,gradational boundary or contact,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-20R-7-A,62,136,190.75,191.49,,,,,,silty claystone,,silty claystone,,,10Y 5/1 (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
