Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1334B-8H-4-A,320,U1334,B,8,8-4,H,4,A,0,150,72.7,74.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-8H-5-A,320,U1334,B,8,8-5,H,5,A,0,150,74.2,75.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,
320-U1334B-8H-5-A,320,U1334,B,8,8-5,H,5,A,0,150,74.2,75.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-8H-6-A,320,U1334,B,8,8-6,H,6,A,0,150,75.7,77.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,
320-U1334B-8H-6-A,320,U1334,B,8,8-6,H,6,A,0,150,75.7,77.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-8H-7-A,320,U1334,B,8,8-7,H,7,A,0,66,77.2,77.86,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,
320-U1334B-8H-7-A,320,U1334,B,8,8-7,H,7,A,0,66,77.2,77.86,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-8H-CC-A,320,U1334,B,8,8-CC,H,CC,A,0,18,77.86,78.04,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,
320-U1334B-8H-CC-A,320,U1334,B,8,8-CC,H,CC,A,0,18,77.86,78.04,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-9H-1-A,320,U1334,B,9,9-1,H,1,A,0,150,77.7,79.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,
320-U1334B-9H-1-A,320,U1334,B,9,9-1,H,1,A,0,150,77.7,79.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-9H-2-A,320,U1334,B,9,9-2,H,2,A,0,150,79.2,80.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,
320-U1334B-9H-2-A,320,U1334,B,9,9-2,H,2,A,0,150,79.2,80.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-9H-3-A,320,U1334,B,9,9-3,H,3,A,0,150,80.7,82.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,
320-U1334B-9H-3-A,320,U1334,B,9,9-3,H,3,A,0,150,80.7,82.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-9H-4-A,320,U1334,B,9,9-4,H,4,A,0,150,82.2,83.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,
320-U1334B-9H-4-A,320,U1334,B,9,9-4,H,4,A,0,150,82.2,83.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-9H-5-A,320,U1334,B,9,9-5,H,5,A,0,150,83.7,85.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,
320-U1334B-9H-5-A,320,U1334,B,9,9-5,H,5,A,0,150,83.7,85.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-9H-6-A,320,U1334,B,9,9-6,H,6,A,0,150,85.2,86.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,
320-U1334B-9H-6-A,320,U1334,B,9,9-6,H,6,A,0,150,85.2,86.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-9H-7-A,320,U1334,B,9,9-7,H,7,A,0,65,86.7,87.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,
320-U1334B-9H-7-A,320,U1334,B,9,9-7,H,7,A,0,65,86.7,87.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-9H-CC-A,320,U1334,B,9,9-CC,H,CC,A,0,34,87.35,87.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,
320-U1334B-9H-CC-A,320,U1334,B,9,9-CC,H,CC,A,0,34,87.35,87.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-10H-1-A,320,U1334,B,10,10-1,H,1,A,0,150,87.2,88.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,
320-U1334B-10H-1-A,320,U1334,B,10,10-1,H,1,A,0,150,87.2,88.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-10H-2-A,320,U1334,B,10,10-2,H,2,A,0,150,88.7,90.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,
320-U1334B-10H-2-A,320,U1334,B,10,10-2,H,2,A,0,150,88.7,90.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-10H-3-A,320,U1334,B,10,10-3,H,3,A,0,150,90.2,91.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,
320-U1334B-10H-3-A,320,U1334,B,10,10-3,H,3,A,0,150,90.2,91.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-10H-4-A,320,U1334,B,10,10-4,H,4,A,0,150,91.7,93.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,
320-U1334B-10H-4-A,320,U1334,B,10,10-4,H,4,A,0,150,91.7,93.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-10H-5-A,320,U1334,B,10,10-5,H,5,A,0,150,93.2,94.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,
320-U1334B-10H-5-A,320,U1334,B,10,10-5,H,5,A,0,150,93.2,94.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-10H-6-A,320,U1334,B,10,10-6,H,6,A,0,150,94.7,96.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,
320-U1334B-10H-6-A,320,U1334,B,10,10-6,H,6,A,0,150,94.7,96.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-10H-7-A,320,U1334,B,10,10-7,H,7,A,0,77,96.2,96.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,
320-U1334B-10H-7-A,320,U1334,B,10,10-7,H,7,A,0,77,96.2,96.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-10H-CC-A,320,U1334,B,10,10-CC,H,CC,A,0,25,96.97,97.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,
320-U1334B-10H-CC-A,320,U1334,B,10,10-CC,H,CC,A,0,25,96.97,97.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-11H-1-A,320,U1334,B,11,11-1,H,1,A,0,20,96.7,96.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334B-11H-1-A,320,U1334,B,11,11-1,H,1,A,20,150,96.9,98.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,
320-U1334B-11H-1-A,320,U1334,B,11,11-1,H,1,A,20,150,96.9,98.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1334B-11H-2-A,320,U1334,B,11,11-2,H,2,A,0,17,98.2,98.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,
320-U1334B-11H-2-A,320,U1334,B,11,11-2,H,2,A,0,17,98.2,98.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1334B-11H-2-A,320,U1334,B,11,11-2,H,2,A,17,30,98.37,98.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/6,,,
320-U1334B-11H-2-A,320,U1334,B,11,11-2,H,2,A,30,150,98.5,99.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334B-11H-2-A,320,U1334,B,11,11-2,H,2,A,30,150,98.5,99.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1334B-11H-3-A,320,U1334,B,11,11-3,H,3,A,0,150,99.7,101.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334B-11H-3-A,320,U1334,B,11,11-3,H,3,A,0,150,99.7,101.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1334B-11H-4-A,320,U1334,B,11,11-4,H,4,A,0,150,101.2,102.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334B-11H-4-A,320,U1334,B,11,11-4,H,4,A,0,150,101.2,102.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1334B-11H-5-A,320,U1334,B,11,11-5,H,5,A,0,150,102.7,104.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334B-11H-5-A,320,U1334,B,11,11-5,H,5,A,0,150,102.7,104.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1334B-11H-6-A,320,U1334,B,11,11-6,H,6,A,0,150,104.2,105.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334B-11H-6-A,320,U1334,B,11,11-6,H,6,A,0,150,104.2,105.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1334B-11H-7-A,320,U1334,B,11,11-7,H,7,A,0,60,105.7,106.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334B-11H-7-A,320,U1334,B,11,11-7,H,7,A,0,60,105.7,106.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1334B-11H-CC-A,320,U1334,B,11,11-CC,H,CC,A,0,41,106.3,106.71,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 7/3,,,
320-U1334B-11H-CC-A,320,U1334,B,11,11-CC,H,CC,A,0,41,106.3,106.71,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1334B-12H-1-A,320,U1334,B,12,12-1,H,1,A,0,150,106.2,107.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-12H-1-A,320,U1334,B,12,12-1,H,1,A,0,150,106.2,107.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-12H-2-A,320,U1334,B,12,12-2,H,2,A,0,150,107.7,109.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-12H-2-A,320,U1334,B,12,12-2,H,2,A,0,150,107.7,109.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-12H-3-A,320,U1334,B,12,12-3,H,3,A,0,150,109.2,110.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-12H-3-A,320,U1334,B,12,12-3,H,3,A,0,150,109.2,110.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-12H-4-A,320,U1334,B,12,12-4,H,4,A,0,150,110.7,112.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-12H-4-A,320,U1334,B,12,12-4,H,4,A,0,150,110.7,112.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-12H-5-A,320,U1334,B,12,12-5,H,5,A,0,150,112.2,113.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-12H-5-A,320,U1334,B,12,12-5,H,5,A,0,150,112.2,113.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-12H-6-A,320,U1334,B,12,12-6,H,6,A,0,150,113.7,115.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-12H-6-A,320,U1334,B,12,12-6,H,6,A,0,150,113.7,115.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-12H-7-A,320,U1334,B,12,12-7,H,7,A,0,71,115.2,115.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-12H-7-A,320,U1334,B,12,12-7,H,7,A,0,71,115.2,115.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-12H-CC-A,320,U1334,B,12,12-CC,H,CC,A,0,24,115.91,116.15,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-12H-CC-A,320,U1334,B,12,12-CC,H,CC,A,0,24,115.91,116.15,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,,,
320-U1334B-13H-1-A,320,U1334,B,13,13-1,H,1,A,0,150,115.7,117.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-13H-1-A,320,U1334,B,13,13-1,H,1,A,0,150,115.7,117.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Firm intervals: 140-142 cm (section 5),,
320-U1334B-13H-2-A,320,U1334,B,13,13-2,H,2,A,0,150,117.2,118.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-13H-2-A,320,U1334,B,13,13-2,H,2,A,0,150,117.2,118.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Firm intervals: 140-142 cm (section 5),,
320-U1334B-13H-3-A,320,U1334,B,13,13-3,H,3,A,0,150,118.7,120.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-13H-3-A,320,U1334,B,13,13-3,H,3,A,0,150,118.7,120.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Firm intervals: 140-142 cm (section 5),,
320-U1334B-13H-4-A,320,U1334,B,13,13-4,H,4,A,0,150,120.2,121.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-13H-4-A,320,U1334,B,13,13-4,H,4,A,0,150,120.2,121.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Firm intervals: 140-142 cm (section 5),,
320-U1334B-13H-5-A,320,U1334,B,13,13-5,H,5,A,0,150,121.7,123.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-13H-5-A,320,U1334,B,13,13-5,H,5,A,0,150,121.7,123.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Firm intervals: 140-142 cm (section 5),,
320-U1334B-13H-6-A,320,U1334,B,13,13-6,H,6,A,0,150,123.2,124.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-13H-6-A,320,U1334,B,13,13-6,H,6,A,0,150,123.2,124.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Firm intervals: 140-142 cm (section 5),,
320-U1334B-13H-7-A,320,U1334,B,13,13-7,H,7,A,0,61,124.7,125.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-13H-7-A,320,U1334,B,13,13-7,H,7,A,0,61,124.7,125.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Firm intervals: 140-142 cm (section 5),,
320-U1334B-13H-CC-A,320,U1334,B,13,13-CC,H,CC,A,0,30,125.31,125.61,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/3,,,
320-U1334B-13H-CC-A,320,U1334,B,13,13-CC,H,CC,A,0,30,125.31,125.61,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Firm intervals: 140-142 cm (section 5),,
320-U1334B-14H-1-A,320,U1334,B,14,14-1,H,1,A,0,150,125.2,126.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/2,Very pale brown nannofossil ooze contains ~8% diatom. Relatively firm interval in 0-2 cm in section 1,,
320-U1334B-14H-1-A,320,U1334,B,14,14-1,H,1,A,0,150,125.2,126.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-14H-2-A,320,U1334,B,14,14-2,H,2,A,0,150,126.7,128.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/2,Very pale brown nannofossil ooze contains ~8% diatom. Relatively firm interval in 0-2 cm in section 1,,
320-U1334B-14H-2-A,320,U1334,B,14,14-2,H,2,A,0,150,126.7,128.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-14H-3-A,320,U1334,B,14,14-3,H,3,A,0,150,128.2,129.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/2,Very pale brown nannofossil ooze contains ~8% diatom. Relatively firm interval in 0-2 cm in section 1,,
320-U1334B-14H-3-A,320,U1334,B,14,14-3,H,3,A,0,150,128.2,129.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1334B-14H-4-A,320,U1334,B,14,14-4,H,4,A,0,150,129.7,131.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334B-14H-5-A,320,U1334,B,14,14-5,H,5,A,0,150,131.2,132.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334B-14H-6-A,320,U1334,B,14,14-6,H,6,A,0,150,132.7,134.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334B-14H-7-A,320,U1334,B,14,14-7,H,7,A,0,73,134.2,134.93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334B-14H-CC-A,320,U1334,B,14,14-CC,H,CC,A,0,38,134.93,135.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1334B-15H-1-A,320,U1334,B,15,15-1,H,1,A,0,150,134.7,136.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black streaks in 105 and 123 cm in section 5.,,
320-U1334B-15H-2-A,320,U1334,B,15,15-2,H,2,A,0,150,136.2,137.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black streaks in 105 and 123 cm in section 5.,,
320-U1334B-15H-3-A,320,U1334,B,15,15-3,H,3,A,0,150,137.7,139.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black streaks in 105 and 123 cm in section 5.,,
320-U1334B-15H-4-A,320,U1334,B,15,15-4,H,4,A,0,150,139.2,140.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black streaks in 105 and 123 cm in section 5.,,
320-U1334B-15H-5-A,320,U1334,B,15,15-5,H,5,A,0,150,140.7,142.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black streaks in 105 and 123 cm in section 5.,,
320-U1334B-15H-6-A,320,U1334,B,15,15-6,H,6,A,0,112,142.2,143.32,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black streaks in 105 and 123 cm in section 5.,,
320-U1334B-15H-6-A,320,U1334,B,15,15-6,H,6,A,112,150,143.32,143.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,Alternation with the white nannofossil ooze in the transition interval (112-150 cm in section 6),,
320-U1334B-15H-7-A,320,U1334,B,15,15-7,H,7,A,0,60,143.7,144.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,Alternation with the white nannofossil ooze in the transition interval (112-150 cm in section 6),,
320-U1334B-15H-CC-A,320,U1334,B,15,15-CC,H,CC,A,0,29,144.3,144.59,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,Alternation with the white nannofossil ooze in the transition interval (112-150 cm in section 6),,
320-U1334B-16H-1-A,320,U1334,B,16,16-1,H,1,A,0,150,144.2,145.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-16H-2-A,320,U1334,B,16,16-2,H,2,A,0,150,145.7,147.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-16H-3-A,320,U1334,B,16,16-3,H,3,A,0,150,147.2,148.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-16H-4-A,320,U1334,B,16,16-4,H,4,A,0,150,148.7,150.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-16H-5-A,320,U1334,B,16,16-5,H,5,A,0,150,150.2,151.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-16H-6-A,320,U1334,B,16,16-6,H,6,A,0,150,151.7,153.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
