Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
374-U1523E-12F-4-A,15,35,64.26,64.46,,,,,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,12,F,4,A,
374-U1523E-12F-4-A,35,56,64.46,64.67,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,12,F,4,A,
374-U1523E-12F-CC-A,0,13,64.67,64.8,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,12,F,CC,A,
374-U1523E-12F-CC-A,0,13,64.67,64.8,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,12,F,CC,A,
374-U1523E-14F-CC-A,0,2,77,77.02,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1523,E,14,F,CC,A,
374-U1523E-15F-1-A,0,42,81.7,82.12,muddy,diatom ooze,,muddy diatom ooze,,,,,,,,,,,,,,,,,374,U1523,E,15,F,1,A,
374-U1523E-15F-1-A,0,138,81.7,83.08,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,15,F,1,A,
374-U1523E-15F-1-A,0,150,81.7,83.2,,,,,,,moderate [DB86],2,,,,pyrite,,lonestone,,,"Lonestones at 40, 50, 60, 72, 114, 145, and 146 cm.",,,,374,U1523,E,15,F,1,A,
374-U1523E-15F-1-A,11,11,81.81,81.81,,,,,,,,,,,,,,mud clast,,,,,,,374,U1523,E,15,F,1,A,
374-U1523E-15F-1-A,42,68,82.12,82.38,muddy,diatom ooze,,muddy diatom ooze,,,,,,,,,,,sharp boundary or contact,,,,,,374,U1523,E,15,F,1,A,
374-U1523E-15F-1-A,68,138,82.38,83.08,muddy,diatom ooze,,muddy diatom ooze,lamination,,,,,,,,,,,,,,,,374,U1523,E,15,F,1,A,
374-U1523E-15F-1-A,138,150,83.08,83.2,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,,,,,,,,,,,,,,,,374,U1523,E,15,F,1,A,
374-U1523E-15F-1-A,138,150,83.08,83.2,,,,,,gley 1 5/n (gray),,,,,,,,,,,,,,,374,U1523,E,15,F,1,A,
374-U1523E-15F-2-A,0,10,83.2,83.3,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,,,,,,,,shell fragment,lonestone,,,Shell fragments 9-16 cm.,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,0,41,83.2,83.61,,,,,,gley 1 5/n (gray),,,,,,,,,,,,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,0,100,83.2,84.2,,,,,,,,,,,,glauconite,,lonestone,,,"Lonestones at 2, 6, 61, 68, and 92 cm.",,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,0,151,83.2,84.71,,,,,,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,10,30,83.3,83.5,diatom rich,mud,,diatom rich mud,,,,,,,,,,,,,,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,30,42,83.5,83.62,foraminifer rich,clast-poor sandy diamict [M89m],,foraminifer rich clast-poor sandy diamict,,,,,,,,,,,sharp boundary or contact,,,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,41,102,83.61,84.22,,,,,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,42,70,83.62,83.9,diatom rich,mud,,diatom rich mud,,,,,,,,,,,,,,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,70,80,83.9,84,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,,,,,,,,,,,,,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,80,92,84,84.12,diatom rich,mud,,diatom rich mud,,,,,,,,,,,,,,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,92,100,84.12,84.2,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,,,,,,,,,,sharp boundary or contact,,,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-2-A,100,151,84.2,84.71,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,15,F,2,A,
374-U1523E-15F-3-A,0,3,84.71,84.74,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,15,F,3,A,
374-U1523E-15F-3-A,0,133,84.71,86.04,,,,,,,,,,,,,,lonestone,,,"Lonestones at 3, 13, 19, 84-86, 96 and 110 cm.",,,,374,U1523,E,15,F,3,A,
374-U1523E-15F-3-A,3,21,84.74,84.92,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 5/5GY (greenish gray),,,,,,glauconite,,,,,,,,,374,U1523,E,15,F,3,A,
374-U1523E-15F-3-A,21,33,84.92,85.04,diatom rich,mud,,diatom rich mud,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,15,F,3,A,
374-U1523E-15F-3-A,33,38,85.04,85.09,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 5/5GY (greenish gray),,,,,,glauconite,,,,,,,,,374,U1523,E,15,F,3,A,
374-U1523E-15F-3-A,38,85,85.09,85.56,diatom rich,mud,,diatom rich mud,lamination,5Y 5/2 (olive gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1523,E,15,F,3,A,
374-U1523E-15F-3-A,85,133,85.56,86.04,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 5/5GY (greenish gray),,,,,,glauconite,shell fragment,,,,Shell fragments (shell hash) throughout.,,,,374,U1523,E,15,F,3,A,
374-U1523E-15F-CC-A,0,7,86.06,86.13,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 5/5GY (greenish gray),,,,,,,shell fragment,lonestone,,,"Lonestones at 3, 13, 19, 84-86, 96 and 110 cm.",,,,374,U1523,E,15,F,CC,A,
374-U1523E-16F-1-A,0,6,86.4,86.46,muddy,diatom ooze,,muddy diatom ooze,,,,,,,,,,,,,,,,,374,U1523,E,16,F,1,A,
374-U1523E-16F-1-A,0,20,86.4,86.6,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,16,F,1,A,
374-U1523E-16F-1-A,0,150,86.4,87.9,,,,,,,complete [DB86],4,,,,,,,,,,,,,374,U1523,E,16,F,1,A,
374-U1523E-16F-1-A,6,30,86.46,86.7,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,,,,,,,,,,,,,,,,374,U1523,E,16,F,1,A,
374-U1523E-16F-1-A,20,34,86.6,86.74,,,,,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,16,F,1,A,
374-U1523E-16F-1-A,30,45,86.7,86.85,,,,,,,,,,,,glauconite,,,,,,,,,374,U1523,E,16,F,1,A,
374-U1523E-16F-1-A,30,150,86.7,87.9,diatom rich,mud,,diatom rich mud,,,,,,,,,,lonestone,,,"Lonestones at 46, 77, and 99-100 cm.",,,,374,U1523,E,16,F,1,A,
374-U1523E-16F-1-A,34,150,86.74,87.9,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,16,F,1,A,
374-U1523E-16F-1-A,107,107,87.47,87.47,,,,,,,,,,,,,,mud clast,,,,,,,374,U1523,E,16,F,1,A,
374-U1523E-16F-2-A,0,145,87.9,89.35,muddy,diatom ooze,,muddy diatom ooze,,,complete [DB86],4,,,,,,,,,,,,,374,U1523,E,16,F,2,A,
374-U1523E-16F-2-A,0,145,87.9,89.35,,,,,,5Y 5/2 (olive gray),,,,,,pyrite,,lonestone,,,Lonestone at 16 cm.,,,,374,U1523,E,16,F,2,A,
374-U1523E-16F-2-A,23,27,88.13,88.17,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1523,E,16,F,2,A,
374-U1523E-16F-2-A,51,56,88.41,88.46,,,,,mottling [BJ80],,,,,,,,,mud clast,,,,,,,374,U1523,E,16,F,2,A,
374-U1523E-16F-2-A,60,80,88.5,88.7,,,,,sand stringer,,,,,,,,,,undulating or wavy boundary or contact [BJ80],,Irregular sandy flow.,,,,374,U1523,E,16,F,2,A,
374-U1523E-16F-3-A,0,119,89.4,90.59,muddy,diatom ooze,,muddy diatom ooze,,,,,,,,,,,,,,,,,374,U1523,E,16,F,3,A,
374-U1523E-16F-3-A,0,119,89.4,90.59,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,16,F,3,A,
374-U1523E-16F-CC-A,0,18,90.59,90.77,muddy,diatom ooze,,muddy diatom ooze,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,16,F,CC,A,
374-U1523E-18F-1-A,0,70,95.1,95.8,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,mottling [BJ80],GLEY 1 6/5G (pale green),moderate [DB86],2,,,,glauconite,,lonestone,,,"Lonestones: 7.7, 26, 27, 33, 39.5, 44, 50, 62, 66.5 cm.",,,,374,U1523,E,18,F,1,A,
374-U1523E-20F-1-A,0,146,105.7,107.16,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,mottling [BJ80],GLEY 1 5/N (gray),complete [DB86],4,,,,glauconite,,lonestone,,,"40-44: sand, 44-46: mud, 46-53 sand (reverse grading), 53-103: mud, mottling, intermixing of sand & mud; 103-129: green mud becomes dominant, sandy, dispersed clasts. 129-146: same as 53-103. Lonestones: 12-14, 19.5-23.5, 33, 49-50, 53, 73, 78-82, 111-113, 122-127 cm",,,,374,U1523,E,20,F,1,A,
374-U1523E-20F-2-A,0,136,107.16,108.52,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,mottling [BJ80],GLEY 1 5/N (gray),complete [DB86],4,,,,glauconite,,lonestone,,,"0-22 cm: interbedded green, brownish grey mud and sand lamina, dispersed clasts, mottled 22-33: sandy mud (greenish gray) 33-74: sandy mud (greyish green)lamina and stringers of sand 75-81: sandy bed 81-85: clast cluster 85-105: inclined contacts, sandy mud with stringers, greyish brown with color mottling at base, bioturbation, lamina of green. 119.5-120: sand bed, slightly inclined. 120-123: sand bed with clasts, slightly inclined, sharp boundaries 105-123: interlaminated greenish and brownish gray sandy mud with dispersed clasts and sand stringers Lonestones: 9, 25, 43, 76, 77, 81-85, 150, 136 cm",,,,374,U1523,E,20,F,2,A,
374-U1523E-20F-3-A,0,77,108.62,109.39,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,sand stringer,GLEY 1 5/10Y (greenish gray),complete [DB86],4,,,,glauconite,,,,,"0-77: Interbedded to interlamination of sandy mud with dispersed clasts, seen from color: GLEY 1 10Y 5/1, GLEY1 5/N, 10YR 4/1. Some sand stringers at the base.",,,,374,U1523,E,20,F,3,A,
374-U1523E-20F-4-A,0,81,109.39,110.2,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,interlamination,GLEY 1 5/N (gray),moderate [DB86],2,,,,glauconite,,lonestone,,,"Lonestone: 76-79, 54-60, 61-64 cm",,,,374,U1523,E,20,F,4,A,
374-U1523E-20F-CC-A,0,15,110.2,110.35,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,interlamination,GLEY 1 5/N (gray),,,,,,,,,,,,,,,374,U1523,E,20,F,CC,A,
374-U1523E-21F-1-A,0,145,110.4,111.85,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,interlamination,GLEY 1 5/10GY (greenish gray),heavy [DB86],3,,,,glauconite,,lonestone,,,"Dm-scale interbedded muds, greenish gray mud with fine sand. 0-28: GLEY 1 5/1 10GY 28-145: GLEY 1 4/1 10Y Color mottling, faintly laminated, dispersed clasts, a calcite clast Lonestones: 10, 41.5, 70, 76, 89, 98, 115, 145, 132, 140.5, 144 cm",,,,374,U1523,E,21,F,1,A,
374-U1523E-21F-2-A,0,146,111.85,113.31,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,interlamination,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3,,,,,,lonestone,,,"Lonestones: 7, 16, 21, 23, 28, 36, 40, 41, 73, 83, 91, 109, 106, 120, 128 cm",,,,374,U1523,E,21,F,2,A,
374-U1523E-21F-3-A,0,64,113.31,113.95,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,interlamination,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3,,,,,,lonestone,,,"Lonestones: 7-8, 8, 14-15, 19.5, 20.5, 31, 45, 55 cm",,,,374,U1523,E,21,F,3,A,
374-U1523E-23F-1-A,0,147,116.7,118.17,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,interlamination,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,"Interlaminated mud with dispersed clasts interbedded with sand, sand beds and lamina: 16-38 cm, sand stringers 74.5 cm, 137-145 cm. Lonestones: 1-2, 10-12, 14-16, 22-23, 54-55, 86-90, 108-111, 132-134 cm. Mottles (bioturbation): 127-129 cm.",,,,374,U1523,E,23,F,1,A,
374-U1523E-23F-2-A,0,146,118.17,119.63,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,interlamination,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,"Sand bed: 98-104, 69-71, 5-9 cm. Sand stringer: 51, 116-120 cm. Sand beds have sharp boundaries. Lonestones: 6-8, 8.5, 16, 19-20, 46-58, 73-76, 81-83 (cluster), 97, 104, 110, 131, 135, 142-143.5 cm.",,,,374,U1523,E,23,F,2,A,
374-U1523E-23F-3-A,0,77,119.63,120.4,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,"Lonestones: 0-2, 44, 51-56, 62-64, 67 cm. 46-59: cluster of black-colored clasts.",,,,374,U1523,E,23,F,3,A,
374-U1523E-23F-4-A,0,93,120.4,121.33,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,sand stringer,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,"Sand stringers: 78-84, 14-16 cm.",,,,374,U1523,E,23,F,4,A,
374-U1523E-23F-CC-A,0,12,121.33,121.45,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,374,U1523,E,23,F,CC,A,
374-U1523E-24F-1-A,0,99,121.4,122.39,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,mottling [BJ80],GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"0-53 cm: dark greenish gray massive mud, mottled, with dispersed clasts. 53-62 cm: clast cluster, 53-112.5: massive mud, sand stringers. Lonestones: 8, 25, 30-32, 54, 62, 73.5, 81, 82, 95 cm. Including greenish mottling features.",,,,374,U1523,E,24,F,1,A,
374-U1523E-24F-2-A,0,99,122.53,123.52,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,mottling [BJ80],GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones: 5-9, 9-15.5, 71, 88-90, 93.5 cm",,,,374,U1523,E,24,F,2,A,
374-U1523E-25F-1-A,0,131,126.1,127.41,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones: 41, 76, 83.5, 104, 114, 122 cm",,,,374,U1523,E,25,F,1,A,
374-U1523E-25F-2-A,0,140,127.51,128.91,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones: 12, 56-58, 80-82, 126-128, 72 cm.",,,,374,U1523,E,25,F,2,A,
374-U1523E-25F-3-A,0,115,128.91,130.06,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,sand stringer,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones: 16, 45, 54, 75 cm. Sand stringer: 99 cm.",,,,374,U1523,E,25,F,3,A,
374-U1523E-25F-CC-A,0,22,130.06,130.28,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,mottling [BJ80],GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,Lonestone: 15 cm.,,,,374,U1523,E,25,F,CC,A,
