Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Unnamed: 23,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
320-U1334C-28X-3-A,320,U1334,C,28,28-3,X,3,A,100,150,252.8,253.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 3/2,,,,,,
320-U1334C-28X-4-A,320,U1334,C,28,28-4,X,4,A,0,110,253.3,254.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 3/2,,,,,,
320-U1334C-28X-4-A,320,U1334,C,28,28-4,X,4,A,110,150,254.4,254.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians,Nannofossil chalk with clay and radiolarians,100,firm,10YR 4/3,,,,,,
320-U1334C-28X-5-A,320,U1334,C,28,28-5,X,5,A,0,3,254.8,254.83,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians,Nannofossil chalk with clay and radiolarians,100,firm,10YR 4/3,,,,,,
320-U1334C-28X-5-A,320,U1334,C,28,28-5,X,5,A,3,54,254.83,255.34,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 2/2,,,,,,
320-U1334C-28X-5-A,320,U1334,C,28,28-5,X,5,A,54,90,255.34,255.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians,Nannofossil chalk with clay and radiolarians,100,firm,10YR 4/3,,,,,,
320-U1334C-28X-5-A,320,U1334,C,28,28-5,X,5,A,90,130,255.7,256.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 2/2,,,,,,
320-U1334C-28X-5-A,320,U1334,C,28,28-5,X,5,A,130,150,256.1,256.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians,Nannofossil chalk with clay and radiolarians,100,firm,10YR 4/3,,,,,,
320-U1334C-28X-6-A,320,U1334,C,28,28-6,X,6,A,0,80,256.3,257.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians,Nannofossil chalk with clay and radiolarians,100,firm,10YR 4/3,,,,,,
320-U1334C-28X-6-A,320,U1334,C,28,28-6,X,6,A,80,121,257.1,257.51,Claystone [MMK88],"Mazullo, Meyer & Kidd, 1988",,with radiolarians,Claystone with radiolarians,100,firm,10YR 2/2,,,,,,
320-U1334C-28X-6-A,320,U1334,C,28,28-6,X,6,A,121,150,257.51,257.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 4/3,,,,,,
320-U1334C-28X-7-A,320,U1334,C,28,28-7,X,7,A,0,41,257.8,258.21,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 4/3,,,,,,
320-U1334C-28X-CC-A,320,U1334,C,28,28-CC,X,CC,A,0,38,258.21,258.59,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 4/3,,,,,,
320-U1334C-29X-1-A,320,U1334,C,29,29-1,X,1,A,0,150,258.4,259.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 3/4,,,,,,
320-U1334C-29X-1-A,320,U1334,C,29,29-1,X,1,A,0,150,258.4,259.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,,,,
320-U1334C-29X-2-A,320,U1334,C,29,29-2,X,2,A,0,150,259.9,261.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 3/4,,,,,,
320-U1334C-29X-2-A,320,U1334,C,29,29-2,X,2,A,0,150,259.9,261.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,,,,
320-U1334C-29X-3-A,320,U1334,C,29,29-3,X,3,A,0,150,261.4,262.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 3/4,,,,,,
320-U1334C-29X-3-A,320,U1334,C,29,29-3,X,3,A,0,150,261.4,262.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,,,,
320-U1334C-29X-4-A,320,U1334,C,29,29-4,X,4,A,0,150,262.9,264.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 3/4,,,,,,
320-U1334C-29X-4-A,320,U1334,C,29,29-4,X,4,A,0,150,262.9,264.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,,,,
320-U1334C-29X-5-A,320,U1334,C,29,29-5,X,5,A,0,150,264.4,265.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 3/4,,,,,,
320-U1334C-29X-5-A,320,U1334,C,29,29-5,X,5,A,0,150,264.4,265.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,,,,
320-U1334C-29X-6-A,320,U1334,C,29,29-6,X,6,A,0,150,265.9,267.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 3/4,,,,,,
320-U1334C-29X-6-A,320,U1334,C,29,29-6,X,6,A,0,150,265.9,267.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,,,,
320-U1334C-29X-7-A,320,U1334,C,29,29-7,X,7,A,0,41,267.4,267.81,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 3/4,,,,,,
320-U1334C-29X-7-A,320,U1334,C,29,29-7,X,7,A,0,41,267.4,267.81,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,,,,
320-U1334C-29X-CC-A,320,U1334,C,29,29-CC,X,CC,A,0,25,267.81,268.06,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 3/4,,,,,,
320-U1334C-29X-CC-A,320,U1334,C,29,29-CC,X,CC,A,0,25,267.81,268.06,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,,,,
320-U1334C-30X-1-A,320,U1334,C,30,30-1,X,1,A,0,150,268.0,269.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil chalk with radiolarians,60,firm,10YR 4/3,,,,,,
320-U1334C-30X-1-A,320,U1334,C,30,30-1,X,1,A,0,150,268.0,269.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/3,Two beds of very pale brown nannofossil chalk with micrite (6-8 cm thick) with sharp basal contacts are observed in 28-43 cm in section 7. These beds would be correlated to the top of 320-U1334B-30X-2.,,,,,
320-U1334C-30X-2-A,320,U1334,C,30,30-2,X,2,A,0,150,269.5,271.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil chalk with radiolarians,60,firm,10YR 4/3,,,,,,
320-U1334C-30X-2-A,320,U1334,C,30,30-2,X,2,A,0,150,269.5,271.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/3,Two beds of very pale brown nannofossil chalk with micrite (6-8 cm thick) with sharp basal contacts are observed in 28-43 cm in section 7. These beds would be correlated to the top of 320-U1334B-30X-2.,,,,,
320-U1334C-30X-3-A,320,U1334,C,30,30-3,X,3,A,0,150,271.0,272.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil chalk with radiolarians,60,firm,10YR 4/3,,,,,,
320-U1334C-30X-3-A,320,U1334,C,30,30-3,X,3,A,0,150,271.0,272.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/3,Two beds of very pale brown nannofossil chalk with micrite (6-8 cm thick) with sharp basal contacts are observed in 28-43 cm in section 7. These beds would be correlated to the top of 320-U1334B-30X-2.,,,,,
320-U1334C-30X-4-A,320,U1334,C,30,30-4,X,4,A,0,150,272.5,274.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil chalk with radiolarians,60,firm,10YR 4/3,,,,,,
320-U1334C-30X-4-A,320,U1334,C,30,30-4,X,4,A,0,150,272.5,274.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/3,Two beds of very pale brown nannofossil chalk with micrite (6-8 cm thick) with sharp basal contacts are observed in 28-43 cm in section 7. These beds would be correlated to the top of 320-U1334B-30X-2.,,,,,
320-U1334C-30X-5-A,320,U1334,C,30,30-5,X,5,A,0,150,274.0,275.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil chalk with radiolarians,60,firm,10YR 4/3,,,,,,
320-U1334C-30X-5-A,320,U1334,C,30,30-5,X,5,A,0,150,274.0,275.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/3,Two beds of very pale brown nannofossil chalk with micrite (6-8 cm thick) with sharp basal contacts are observed in 28-43 cm in section 7. These beds would be correlated to the top of 320-U1334B-30X-2.,,,,,
320-U1334C-30X-6-A,320,U1334,C,30,30-6,X,6,A,0,150,275.5,277.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil chalk with radiolarians,60,firm,10YR 4/3,,,,,,
320-U1334C-30X-6-A,320,U1334,C,30,30-6,X,6,A,0,150,275.5,277.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/3,Two beds of very pale brown nannofossil chalk with micrite (6-8 cm thick) with sharp basal contacts are observed in 28-43 cm in section 7. These beds would be correlated to the top of 320-U1334B-30X-2.,,,,,
320-U1334C-30X-7-A,320,U1334,C,30,30-7,X,7,A,0,48,277.0,277.48,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil chalk with radiolarians,60,firm,10YR 4/3,,,,,,
320-U1334C-30X-7-A,320,U1334,C,30,30-7,X,7,A,0,48,277.0,277.48,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/3,Two beds of very pale brown nannofossil chalk with micrite (6-8 cm thick) with sharp basal contacts are observed in 28-43 cm in section 7. These beds would be correlated to the top of 320-U1334B-30X-2.,,,,,
320-U1334C-30X-CC-A,320,U1334,C,30,30-CC,X,CC,A,0,44,277.48,277.92,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil chalk with radiolarians,60,firm,10YR 4/3,,,,,,
320-U1334C-30X-CC-A,320,U1334,C,30,30-CC,X,CC,A,0,44,277.48,277.92,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/3,Two beds of very pale brown nannofossil chalk with micrite (6-8 cm thick) with sharp basal contacts are observed in 28-43 cm in section 7. These beds would be correlated to the top of 320-U1334B-30X-2.,,,,,
320-U1334C-31X-1-A,320,U1334,C,31,31-1,X,1,A,0,131,277.7,279.01,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Micrite nannofossil,,Micrite nannofossil chalk,100,firm,10YR 6/4,,,,,,
320-U1334C-31X-2-A,320,U1334,C,31,31-2,X,2,A,0,40,279.01,279.41,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Micrite nannofossil,,Micrite nannofossil chalk,100,firm,10YR 6/4,,,,,,
320-U1334C-31X-2-A,320,U1334,C,31,31-2,X,2,A,40,73,279.41,279.74,limestone [MMK88],"Mazullo, Meyer & Kidd, 1988",Micritic,,Micritic limestone,100,hard,10YR 8/1,,,,,,
320-U1334C-31X-CC-A,320,U1334,C,31,31-CC,X,CC,A,0,37,279.74,280.11,limestone [MMK88],"Mazullo, Meyer & Kidd, 1988",Micritic,,Micritic limestone,100,hard,10YR 8/1,,,,,,
320-U1334C-32X-CC-A,320,U1334,C,32,32-CC,X,CC,A,0,43,279.7,280.13,limestone [MMK88],"Mazullo, Meyer & Kidd, 1988",Micritic,,Micritic limestone,100,hard,10YR 8/1,,,,,,
320-U1334C-32X-CC-A,320,U1334,C,32,32-CC,X,CC,A,43,49,280.13,280.19,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,20,hard,,angular fragments 10 cm-sized. ,,,,,
320-U1334C-32X-CC-A,320,U1334,C,32,32-CC,X,CC,A,43,49,280.13,280.19,limestone [MMK88],"Mazullo, Meyer & Kidd, 1988",Micritic,,Micritic limestone,80,hard,,,,,,,
