Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
341-U1418D-7H-CC-A,11,16,60.23,60.28,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,7,H,CC,A,,,,
341-U1418D-8H-1-A,0,84,60,60.84,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,"5 silt laminae, faintly laminated N with 10Y 4/1",,,,,,341,U1418,D,8,H,1,A,,,,
341-U1418D-8H-1-A,84,150,60.84,61.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,"11 silt laminae, mud 8 cm or less; faintly laminated N with 10Y 4/1",,,,,,341,U1418,D,8,H,1,A,,,,
341-U1418D-8H-2-A,0,31,61.5,61.81,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,faintly laminated N 4 with 10Y 4/1,,,,,,341,U1418,D,8,H,2,A,,,,
341-U1418D-8H-2-A,31,150,61.81,63,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,10Y 4/1 (dark greenish gray),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,"lonestone 0.7 cm, argillite at 54 cm; faintly laminated 10Y 4/1 with N 4; 4 silt laminae; 4 black (N 2.5) laminae (FeO) at 102, 110, 127, 146 cm",,,,,,341,U1418,D,8,H,2,A,,,,
341-U1418D-8H-3-A,0,150,63,64.5,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,10Y 4/1 (dark greenish gray),,,present [A79],3,,,granule [W22_2],subrounded,pebble [W22_2],subrounded,,,,"1 pebble, 2 granules, subrounded, argillite and siltstone at 80 and 98 cm; faintly laminated 10Y 4/1 with N 4; 9 silt laminae; black (N 2.5) lamina at 53 cm;",,,,,,341,U1418,D,8,H,3,A,,,,
341-U1418D-8H-4-A,0,29,64.5,64.79,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,8,H,4,A,,,,
341-U1418D-8H-4-A,29,31,64.79,64.81,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,normal grading,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,8,H,4,A,,,,
341-U1418D-8H-4-A,31,150,64.81,66,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],subangular,,,,,,argillite lonestone 1 cm at 39 cm; 12 silt laminae; faintly laminated N 4 with 10Y 4/1;,,,,,,341,U1418,D,8,H,4,A,,,,
341-U1418D-8H-5-A,0,119,66,67.19,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],4,,,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,"argillite and siltsone lonestones at 24, 30, 63, 100 cm, 0.8 - 1.2 cm; faintly laminated N 4 with 10Y 4/1; 6 silt laminae;",,,,,,341,U1418,D,8,H,5,A,,,,
341-U1418D-8H-6-A,0,60,67.19,67.79,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,massive mud; 5 silt laminae,,,,,,341,U1418,D,8,H,6,A,,,,
341-U1418D-8H-CC-A,0,15,67.79,67.94,,mud [Leg210],,mud ,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,D,8,H,CC,A,,,,
341-U1418D-8H-CC-A,15,20,67.94,67.99,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,8,H,CC,A,,,,
341-U1418D-9H-1-A,0,150,67.9,69.4,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud with few dispersed silt patches; few black mottles,,,,,,341,U1418,D,9,H,1,A,,,,
341-U1418D-9H-2-A,0,150,69.4,70.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud with some interbedded thin (0.5 cm) silt laminae (10); few black mottles,,,,,,341,U1418,D,9,H,2,A,,,,
341-U1418D-9H-3-A,0,135,70.9,72.25,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,clayey mud with some interbedded thin (0.5 cm) silt laminae (15); few black mottles,,,,,,341,U1418,D,9,H,3,A,,,,
341-U1418D-9H-3-A,135,138,72.25,72.28,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"fine to medium sand, poorly sorted",sharp contact,erosive,,,,341,U1418,D,9,H,3,A,,,,
341-U1418D-9H-3-A,138,150,72.28,72.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,clayey mud with some interbedded thin (0.5 cm) silt laminae; few black mottles,,,,,,341,U1418,D,9,H,3,A,,,,
341-U1418D-9H-4-A,0,150,72.4,73.9,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,clayey mud with few dispersed silt patches and thin (0. 5 cm) laminae (5) - mainly at the bottom of the section; few black mottles,,,,,,341,U1418,D,9,H,4,A,,,,
341-U1418D-9H-5-A,0,152,73.9,75.42,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud with few dispersed silt patches and thin (0. 8 cm) laminae (4); few black mottles,,,,,,341,U1418,D,9,H,5,A,,,,
341-U1418D-9H-6-A,0,150,75.42,76.92,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud with few dispersed silt patches; black mottles,,,,,,341,U1418,D,9,H,6,A,,,,
341-U1418D-9H-CC-A,0,4,76.92,76.96,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,9,H,CC,A,,,,
341-U1418D-9H-CC-A,4,13,76.96,77.05,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,fine sand,sharp contact,erosive,,,,341,U1418,D,9,H,CC,A,,,,
341-U1418D-9H-CC-A,13,17.5,77.05,77.095,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,9,H,CC,A,,,,
341-U1418D-9H-CC-A,17.5,21,77.095,77.13,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,D,9,H,CC,A,,,,
341-U1418D-10H-1-A,0,150,77.4,78.9,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- mud (much clay)
- rel. many black mottles (up to 2 cm)
- some bent black laminae
- 1 pebble lonestone",,,,,,341,U1418,D,10,H,1,A,,,,
341-U1418D-10H-2-A,0,150,78.9,80.4,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- mud (much clay)
- rel. many black mottles (up to 2 cm)
- some bent black laminae
- lonestones
- lonestone at 76 cm: angular pebble of black slate",,,,,,341,U1418,D,10,H,2,A,,,,
341-U1418D-10H-3-A,0,150,80.4,81.9,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- mud (much clay)
- rel. many black mottles (up to 2 cm)
- some bent black laminae
- occasional occurrence of deformed silt laminae and silt patches
- 2 granule lonestones",,,,,,341,U1418,D,10,H,3,A,,,,
341-U1418D-10H-4-A,0,25,81.9,82.15,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,present [A79],1,,,,,,,,,,clayey mud with few black mottles,,,,,,341,U1418,D,10,H,4,A,,,,
341-U1418D-10H-4-A,25,133,82.15,83.23,sandy,mud [Leg210],with silt [Leg339],sandy mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"chaotic mud, sand, silt mixture due to drilling disturbance (suck in)",,,,,,341,U1418,D,10,H,4,A,,,,
341-U1418D-10H-4-A,133,150,83.23,83.4,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,10,H,4,A,,,,
341-U1418D-10H-5-A,0,150,83.4,84.9,,mud [Leg210],with sandy silt [Leg339],mud  with sandy silt ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],3,,,,,,,,,,clayey mud with few very small sand and silt patches; fine black mottles are present,,,,,,341,U1418,D,10,H,5,A,,,,
341-U1418D-10H-6-A,0,59,84.9,85.49,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,clayey mud with discontinuous silt and sand patches in the lower part; fine to medium sand contains lots of amphiboles (less biotite),,,,,,341,U1418,D,10,H,6,A,,,,
341-U1418D-10H-CC-A,0,15,85.49,85.64,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,clayey mud,,,,,,341,U1418,D,10,H,CC,A,,,,
341-U1418D-10H-CC-A,15,20,85.64,85.69,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,D,10,H,CC,A,,,,
341-U1418D-11H-1-A,0,150,86.9,88.4,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],13,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches
- 9-11: pebble of mica-rich metamorphic rock; sub-angular

silt laminae:
- continuous and discontinuous
- thickness: <3 mm
- numbers: ~4
- spacing: 3-32 cm
",,,,,,341,U1418,D,11,H,1,A,,,,
341-U1418D-11H-2-A,0,150,88.4,89.9,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],7,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches

silt laminae:
- continuous and discontinuous
- thickness: <3 mm
- numbers: ~15
- spacing: ~1 cm - > 35cm
",,,,,,341,U1418,D,11,H,2,A,,,,
341-U1418D-11H-3-A,0,150,89.9,91.4,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches
- scattered black mottles (few; <2 mm)

silt laminae:
- continuous and discontinuous
- thickness: <4 mm
- numbers: ~15
- spacing: ~5 mm - ~34 cm

",,,,,,341,U1418,D,11,H,3,A,,,,
341-U1418D-11H-4-A,0,31,91.4,91.71,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches (<1 cm; <10 pcs.)
- some black mottles

silt laminae:
- continuous and discontinuous
- thickness: <2 mm
- numbers: ~6
- spacing: ~3 - >~8 cm
",,,,,,341,U1418,D,11,H,4,A,,,,
341-U1418D-11H-4-A,31,34,91.71,91.74,,silt [Leg210],with mud [Leg339],silt  with mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,- silt with mud laminae,,,,,,341,U1418,D,11,H,4,A,,,,
341-U1418D-11H-4-A,34,150,91.74,92.9,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],9,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches (<1 cm; <10 pcs.)
- some black mottles

silt laminae:
- continuous and discontinuous
- thickness: <2 mm
- numbers: ~3
- spacing: ~14 - >~50 cm
",,,,,,341,U1418,D,11,H,4,A,,,,
341-U1418D-11H-5-A,0,150,92.9,94.4,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,mud with few (10) thin (0.5 cm) patches and laminae of silt; black mottles occur,,,,,,341,U1418,D,11,H,5,A,,,,
341-U1418D-11H-6-A,0,27,94.4,94.67,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,color variations from N4 to 10Y 4/1; mud with few (3) thin (0.5 cm) patches and laminae of silt; black mottles occur,,,,,,341,U1418,D,11,H,6,A,,,,
341-U1418D-11H-6-A,27,31,94.67,94.71,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"poorly sorted fine sand, lots of amphiboles some biotite, opaques, well rounded grains",sharp contact,erosive,,,,341,U1418,D,11,H,6,A,,,,
341-U1418D-11H-6-A,31,150,94.71,95.9,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,color variations from N4 to 10Y 4/1; mud with few (4) thin (0.5 cm) patches and laminae of silt; black mottles occur,,,,,,341,U1418,D,11,H,6,A,,,,
341-U1418D-11H-7-A,0,61,95.9,96.51,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,color variations from N4 to 10Y 4/1; mud with few (4) thin (0.5 cm) patches and laminae of silt,,,,,,341,U1418,D,11,H,7,A,,,,
341-U1418D-11H-CC-A,0,6,96.51,96.57,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,11,H,CC,A,,,,
341-U1418D-11H-CC-A,6,7,96.57,96.58,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,very fine sand,sharp contact,erosive,,,,341,U1418,D,11,H,CC,A,,,,
341-U1418D-11H-CC-A,7,15,96.58,96.66,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,11,H,CC,A,,,,
341-U1418D-11H-CC-A,15,20,96.66,96.71,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,D,11,H,CC,A,,,,
341-U1418D-12H-1-A,0,150,96.4,97.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],6,,,,,,,,,,"- mud with silt laminae
- colour banding of mud to more greenish & greyish
- some intervals with higher clay content
- scattered mud clasts
- few black mottles

83-84: pebble in working half

silt laminae:
- continuous and discontinuous
- partly graded
- thickness: <1 cm
- numbers: ~30
- spacing: ~3 mm - ~20 cm
",,,,,,341,U1418,D,12,H,1,A,,,,
341-U1418D-12H-2-A,0,150,97.9,99.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],5,,,,,,,,,,"- mud with silt laminae
- colour banding of mud to more greenish & greyish
- some intervals with higher clay content
- scattered mud clasts (<5 mm)
- few black mottles

silt laminae:
- continuous and discontinuous
- thickness: <3 mm
- numbers: >20
- spacing: ~5 mm - >15 cm
",,,,,,341,U1418,D,12,H,2,A,,,,
341-U1418D-12H-3-A,0,124,99.4,100.64,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- mud with silt laminae
- colour banding of mud to more greenish & greyish
- some intervals with higher clay content
- scattered silt and sand clasts (<5 mm)
- few black mottles

silt laminae:
- continuous and discontinuous
- thickness: <5 mm
- numbers: ~12
- spacing: ~3 mm - ~25 cm
",,,,,,341,U1418,D,12,H,3,A,,,,
341-U1418D-12H-3-A,124,126,100.64,100.66,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- graded fine to very fine sand
- erosive lower boundary
- sharp and irregular upper boundary
",,,,,,341,U1418,D,12,H,3,A,,,,
341-U1418D-12H-3-A,126,150,100.66,100.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- mud with silt laminae
- colour banding of mud to more greenish & greyish
- some intervals with higher clay content
- scattered mud clasts (<5 mm)
- few black mottles

silt laminae:
- continuous and discontinuous
- thickness: <3 mm
- numbers: ~6
- spacing: ~2 - 5 cm
",,,,,,341,U1418,D,12,H,3,A,,,,
341-U1418D-12H-4-A,0,150,100.9,102.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],9,,,,,,,,,,"- mud with silt laminae
- colour banding of mud to more greenish & greyish
- some intervals with higher clay content
- scattered mud and sand clasts (<5 mm)
- few black mottles

65-67: pebble of black metasediment

silt laminae:
- continuous and discontinuous
- thickness: <3 mm
- numbers: ~20
- spacing: ~3 mm - ~42 cm
",,,,,,341,U1418,D,12,H,4,A,,,,
341-U1418D-12H-5-A,0,150,102.4,103.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,"clayey mud with thin (0.5 to 1 cm), often discontinuous silt laminae (19); few black mottles
",,,,,,341,U1418,D,12,H,5,A,,,,
341-U1418D-12H-6-A,0,141,103.9,105.31,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"clayey mud with thin (0.5 to 1 cm), often discontinuous silt laminae (15); number of silt laminae decreasing with depth; few black mottles",,,,,,341,U1418,D,12,H,6,A,,,,
341-U1418D-12H-7-A,0,60,105.31,105.91,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"clayey mud with subtle color changes (N 4 to 10Y 4/1), few black mottles",,,,,,341,U1418,D,12,H,7,A,,,,
341-U1418D-12H-CC-A,0,6,105.91,105.97,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,clayey mud with subtle color changes (N 4 to 10Y 4/1); few black mottles,,,,,,341,U1418,D,12,H,CC,A,,,,
341-U1418D-12H-CC-A,6,8,105.97,105.99,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"fine, amphibole rich sand",,,,,,341,U1418,D,12,H,CC,A,,,,
341-U1418D-12H-CC-A,8,25,105.99,106.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,clayey mud with subtle color changes (N 4 to 10Y 4/1); few black mottles,,,,,,341,U1418,D,12,H,CC,A,,,,
341-U1418D-12H-CC-A,25,29,106.16,106.2,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,D,12,H,CC,A,,,,
341-U1418D-13H-1-A,0,150,105.9,107.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- heavily disturbed mud
- scattered patches of silt and sand; looks partly like ""leftovers"" of silt laminae
- slight colour banding

- Disturbance
- sand along entire liner wall
- heavily bent/disturbed parts of laminae (suck in)
- many small cracks (<1 cm wide; <2 mm high) -> gas expansion?",,,,,,341,U1418,D,13,H,1,A,,,,
341-U1418D-13H-2-A,0,150,107.4,108.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- heavily disturbed mud
- scattered patches of silt and sand; looks partly like ""leftovers"" of silt laminae
- slight colour banding

- Disturbance
- sand along entire liner wall
- heavily bent/disturbed parts of laminae (suck in)
- many small cracks (<1 cm wide; <2 mm high) -> gas expansion?",,,,,,341,U1418,D,13,H,2,A,,,,
341-U1418D-13H-3-A,0,65,108.9,109.55,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- heavily disturbed mud
- scattered patches of silt and sand; looks partly like ""leftovers"" of silt laminae
- slight colour banding

- Disturbance
- sand along entire liner wall
- heavily bent/disturbed parts of laminae (suck in)
- many small cracks (<1 cm wide; <2 mm high) -> gas expansion?",,,,,,341,U1418,D,13,H,3,A,,,,
341-U1418D-13H-3-A,65,103,109.55,109.93,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- heavily deformed interval of sand and mud
- sand is coarse to fine sand, not well sorted, quartz rich
- probably the source of the sand that occurs along the liner walls above c. 139",,,,,,341,U1418,D,13,H,3,A,,,,
341-U1418D-13H-3-A,103,150,109.93,110.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],5,,,,,,,,,,"- muddy matrix with one discontinuous silt lamina (~2 mm thick)
- slight colour banding
- scattered sand and silt patches (<1 cm)
- granule and gravel lonestones",,,,,,341,U1418,D,13,H,3,A,,,,
341-U1418D-13H-4-A,0,150,110.4,111.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],4,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 cm) silt laminae (26),,,,,,341,U1418,D,13,H,4,A,,,,
341-U1418D-13H-5-A,0,152,111.9,113.42,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],4,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 - 1 cm) silt laminae (11),,,,,,341,U1418,D,13,H,5,A,,,,
341-U1418D-13H-6-A,0,101,113.42,114.43,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 cm) silt laminae (16),,,,,,341,U1418,D,13,H,6,A,,,,
341-U1418D-13H-7-A,0,59,114.43,115.02,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 -1 cm) silt laminae (16),,,,,,341,U1418,D,13,H,7,A,,,,
341-U1418D-13H-CC-A,0,23,115.02,115.25,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 cm) silt laminae (5); patches of brown (2.5Y 3/1) silty mud concretions @ 12-14 cm,,,,,,341,U1418,D,13,H,CC,A,,,,
341-U1418D-13H-CC-A,23,28,115.25,115.3,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,D,13,H,CC,A,,,,
341-U1418D-14H-1-A,0,115,115.3,116.45,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,- heavily disturbed mud,,,,,,341,U1418,D,14,H,1,A,,,,
341-U1418D-14H-1-A,115,150,116.45,116.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches
- some black mottles

silt laminae:
- continuous and discontinuous
- thickness: <7 mm
- number: ~7
- spacing: 1 - ~5 cm
",,,,,,341,U1418,D,14,H,1,A,,,,
341-U1418D-14H-2-A,0,150,116.8,118.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches
- some black mottles

silt laminae:
- continuous and discontinuous
- thickness: <7 mm, mostly ~4 mm
- number: ~40
- spacing: 0.5 - ~20 cm",,,,,,341,U1418,D,14,H,2,A,,,,
341-U1418D-14H-3-A,0,52,118.3,118.82,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 cm) silt laminae (14); black mottles occur,,,,,,341,U1418,D,14,H,3,A,,,,
341-U1418D-14H-3-A,52,66,118.82,118.96,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"slightly brighter, with black mottles",,,,,,341,U1418,D,14,H,3,A,,,,
341-U1418D-14H-3-A,66,150,118.96,119.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 cm) silt laminae; black mottles occur,,,,,,341,U1418,D,14,H,3,A,,,,
341-U1418D-14H-4-A,0,56,119.8,120.36,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 cm) silt laminae (16 in total); black mottles occur,,,,,,341,U1418,D,14,H,4,A,,,,
341-U1418D-14H-4-A,56,60,120.36,120.4,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"fine to medium sand; poorly sorted, with lots of amphiboles and quartz",sharp contact,erosive,,,,341,U1418,D,14,H,4,A,,,,
341-U1418D-14H-4-A,60,85,120.4,120.65,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 cm) silt laminae; black mottles occur,,,,,,341,U1418,D,14,H,4,A,,,,
341-U1418D-14H-4-A,85,91,120.65,120.71,,silt [Leg210],,silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,silt bed,sharp contact,erosive,,,,341,U1418,D,14,H,4,A,,,,
341-U1418D-14H-4-A,91,150,120.71,121.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 cm) silt laminae; black mottles occur,,,,,,341,U1418,D,14,H,4,A,,,,
341-U1418D-14H-5-A,0,150,121.3,122.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.3 - 1 cm) silt laminae (14); black mottles occur,,,,,,341,U1418,D,14,H,5,A,,,,
