Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
317-U1353B-19H-4-A,317,U1353,B,19,19-4,H,4,A,0,150,114.68,116.18,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-19H-5-A,317,U1353,B,19,19-5,H,5,A,0,86,116.18,117.04,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-20H-1-A,317,U1353,B,20,20-1,H,1,A,0,65,117.2,117.85,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-20H-1-A,317,U1353,B,20,20-1,H,1,A,65,73,117.85,117.93,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous silty mud,,,,
317-U1353B-20H-1-A,317,U1353,B,20,20-1,H,1,A,73,80,117.93,118.0,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922","moderately well sorted, oblate form (shell fragments mostly)",,,,
317-U1353B-20H-1-A,317,U1353,B,20,20-1,H,1,A,80,107,118.0,118.27,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous silty mud,,,,
317-U1353B-20H-2-A,317,U1353,B,20,20-2,H,2,A,0,42,118.27,118.69,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous silty mud,,,,
317-U1353B-20H-2-A,317,U1353,B,20,20-2,H,2,A,42,89,118.69,119.16,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922",shelly sand,,,,
317-U1353B-21H-1-A,317,U1353,B,21,21-1,H,1,A,0,89,119.2,120.09,,Shell hash,,Shell hash,,,,,Leg 150,fall-in,,,,
317-U1353B-21H-1-A,317,U1353,B,21,21-1,H,1,A,89,107,120.09,120.27,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,
317-U1353B-21H-2-A,317,U1353,B,21,21-2,H,2,A,0,94,120.21,121.15,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",flow-in,,,,
317-U1353B-23H-1-A,317,U1353,B,23,23-1,H,1,A,0,127,130.4,131.67,,Shell hash,,Shell hash,,,,,Leg 150,fall in,,,,
317-U1353B-23H-1-A,317,U1353,B,23,23-1,H,1,A,127,131,131.67,131.71,,Clay [S54] ,,Clay,,,,,,,,,,
317-U1353B-23H-2-A,317,U1353,B,23,23-2,H,2,A,0,22,131.7,131.92,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,
317-U1353B-23H-2-A,317,U1353,B,23,23-2,H,2,A,22,32,131.92,132.02,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",shell vf sand,,,,
317-U1353B-23H-2-A,317,U1353,B,23,23-2,H,2,A,32,150,132.02,133.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,
317-U1353B-23H-3-A,317,U1353,B,23,23-3,H,3,A,0,140,133.2,134.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,
317-U1353B-23H-4-A,317,U1353,B,23,23-4,H,4,A,0,84,134.7,135.54,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,
317-U1353B-23H-4-A,317,U1353,B,23,23-4,H,4,A,84,101,135.54,135.71,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",shelly mud,,,,
317-U1353B-24H-1-A,317,U1353,B,24,24-1,H,1,A,0,47,135.4,135.87,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-24H-2-A,317,U1353,B,24,24-2,H,2,A,0,70,135.86,136.56,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with spotted burrows,,,,
317-U1353B-24H-2-A,317,U1353,B,24,24-2,H,2,A,70,77,136.56,136.63,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",coarsening upward from underlying clay,,,,
317-U1353B-24H-2-A,317,U1353,B,24,24-2,H,2,A,77,105,136.63,136.91,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-24H-2-A,317,U1353,B,24,24-2,H,2,A,105,120,136.91,137.06,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",common shell fragments,,,,
317-U1353B-24H-2-A,317,U1353,B,24,24-2,H,2,A,120,150,137.06,137.36,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with spotted burrows,,,,
317-U1353B-24H-3-A,317,U1353,B,24,24-3,H,3,A,0,42,137.36,137.78,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-24H-4-A,317,U1353,B,24,24-4,H,4,A,0,98,137.78,138.76,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-24H-5-A,317,U1353,B,24,24-5,H,5,A,0,91,138.76,139.67,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-25H-1-A,317,U1353,B,25,25-1,H,1,A,0,120,140.4,141.6,,Shell hash,,Shell hash,,,,,Leg 150,"shell fragments of bivalves, tritellids including Stiracolpus, and echinoid spines with occasional shell fragment-bearing mud balls.  ",,,,
317-U1353B-25H-1-A,317,U1353,B,25,25-1,H,1,A,120,130,141.6,141.7,,Marl [Leg210],,Marl,,,,,Leg 210,"dark greenish gray calcareous, micaceous, v.f. sandy marl (silty), with burrows filled with muddy f. sand.  ",,,,
317-U1353B-25H-2-A,317,U1353,B,25,25-2,H,2,A,0,95,141.7,142.65,,Marl [Leg210],,Marl,,,,,Leg 210,"dark greenish gray calcareous, micaceous, v.f. sandy marl (silty), with burrows filled with muddy f. sand.  ",,,,
317-U1353B-25H-CC-A,317,U1353,B,25,25-CC,H,CC,A,0,20,142.65,142.85,,Marl [Leg210],,Marl,,,,,Leg 210,"dark greenish gray calcareous, micaceous, v.f. sandy marl (silty), with burrows filled with muddy f. sand.  ",,,,
317-U1353B-26H-1-A,317,U1353,B,26,26-1,H,1,A,0,80,142.4,143.2,,Shell hash,,Shell hash,,,,,Leg 150,"probable caved-in shell fragments, with occasional shell fragment-bearing mud balls; including the fragments of Stirocolpus, bivalves, echinoids.  lower part is slightly muddy.",,,,
317-U1353B-26H-1-A,317,U1353,B,26,26-1,H,1,A,80,150,143.2,143.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","homogeneous mud (silty clay), lower most 30cm with a few % of v.f. sand.",,,,
317-U1353B-26H-2-A,317,U1353,B,26,26-2,H,2,A,0,131,143.9,145.21,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","homogeneous mud (silty clay), lower most 30cm with a few % of v.f. sand.",,,,
317-U1353B-26H-3-A,317,U1353,B,26,26-3,H,3,A,0,30,145.21,145.51,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","homogeneous mud (silty clay), lower most 30cm with a few % of v.f. sand.",,,,
317-U1353B-26H-3-A,317,U1353,B,26,26-3,H,3,A,30,85,145.51,146.06,,Shell hash,,Shell hash,,,,,Leg 150,"probable caved-in shell fragments, with occasional shell fragment-bering mud balls; including the fragments of Stirocolpus, Amalda, Tawera, bivalves, echinoids.  with rare pebbles. ",,,,
317-U1353B-26H-4-A,317,U1353,B,26,26-4,H,4,A,0,133,146.06,147.39,,Shell hash,,Shell hash,,,,,Leg 150,"probable caved-in shell fragments, with occasional shell fragment-bering mud balls; including the fragments of Stirocolpus, Amalda, Tawera, bivalves, echinoids.  with rare pebbles. ",,,,
317-U1353B-27H-1-A,317,U1353,B,27,27-1,H,1,A,0,8,147.4,147.48,,Sandy Mud [S54-Leg183],,Sandy Mud,,soupy,,,"Shepard, 1954 - Leg 183 revision",vf sandy mud with abundant broken shells.  Likely all cave-in.,,,,
317-U1353B-27H-1-A,317,U1353,B,27,27-1,H,1,A,8,57,147.48,147.97,,Sandy Mud [S54-Leg183],,Sandy Mud,,slightly indurated,,,"Shepard, 1954 - Leg 183 revision","vf micaceous sandy mud with broken shells.    Whole section appears to have been compacted, likely during drilling.  ",,,,
317-U1353B-27H-2-A,317,U1353,B,27,27-2,H,2,A,0,109,147.97,149.06,,Sandy Mud [S54-Leg183],,Sandy Mud,,soupy,,,"Shepard, 1954 - Leg 183 revision","Soupy vf sandy mud.  Also contains patches of vf sandy mud that are more intact and occur from 15-25, 30-35, 45-50 cm.  More clay in the lower half of the section. Likely none of the material is in place.  ",,,,
317-U1353B-27H-2-A,317,U1353,B,27,27-2,H,2,A,26,109,148.23,149.06,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",vf micaceous sandy mud with broken shells. ,,,,
317-U1353B-27H-2-A,317,U1353,B,27,27-2,H,2,A,55,109,148.52,149.06,,Sandy Mud [S54-Leg183],,Sandy Mud,,soupy,,,"Shepard, 1954 - Leg 183 revision",Soupy vf sandy mud. ,,,,
317-U1353B-27H-3-A,317,U1353,B,27,27-3,H,3,A,0,26,149.06,149.32,,Sandy Mud [S54-Leg183],,Sandy Mud,,soupy,,,"Shepard, 1954 - Leg 183 revision","Soupy vf sandy mud.  Also contains patches of vf sandy mud that are more intact and occur from 15-25, 30-35, 45-50 cm.  More clay in the lower half of the section. Likely none of the material is in place.  ",,,,
317-U1353B-27H-3-A,317,U1353,B,27,27-3,H,3,A,0,55,149.06,149.61,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",vf micaceous sandy mud with broken shells. ,,,,
317-U1353B-27H-3-A,317,U1353,B,27,27-3,H,3,A,0,61,149.06,149.67,,Sandy Mud [S54-Leg183],,Sandy Mud,,soupy,,,"Shepard, 1954 - Leg 183 revision",Soupy vf sandy mud. ,,,,
317-U1353B-28H-1-A,317,U1353,B,28,28-1,H,1,A,0,97,149.4,150.37,,Shell hash,,Shell hash,,loose,,,Leg 150,terrigenous clasts up to 1 cm diameter.,,,,
317-U1353B-28H-1-A,317,U1353,B,28,28-1,H,1,A,97,129,150.37,150.69,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-28H-1-A,317,U1353,B,28,28-1,H,1,A,129,150,150.69,150.9,,Marl [Leg210],,Marl,,soft,,,Leg 210,moderately sorted v f - medium ( mostly f) shelly sandy marl. Fines upward.,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,0,46,150.9,151.36,,Marl [Leg210],,Marl,,soft,,,Leg 210,moderately sorted v f - medium ( mostly f) shelly sandy marl. Fines upward.,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,46,72,151.36,151.62,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",v f sandy mud with abundant large marl-filled burrows.,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,72,77,151.62,151.67,,Clay [S54] ,,Clay,,soft,,,,,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,77,80,151.67,151.7,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,80,84,151.7,151.74,,Clay [S54] ,,Clay,,soft,,,,,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,84,87,151.74,151.77,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,87,94,151.77,151.84,,Clay [S54] ,,Clay,,soft,,,,,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,94,96,151.84,151.86,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,96,100,151.86,151.9,,Clay [S54] ,,Clay,,soft,,,,,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,100,103,151.9,151.93,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-28H-2-A,317,U1353,B,28,28-2,H,2,A,103,110,151.93,152.0,,clay [S54] ,,clay,,soft,,,,,,,,
317-U1353B-28H-3-A,317,U1353,B,28,28-3,H,3,A,0,11,152.2,152.31,,clay [S54] ,,clay,,soft,,,,,,,,
317-U1353B-28H-3-A,317,U1353,B,28,28-3,H,3,A,11,13,152.31,152.33,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-28H-3-A,317,U1353,B,28,28-3,H,3,A,13,20,152.33,152.4,,Clay [S54] ,,Clay,,soft,,,,,,,,
317-U1353B-28H-3-A,317,U1353,B,28,28-3,H,3,A,20,22,152.4,152.42,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-28H-3-A,317,U1353,B,28,28-3,H,3,A,22,51,152.42,152.71,,Clay [S54] ,,Clay,,soft,,,,,,,,
317-U1353B-28H-3-A,317,U1353,B,28,28-3,H,3,A,51,54,152.71,152.74,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",,,,,
317-U1353B-28H-3-A,317,U1353,B,28,28-3,H,3,A,54,60,152.74,152.8,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-28H-3-A,317,U1353,B,28,28-3,H,3,A,60,75,152.8,152.95,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",,,,,
317-U1353B-29H-1-A,317,U1353,B,29,29-1,H,1,A,0,94,153.0,153.94,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Mud with trace to minor amounts of well sorted vf to f (mostly vf) slightly micaceous sand. Clay-rich intervals are common at 23-30 cm, 33-36, 38-41,  42-46 cm. Abundant small (<1 cm diameter) vf sand-filled burrows throughout.  ",,,,
317-U1353B-29H-2-A,317,U1353,B,29,29-2,H,2,A,0,11,153.94,154.05,,Shell hash,,Shell hash,,soupy,,,Leg 150,muddy shell hash,,,,
317-U1353B-29H-2-A,317,U1353,B,29,29-2,H,2,A,11,52,154.05,154.46,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Soupy mud with trace to minor amounts of well sorted vf to f (mostly vf) slightly micaceous sand and abundant shell fragments.  Likely  flow in from drilling.,,,,
317-U1353B-29H-3-A,317,U1353,B,29,29-3,H,3,A,0,42,154.46,154.88,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Mud with trace to minor amounts of well sorted vf to f (mostly vf) slightly micaceous sand. Clay-rich intervals are common at 0-20 cm, and 20-42 is sandier.  This discontinuous sand lamina at 25.5 cm. Rare small (<1 cm diameter) vf sand-filled burrows throughout.  ",,,,
317-U1353B-29H-4-A,317,U1353,B,29,29-4,H,4,A,0,59,154.88,155.47,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Mud with trace to minor amounts of well sorted vf to f (mostly vf) slightly micaceous sand. Clay-rich intervals are common at 20-24 cm, 27-36, 42-57 cm.
Sharp contact at 27 cm between sandier mud above and clayer mud below. Abundant small (<1 cm diameter) vf sand-filled burrows throughout.  ",,,,
317-U1353B-29H-4-A,317,U1353,B,29,29-4,H,4,A,59,74,155.47,155.62,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Well sorted vf slightly micaceous sandy mud with scattered shell fragments,,,,
317-U1353B-29H-5-A,317,U1353,B,29,29-5,H,5,A,0,8,155.62,155.7,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",Well sorted vf slightly micaceous sandy mud with scattered shell fragments,,,,
317-U1353B-29H-5-A,317,U1353,B,29,29-5,H,5,A,8,116,155.7,156.78,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Soupy mud with trace to minor amounts of well sorted vf to f (mostly vf) slightly micaceous sand and abundant shell fragments.  Likely  flow in from drilling.,,,,
317-U1353B-29H-6-A,317,U1353,B,29,29-6,H,6,A,0,80,156.78,157.58,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Soupy mud with trace to minor amounts of well sorted vf to f (mostly vf) slightly micaceous sand and abundant shell fragments.  Likely  flow in from drilling.,,,,
317-U1353B-29H-CC-A,317,U1353,B,29,29-CC,H,CC,A,0,53,157.58,158.11,,Mud [S54-Leg210],,Mud,,soupy,,,"Shepard, 1954 - Leg 210 revision",Soupy mud with trace to minor amounts of well sorted vf to f (mostly vf) slightly micaceous sand and abundant shell fragments.  Likely  flow in from drilling.,,,,
317-U1353B-30H-1-A,317,U1353,B,30,30-1,H,1,A,0,62,158.1,158.72,,Shell hash,,Shell hash,,,,,Leg 150,fall-in,,,,
317-U1353B-30H-1-A,317,U1353,B,30,30-1,H,1,A,62,118,158.72,159.28,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","fall-in; scattered rare shell fragments, occasionally includes shelly f.sandy mud.  ",,,,
317-U1353B-30H-2-A,317,U1353,B,30,30-2,H,2,A,0,150,159.28,160.78,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","fall-in; scattered rare shell fragments, occasionally includes shelly f.sandy mud.  ",,,,
317-U1353B-30H-3-A,317,U1353,B,30,30-3,H,3,A,0,57,160.78,161.35,,Shell hash,,Shell hash,,,,,Leg 150,"fall-in; shell  fragments of bivalves Tawera, Stiracolpus and other brachiopods, echinoid spicules, barnacle plates.  Rare granules of well rounded disk of wackestone (max. 6 mm). including mud balls.",,,,
317-U1353B-31X-CC-A,317,U1353,B,31,31-CC,X,CC,A,0,9,161.4,161.49,,Muddy Sandstone [S54-Leg183],,Muddy Sandstone,,lithified,,,"Shepard, 1954 - Leg 183 revision",well-cemented muddy v.f.-f. sand stone; shells and shell fragments are common and weli-oriented.  ,,,,
317-U1353B-31X-CC-A,317,U1353,B,31,31-CC,X,CC,A,9,16,161.49,161.56,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",fall-in;  mdy v.f. sand with rare shell fragments.,,,,
317-U1353B-33H-1-A,317,U1353,B,33,33-1,H,1,A,0,44,173.6,174.04,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous ,,,,
317-U1353B-33H-2-A,317,U1353,B,33,33-2,H,2,A,0,70,174.04,174.74,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous ,,,,
317-U1353B-33H-2-A,317,U1353,B,33,33-2,H,2,A,70,90,174.74,174.94,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-33H-2-A,317,U1353,B,33,33-2,H,2,A,90,150,174.94,175.54,,Shell hash,,Shell hash,,,,,Leg 150,likely cave in material,,,,
317-U1353B-33H-3-A,317,U1353,B,33,33-3,H,3,A,0,146,175.54,177.0,,Shell hash,,Shell hash,,,,,Leg 150,likely cave in material,,,,
317-U1353B-34H-1-A,317,U1353,B,34,34-1,H,1,A,0,45,177.0,177.45,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-34H-1-A,317,U1353,B,34,34-1,H,1,A,45,134,177.45,178.34,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,
317-U1353B-34H-2-A,317,U1353,B,34,34-2,H,2,A,0,30,178.5,178.8,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,
317-U1353B-34H-2-A,317,U1353,B,34,34-2,H,2,A,30,52,178.8,179.02,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",shelly muddy fine sand,,,,
317-U1353B-34H-2-A,317,U1353,B,34,34-2,H,2,A,52,150,179.02,180.0,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,
317-U1353B-34H-3-A,317,U1353,B,34,34-3,H,3,A,0,100,180.0,181.0,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,
317-U1353B-34H-4-A,317,U1353,B,34,34-4,H,4,A,0,79,181.0,181.79,,Shell hash,,Shell hash,,,,,Leg 150,mixed with mud,,,,
317-U1353B-35H-1-A,317,U1353,B,35,35-1,H,1,A,0,60,181.9,182.5,,Shell hash,,Shell hash,,,,,Leg 150,possibly cave in material with cemented pieces (4 cm long) with shells and fine sand,,,,
317-U1353B-36H-1-A,317,U1353,B,36,36-1,H,1,A,0,8,182.6,182.68,,Muddy Sand [S54-Leg183],,Muddy Sand,,unconsolidated,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-36H-1-A,317,U1353,B,36,36-1,H,1,A,8,30,182.68,182.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with muddy sand layer,,,,
317-U1353B-36H-1-A,317,U1353,B,36,36-1,H,1,A,30,150,182.9,184.1,,Gravel [USGS-F54],,Gravel,,,,,"United States Geological Survey-Folk, 1954",gravel and shell fragments,,,,
317-U1353B-36H-2-A,317,U1353,B,36,36-2,H,2,A,0,150,184.1,185.6,,Gravel [USGS-F54],,Gravel,,,,,"United States Geological Survey-Folk, 1954",gravel and shell fragments,,,,
317-U1353B-36H-3-A,317,U1353,B,36,36-3,H,3,A,0,150,185.6,187.1,,Gravel [USGS-F54],,Gravel,,,,,"United States Geological Survey-Folk, 1954",gravel and shell fragments,,,,
317-U1353B-36H-4-A,317,U1353,B,36,36-4,H,4,A,0,70,187.1,187.8,,Gravel [USGS-F54],,Gravel,,,,,"United States Geological Survey-Folk, 1954",gravel and shell fragments,,,,
317-U1353B-37H-1-A,317,U1353,B,37,37-1,H,1,A,0,53,187.8,188.33,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-37H-2-A,317,U1353,B,37,37-2,H,2,A,0,137,188.33,189.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-37H-3-A,317,U1353,B,37,37-3,H,3,A,0,28,189.78,190.06,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",flow in,,,,
317-U1353B-38H-1-A,317,U1353,B,38,38-1,H,1,A,0,113,190.1,191.23,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-38H-1-A,317,U1353,B,38,38-1,H,1,A,113,145,191.23,191.55,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-38H-2-A,317,U1353,B,38,38-2,H,2,A,0,77,191.55,192.32,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-38H-2-A,317,U1353,B,38,38-2,H,2,A,77,100,192.32,192.55,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,
317-U1353B-38H-CC-A,317,U1353,B,38,38-CC,H,CC,A,0,99,192.65,193.64,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,
317-U1353B-39H-1-A,317,U1353,B,39,39-1,H,1,A,0,106,193.0,194.06,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-39H-2-A,317,U1353,B,39,39-2,H,2,A,0,100,194.06,195.06,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-39H-3-A,317,U1353,B,39,39-3,H,3,A,0,73,195.06,195.79,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-39H-CC-A,317,U1353,B,39,39-CC,H,CC,A,0,60,195.79,196.39,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-40H-1-A,317,U1353,B,40,40-1,H,1,A,0,143,196.4,197.83,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous silty mud,,,,
317-U1353B-40H-2-A,317,U1353,B,40,40-2,H,2,A,0,150,197.93,199.43,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous silty mud,,,,
317-U1353B-40H-3-A,317,U1353,B,40,40-3,H,3,A,0,47,199.43,199.9,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-40H-4-A,317,U1353,B,40,40-4,H,4,A,0,150,199.9,201.4,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-41H-1-A,317,U1353,B,41,41-1,H,1,A,0,111,201.4,202.51,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-41H-CC-A,317,U1353,B,41,41-CC,H,CC,A,0,33,202.51,202.84,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-42H-1-A,317,U1353,B,42,42-1,H,1,A,0,86,202.9,203.76,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-42H-2-A,317,U1353,B,42,42-2,H,2,A,0,122,203.76,204.98,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-43H-1-A,317,U1353,B,43,43-1,H,1,A,0,127,205.0,206.27,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-44X-CC-A,317,U1353,B,44,44-CC,X,CC,A,0,6,206.3,206.36,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-44X-CC-A,317,U1353,B,44,44-CC,X,CC,A,6,12,206.36,206.42,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",,,,,
317-U1353B-45H-1-A,317,U1353,B,45,45-1,H,1,A,0,40,216.1,216.5,,Shell hash,,Shell hash,,,,,Leg 150,muddy shell hash,,,,
317-U1353B-45H-1-A,317,U1353,B,45,45-1,H,1,A,40,150,216.5,217.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,
