Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Extra Sample ID Data
339-U1387A-9X-3-A,339,U1387,A,9,9-3,X,3,A,30,130,68.4,69.4,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Coral fragment at 102 cm; wood fragment at 127 cm; shell fragments elsewhere.,100,100,,
339-U1387A-9X-3-A,339,U1387,A,9,9-3,X,3,A,130,150,69.4,69.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10G 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Wood fragment at 146 cm; shell fragments throughout this interval.,100,100,,
339-U1387A-9X-4-A,339,U1387,A,9,9-4,X,4,A,0,39,69.6,69.99,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10G 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments throughout this interval.,100,100,,
339-U1387A-9X-4-A,339,U1387,A,9,9-4,X,4,A,39,150,69.99,71.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,,
339-U1387A-9X-5-A,339,U1387,A,9,9-5,X,5,A,0,12,71.1,71.22,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,,
339-U1387A-9X-5-A,339,U1387,A,9,9-5,X,5,A,12,150,71.22,72.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10YR 3/2 (very dark grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,,
339-U1387A-9X-6-A,339,U1387,A,9,9-6,X,6,A,0,13,72.6,72.73,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10YR 3/2 (very dark grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,,
339-U1387A-9X-6-A,339,U1387,A,9,9-6,X,6,A,13,29,72.73,72.89,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt,sandy silt with biogenic carbonate [Leg339],sandy silt  with biogenic carbonate [Leg339],100,10YR 4/2 (dark grayish brown),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1387A-9X-6-A,339,U1387,A,9,9-6,X,6,A,29,40,72.89,73,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10YR 3/1 (very dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-9X-6-A,339,U1387,A,9,9-6,X,6,A,40,45,73,73.05,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt,sandy silt with biogenic carbonate [Leg339],sandy silt  with biogenic carbonate [Leg339],100,10YR 3/1 (very dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-9X-6-A,339,U1387,A,9,9-6,X,6,A,45,112,73.05,73.72,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-9X-7-A,339,U1387,A,9,9-7,X,7,A,0,63,73.72,74.35,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-9X-CC-A,339,U1387,A,9,9-CC,X,CC,A,0,41,74.35,74.76,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,10G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-10X-1-A,339,U1387,A,10,10-1,X,1,A,0,70,74.7,75.4,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Pyritized burrow fills and foraminifers visible.,100,100,,
339-U1387A-10X-1-A,339,U1387,A,10,10-1,X,1,A,70,150,75.4,76.2,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and foraminifers present on core face.,100,100,,
339-U1387A-10X-2-A,339,U1387,A,10,10-2,X,2,A,0,100,76.2,77.2,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and foraminifers present on core face.,100,100,,
339-U1387A-10X-2-A,339,U1387,A,10,10-2,X,2,A,100,120,77.2,77.4,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud,silty mud with biogenic carbonate [Leg339],silty mud  with biogenic carbonate [Leg339],100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,,,Foraminifers visible on core face.,100,100,,
339-U1387A-10X-2-A,339,U1387,A,10,10-2,X,2,A,120,150,77.4,77.7,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1387A-10X-3-A,339,U1387,A,10,10-3,X,3,A,0,56,77.7,78.26,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1387A-10X-3-A,339,U1387,A,10,10-3,X,3,A,56,62,78.26,78.32,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud,silty mud with biogenic carbonate [Leg339],silty mud  with biogenic carbonate [Leg339],100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1387A-10X-3-A,339,U1387,A,10,10-3,X,3,A,62,134,78.32,79.04,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,,
339-U1387A-10X-3-A,339,U1387,A,10,10-3,X,3,A,134,150,79.04,79.2,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,,
339-U1387A-10X-4-A,339,U1387,A,10,10-4,X,4,A,0,108,79.2,80.28,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,,
339-U1387A-10X-CC-A,339,U1387,A,10,10-CC,X,CC,A,0,13,80.28,80.41,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,,
339-U1387A-10X-CC-A,339,U1387,A,10,10-CC,X,CC,A,13,25,80.41,80.53,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud,silty mud with biogenic carbonate [Leg339],silty mud  with biogenic carbonate [Leg339],100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1387A-11X-1-A,339,U1387,A,11,11-1,X,1,A,0,150,84.3,85.8,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,Foraminifers present on core face.,100,100,,
339-U1387A-11X-2-A,339,U1387,A,11,11-2,X,2,A,0,12,85.8,85.92,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,sparse_339 [DB91],2,,,Foraminifers present on core face.,100,100,,
339-U1387A-11X-2-A,339,U1387,A,11,11-2,X,2,A,12,36,85.92,86.16,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand,silty sand with biogenic carbonate [Leg339],silty sand  with biogenic carbonate [Leg339],100,5Y 4/2 (olive gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,sparse_339 [DB91],2,rare [A48],,Small shell fragments. Foraminifers present.,100,100,,
339-U1387A-11X-2-A,339,U1387,A,11,11-2,X,2,A,36,150,86.16,87.3,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,
339-U1387A-11X-3-A,339,U1387,A,11,11-3,X,3,A,0,110,87.3,88.4,nannofossil [Leg339],mud [Leg339],,nannofossil   mud,nannofossil  mud,mud,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,
339-U1387A-11X-3-A,339,U1387,A,11,11-3,X,3,A,110,150,88.4,88.8,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud,silty mud with biogenic carbonate [Leg339],silty mud  with biogenic carbonate [Leg339],100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and foraminifers.,100,100,,
339-U1387A-11X-4-A,339,U1387,A,11,11-4,X,4,A,0,43,88.8,89.23,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud,silty mud with biogenic carbonate [Leg339],silty mud  with biogenic carbonate [Leg339],100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and foraminifers.,100,100,,
339-U1387A-11X-4-A,339,U1387,A,11,11-4,X,4,A,43,150,89.23,90.3,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, including sea-urchin spicule fragment at 128 cm.",100,100,,
339-U1387A-11X-5-A,339,U1387,A,11,11-5,X,5,A,0,150,90.3,91.8,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, including sea-urchin spicule fragment at 128 cm.",100,100,,
339-U1387A-11X-6-A,339,U1387,A,11,11-6,X,6,A,0,16,91.8,91.96,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, including sea-urchin spicule fragment at 128 cm.",100,100,,
339-U1387A-11X-6-A,339,U1387,A,11,11-6,X,6,A,16,35,91.96,92.15,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,
339-U1387A-11X-6-A,339,U1387,A,11,11-6,X,6,A,35,110,92.15,92.9,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,concretion,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-11X-7-A,339,U1387,A,11,11-7,X,7,A,0,60,92.9,93.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,concretion,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-11X-CC-A,339,U1387,A,11,11-CC,X,CC,A,0,62,93.5,94.12,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,concretion,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-12X-1-A,339,U1387,A,12,12-1,X,1,A,0,25,93.9,94.15,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1387A-12X-1-A,339,U1387,A,12,12-1,X,1,A,25,45,94.15,94.35,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-12X-1-A,339,U1387,A,12,12-1,X,1,A,45,130,94.35,95.2,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, including gastropod at 60 cm; pyritized burrow fills.",100,100,,
339-U1387A-12X-1-A,339,U1387,A,12,12-1,X,1,A,130,150,95.2,95.4,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,
339-U1387A-12X-2-A,339,U1387,A,12,12-2,X,2,A,0,150,95.4,96.9,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and pyritized burrow fills.,100,100,,
339-U1387A-12X-3-A,339,U1387,A,12,12-3,X,3,A,0,118,96.9,98.08,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments.,100,100,,
339-U1387A-12X-3-A,339,U1387,A,12,12-3,X,3,A,118,150,98.08,98.4,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Gastropod at 144 cm.,100,100,,
339-U1387A-12X-4-A,339,U1387,A,12,12-4,X,4,A,0,56,98.4,98.96,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1387A-12X-4-A,339,U1387,A,12,12-4,X,4,A,56,150,98.96,99.9,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Pyritized burrow fills.,100,100,,
339-U1387A-12X-5-A,339,U1387,A,12,12-5,X,5,A,0,62,99.9,100.52,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Pyritized burrow fills.,100,100,,
339-U1387A-12X-5-A,339,U1387,A,12,12-5,X,5,A,62,120,100.52,101.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Foraminifers visible on split face of core.,100,100,,
339-U1387A-12X-5-A,339,U1387,A,12,12-5,X,5,A,120,150,101.1,101.4,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1387A-12X-6-A,339,U1387,A,12,12-6,X,6,A,0,131,101.4,102.71,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Pyritized burrow fills. Foraminifers visible on split face of core.,100,100,,
339-U1387A-12X-7-A,339,U1387,A,12,12-7,X,7,A,0,70,102.71,103.41,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Pyritized burrow fills. Foraminifers visible on split face of core.,100,100,,
339-U1387A-12X-CC-A,339,U1387,A,12,12-CC,X,CC,A,0,30,103.41,103.71,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Pyritized burrow fills. Foraminifers visible on split face of core.,100,100,,
339-U1387A-13X-1-A,339,U1387,A,13,13-1,X,1,A,0,150,103.5,105,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills distributed throughout this core.",100,100,,
339-U1387A-13X-2-A,339,U1387,A,13,13-2,X,2,A,0,150,105,106.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills distributed throughout this core.",100,100,,
339-U1387A-13X-3-A,339,U1387,A,13,13-3,X,3,A,0,150,106.5,108,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills distributed throughout this core.",100,100,,
339-U1387A-13X-4-A,339,U1387,A,13,13-4,X,4,A,0,150,108,109.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills distributed throughout this core.",100,100,,
339-U1387A-13X-5-A,339,U1387,A,13,13-5,X,5,A,0,150,109.5,111,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills distributed throughout this core.",100,100,,
339-U1387A-13X-6-A,339,U1387,A,13,13-6,X,6,A,0,111,111,112.11,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills distributed throughout this core.",100,100,,
339-U1387A-13X-7-A,339,U1387,A,13,13-7,X,7,A,0,61,112.11,112.72,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills distributed throughout this core.",100,100,,
339-U1387A-13X-CC-A,339,U1387,A,13,13-CC,X,CC,A,0,67,112.72,113.39,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"Shell fragments, foraminifers, and pyritized burrow fills distributed throughout this core.",100,100,,
339-U1387A-14X-1-A,339,U1387,A,14,14-1,X,1,A,0,150,113.1,114.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Coral branch fragments at 6-8 cm; foraminifers and pyritized burrows present.,100,100,,
339-U1387A-14X-2-A,339,U1387,A,14,14-2,X,2,A,0,65,114.6,115.25,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Coral branch fragments at 6-8 cm; foraminifers and pyritized burrows present.,100,100,,
339-U1387A-14X-2-A,339,U1387,A,14,14-2,X,2,A,65,85,115.25,115.45,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1387A-14X-2-A,339,U1387,A,14,14-2,X,2,A,85,150,115.45,116.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and pyritized burrow fills present.,100,100,,
339-U1387A-14X-3-A,339,U1387,A,14,14-3,X,3,A,0,150,116.1,117.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and pyritized burrow fills present. Bivalve fragments at 127 cm.,100,100,,
339-U1387A-14X-4-A,339,U1387,A,14,14-4,X,4,A,0,35,117.6,117.95,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments and pyritized burrow fills present. Coral fragments at 30-31 cm.,100,100,,
