Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
363-U1485B-6H-2-A,45,52.0,41.49,41.56,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,2,A,,,,
363-U1485B-6H-2-A,52,71.0,41.56,41.75,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,2,A,,,,
363-U1485B-6H-2-A,71,76.0,41.75,41.8,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,2,A,,,,
363-U1485B-6H-2-A,76,82.0,41.8,41.86,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,2,A,,,,
363-U1485B-6H-2-A,82,88.0,41.86,41.92,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,2,A,,,,
363-U1485B-6H-2-A,88,101.0,41.92,42.05,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,2,A,,,,
363-U1485B-6H-2-A,101,106.0,42.05,42.1,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,2,A,,,,
363-U1485B-6H-2-A,106,129.0,42.1,42.33,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,2,A,,,,
363-U1485B-6H-3-A,0,10.0,42.33,42.43,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,3,A,,,,
363-U1485B-6H-3-A,10,15.0,42.43,42.48,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,3,A,,,,
363-U1485B-6H-3-A,15,48.0,42.48,42.81,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,3,A,,,,
363-U1485B-6H-3-A,48,58.0,42.81,42.91,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,3,A,,,,
363-U1485B-6H-3-A,58,99.0,42.91,43.32,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,3,A,,,,
363-U1485B-6H-4-A,0,23.0,43.32,43.55,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,4,A,,,,
363-U1485B-6H-4-A,23,31.0,43.55,43.63,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,4,A,,,,
363-U1485B-6H-4-A,31,57.0,43.63,43.89,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,4,A,,,,
363-U1485B-6H-4-A,64,113.0,43.96,44.45,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,4,A,,,,
363-U1485B-6H-5-A,0,108.0,44.45,45.53,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,5,A,,,,
363-U1485B-6H-5-A,108,117.0,45.53,45.62,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,5,A,,,,
363-U1485B-6H-5-A,117,143.0,45.62,45.88,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,5,A,,,,
363-U1485B-6H-6-A,0,28.0,45.88,46.16,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,6,A,,,,
363-U1485B-6H-6-A,28,34.0,46.16,46.22,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,6,A,,,,
363-U1485B-6H-6-A,34,99.0,46.22,46.87,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,6,A,,,,
363-U1485B-6H-6-A,99,109.0,46.87,46.97,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,6,A,,,,
363-U1485B-6H-6-A,109,142.0,46.97,47.3,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,6,A,,,,
363-U1485B-6H-7-A,0,75.0,47.3,48.05,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,7,A,,,,
363-U1485B-6H-7-A,75,104.0,48.05,48.34,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,7,A,,,,
363-U1485B-6H-7-A,104,118.0,48.34,48.48,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,7,A,,,,
363-U1485B-6H-CC-A,0,27.0,48.48,48.75,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,6,H,CC,A,,,,
363-U1485B-7H-1-A,0,37.0,49.4,49.77,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,1,A,,,,
363-U1485B-7H-1-A,37,42.0,49.77,49.82,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,1,A,,,,
363-U1485B-7H-1-A,42,130.0,49.82,50.7,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,1,A,,,,
363-U1485B-7H-1-A,130,135.0,50.7,50.75,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,1,A,,,,
363-U1485B-7H-1-A,135,145.0,50.75,50.85,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,1,A,,,,
363-U1485B-7H-2-A,0,90.0,50.85,51.75,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,2,A,,,,
363-U1485B-7H-2-A,98,134.0,51.83,52.19,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,2,A,,,,
363-U1485B-7H-3-A,0,140.0,52.19,53.59,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,3,A,,,,
363-U1485B-7H-4-A,0,46.0,53.59,54.05,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,4,A,,,,
363-U1485B-7H-4-A,51,103.0,54.1,54.62,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,4,A,,,,
363-U1485B-7H-5-A,0,40.0,54.62,55.02,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,5,A,,,,
363-U1485B-7H-5-A,40,45.0,55.02,55.07,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,5,A,,,,
363-U1485B-7H-5-A,45,119.0,55.07,55.81,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,5,A,,,,
363-U1485B-7H-5-A,119,127.0,55.81,55.89,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,5,A,,,,
363-U1485B-7H-5-A,127,141.0,55.89,56.03,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,5,A,,,,
363-U1485B-7H-6-A,0,79.0,56.03,56.82,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,6,A,,,,
363-U1485B-7H-6-A,79,86.0,56.82,56.89,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,6,A,,,,
363-U1485B-7H-6-A,86,141.0,56.89,57.44,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,6,A,,,,
363-U1485B-7H-7-A,0,104.0,57.44,58.48,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,7,A,,,,
363-U1485B-7H-7-A,110,133.0,58.54,58.77,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,7,A,,,,
363-U1485B-7H-CC-A,0,46.0,58.77,59.23,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,7,H,CC,A,,,,
363-U1485B-8H-1-A,0,55.0,58.9,59.45,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,1,A,,,,
363-U1485B-8H-2-A,0,62.0,59.45,60.07,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,2,A,,,,
363-U1485B-8H-2-A,71,136.0,60.16,60.81,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,2,A,,,,
363-U1485B-8H-3-A,0,40.0,60.81,61.21,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,3,A,,,,
363-U1485B-8H-3-A,40,45.0,61.21,61.26,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,3,A,,,,
363-U1485B-8H-3-A,45,83.0,61.26,61.64,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,3,A,,,,
363-U1485B-8H-3-A,83,87.0,61.64,61.68,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,3,A,,,,
363-U1485B-8H-3-A,87,126.0,61.68,62.07,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,3,A,,,,
363-U1485B-8H-4-A,0,51.0,62.07,62.58,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,4,A,,,,
363-U1485B-8H-4-A,56,71.0,62.63,62.78,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,4,A,,,,
363-U1485B-8H-4-A,71,76.0,62.78,62.83,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,4,A,,,,
363-U1485B-8H-4-A,76,82.0,62.83,62.89,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,4,A,,,,
363-U1485B-8H-4-A,82,87.0,62.89,62.94,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,4,A,,,,
363-U1485B-8H-4-A,87,107.0,62.94,63.14,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,4,A,,,,
363-U1485B-8H-5-A,0,10.0,63.14,63.24,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,5,A,,,,
363-U1485B-8H-5-A,10,15.0,63.24,63.29,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,5,A,,,,
363-U1485B-8H-5-A,15,90.0,63.29,64.04,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,5,A,,,,
363-U1485B-8H-5-A,90,95.0,64.04,64.09,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,5,A,,,,
363-U1485B-8H-5-A,95,144.0,64.09,64.58,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,5,A,,,,
363-U1485B-8H-6-A,0,143.0,64.58,66.01,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,6,A,,,,
363-U1485B-8H-7-A,0,90.0,66.01,66.91,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,7,A,,,,
363-U1485B-8H-7-A,90,99.0,66.91,67.0,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,7,A,,,,
363-U1485B-8H-7-A,99,146.0,67.0,67.47,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,7,A,,,,
363-U1485B-8H-8-A,0,125.0,67.47,68.72,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,8,A,,,,
363-U1485B-8H-CC-A,0,26.0,68.72,68.98,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,8,H,CC,A,,,,
363-U1485B-9H-1-A,0,51.0,68.4,68.91,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,1,A,,,,
363-U1485B-9H-1-A,51,57.0,68.91,68.97,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,1,A,,,,
363-U1485B-9H-1-A,57,98.0,68.97,69.38,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,1,A,,,,
363-U1485B-9H-1-A,102,137.0,69.42,69.77,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,1,A,,,,
363-U1485B-9H-2-A,0,16.0,69.77,69.93,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,2,A,,,,
363-U1485B-9H-2-A,21,30.0,69.98,70.07,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,2,A,,,,
363-U1485B-9H-2-A,30,72.0,70.07,70.49,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,2,A,,,,
363-U1485B-9H-2-A,72,76.0,70.49,70.53,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,2,A,,,,
363-U1485B-9H-2-A,76,100.0,70.53,70.77,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,2,A,,,,
363-U1485B-9H-2-A,104,147.0,70.81,71.24,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,2,A,,,,
363-U1485B-9H-3-A,0,5.0,71.24,71.29,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,3,A,,,,
363-U1485B-9H-3-A,5,56.0,71.29,71.8,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,3,A,,,,
363-U1485B-9H-3-A,62,83.0,71.86,72.07,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,3,A,,,,
363-U1485B-9H-3-A,83,90.0,72.07,72.14,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,3,A,,,,
363-U1485B-9H-3-A,90,105.0,72.14,72.29,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,3,A,,,,
363-U1485B-9H-3-A,105,110.0,72.29,72.34,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,3,A,,,,
363-U1485B-9H-3-A,110,112.0,72.34,72.36,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,3,A,,,,
363-U1485B-9H-4-A,0,5.0,72.36,72.41,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-4-A,5,11.0,72.41,72.47,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,May be ash mixed with this sand,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-4-A,11,18.0,72.47,72.54,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-4-A,18,23.0,72.54,72.59,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-4-A,23,31.0,72.59,72.67,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-4-A,31,38.0,72.67,72.74,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-4-A,38,96.0,72.74,73.32,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-4-A,96,98.0,73.32,73.34,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-4-A,98,102.0,73.34,73.38,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-4-A,102,105.0,73.38,73.41,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-4-A,105,135.0,73.41,73.71,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,4,A,,,,
363-U1485B-9H-5-A,0,6.0,73.71,73.77,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,6,24.0,73.77,73.95,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,24,29.0,73.95,74.0,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,29,50.0,74.0,74.21,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Wood mixed with the sand here.,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,50,58.0,74.21,74.29,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,58,63.0,74.29,74.34,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,63,69.0,74.34,74.4,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,69,78.0,74.4,74.49,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,78,104.0,74.49,74.75,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,104,112.0,74.75,74.83,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,112,119.0,74.83,74.9,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,119,126.0,74.9,74.97,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,126,130.0,74.97,75.01,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,130,135.0,75.01,75.06,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-5-A,135,147.0,75.06,75.18,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,5,A,,,,
363-U1485B-9H-6-A,0,147.0,75.18,76.65,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Sulfide rich,,,,,,,,,,,,,363,U1485,B,9,H,6,A,,,,
363-U1485B-9H-7-A,0,99.0,76.65,77.64,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Many gas expansion cracks,,,,,,,,,,,,,363,U1485,B,9,H,7,A,,,,
363-U1485B-9H-CC-A,0,25.0,77.64,77.89,,silty clay [S54],silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,9,H,CC,A,,,,
363-U1485B-10H-1-A,0,92.0,77.9,78.82,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,1,A,,,,
363-U1485B-10H-1-A,103,134.0,78.93,79.24,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,1,A,,,,
363-U1485B-10H-1-A,134,136.0,79.24,79.26,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,Sulfide rich,,,,,,,,,,,,,363,U1485,B,10,H,1,A,,,,
363-U1485B-10H-1-A,136,155.0,79.26,79.45,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,Sulfide rich,,,,,,,,,,,,,363,U1485,B,10,H,1,A,,,,
363-U1485B-10H-2-A,0,20.0,79.45,79.65,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Sulfide rich,,,,,,,,,,,,,363,U1485,B,10,H,2,A,,,,
363-U1485B-10H-2-A,20,23.0,79.65,79.68,,silty sand [S54],silty sand,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Sulfide rich,,,,,,,,,,,,,363,U1485,B,10,H,2,A,,,,
