Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
363-U1485B-13H-4-A,0,114.0,109.99,111.13,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,4,A,,,,
363-U1485B-13H-4-A,114,119.0,111.13,111.18,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,4,A,,,,
363-U1485B-13H-4-A,119,135.0,111.18,111.34,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,4,A,,,,
363-U1485B-13H-5-A,0,77.0,111.34,112.11,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,5,A,,,,
363-U1485B-13H-5-A,77,82.0,112.11,112.16,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,5,A,,,,
363-U1485B-13H-5-A,82,142.0,112.16,112.76,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,5,A,,,,
363-U1485B-13H-6-A,0,34.0,112.76,113.1,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,6,A,,,,
363-U1485B-13H-6-A,34,41.0,113.1,113.17,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,6,A,,,,
363-U1485B-13H-6-A,41,68.0,113.17,113.44,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,6,A,,,,
363-U1485B-13H-6-A,68,73.0,113.44,113.49,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,6,A,,,,
363-U1485B-13H-6-A,73,118.0,113.49,113.94,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,6,A,,,,
363-U1485B-13H-6-A,118,124.0,113.94,114.0,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,6,A,,,,
363-U1485B-13H-6-A,124,142.0,114.0,114.18,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,6,A,,,,
363-U1485B-13H-7-A,0,95.0,114.18,115.13,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,7,A,,,,
363-U1485B-13H-7-A,95,106.0,115.13,115.24,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,7,A,,,,
363-U1485B-13H-7-A,106,111.0,115.24,115.29,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,7,A,,,,
363-U1485B-13H-CC-A,0,31.0,115.29,115.6,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,CC,A,,,,
363-U1485B-14H-1-A,0,141.0,115.9,117.31,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,14,H,1,A,,,,
363-U1485B-14H-2-A,0,4.0,117.31,117.35,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,2,A,,,,
363-U1485B-14H-2-A,4,9.0,117.35,117.4,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,2,A,,,,
363-U1485B-14H-2-A,9,39.0,117.4,117.7,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,2,A,,,,
363-U1485B-14H-2-A,39,44.0,117.7,117.75,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,2,A,,,,
363-U1485B-14H-2-A,44,109.0,117.75,118.4,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,2,A,,,,
363-U1485B-14H-2-A,109,117.0,118.4,118.48,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,2,A,,,,
363-U1485B-14H-2-A,117,142.0,118.48,118.73,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,2,A,,,,
363-U1485B-14H-3-A,0,56.0,118.73,119.29,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,3,A,,,,
363-U1485B-14H-3-A,56,61.0,119.29,119.34,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,3,A,,,,
363-U1485B-14H-3-A,61,103.0,119.34,119.76,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,3,A,,,,
363-U1485B-14H-3-A,103,109.0,119.76,119.82,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,3,A,,,,
363-U1485B-14H-3-A,109,116.0,119.82,119.89,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,3,A,,,,
363-U1485B-14H-4-A,0,32.0,120.08,120.4,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,4,A,,,,
363-U1485B-14H-4-A,32,42.0,120.4,120.5,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,4,A,,,,
363-U1485B-14H-4-A,42,67.0,120.5,120.75,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,4,A,,,,
363-U1485B-14H-4-A,67,79.0,120.75,120.87,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,4,A,,,,
363-U1485B-14H-4-A,79,117.0,120.87,121.25,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,4,A,,,,
363-U1485B-14H-4-A,117,124.0,121.25,121.32,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,4,A,,,,
363-U1485B-14H-4-A,124,137.0,121.32,121.45,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,4,A,,,,
363-U1485B-14H-5-A,0,142.0,121.45,122.87,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,5,A,,,,
363-U1485B-14H-6-A,0,48.0,122.87,123.35,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,6,A,,,,
363-U1485B-14H-6-A,60,148.0,123.47,124.35,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,6,A,,,,
363-U1485B-14H-7-A,0,77.0,124.35,125.12,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,7,A,,,,
363-U1485B-14H-CC-A,0,28.0,125.19,125.47,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,14,H,CC,A,,,,
363-U1485B-15H-1-A,0,70.0,125.4,126.1,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,sulfide specks,,,,,,,,,,,,,363,U1485,B,15,H,1,A,,,,
363-U1485B-15H-1-A,84,135.0,126.24,126.75,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,1,A,,,,
363-U1485B-15H-2-A,0,45.0,126.78,127.23,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,2,A,,,,
363-U1485B-15H-2-A,53,56.0,127.31,127.34,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,2,A,,,,
363-U1485B-15H-2-A,56,77.0,127.34,127.55,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,2,A,,,,
363-U1485B-15H-2-A,77,94.0,127.55,127.72,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,2,A,,,,
363-U1485B-15H-2-A,94,108.0,127.72,127.86,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,2,A,,,,
363-U1485B-15H-3-A,0,9.0,127.86,127.95,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-3-A,9,16.0,127.95,128.02,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-3-A,16,18.0,128.02,128.04,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-3-A,18,32.0,128.04,128.18,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-3-A,32,35.0,128.18,128.21,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-3-A,35,40.0,128.21,128.26,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-3-A,40,72.0,128.26,128.58,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-3-A,72,82.0,128.58,128.68,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-3-A,82,93.0,128.68,128.79,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-3-A,93,98.0,128.79,128.84,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-3-A,98,101.0,128.84,128.87,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,3,A,,,,
363-U1485B-15H-4-A,0,88.0,128.87,129.75,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,4,A,,,,
363-U1485B-15H-CC-A,0,9.0,129.75,129.84,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,15,H,CC,A,,,,
363-U1485B-16H-1-A,0,9.0,134.9,134.99,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-1-A,9,10.0,134.99,135.0,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-1-A,10,33.0,135.0,135.23,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-1-A,33,36.0,135.23,135.26,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-1-A,36,44.0,135.26,135.34,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-1-A,44,53.0,135.34,135.43,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-1-A,53,69.0,135.43,135.59,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-1-A,69,76.0,135.59,135.66,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-1-A,76,96.0,135.66,135.86,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-1-A,96,103.0,135.86,135.93,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-1-A,103,130.0,135.93,136.2,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,1,A,,,,
363-U1485B-16H-2-A,0,38.0,136.2,136.58,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,2,A,,,,
363-U1485B-16H-2-A,38,44.0,136.58,136.64,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,2,A,,,,
363-U1485B-16H-2-A,44,76.0,136.64,136.96,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,2,A,,,,
363-U1485B-16H-2-A,76,95.0,136.96,137.15,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,2,A,,,,
363-U1485B-16H-2-A,95,117.0,137.15,137.37,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,2,A,,,,
363-U1485B-16H-3-A,0,118.0,137.37,138.55,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,3,A,,,,
363-U1485B-16H-CC-A,0,15.0,138.58,138.73,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,16,H,CC,A,,,,
363-U1485B-17H-1-A,0,41.0,138.7,139.11,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,1,A,,,,
363-U1485B-17H-1-A,41,55.0,139.11,139.25,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,1,A,,,,
363-U1485B-17H-1-A,55,69.0,139.25,139.39,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,1,A,,,,
363-U1485B-17H-1-A,72,89.0,139.42,139.59,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,1,A,,,,
363-U1485B-17H-1-A,89,109.0,139.59,139.79,,sandy silt [Leg339],sandy silt,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,1,A,,,,
363-U1485B-17H-1-A,109,124.0,139.79,139.94,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,1,A,,,,
363-U1485B-17H-2-A,0,14.0,139.98,140.12,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,2,A,,,,
363-U1485B-17H-2-A,14,116.0,140.12,141.14,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,2,A,,,,
363-U1485B-17H-3-A,0,46.0,141.27,141.73,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,3,A,,,,
363-U1485B-17H-3-A,46,49.0,141.73,141.76,,sandy silt [Leg339],sandy silt,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,3,A,,,,
363-U1485B-17H-3-A,49,138.0,141.76,142.65,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,3,A,,,,
363-U1485B-17H-4-A,0,35.0,142.72,143.07,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,4,A,,,,
363-U1485B-17H-4-A,41,60.0,143.13,143.32,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,4,A,,,,
363-U1485B-17H-4-A,60,71.0,143.32,143.43,,sandy silt [Leg339],sandy silt,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,4,A,,,,
363-U1485B-17H-4-A,71,125.0,143.43,143.97,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,4,A,,,,
363-U1485B-17H-4-A,125,128.0,143.97,144.0,,sandy silt [Leg339],sandy silt,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,4,A,,,,
363-U1485B-17H-4-A,128,139.0,144.0,144.11,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,4,A,,,,
363-U1485B-17H-5-A,0,9.0,144.19,144.28,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,5,A,,,,
363-U1485B-17H-5-A,9,18.0,144.28,144.37,,sandy silt [Leg339],sandy silt,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,5,A,,,,
363-U1485B-17H-5-A,18,51.0,144.37,144.7,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,5,A,,,,
363-U1485B-17H-5-A,51,62.0,144.7,144.81,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,5,A,,,,
363-U1485B-17H-CC-A,0,15.0,144.81,144.96,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,17,H,CC,A,,,,
363-U1485B-18H-1-A,0,58.5,145.0,145.585,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,1,A,,,,
363-U1485B-18H-1-A,78,137.0,145.78,146.37,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,1,A,,,,
363-U1485B-18H-1-A,137,141.0,146.37,146.41,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,1,A,,,,
363-U1485B-18H-2-A,0,91.0,146.41,147.32,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,2,A,,,,
363-U1485B-18H-2-A,91,92.0,147.32,147.33,,ash(tuff) [MMK88m],ash(tuff),,10YR 6/4 (light yellowish brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,2,A,,,,
363-U1485B-18H-2-A,92,120.0,147.33,147.61,,sandy silt [Leg339],sandy silt,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,2,A,,,,
363-U1485B-18H-2-A,120,130.0,147.61,147.71,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,pteropod,,,,shallow water benthics and pteropods,,,,,,,,,,,,,363,U1485,B,18,H,2,A,,,,
363-U1485B-18H-2-A,130,136.0,147.71,147.77,,sandy silt [Leg339],sandy silt,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,2,A,,,,
363-U1485B-18H-3-A,0,21.0,147.77,147.98,,sandy silt [Leg339],sandy silt,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,3,A,,,,
363-U1485B-18H-3-A,21,82.0,147.98,148.59,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,pteropod,,,,shallow water benthics and pteropods,,,,,,,,,,,,,363,U1485,B,18,H,3,A,,,,
363-U1485B-18H-3-A,82,105.0,148.59,148.82,,sandy silt [Leg339],sandy silt,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,3,A,,,,
363-U1485B-18H-4-A,0,8.0,148.82,148.9,,sandy silt [Leg339],sandy silt,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,4,A,,,,
363-U1485B-18H-4-A,8,142.0,148.9,150.24,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,pteropod,,,,shallow water benthics and pteropods,,,,,,,,,,,,,363,U1485,B,18,H,4,A,,,,
363-U1485B-18H-CC-A,0,20.0,150.24,150.44,,sand [Leg210],sand,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,18,H,CC,A,,,,
363-U1485B-19H-1-A,0,95.0,154.5,155.45,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,19,H,1,A,,,,
