Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,Unnamed: 24
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,0,15,173.5,173.65,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent v f sand,,
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,15,17,173.65,173.67,,Clay [S54] ,,Clay,,soft,,,,Clay with a few percent v f sand,,
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,17,18,173.67,173.68,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",Well sorted v f to f sand,,
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,18,20,173.68,173.7,,Clay [S54] ,,Clay,,soft,,,,,,
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,20,40,173.7,173.9,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,40,42,173.9,173.92,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,42,47,173.92,173.97,,Clay [S54] ,,Clay,,soft,,,,,,
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,47,57,173.97,174.07,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,57,67,174.07,174.17,,Clay [S54] ,,Clay,,soft,,,,,,
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,67,69,174.17,174.19,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1354C-15X-1-A,317,U1354,C,15,15-1,X,1,A,69,150,174.19,175.0,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-2-A,317,U1354,C,15,15-2,X,2,A,0,68,175.0,175.68,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-2-A,317,U1354,C,15,15-2,X,2,A,68,70,175.68,175.7,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1354C-15X-2-A,317,U1354,C,15,15-2,X,2,A,70,95,175.7,175.95,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-2-A,317,U1354,C,15,15-2,X,2,A,95,96,175.95,175.96,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1354C-15X-2-A,317,U1354,C,15,15-2,X,2,A,96,114,175.96,176.14,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-2-A,317,U1354,C,15,15-2,X,2,A,114,116,176.14,176.16,,Clay [S54] ,,Clay,,soft,,,,,,
317-U1354C-15X-2-A,317,U1354,C,15,15-2,X,2,A,116,150,176.16,176.5,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-3-A,317,U1354,C,15,15-3,X,3,A,0,140,176.5,177.9,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-4-A,317,U1354,C,15,15-4,X,4,A,0,25,178.0,178.25,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-4-A,317,U1354,C,15,15-4,X,4,A,25,31,178.25,178.31,,Clay [S54] ,,Clay,,soft,,,,,,
317-U1354C-15X-4-A,317,U1354,C,15,15-4,X,4,A,31,33,178.31,178.33,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-4-A,317,U1354,C,15,15-4,X,4,A,33,36,178.33,178.36,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1354C-15X-4-A,317,U1354,C,15,15-4,X,4,A,36,101,178.36,179.01,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-15X-4-A,317,U1354,C,15,15-4,X,4,A,101,144,179.01,179.44,,Clay [S54] ,,Clay,,soft,,,,,,
317-U1354C-15X-5-A,317,U1354,C,15,15-5,X,5,A,0,46,179.5,179.96,,Clay [S54] ,,Clay,,soft,,,,,,
317-U1354C-15X-5-A,317,U1354,C,15,15-5,X,5,A,46,122,179.96,180.72,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354C-15X-CC-A,317,U1354,C,15,15-CC,X,CC,A,0,27,180.72,180.99,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354C-16X-CC-A,317,U1354,C,16,16-CC,X,CC,A,0,19,183.0,183.19,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Poorly sorted vf to crs sandy mud,,
317-U1354C-17X-CC-A,317,U1354,C,17,17-CC,X,CC,A,0,15,192.6,192.75,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",well sorted v f to f (mostly f) sand. - Torlesse sand,,
317-U1354C-18X-1-A,317,U1354,C,18,18-1,X,1,A,0,150,202.3,203.8,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",clayey,,
317-U1354C-18X-2-A,317,U1354,C,18,18-2,X,2,A,0,140,203.8,205.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",clayey,,
317-U1354C-18X-3-A,317,U1354,C,18,18-3,X,3,A,0,140,205.3,206.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",clayey,,
317-U1354C-18X-4-A,317,U1354,C,18,18-4,X,4,A,0,56,206.7,207.26,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",clayey,,
317-U1354C-18X-CC-A,317,U1354,C,18,18-CC,X,CC,A,0,34,207.26,207.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",clayey,,
317-U1354C-19X-1-A,317,U1354,C,19,19-1,X,1,A,0,150,211.8,213.3,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous to faintly laminated mud.  Contains trace to minor amount of vf-f sand.  Mud appears to be clay-rich, with notable clayey intervals at 25-27, 39-42, 50-53, 90-91 cm. Faint color banding throughout at ~ 3cm intervals-probable biscuiting. Erosional boundary at 90 cm between vf well-sorted, micaceous sand overlying clay.  Small shell fragments scattered throughout section, with more concentrated intervals at 23-24, 61, 74, and 84 cm, that also contains slightly more vf sand.
",,
317-U1354C-19X-2-A,317,U1354,C,19,19-2,X,2,A,0,140,213.3,214.7,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous to faintly laminated mud.  Contains trace to minor amount of vf-f sand.  Mud appears to be clay-rich, with notable clayey intervals at 14-15, 51-52, 70-71, 75-76, 80-81 cm.
Dispersed/scattered small shell fragments throughout, but concentrated into layer at 32, 92, 121-122 cm that also contains slightly more vf sand. . Faint color banding throughout at ~ 3cm intervals-probable biscuiting.
",,
317-U1354C-19X-3-A,317,U1354,C,19,19-3,X,3,A,0,150,214.8,216.3,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud.  Contains trace to minor amount of vf-f sand.  Slightly more shell fragments than earlier sections. Faint color banding is not as apparent as in previous sections. Small shell fragments scattered throughout section, with more concentrated intervals at 47-49, 56-57, 69-70, 75-79, 83-86,100-102, 117, 129-133 cm.  Most fragments are small (a few mm) and very broken, but there are some larger (~1 cm) fragments (e.g., 34-35, 78-79 cm) that are scallop and bivalve fragments.


56-57 silt-rich lamination, with common small (~1 mm) sized shell fragments.
",,
317-U1354C-19X-4-A,317,U1354,C,19,19-4,X,4,A,0,85,216.3,217.15,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, slightly calcareous with minor amounts of vf-f (mostly vf) sand.  Common small shell fragments, sometimes concentrated into layers.  Greater concentration of vf-f sand associated with these layers.  More discernible layers at 0-4, 10-14, 29-31, 35-40, also contains a few larger shell fragments up to 1 cm in size.  Shelly intervals become more concentrated below 40 cm.
",,
317-U1354C-19X-4-A,317,U1354,C,19,19-4,X,4,A,85,128,217.15,217.58,,Marl [Leg210],,Marl,,firm,,,Leg 210,"Shelly sandy marl.  Sand ranges from vf-m, mostly vf, with the coarser component mostly/completely bioclasts.  Poorly sorted.  Larger (>1 mm) shell fragments are common and are also poorly sorted, ranging from a few mm up to 2 cm.
",,
317-U1354C-19X-CC-A,317,U1354,C,19,19-CC,X,CC,A,0,31,217.58,217.89,,Marl [Leg210],,Marl,,firm,,,Leg 210,"Shelly sandy marl, with incipient calcareous nodule formation throughout.  Sand ranges from vf-m, mostly vf, with the coarser component mostly/completely bioclasts.  Poorly sorted.  Color change at 21 cm appears to be diagenetic, as there is no distinct textural change across the boundary.  No shell fragments are apparent below 21 cm.",,
317-U1354C-20X-1-A,317,U1354,C,20,20-1,X,1,A,0,42,221.4,221.82,,Marl [Leg210],,Marl,,friable,,,Leg 210,"Shelly sandy marl.  The sand is poorly sorted and ranges from vf-granular, mostly vf, with the coarser component mostly/completely bioclasts.  Larger (>1 mm) shell fragments are common and are also poorly sorted, ranging from a few mm up to 6 mm in the core catcher. There is incipient calcareous nodule formation throughout the core catcher with two large sandy shelly marlstone concretions present.  Color change at 17 cm in CC appears to be diagenetic, as there is no distinct textural change across the boundary.  ",,
317-U1354C-20X-CC-A,317,U1354,C,20,20-CC,X,CC,A,0,41,221.4,221.81,,Marl [Leg210],,Marl,,friable,,,Leg 210,"Shelly sandy marl.  The sand is poorly sorted and ranges from vf-granular, mostly vf, with the coarser component mostly/completely bioclasts.  Larger (>1 mm) shell fragments are common and are also poorly sorted, ranging from a few mm up to 6 mm in the core catcher. There is incipient calcareous nodule formation throughout the core catcher with two large sandy shelly marlstone concretions present.  Color change at 17 cm in CC appears to be diagenetic, as there is no distinct textural change across the boundary.  ",,
317-U1354C-21X-1-A,317,U1354,C,21,21-1,X,1,A,0,150,231.0,232.5,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent v f sand. sometimes with clayey mud forming intervals up to 20 cm thick.,,
317-U1354C-21X-2-A,317,U1354,C,21,21-2,X,2,A,0,150,232.5,234.0,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent v f sand. sometimes with clayey mud forming intervals up to 20 cm thick.,,
317-U1354C-21X-3-A,317,U1354,C,21,21-3,X,3,A,0,140,234.0,235.4,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent v f sand. sometimes with clayey mud forming intervals up to 20 cm thick.,,
317-U1354C-21X-4-A,317,U1354,C,21,21-4,X,4,A,0,144,235.5,236.94,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent v f sand. sometimes with clayey mud forming intervals up to 20 cm thick.,,
317-U1354C-21X-5-A,317,U1354,C,21,21-5,X,5,A,0,32,237.0,237.32,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent v f sand. sometimes with clayey mud forming intervals up to 20 cm thick.,,
317-U1354C-21X-5-A,317,U1354,C,21,21-5,X,5,A,32,92,237.32,237.92,,Clay [S54] ,,Clay,,soft,,,,Clay with a few percent v f sand,,
317-U1354C-21X-5-A,317,U1354,C,21,21-5,X,5,A,92,98,237.92,237.98,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",v f sandy miaceous mud,,
317-U1354C-21X-5-A,317,U1354,C,21,21-5,X,5,A,98,150,237.98,238.5,,Clay [S54] ,,Clay,,soft,,,,,,
317-U1354C-21X-6-A,317,U1354,C,21,21-6,X,6,A,0,64,238.5,239.14,,Clay [S54] ,,Clay,,soft,,,,,,
317-U1354C-21X-6-A,317,U1354,C,21,21-6,X,6,A,64,76,239.14,239.26,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354C-21X-6-A,317,U1354,C,21,21-6,X,6,A,76,140,239.26,239.9,,Clay [S54] ,,Clay,,soft,,,,,,
317-U1354C-21X-7-A,317,U1354,C,21,21-7,X,7,A,0,14,239.9,240.04,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354C-21X-7-A,317,U1354,C,21,21-7,X,7,A,14,55,240.04,240.45,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",mod sorted v f to f (mostly fine) calc shelly muddy sand,,
317-U1354C-21X-CC-A,317,U1354,C,21,21-CC,X,CC,A,0,16,240.45,240.61,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",mod sorted v f to f (mostly fine) calc shelly muddy sand,,
317-U1354C-21X-CC-A,317,U1354,C,21,21-CC,X,CC,A,16,32,240.61,240.77,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354C-22X-1-A,317,U1354,C,22,22-1,X,1,A,0,150,240.5,242.0,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","Micaceous and homogeneous sandy mud, with common shell fragments (partly dissolved) and bioclastic sand",,
317-U1354C-22X-2-A,317,U1354,C,22,22-2,X,2,A,0,150,242.0,243.5,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","Micaceous and homogeneous sandy mud, with common shell fragments (partly dissolved) and bioclastic sand",,
317-U1354C-22X-3-A,317,U1354,C,22,22-3,X,3,A,0,30,243.5,243.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","Micaceous and homogeneous sandy mud, with common shell fragments (partly dissolved) and bioclastic sand",,
317-U1354C-22X-3-A,317,U1354,C,22,22-3,X,3,A,30,140,243.8,244.9,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, heavily bioturbated, rare shell fragments
",,
317-U1354C-22X-4-A,317,U1354,C,22,22-4,X,4,A,0,77,245.0,245.77,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, heavily bioturbated",,
317-U1354C-22X-4-A,317,U1354,C,22,22-4,X,4,A,77,150,245.77,246.5,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","Muddy v.f.-f. sand (v.f. sand> f. sand) with abundant shell fragments (up to 2 cm, shells are partly dissolved) and bioclastic sand",,
317-U1354C-22X-5-A,317,U1354,C,22,22-5,X,5,A,0,58,246.5,247.08,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","Muddy v.f.-f. sand (v.f. sand> f. sand) with abundant shell fragments (up to 2 cm, shells are partly dissolved) and bioclastic sand",,
317-U1354C-22X-CC-A,317,U1354,C,22,22-CC,X,CC,A,0,10,247.08,247.18,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","Muddy v.f.-f. sand (v.f. sand> f. sand) with abundant shell fragments (up to 2 cm, shells are partly dissolved) and bioclastic sand",,
317-U1354C-22X-CC-A,317,U1354,C,22,22-CC,X,CC,A,10,17,247.18,247.25,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",Bioclastic v.f.-f. sand (f. sand>v.f. sand),,
317-U1354C-22X-CC-A,317,U1354,C,22,22-CC,X,CC,A,17,27,247.25,247.35,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",Muddy v.f.-f. sand (v.f. sand>f. sand),,
317-U1354C-22X-CC-A,317,U1354,C,22,22-CC,X,CC,A,27,31,247.35,247.39,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud with common and scattered shell fragments,,
317-U1354C-23X-1-A,317,U1354,C,23,23-1,X,1,A,0,51,250.1,250.61,,Marl [Leg210],,Marl,,,,,Leg 210,slightly micaceous v.f. sandy marl,,
317-U1354C-23X-CC-A,317,U1354,C,23,23-CC,X,CC,A,0,20,250.61,250.81,,Marl [Leg210],,Marl,,,,,Leg 210,slightly micaceous v.f. sandy marl,,
317-U1354C-25X-CC-A,317,U1354,C,25,25-CC,X,CC,A,0,19,269.3,269.49,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",calcareous micaceous v.f. to f. sandy mud (mostly v.f.),,
317-U1354C-26X-1-A,317,U1354,C,26,26-1,X,1,A,0,148,278.9,280.38,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous silty mud,,
317-U1354C-26X-CC-A,317,U1354,C,26,26-CC,X,CC,A,0,35,280.38,280.73,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",micaceous calcareous v.f.-f. sandy mud,,
317-U1354C-27X-1-A,317,U1354,C,27,27-1,X,1,A,0,150,288.5,290.0,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud (silt) slightly micaceous,,
317-U1354C-27X-2-A,317,U1354,C,27,27-2,X,2,A,0,130,290.0,291.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud (silt) slightly micaceous,,
317-U1354C-27X-3-A,317,U1354,C,27,27-3,X,3,A,0,68,291.45,292.13,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud (silt) slightly micaceous,,
317-U1354C-27X-3-A,317,U1354,C,27,27-3,X,3,A,68,150,292.13,292.95,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",Very fine sandy mud,,
317-U1354C-27X-CC-A,317,U1354,C,27,27-CC,X,CC,A,0,34,292.95,293.29,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",Very fine sandy mud,,
317-U1354C-28X-1-A,317,U1354,C,28,28-1,X,1,A,0,112,298.1,299.22,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",Micaceous moderately sorted muddy v.f.-f. (mostly v.f.) sand,,
317-U1354C-28X-CC-A,317,U1354,C,28,28-CC,X,CC,A,0,18,299.32,299.5,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",Micaceous moderately sorted muddy v.f.-f. (mostly v.f.) sand,,
317-U1354C-28X-CC-A,317,U1354,C,28,28-CC,X,CC,A,18,32,299.5,299.64,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Homogeneous mud (silt),,
317-U1354C-29X-1-A,317,U1354,C,29,29-1,X,1,A,0,65,307.7,308.35,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",Micaceous muddy v.f. sand,,
317-U1354C-30X-1-A,317,U1354,C,30,30-1,X,1,A,0,119,317.0,318.19,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",Micaceous moderately sorted muddy v.f. sand,,
317-U1354C-30X-CC-A,317,U1354,C,30,30-CC,X,CC,A,0,33,318.29,318.62,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",Micaceous moderately sorted muddy v.f. sand,,
317-U1354C-31X-CC-A,317,U1354,C,31,31-CC,X,CC,A,0,7,326.6,326.67,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",shelly mud,,
317-U1354C-31X-CC-A,317,U1354,C,31,31-CC,X,CC,A,7,17,326.67,326.77,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",Micaceous v.f. sandy mud,,
317-U1354C-32X-1-A,317,U1354,C,32,32-1,X,1,A,0,72,336.2,336.92,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",Micaceous moderately sorted muddy v.f. sand,,
317-U1354C-36X-1-A,317,U1354,C,36,36-1,X,1,A,0,73,374.6,375.33,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",Micaceous moderately sorted muddy v.f. sand,,
