Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
369-U1514A-6H-3-A,96,150,50.06,50.6,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 7/1 (light gray),,,,structureless,,clay ,1,,,sparse,1,No presence of ichnofossils,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,6,H,3,A,,,,
369-U1514A-6H-4-A,0,140,50.6,52.0,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 7/3 (very pale brown),,,,structureless,,clay ,1,,,sparse,1,"Planolites burrows are present at 17 cm, 56-57 cm, 65 cm, 105 cm and 107 cm.",,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,6,H,4,A,,,,
369-U1514A-6H-5-A,0,150,52.1,53.6,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,low,2,"Planolites burrows are present at 20 cm, 46 cm, 68 cm, 92-92 cm, 99 cm, 102 cm, 136 cm, and at 141-146 cm. A very pale brown (10YR 8/4) burrow is present between 5-10 cm.",,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,6,H,5,A,,,,
369-U1514A-6H-6-A,0,9,53.6,53.69,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,,,A very pale brown (10YR 8/4) burrow is identified between 9-15 cm.,undulating or wavy boundary or contact ,irregular,diffuse,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,6,H,6,A,,,,
369-U1514A-6H-6-A,9,150,53.69,55.1,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,sparse,1,A gray color band occurs at 49 cm and large planolites at 133-135 cm and at 143-145 cm.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,6,H,6,A,,,,
369-U1514A-6H-7-A,0,79,55.1,55.89,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,sparse,1,"Color bands occur at 41 cm and at 52 cm. Planolites burrows occur at 59 cm, 70 cm and 73cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,6,H,7,A,,,,
369-U1514A-6H-CC-A,0,25,55.89,56.14,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,sparse,1,,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,6,H,CC,A,,,,
369-U1514A-7H-1-A,0,150,55.6,57.1,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,none,0,"Black Fe-Mn oxides are present at 25 cm, 81 cm, 113 cm and 130 cm.",,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,1,A,,,,
369-U1514A-7H-2-A,0,75,57.1,57.85,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,none,0,1-3 mm thick black Fe-Mn oxides are present throughout the section.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,2,A,,,,
369-U1514A-7H-2-A,76,129,57.86,58.39,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,none,0,1-3 mm thick black Fe-Mn oxides are present throughout the section.,color boundary or contact,curved,sharp,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,2,A,,,,
369-U1514A-7H-2-A,129,150,58.39,58.6,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,none,0,Color alternation between very pale brown (10YR 8/4) to light grayish beige occurs between 129-150 cm.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,2,A,,,,
369-U1514A-7H-3-A,0,150,58.6,60.1,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,none,0,Color alternates between very pale brown (10YR 8/4) and light gray (10YR 7/2) throughout the section,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,3,A,,,,
369-U1514A-7H-4-A,0,140,60.1,61.5,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,none,0,Color alternates between very pale brown (10YR 8/4) and light gray (10YR 7/2) throughout the section,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,4,A,,,,
369-U1514A-7H-5-A,0,43,61.61,62.04,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,none,0,Color alternates between very pale brown (10YR 8/4) and light gray (10YR 7/2) throughout the section,color boundary or contact,curved,diffuse,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,5,A,,,,
369-U1514A-7H-5-A,43,149,62.04,63.1,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,none,0,Round black thin (mm) nodules of Fe-Mn oxides occur at 117 cm and 120 cm.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,5,A,,,,
369-U1514A-7H-6-A,0,86,63.1,63.96,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,none,0,Round black thin (mm) nodules of Fe-Mn oxides occur at 63 cm and 82 cm.,color boundary or contact,kinked,gradational,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,6,A,,,,
369-U1514A-7H-6-A,86,151,63.96,64.61,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,none,0,A very dark gray (10YR 3/1) interval with dark small nodules (mm) of Fe-Mn oxides occurs at 133-136 cm.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,6,A,,,,
369-U1514A-7H-7-A,0,25,64.61,64.86,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,sparse,1,Gradational color change from very pale brown to light gray (10YR 8/3 to 10GY 7/2) along the section,color boundary or contact,curved,gradational,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,7,A,,,,
369-U1514A-7H-7-A,25,58,64.86,65.19,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 7/3 (very pale brown),,,,structureless,,clay ,1,,,sparse,1,"Non-rhythmic color changes from very pale brown (10YR 7/3), to grayish brown (10YR 5/2), to dark gray (10YR 4/1). At 56 cm color changes to very pale brown (10YR 8/2).",color boundary or contact,curved,diffuse,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,7,A,,,,
369-U1514A-7H-7-A,58,64,65.19,65.25,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,none,0,,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,7,A,,,,
369-U1514A-7H-CC-A,0,24,65.25,65.49,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,sparse,1,A 0.5 cm thick gray color band. Thin (mm) nodules of Fe-Mn oxides are present throughout the section.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,7,H,CC,A,,,,
369-U1514A-8H-1-A,0,44,65.1,65.54,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,mineral,manganese,sparse,1,Fe-Mn oxide band occurs at 11cm. Planolites burrow are identified at 35 cm.,color boundary or contact,linear,diffuse,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,1,A,,,,
369-U1514A-8H-1-A,44,57,65.54,65.67,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 7/3 (very pale brown),,,,structureless,,clay ,1,,,none,0,Non-rhythmic color changes every 1-2 cm.,color boundary or contact,linear,sharp,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,1,A,,,,
369-U1514A-8H-1-A,57,111,65.67,66.21,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,none,0,,bioturbated boundary or contact,linear,diffuse,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,1,A,,,,
369-U1514A-8H-1-A,111,150,66.21,66.6,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 7/4 (very pale brown),,,,structureless,,clay ,1,,,moderate,2,"light brown color bands (10YR 5/3) occur at 115 cm, 121-123 cm, 127-130 cm, 135 cm, 138-140 cm and 141-145 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,1,A,,,,
369-U1514A-8H-2-A,0,150,66.6,68.1,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 7/4 (very pale brown),,,,structureless,,clay ,1,mineral,manganese,low,2,Black color bands occur throughout this section. Black nodules of Fe-Mn oxides occur at 53-56 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,2,A,,,,
369-U1514A-8H-3-A,0,48,68.1,68.58,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 7/4 (very pale brown),,,,structureless,,clay ,1,mineral,manganese,sparse,1,Black color bands occur throughout this section. Black nodules of Fe-Mn oxides occur at 38-43 cm.,color boundary or contact,linear,sharp,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,3,A,,,,
369-U1514A-8H-3-A,48,86,68.58,68.96,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 6/3 (pale brown),,,,structureless,,clay ,1,mineral,manganese,low,2,Black color bands occur throughout this section. Black nodules of Fe-Mn oxides occur at 83-86 cm.,color boundary or contact,stepped,sharp,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,3,A,,,,
369-U1514A-8H-3-A,86,94,68.96,69.04,,,,,sponge spicule rich,nannofossil ooze,,sponge spicule rich nannofossil ooze,,,10YR 7/4 (very pale brown),,,normal grading,structureless,,silt ,2,mineral,manganese,sparse,1,Black nodules of Fe-Mn oxides occur at 93-94 cm.,sharp boundary or contact,irregular,sharp,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze,,,,369,U1514,A,8,H,3,A,,,,
369-U1514A-8H-3-A,94,127,69.04,69.37,,,,,sponge spicule rich,nannofossil ooze,,sponge spicule rich nannofossil ooze,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,low,2,,color boundary or contact,irregular,diffuse,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze,,,,369,U1514,A,8,H,3,A,,,,
369-U1514A-8H-3-A,127,142,69.37,69.52,,,,,sponge spicule rich,nannofossil ooze,,sponge spicule rich nannofossil ooze,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,moderate,2,Color changes gradationally from light yellowish brown to very pale brown (10YR 8/4 - 10YR 6/4).,color boundary or contact,linear,sharp,,,,,shell fragment,trace,sponge spicule rich nannofossil ooze,nannofossil ooze,,,,369,U1514,A,8,H,3,A,,,,
369-U1514A-8H-3-A,142,151,69.52,69.61,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,moderate,2,Thin (mm) dark color bands occur at 142 cm and at 150 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,3,A,,,,
369-U1514A-8H-4-A,0,10,69.61,69.71,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,low,2,,color boundary or contact,linear,diffuse,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,4,A,,,,
369-U1514A-8H-4-A,10,40,69.71,70.01,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,moderate,2,"Thin (mm) dark gray color bands occur at 18 cm, 31 cm and at 35 cm. Fe-Mn oxides nodules occur between 11-15 cm.",bioturbated boundary or contact,irregular,diffuse,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,4,A,,,,
369-U1514A-8H-4-A,40,46,70.01,70.07,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/4 (very pale brown),,,normal grading,structureless,,silt ,2,mineral,manganese,low,2,Black nodules of Fe-Mn oxides occur between 43-45 cm.,sharp boundary or contact,linear,sharp,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,4,A,,,,
369-U1514A-8H-4-A,46,151,70.07,71.12,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 7/4 (very pale brown),,,,structureless,,clay ,1,mineral,manganese,moderate,2,"Black nodules of Fe-Mn oxides at 52 cm, 57 cm, 120 cm and at 128 cm. Planolites burrows are present at 66 cm, 91 cm and at 97 cm. Color banding occurs at 54-55 cm, 96-98 cm, 128-130 cm and at 136-137 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,4,A,,,,
369-U1514A-8H-5-A,0,151,71.12,72.63,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,moderate,2,"Black Fe-Mn oxides occur throughout this section. Planolites burrows occur at 25 cm, 34 cm, 51 cm, 73-76 cm, 107-109 cm and at 142 cm. Color banding is evident at 21 cm, 35 cm, 57-59 cm, 78-80 cm, 83 cm, 85-86 cm, 90-91 cm, 107 cm and at 129-132 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,5,A,,,,
369-U1514A-8H-6-A,0,77,72.63,73.4,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,moderate,2,"Color banding occurs at 5 cm, 7-8 cm, 13-14 cm, 24 cm, 33 cm, 35 cm, 37-39 cm, 46-50 cm, 53-55 cm and at 63-66 cm.",bioturbated boundary or contact,linear,diffuse,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,6,A,,,,
369-U1514A-8H-6-A,77,119,73.4,73.82,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 4/3 (brown),mottled,,,,,clay ,1,mineral,manganese,high,3,Black Fe-Mn oxides occur disseminated throughout this section.,color boundary or contact,linear,gradational,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,6,A,,,,
369-U1514A-8H-6-A,119,150,73.82,74.13,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,mineral,manganese,low,2,Black Fe-Mn oxides occur disseminated throughout this section. A Fe-Mn oxide nodule is present at 147-178 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,6,A,,,,
369-U1514A-8H-7-A,0,34,74.13,74.47,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,moderate,2,"Burrows are present at 2 cm, 4-7 cm, 13-14 cm and at 30-31 cm. Fe-Mn oxides occur disseminated from 7-13 cm.",color boundary or contact,linear,gradational,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,7,A,,,,
369-U1514A-8H-7-A,34,60,74.47,74.73,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 7/6 (yellow),,,,structureless,,clay ,1,nodule,manganese,sparse,1,Black Fe-Mn oxide nodules occur between 55-57 cm.,color boundary or contact,linear,gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,8,H,7,A,,,,
369-U1514A-8H-7-A,66,71,74.79,74.84,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,nodule,manganese,low,2,Black Fe-Mn oxide nodules occur between 61-63 cm and at 65 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,8,H,7,A,,,,
369-U1514A-8H-CC-A,0,44,74.84,75.28,,,,,biosiliceous,nannofossil ooze,,biosiliceous nannofossil ooze,,,10YR 7/4 (very pale brown),,,,structureless,,clay ,1,nodule,manganese,low,2,"Black Fe-Mn oxide nodules occur at 24 cm, 40 cm and 43 cm.",,,,,,,,,,biosiliceous nannofossil ooze,nannofossil ooze,,,,369,U1514,A,8,H,CC,A,,,,
369-U1514A-9H-1-A,0,151,74.6,76.11,,,,,sponge spicule rich,nannofossil ooze,,sponge spicule rich nannofossil ooze,,,10YR 7/4 (very pale brown),massive,,,structureless,,clay ,1,nodule,manganese,low,2,"Black Fe-Mn oxide nodules occur at 3-4 cm, 14 cm, 14-15 cm, 21 cm, 23 cm, 25-28 cm, 31 cm, 33 cm, 41 cm, 44 cm, 49-52 cm, 60-63 cm, 90 cm, 102 cm, 124 cm, and at 142 cm.",,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze,,,,369,U1514,A,9,H,1,A,,,,
369-U1514A-9H-2-A,0,150,76.11,77.61,,,,,sponge spicule rich,nannofossil ooze,,sponge spicule rich nannofossil ooze,,,10YR 7/4 (very pale brown),massive,,,structureless,,clay ,1,mineral,manganese,low,2,"Black Fe-Mn oxide nodules occur at 50-59 cm, 91 cm, 95-97 cm, 119-122 cm, 138-145 cm. A planolites burrow occurs at 57-58 cm.",,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze,,,,369,U1514,A,9,H,2,A,,,,
369-U1514A-9H-3-A,0,150,77.61,79.11,,,,,sponge spicule rich,nannofossil ooze,,sponge spicule rich nannofossil ooze,,,10YR 8/4 (very pale brown),massive,,,structureless,,clay ,1,mineral,manganese,moderate,2,"Black Fe-Mn oxide nodules occur at 43-44 cm, 51-55 cm, 69-75 cm, 100-110 cm and at 132-143 cm.",,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze,,,,369,U1514,A,9,H,3,A,,,,
369-U1514A-9H-4-A,0,12,79.11,79.23,,,,,sponge spicule rich,nannofossil ooze,,sponge spicule rich nannofossil ooze,,,10YR 8/4 (very pale brown),massive,,,structureless,,clay ,1,mineral,manganese,moderate,2,,color boundary or contact,linear,gradational,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze,,,,369,U1514,A,9,H,4,A,,,,
369-U1514A-9H-4-A,12,141,79.23,80.52,,,,,sponge spicule rich,nannofossil ooze,,sponge spicule rich nannofossil ooze,,,10YR 8/2 (very pale brown),massive,,,structureless,,clay ,1,,,moderate,2,Pale brown (10YR 8/4) color bands occur at 47-58 cm and at 94-104 cm.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze,,,,369,U1514,A,9,H,4,A,,,,
369-U1514A-9H-5-A,0,58,80.62,81.2,,,,,sponge spicule rich,nannofossil ooze,,sponge spicule rich nannofossil ooze,,,10YR 8/2 (very pale brown),massive,,,structureless,,clay ,1,nodule,manganese,moderate,2,Fe-Mn oxide nodules occur at 41-43 cm.,color boundary or contact,irregular-stepped,gradational,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze,,,,369,U1514,A,9,H,5,A,,,,
369-U1514A-9H-5-A,58,150,81.2,82.12,,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive,,,structureless,,clay ,1,,,,,A very pale brown (10YR8/2) and more biorturbated interval occurs between 135-150 cm.,,,,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,9,H,5,A,,,,
369-U1514A-9H-6-A,0,128,82.12,83.4,,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive,,,structureless,,clay ,1,,,,,A darker interval occurs at 94-97cm.,color boundary or contact,irregular,diffuse,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,9,H,6,A,,,,
369-U1514A-9H-6-A,128,151,83.4,83.63,,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,9,H,6,A,,,,
369-U1514A-9H-7-A,0,72,83.63,84.35,,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,9,H,7,A,,,,
369-U1514A-9H-CC-A,0,34,84.35,84.69,,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,9,H,CC,A,,,,
369-U1514A-10H-1-A,0,150,84.1,85.6,,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,5Y 7/2 (light gray),massive,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,10,H,1,A,,,,
369-U1514A-10H-2-A,0,151,85.6,87.11,,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive,,,structureless,,clay ,1,,,low,2,"Light olive gray (GLEY 1 6/10Y) intervals occur at 26-35 cm, 66-77 cm and at 95-115 cm. Grayish green intervals (GLEY 1 4/5G) occur at 106-107 cm and at 126-132 cm.",,,,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,10,H,2,A,,,,
369-U1514A-10H-3-A,0,17,87.11,87.28,,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,GLEY 1 7/10Y (light greenish grey),massive,,,structureless,,clay ,1,,,low,2,A light olive gray (GLEY 5Y 6/2) inteval occurs between 0-9 cm. A grayish green (GLEY 1 4/5G) interval occurs at 15-17 cm.,color boundary or contact,straight,sharp,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,10,H,3,A,,,,
369-U1514A-10H-3-A,17,151,87.28,88.62,,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,5Y 7/2 (light gray),massive,,,structureless,,clay ,1,,,low,2,"Light greenish gray (GLEY 1 8/10GY) intervals occur at 28-39 cm, 58-88 cm and at 113-151 cm.",,,,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,10,H,3,A,,,,
369-U1514A-10H-4-A,0,140,88.62,90.02,,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,5Y 7/2 (light gray),massive,,,structureless,,clay ,1,,,low,2,Light greenish gray (GLEY 1 8/10GY) intervals occur between 0-7 cm and 112-140 cm.,,,,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,10,H,4,A,,,,
369-U1514A-10H-5-A,0,2,90.12,90.14,I-a,,,,clayey,nannofossil ooze,with sponge spicules,clayey nannofossil ooze with sponge spicules,,,5Y 7/2 (light gray),massive,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,clayey nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,10,H,5,A,,,,
369-U1514A-10H-5-A,2,151,90.14,91.63,I-b,,,,nannofossil-rich,clay,with sponge spicules,nannofossil-rich clay with sponge spicules,,,5Y 7/2 (light gray),massive,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil-rich clay,clay with sponge spicules,,,,369,U1514,A,10,H,5,A,,,,
