Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
355-U1456A-42F-3-A,0,18,256.96,257.14,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,light gray,10YR 6/1 (gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-42F-3-A,18,66,257.14,257.62,,,clay,,clay,,,gray,10YR 5/1 (gray),95,clay,1,clay,1,,,silt,,silt,silt,silt,light gray,10YR 6/1 (gray),5,silt,2,silt,2,,100,,,,,,,,,,,,,,,,
355-U1456A-42F-4-A,0,18,257.62,257.8,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-42F-4-A,18,69,257.8,258.31,,,silt,,silt,,,gray,10YR 5/1 (gray),80,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),20,clay,1,clay,1,,100,,,,,,,,,,,,,,,,
355-U1456A-43F,0,360,258.4,262,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-43F-1-A,0,9,258.4,258.49,,,silt,,silt,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-43F-1-A,9,56,258.49,258.96,,,silt,with clay,silt with clay,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-43F-1-A,56,85,258.96,259.25,,,sand,with silt,sand with silt,,,dark gray,10YR 4/1 (dark gray),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-43F-1-A,85,107,259.25,259.47,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-43F-2-A,0,113,259.47,260.6,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,
355-U1456A-43F-3-A,0,80,260.6,261.4,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,
355-U1456A-43F-4-A,0,55,261.4,261.95,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,
355-U1456A-44F,0,381,263,266.81,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-44F-1-A,0,18,263,263.18,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-44F-1-A,18,37,263.18,263.37,,,clay,,clay,,,light gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-44F-1-A,37,70,263.37,263.7,,,clay,,clay,,,light gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,dark gray,10YR 3/1 (very dark gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-44F-1-A,70,91,263.7,263.91,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,
355-U1456A-44F-1-A,91,113,263.91,264.13,,,clay,,clay,,,light gray,10YR 5/1 (gray),80,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-44F-1-A,113,150,264.13,264.5,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),90,fine sand,4,fine sand,4,,,silt,,silt,silt,silt,gray,GLEY 1 4/5G (greenish gray),10,silt,2,silt,2,,100,,,,,,,,,,,,,,,,
355-U1456A-44F-2-A,0,9,264.5,264.59,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,4,,4,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-44F-2-A,9,55,264.59,265.05,,,clay,,clay,,,light gray,10YR 5/1 (gray),90,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),10,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-44F-2-A,55,124,265.05,265.74,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-44F-3-A,0,58,265.74,266.32,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,
355-U1456A-44F-4-A,0,44,266.32,266.76,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,
355-U1456A-45F,0,155,267.3,268.85,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-45F-1-A,0,150,267.3,268.8,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-45F-CC-A,0,9,268.71,268.8,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-46F,0,510,272,277.1,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-46F-1-A,0,17,272,272.17,,,silt,,silt,,,gray,10YR 5/1 (gray),70,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),30,clay,1,clay,1,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-46F-1-A,17,35,272.17,272.35,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-46F-1-A,35,52,272.35,272.52,,,silt,,silt,,,gray,10YR 5/1 (gray),60,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),40,clay,1,clay,1,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-46F-1-A,52,75,272.52,272.75,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-46F-1-A,75,150,272.75,273.5,,,clay,,clay,,,gray,10YR 5/1 (gray),95,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 6/1 (gray),5,silt,2,silt,2,,100,,,,,,,,,,,,,,,,
355-U1456A-46F-2-A,0,29,273.5,273.79,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-46F-2-A,29,64,273.79,274.14,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-46F-2-A,64,150,274.14,275,,,clay,,clay,,,gray,10YR 5/1 (gray),90,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 6/1 (gray),10,silt,2,silt,2,,100,,,,,,,,,,,,,,,,
355-U1456A-46F-3-A,0,35,275,275.35,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-46F-3-A,35,66,275.35,275.66,,,clay,,clay,,,gray,10YR 5/1 (gray),80,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-46F-3-A,66,92,275.66,275.92,,,clay,,clay,,,gray,10YR 5/1 (gray),95,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),5,silt,2,silt,2,,100,,,,,,,,,,,,,,,,
355-U1456A-46F-4-A,0,69,276.01,276.7,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-46F-CC-A,0,35,276.7,277.05,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-47F,0,445,276.7,281.15,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-47F-1-A,0,10,276.7,276.8,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-47F-1-A,10,29,276.8,276.99,,,silt,,silt,,,gray,10YR 5/1 (gray),90,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),10,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-47F-1-A,29,63,276.99,277.33,,,clay,,clay,,,gray,10YR 5/1 (gray),80,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-47F-1-A,63,89,277.33,277.59,,,silt,,silt,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-47F-1-A,89,134,277.59,278.04,,,silt,,silt,,,gray,10YR 5/1 (gray),90,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),10,clay,1,clay,1,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-47F-1-A,134,150,278.04,278.2,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,,,,,,,,,,,,,,,,
355-U1456A-47F-2-A,0,21,278.2,278.41,,,silt,,silt,,,gray,10YR 5/1 (gray),60,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),40,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-47F-2-A,21,59,278.41,278.79,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,planar,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-47F-2-A,59,84,278.79,279.04,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,wavy,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-47F-2-A,84,126,279.04,279.46,,,silt,,silt,,,gray,10YR 5/1 (gray),70,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),30,clay,1,clay,1,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-47F-2-A,126,150,279.46,279.7,,,clay,,clay,,,gray,10YR 5/1 (gray),80,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 6/1 (gray),20,silt,2,silt,2,,100,,,,,,,,,,,,,,,,
355-U1456A-47F-3-A,0,20,279.7,279.9,,,clay,,clay,,,gray,10YR 5/1 (gray),90,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),10,silt,2,silt,2,,100,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-47F-3-A,20,67,279.9,280.37,,,silt,,silt,,,gray,10YR 5/1 (gray),70,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),30,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-47F-3-A,67,79,280.37,280.49,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-47F-3-A,79,94,280.49,280.64,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-47F-3-A,94,108,280.64,280.78,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-47F-3-A,108,129,280.78,280.99,,,clay,,clay,,,gray,10YR 5/1 (gray),60,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,,,,,,100,,,,,,,,,,,,,,,,
355-U1456A-47F-CC-A,0,11,280.99,281.1,,,silt,,silt,,,gray,10YR 5/1 (gray),60,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),40,clay,1,clay,1,,100,,,,,,,,,,,,,,,,
355-U1456A-48F,0,312,281.4,284.52,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-48F-1-A,0,135,281.4,282.75,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-48F-2-A,0,100,282.75,283.75,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-48F-3-A,0,63,283.75,284.38,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-48F-CC-A,0,9,284.38,284.47,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-49F,0,380,286.1,289.9,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-49F-1-A,0,15,286.1,286.25,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-49F-1-A,15,35,286.25,286.45,,,clay,,clay,,,gray,10YR 5/1 (gray),50,clay,1,clay,1,,,silt,with clay,silt,silt with clay,silt with clay,gray,10YR 5/1 (gray),50,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-49F-1-A,35,72,286.45,286.82,,,sand,,sand,,,gray,10YR 4/1 (dark gray),50,fine sand,4,fine sand,4,,,sand,with silt,sand,sand with silt,sand with silt,gray,10YR 5/1 (gray),50,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-49F-1-A,72,96,286.82,287.06,,,clay,,clay,,,gray,10YR 5/1 (gray),50,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),50,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-49F-1-A,96,126,287.06,287.36,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-49F-1-A,126,141,287.36,287.51,,,silt,with clay,silt with clay,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-49F-2-A,0,10,287.6,287.7,,,silt,with clay,silt with clay,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-49F-2-A,10,39,287.7,287.99,,,clay,,clay,,,gray,10YR 5/1 (gray),50,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),50,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-49F-2-A,39,69,287.99,288.29,,,clay,,clay,,,gray,10YR 5/1 (gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-49F-2-A,69,93,288.29,288.53,,,silt,with clay,silt with clay,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-49F-2-A,93,106,288.53,288.66,,,clay,,clay,,,gray,10YR 5/1 (gray),90,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),10,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-49F-2-A,106,150,288.66,289.1,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-49F-3-A,0,65,289.1,289.75,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-49F-CC-A,0,10,289.75,289.85,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-50F,0,340,290.8,294.2,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-50F-1-A,0,10,290.8,290.9,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-50F-1-A,10,48,290.9,291.28,,,silt,,silt,,,gray,10YR 5/1 (gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-50F-1-A,48,83,291.28,291.63,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-50F-1-A,83,100,291.63,291.8,,,clay,,clay,,,gray,10YR 5/1 (gray),80,clay,1,clay,1,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-50F-1-A,100,107,291.8,291.87,,,sand,with silt,sand with silt,,,gray,10YR 5/1 (gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-50F-2-A,0,7,291.87,291.94,,,sand,with silt,sand with silt,,,gray,10YR 5/1 (gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-50F-2-A,7,20,291.94,292.07,,,silt,,silt,,,gray,10YR 5/1 (gray),70,silt,2,silt,2,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),30,clay,1,clay,1,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-50F-2-A,20,52,292.07,292.39,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,irregular,wavy,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-50F-2-A,52,74,292.39,292.61,,,silt,,silt,,,gray,10YR 5/1 (gray),70,silt,2,very fine sand,3,,,clay,,clay,clay,clay,gray,10YR 5/1 (gray),30,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-50F-2-A,74,90,292.61,292.77,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-50F-2-A,90,105,292.77,292.92,,,sand,with silt,sand with silt,,,gray,10YR 5/1 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-50F-3-A,0,40,292.92,293.32,,,sand,with silt,sand with silt,,,gray,10YR 5/1 (gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-50F-3-A,40,74,293.32,293.66,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-50F-4-A,0,49,293.66,294.15,,,sand,,sand,,,gray,GLEY 1 4/5G (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-51F,0,378,295.5,299.28,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-51F-1-A,0,114,295.5,296.64,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-51F-2-A,0,124,296.64,297.88,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-51F-3-A,0,125,297.88,299.13,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-51F-CC-A,0,10,299.13,299.23,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-52F,0,443,300.2,304.63,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-52F-1-A,0,97,300.2,301.17,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-52F-1-A,97,116,301.17,301.36,,,silt,with clay,silt with clay,,,light gray,5YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-52F-1-A,116,150,301.36,301.7,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-52F-2-A,0,15,301.7,301.85,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-52F-2-A,15,43,301.85,302.13,,,silt,with clay,silt with clay,,,light gray,5YR 5/1 (gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,planar,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-52F-2-A,43,118,302.13,302.88,,,sand,with silt,sand with silt,,,light gray,5YR 5/1 (gray),85,fine sand,4,medium sand,5,,,clay,with silt,clay,clay with silt,clay with silt,light gray,5YR 5/1 (gray),15,clay,1,silt,2,,100,irregular,scoured,vertical,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-52F-2-A,118,140,302.88,303.1,,,sand,with silt,sand with silt,,,light gray,5YR 5/1 (gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-52F-3-A,0,138,303.2,304.58,,,sand,with silt,sand with silt,,,light gray,5YR 5/1 (gray),95,fine sand,4,medium sand,5,,,clay,with silt,clay,clay with silt,clay with silt,light gray,5YR 5/1 (gray),5,clay,1,silt,2,,100,,,,very thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-53F,0,471,304.9,309.61,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
