Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
355-U1456A-9H-5-A,80,96,77.8,77.96,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 6/10Y (greenish gray),60,clay,1,silt,2,,silty,sand,with nannofossils,silty sand,silty sand with nannofossils,sand with nannofossils,light green,GLEY 1 6/10Y (greenish gray),40,,,,,,100,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-9H-5-A,96,135,77.96,78.35,,,nannofossil ooze,with clay,nannofossil ooze with clay,,color banding,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-9H-5-A,135,140,78.35,78.4,,silty,nannofossil ooze,,silty nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,
355-U1456A-9H-6-A,0,60,78.5,79.1,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,white,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 5/10Y (greenish gray),10,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-9H-6-A,60,87,79.1,79.37,,nannofossil rich,clay,,nannofossil rich clay,,burrows,white,GLEY 1 7/10Y (light greenish grey),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,white,GLEY 1 5/10Y (greenish gray),20,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-9H-6-A,87,100,79.37,79.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light green,GLEY 1 6/10Y (greenish gray),70,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,light green,GLEY 1 6/10Y (greenish gray),30,very fine sand,3,fine sand,4,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-9H-7-A,0,30.5,79.5,79.805,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,light green,GLEY 1 7/10Y (light greenish grey),10,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-9H-7-A,30.5,45,79.805,79.95,,,nannofossil ooze,with clay,nannofossil ooze with clay,,normal grading,light green,GLEY 1 7/10Y (light greenish grey),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark green,GLEY 1 4/10Y (dark greenish gray),20,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-9H-7-A,45,62,79.95,80.12,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-9H-CC-A,0,15,80.12,80.27,,,nannofossil ooze,with clay,nannofossil ooze with clay,,normal grading,light green,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,very coarse sand,7,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-10H,0,916,80.5,89.66,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-10H-1-A,0,94,80.5,81.44,,,nannofossil ooze,with clay,nannofossil ooze with clay,,normal grading,light green,GLEY 1 7/10Y (light greenish grey),,silt,2,very fine sand,3,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,light green,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-10H-1-A,94,150,81.44,82,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,light green,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-10H-2-A,0,137,82,83.37,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-10H-2-A,137,150,83.37,83.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-10H-3-A,0,24,83.5,83.74,,,nannofossil ooze,,nannofossil ooze,,parallel lamination,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,light green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,gradational,wavy,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-10H-3-A,24,67,83.74,84.17,,nannofossil rich,clay,,nannofossil rich clay,,patch or bleb,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,irregular,bioturbated,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-10H-3-A,67,150,84.17,85,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-10H-4-A,0,12,85,85.12,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-10H-4-A,12,34,85.12,85.34,,silty,nannofossil ooze,with clay,silty nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,light green,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,planar,sharp,inclined,medium bedded,,,,,,,,,,,,
355-U1456A-10H-4-A,34,99,85.34,85.99,,,nannofossil ooze,with clay,nannofossil ooze,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 4/10GY (dark greenish gray),,fine sand,4,fine sand,4,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-10H-4-A,99,150,85.99,86.5,,nannofossil rich,clay,,nannofossil rich clay,,patch or bleb,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-10H-5-A,0,140,86.5,87.9,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 5/10Y (greenish gray),,very fine sand,3,fine sand,4,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-10H-6-A,0,24,88,88.24,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 5/10Y (greenish gray),,very fine sand,3,fine sand,4,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-10H-6-A,24,72,88.24,88.72,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 5/10Y (greenish gray),,very fine sand,3,fine sand,4,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-10H-6-A,72,144,88.72,89.44,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,,,clay,1,clay,1,,,,,,,,,,,,,,,,,,
355-U1456A-10H-CC-A,0,16,89.44,89.6,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-11H,0,929,90,99.29,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-11H-1-A,0,12,90,90.12,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,wavy,vertical,medium bedded,,,,,,,,,,,,
355-U1456A-11H-1-A,12,150,90.12,91.5,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-11H-2-A,0,150,91.5,93,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,white,GLEY 1 7/5G (pale green),,clay,1,clay,1,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-11H-3-A,0,95,93,93.95,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),60,clay,1,silt,2,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,white,GLEY 1 7/5G (pale green),40,clay,1,silt,2,,100,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-11H-3-A,95,146,93.95,94.46,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-11H-3-A,146,150,94.46,94.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-11H-4-A,0,150,94.5,96,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-11H-5-A,0,126,96,97.26,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-11H-5-A,126,136,97.26,97.36,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-11H-5-A,136,140,97.36,97.4,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-11H-6-A,0,88,97.5,98.38,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),60,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 5/10Y (greenish gray),40,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,slight,2,,,,,,
355-U1456A-11H-6-A,88,91,98.38,98.41,,,clay,,clay with nannofossils,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,
355-U1456A-11H-7-A,0,10,98.41,98.51,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-11H-7-A,10,23,98.51,98.64,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-11H-7-A,23,33,98.64,98.74,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-11H-7-A,33,51,98.74,98.92,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-11H-7-A,51,62,98.92,99.03,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-11H-CC-A,0,18,99.03,99.21,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-12H,0,678,99.5,106.28,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-12H-1-A,0,14,99.5,99.64,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-12H-1-A,14,143,99.64,100.93,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-12H-1-A,143,150,100.93,101,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/5G (light greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-12H-2-A,0,24,101,101.24,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,white,GLEY 1 8/5G (light greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-12H-2-A,24,135,101.24,102.35,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),80,clay,1,clay,1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,light green,GLEY 1 7/10Y (light greenish grey),20,clay,1,clay,1,,100,irregular,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-12H-2-A,135,150,102.35,102.5,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,white,GLEY 1 8/N (white gray),60,clay,1,clay,1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,light green,GLEY 1 7/10Y (light greenish grey),40,clay,1,clay,1,,100,irregular,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-12H-3-A,0,77,102.5,103.27,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,,,,,,
355-U1456A-12H-3-A,77,89,103.27,103.39,,nannofossil rich,silt,with clay,nannofossil rich silt with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-12H-3-A,89,115,103.39,103.65,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-12H-3-A,115,150,103.65,104,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),70,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 4/5G (dark greenish gray),30,very fine sand,3,very fine sand,3,,100,,,,,,,,,,,,,,,,
355-U1456A-12H-4-A,0,13,104,104.13,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-12H-4-A,13,39,104.13,104.39,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-12H-4-A,39,60,104.39,104.6,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-12H-5-A,0,78,104.6,105.38,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,white,GLEY 1 8/5G (pale green),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-12H-5-A,78,109,105.38,105.69,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,white,GLEY 1 6/5G (pale green),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-12H-CC-A,0,24,105.69,105.93,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,light green,GLEY 1 7/10Y (light greenish grey),80,clay,1,clay,1,,silty,nannofossil ooze,with clay,silty nannofossil ooze,silty nannofossil ooze with clay,nannofossil ooze with clay,dark green,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,planar,sharp,,,,,,,,,,,,,,
355-U1456A-12H-CC-A,24,54,105.93,106.23,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-13H,0,906,109,118.06,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-13H-1-A,0,9,109,109.09,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-13H-1-A,9,31,109.09,109.31,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-13H-1-A,31,64,109.31,109.64,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-13H-1-A,64,114,109.64,110.14,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),60,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),40,very fine sand,3,very fine sand,3,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-13H-1-A,114,138,110.14,110.38,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),60,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),40,very fine sand,3,very fine sand,3,,100,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-13H-1-A,138,147,110.38,110.47,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-13H-2-A,0,14,110.47,110.61,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),80,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),20,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-2-A,14,43,110.61,110.9,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-2-A,43,55,110.9,111.02,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,very fine sand,3,very fine sand,3,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-2-A,55,67,111.02,111.14,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,sharp,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-2-A,67,85,111.14,111.32,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-2-A,85,104,111.32,111.51,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-2-A,104,113,111.51,111.6,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-2-A,113,140,111.6,111.87,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 6/5G (pale green),60,clay,1,clay,1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,light green,GLEY 1 7/10Y (light greenish grey),40,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-2-A,140,150,111.87,111.97,,nannofossil rich,clay,,nannofossil rich clay,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-13H-3-A,0,9,111.97,112.06,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-3-A,9,20,112.06,112.17,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-13H-3-A,20,30,112.17,112.27,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,
355-U1456A-13H-3-A,30,43,112.27,112.4,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-13H-3-A,43,47,112.4,112.44,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-3-A,47,59,112.44,112.56,,nannofossil rich,clay,,nannofossil rich clay,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1456A-13H-3-A,59,65,112.56,112.62,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
