Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1406C-9H-5-A,342,U1406,C,9,9-5,H,5,A,0,150,75.4,76.9,,nannofossil ooze [Leg339],with biogenic components [Leg339],nannofossil ooze  with biogenic components ,10GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,very uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biogenic components ,,,,,,,
342-U1406C-9H-6-A,342,U1406,C,9,9-6,H,6,A,0,140,76.9,78.3,,nannofossil ooze [Leg339],with biogenic components [Leg339],nannofossil ooze  with biogenic components ,10GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,very uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biogenic components ,,,,,,,
342-U1406C-9H-7-A,342,U1406,C,9,9-7,H,7,A,0,52,78.3,78.82,,nannofossil ooze [Leg339],with biogenic components [Leg339],nannofossil ooze  with biogenic components ,10GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"very uniform, greenish layer at 25 cm, 49-50",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biogenic components ,,,,,,,
342-U1406C-10H-1-A,342,U1406,C,10,10-1,H,1,A,0,150,78.9,80.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"between 108 and 132 cm several thin greenish-gray horizons are intercalated, sulfide enrichment in blackish blebs at 67-69 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-10H-2-A,342,U1406,C,10,10-2,H,2,A,0,91,80.4,81.31,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,greenish horion at 37-38 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-10H-2-A,342,U1406,C,10,10-2,H,2,A,91,97,81.31,81.37,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-10H-2-A,342,U1406,C,10,10-2,H,2,A,97,150,81.37,81.9,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-10H-3-A,342,U1406,C,10,10-3,H,3,A,0,150,81.9,83.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"diffuse greenish gray levels at 9-11, 13-15, 36-38, 110-111 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-10H-4-A,342,U1406,C,10,10-4,H,4,A,0,21,83.4,83.61,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"diffuse greenish gray levels at 9-11, 13-15, 36-38, 110-111 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-10H-4-A,342,U1406,C,10,10-4,H,4,A,21,29,83.61,83.69,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-10H-4-A,342,U1406,C,10,10-4,H,4,A,29,150,83.69,84.9,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,brownish-gray (5Y 6/2) patches and sulfides are more common between 60 and 100 cm; diffuse greenish-gray interval 130-137 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-10H-5-A,342,U1406,C,10,10-5,H,5,A,0,150,84.9,86.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"blackish sulfides along cracks are common between 0-35 cm, microfaulting ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-10H-6-A,342,U1406,C,10,10-6,H,6,A,0,150,86.4,87.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very slightly mottled, below 99 cm greenish-gray (99-100, 116-117 cm) and brownish-gray (121-124, 40-42 cm; 5Y 6/1) horizons are intercalated",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1406C-10H-7-A,342,U1406,C,10,10-7,H,7,A,0,60,87.9,88.5,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,54-60 cm somewhat greener,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-11H-1-A,342,U1406,C,11,11-1,H,1,A,0,150,88.4,89.9,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish levels at 20-21, 27-29, 65, 95, 99 cm; 2 cm sulfide bleb at 36 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-11H-2-A,342,U1406,C,11,11-2,H,2,A,0,150,89.9,91.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish level at 8-11; several brownish-gray patches, dark grayish-green interval at 20-22 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-11H-3-A,342,U1406,C,11,11-3,H,3,A,0,150,91.4,92.9,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"45-50 cm diffuse grayish interval, 104-105 cm greenish-gray level",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-11H-4-A,342,U1406,C,11,11-4,H,4,A,0,150,92.9,94.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish-layer at 14, 122 and 126 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-11H-5-A,342,U1406,C,11,11-5,H,5,A,0,150,94.4,95.9,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish layers at 44, 125-127 cm, brownish gray patches between 60 and 87 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-11H-6-A,342,U1406,C,11,11-6,H,6,A,0,101,95.9,96.91,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish layer at 89 cm, diffuse greyish interval between 57-62 with gradual change toward brown-gray; brwonish-gray patches",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-11H-7-A,342,U1406,C,11,11-7,H,7,A,0,80,96.91,97.71,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish layer 20 cm, few small brownish-gray patches",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-11H-CC-A,342,U1406,C,11,11-CC,H,CC,A,0,19,97.71,97.95,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-12H-1-A,342,U1406,C,12,12-1,H,1,A,0,150,97.9,99.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish-gray levels (5G 5/1) at 24-25, 82, 131 cm, few brownish-gray patches (10Y 7/1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-12H-2-A,342,U1406,C,12,12-2,H,2,A,0,150,99.4,100.9,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"grayish sulfide patches at 6-7 cm, 19-20 cm, weakly developed greenish-gray interval between 101-121 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-12H-3-A,342,U1406,C,12,12-3,H,3,A,0,150,100.9,102.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"grayish sulfide bleb at 24-25 cm, thin greenish levels at 65-66, 81-83, 99-102, 130-134 and 140-141 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-12H-4-A,342,U1406,C,12,12-4,H,4,A,0,150,102.4,103.9,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, grownish gray patches are more abundanct, sulfide rich interval at 60-62 cm, greenish layers are only weakly developed",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-12H-5-A,342,U1406,C,12,12-5,H,5,A,0,130,103.9,105.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,similar to Section 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-12H-5-A,342,U1406,C,12,12-5,H,5,A,130,142,105.2,105.32,,nannofossil ooze [Leg339],,nannofossil ooze ,N 4 (dark gray),,,,moderate_339 [DB91],4,,darker interval: gradual change from greenish-gray at top to dark gray and brown gray at the bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-12H-5-A,342,U1406,C,12,12-5,H,5,A,142,150,105.32,105.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-12H-6-A,342,U1406,C,12,12-6,H,6,A,0,150,105.4,106.9,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish-gray horizon at 26 cm, brownish-gray patches occur",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1406C-12H-7-A,342,U1406,C,12,12-7,H,7,A,0,58,106.9,107.48,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,brownish-gray patches occur,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-12H-CC-A,342,U1406,C,12,12-CC,H,CC,A,0,18,107.48,107.76,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,greenish-gray horizon at 4-5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-13H-1-A,342,U1406,C,13,13-1,H,1,A,0,126,107.4,108.66,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,"slightly mottled, few weakly-developed brownish gray patches",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-13H-2-A,342,U1406,C,13,13-2,H,2,A,0,31,108.66,108.97,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,20-22 cm greenish gray (5G 6/1) horizon,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-13H-3-A,342,U1406,C,13,13-3,H,3,A,0,114,108.97,110.11,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"brownish-gray horizon (10Y 7/1) at 42-44 cm
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-13H-3-A,342,U1406,C,13,13-3,H,3,A,114,117,110.11,110.14,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-13H-3-A,342,U1406,C,13,13-3,H,3,A,117,150,110.14,110.47,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-13H-4-A,342,U1406,C,13,13-4,H,4,A,0,150,110.47,111.97,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"moderately mottled, grayish-black sulfides 19-20 cm, 54-69 cm greenish levels, grayish-brown interval between 114-121 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-13H-5-A,342,U1406,C,13,13-5,H,5,A,0,150,111.97,113.47,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish-gray horizons between 6 and 8 cm, and below 122 cm several weakly developed greenish horizons: several brownish-gray patches, the most prominent one at 24 to 27 cm with thin green haloe",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-13H-6-A,342,U1406,C,13,13-6,H,6,A,0,119,113.47,114.66,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish-gray level at 27-29 cm, and two sulfide rich horizons at 36 and 43 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-13H-CC-A,342,U1406,C,13,13-CC,H,CC,A,0,52,114.66,115.29,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-14H-1-A,342,U1406,C,14,14-1,H,1,A,0,150,116.9,118.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled; sulfide layer at 89 cm, greenish, brownish-gray patches",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-14H-2-A,342,U1406,C,14,14-2,H,2,A,0,150,118.4,119.9,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,very homogenous; few brownish-grayish patches,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-14H-3-A,342,U1406,C,14,14-3,H,3,A,0,150,119.9,121.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,very homogenous; distinct greenish-gray (5G 6/1) layer at 38 cm ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-14H-4-A,342,U1406,C,14,14-4,H,4,A,0,150,121.4,122.9,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,very homogenous; distinct greenish-gray (5G 6/1) layer at 138-140 cm ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-14H-5-A,342,U1406,C,14,14-5,H,5,A,0,150,122.9,124.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, brwonish patches, sulfides",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-14H-6-A,342,U1406,C,14,14-6,H,6,A,0,126,124.4,125.66,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, greenish intervals 30-31, 88-89 cm, diffuse brownish-gray layers and patches (10Y 6/1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-14H-7-A,342,U1406,C,14,14-7,H,7,A,0,76,125.66,126.42,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, distinct greenish interval at 59-60 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-15H-1-A,342,U1406,C,15,15-1,H,1,A,0,150,126.4,127.9,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"moderately mottled; distinctive greenish-gray layers at 14-16 cm, 87-88, 96.5, 147 cm, several more diffuse greenish and brownish-gray intervals, sulfide patches occur throughout",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-15H-2-A,342,U1406,C,15,15-2,H,2,A,0,150,127.9,129.4,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"moderately mottled; distinctive greenish-gray layers at 10, 11, 78-79, 116-117, 126 cm,several more diffuse greenish and brownish-gray intervals, sulfide patches occur throughout",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-15H-3-A,342,U1406,C,15,15-3,H,3,A,0,150,129.4,130.9,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"moderately mottled; distinctive greenish-gray layers at 25, 39, 88 cm, several more diffuse greenish and brownish-gray intervals, sulfide patches are concentrated at 49-50, 89, 124-125 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-15H-4-A,342,U1406,C,15,15-4,H,4,A,0,150,130.9,132.4,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"moderately mottled; distinctive greenish-gray layers at 2, 9, 73 cm, brownish-gray intervals at 64 93 cm often preserved as well developed burrow traces. sulfide (N 5/1) bleb (> 3 cm diameter) at 113 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-15H-5-A,342,U1406,C,15,15-5,H,5,A,0,150,132.4,133.9,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"mottled, below 120 cm , cylical changes between greenish, brownish, and background sedmentation becomes visible
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-15H-6-A,342,U1406,C,15,15-6,H,6,A,0,65,133.9,134.55,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,mottled as above,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1406C-15H-6-A,342,U1406,C,15,15-6,H,6,A,65,150,134.55,135.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"paler as above, lower degree of bioturbation, horizons are continuous, again cyclical changes between geenish-gray, borwnbish gray and standard sediment",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-15H-7-A,342,U1406,C,15,15-7,H,7,A,0,51,135.4,135.91,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-1-A,342,U1406,C,16,16-1,H,1,A,0,13,135.9,136.03,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-2-A,342,U1406,C,16,16-2,H,2,A,0,151,136.03,137.54,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly mottled; 83 and 128 cm distinct greenish-gray layers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-3-A,342,U1406,C,16,16-3,H,3,A,0,46,137.54,138,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish and grayish patches, moderately mottled",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-3-A,342,U1406,C,16,16-3,H,3,A,46,150,138,139.04,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"paler as above, well developed burrows in brownish gray",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-4-A,342,U1406,C,16,16-4,H,4,A,0,15,139.04,139.19,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,slightly mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-4-A,342,U1406,C,16,16-4,H,4,A,15,60,139.19,139.64,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-4-A,342,U1406,C,16,16-4,H,4,A,60,100,139.64,140.04,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"green-layer on to and close to the bottom, disseminated sulfides, darker as above
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-4-A,342,U1406,C,16,16-4,H,4,A,100,151,140.04,140.55,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, paler as above, 118-121 cm greenish gray layer",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-5-A,342,U1406,C,16,16-5,H,5,A,0,51,140.55,141.06,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"heavily mottled, bioturbation traces, gradual transition to paler unit below",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-5-A,342,U1406,C,16,16-5,H,5,A,51,151,141.06,142.06,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"greenish-gray layers at 66, 85, 106, 140 cm, 3 brownish-gray horizons at cm88-94",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-6-A,342,U1406,C,16,16-6,H,6,A,0,46,142.06,142.52,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"heavily mottled, bioturbation traces, gradual transition to paler unit below",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-6-A,342,U1406,C,16,16-6,H,6,A,46,151,142.52,143.57,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"prominent greenish layer at 65 cm, slightly mottled with greenish-gray and brownish-gray patches",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-CC-A,342,U1406,C,16,16-CC,H,CC,A,0,27,143.57,143.84,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"heavily mottled, bioturbation traces, gradual transition to paler unit below",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-16H-CC-A,342,U1406,C,16,16-CC,H,CC,A,27,51,143.84,144.18,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
