Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
369-U1514C-10R-4-A,0,91,271.25,272.16,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,10,R,4,A,,,,
369-U1514C-10R-5-A,0,150,272.16,273.66,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,10,R,5,A,,,,
369-U1514C-10R-6-A,0,89,273.66,274.55,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,A light greenish gray (GLEY 1 7/5GY) interval of alteration occurs between 78-89 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,10,R,6,A,,,,
369-U1514C-10R-7-A,0,120,274.55,275.75,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,10,R,7,A,,,,
369-U1514C-10R-8-A,0,74,275.75,276.49,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,10,R,8,A,,,,
369-U1514C-10R-CC-A,0,8,276.49,276.57,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,10,R,CC,A,,,,
369-U1514C-11R-1-A,0,118,276.8,277.98,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,1,A,,,,
369-U1514C-11R-2-A,0,72,277.98,278.7,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,mineral,sulfide,moderate,2,Color gradually changes from pale yellow to light greenish gray. A sharp contact at the bottom of the interval could be the boundary between Eocene and Paleocene.,sharp inclined boundary or contact,linear,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,2,A,,,,
369-U1514C-11R-2-A,72,103,278.7,279.01,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,,,,,clay,1,,,moderate,2,A soft deformation structure is present at 80-87 cm.,sharp inclined boundary or contact,curved,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,2,A,,,,
369-U1514C-11R-2-A,103,112,279.01,279.1,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,2.5Y 7/2 (light gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,2,A,,,,
369-U1514C-11R-2-A,112,128,279.1,279.26,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,sharp boundary or contact,linear,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,2,A,,,,
369-U1514C-11R-2-A,128,150,279.26,279.48,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,2.5Y 7/2 (light gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,2,A,,,,
369-U1514C-11R-3-A,0,67,279.48,280.15,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,2.5Y 7/2 (light gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,3,A,,,,
369-U1514C-11R-3-A,67,85,280.15,280.33,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,3,A,,,,
369-U1514C-11R-3-A,85,95,280.33,280.43,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,2.5Y 6/3 (light yellowish brown),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,3,A,,,,
369-U1514C-11R-3-A,95,150,280.43,280.98,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,2.5Y 7/2 (light gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,3,A,,,,
369-U1514C-11R-4-A,0,121,280.98,282.19,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,2.5Y 7/2 (light gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,4,A,,,,
369-U1514C-11R-5-A,0,79,282.21,283.0,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,5,A,,,,
369-U1514C-11R-CC-A,0,21,283.0,283.21,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,CC,A,,,,
369-U1514C-11R-CC-A,26,31,283.26,283.31,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,11,R,CC,A,,,,
369-U1514C-12R-1-A,0,134,286.4,287.74,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,12,R,1,A,,,,
369-U1514C-12R-2-A,0,64,287.74,288.38,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,A light greenish gray in (GLEY 1 8/10GY) interval of alteration associated with moderate bioturbation is present at 47-52 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,12,R,2,A,,,,
369-U1514C-12R-3-A,0,127,288.38,289.65,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,12,R,3,A,,,,
369-U1514C-12R-4-A,0,85,289.65,290.5,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,12,R,4,A,,,,
369-U1514C-12R-5-A,0,80,290.5,291.3,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,12,R,5,A,,,,
369-U1514C-12R-6-A,0,149,291.4,292.89,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,Two light greenish gray (GLEY 1 8/10GY) alteration intervals associated with moderate bioturbation occur between 68-76 cm and 85-90 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,12,R,6,A,,,,
369-U1514C-12R-7-A,0,96,292.89,293.85,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,A light greenish gray (GLEY 1 8/10GY) alteration interval associated with moderate bioturbation occurs at 41-54 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,12,R,7,A,,,,
369-U1514C-12R-8-A,0,80,293.85,294.65,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,A light greenish gray in color (GLEY 1 8/10GY) alteration interval associated with moderate bioturbation occurs at 63-70 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,12,R,8,A,,,,
369-U1514C-12R-CC-A,0,13,294.65,294.78,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,12,R,CC,A,,,,
369-U1514C-13R-1-A,0,132,296.0,297.32,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,13,R,1,A,,,,
369-U1514C-13R-2-A,0,151,297.32,298.83,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,Zoophycus burrows are present at 40-48 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,13,R,2,A,,,,
369-U1514C-13R-3-A,0,138,298.83,300.21,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"Greenish gray (GLEY 1 6/5G) intervals are present at 95-03 cm and 120-127 cm. Zoophycus burrows are present at 92-98 cm, 103 cm, 116-121 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,13,R,3,A,,,,
369-U1514C-13R-4-A,0,131,300.21,301.52,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,Greenish gray (GLEY 1 6/5G) interval at 113-120 cm. There is a well-preserved zoophycus burrow at 97 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,13,R,4,A,,,,
369-U1514C-13R-5-A,0,112,301.63,302.75,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,There are well-preserved zoophycus burrows at 64 and 72 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,13,R,5,A,,,,
369-U1514C-13R-6-A,0,110,302.75,303.85,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are well-preserved zoophycus burrows at 48, 72, and 77 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,13,R,6,A,,,,
369-U1514C-13R-7-A,0,67,303.85,304.52,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,13,R,7,A,,,,
369-U1514C-13R-CC-A,0,22,304.52,304.74,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,13,R,CC,A,,,,
369-U1514C-14R-1-A,0,145,305.6,307.05,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,Color change to light greenish gray (GLEY 1 8/5GY) between 52-63 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,14,R,1,A,,,,
369-U1514C-14R-2-A,0,150,307.05,308.55,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,Zoophycos burrows occur between 0-8 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,14,R,2,A,,,,
369-U1514C-14R-3-A,0,142,308.55,309.97,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,Many burrows are infilled with black mineral (possibly a sulfide). Well-preserved zoophycos burrow at 35-37 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,14,R,3,A,,,,
369-U1514C-14R-4-A,0,96,310.07,311.03,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,Many burrows are infilled with black mineral (possibly a sulfide).,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,14,R,4,A,,,,
369-U1514C-14R-5-A,0,47,311.03,311.5,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,high,3,Many burrows are infilled with black mineral (possibly a sulfide). Distinct zoophycos burow at 15 cm.,contact not recovered,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,14,R,5,A,,,,
369-U1514C-14R-5-A,47,145,311.5,312.48,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay,1,,,high,3,"Color alternates between greenish gray (GLEY 1 4/5G) and light greenish gray (GLEY 17/5GY) every 15-20 cm. There are planolites, chondrites, zoophycos and possible thalassinoides burrows through the interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,14,R,5,A,,,,
369-U1514C-14R-5-A,145,150,312.48,312.53,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,high,3,Many burrows infilled with black mineral (possibly a sulfide).,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,14,R,5,A,,,,
369-U1514C-14R-6-A,0,111,312.53,313.64,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"Distinct zoophycos burrows at 3, 11, 37-40, 63 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,14,R,6,A,,,,
369-U1514C-14R-7-A,0,61,313.64,314.25,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,Color shifts gradually to greenish gray (GLEY 1 6/5GY) towards the bottom of the section. Well-preserved zoophycos burrows are common between 54-94 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,14,R,7,A,,,,
369-U1514C-15R-1-A,0,150,315.2,316.7,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,Core becomes more heavily bioturbated and the color changes to a greenish gray (GLEY 1 5/10GY) between 24-44 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,15,R,1,A,,,,
369-U1514C-15R-2-A,0,150,316.7,318.2,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,high,3,"Zoophycos burrows are abundant, especially between 66-94, 101-121 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,15,R,2,A,,,,
369-U1514C-15R-3-A,0,151,318.2,319.71,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,high,3,Zoophycos burrows are common throughout the section.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,15,R,3,A,,,,
369-U1514C-15R-4-A,0,153,319.71,321.24,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,15,R,4,A,,,,
369-U1514C-15R-5-A,0,150,321.24,322.74,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,15,R,5,A,,,,
369-U1514C-15R-6-A,0,147,322.74,324.21,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,15,R,6,A,,,,
369-U1514C-15R-7-A,0,70,324.21,324.91,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 6/5GY (greenish gray),mottled,,,structureless,,clay,1,,,high,3,Color gets slightly darker throughout the section. Well-preserved zoophycus burrows are common.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,15,R,7,A,,,,
369-U1514C-15R-CC-A,0,22,324.91,325.13,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay,1,,,high,3,Horizontal burrows are common throughout the section.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,15,R,CC,A,,,,
369-U1514C-16R-1-A,0,113,324.8,325.93,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,high,3,Greenish gray (GLEY 1 5/5GY) intervals occur between 31-38 cm and 64-70 cm. Horizontal burrows are present at 4-6 cm. Vertical burrows are present between 71-78 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,16,R,1,A,,,,
369-U1514C-16R-2-A,0,133,325.93,327.26,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"Greenish gray (GLEY 1 5/10GY) intervals occur between 12-30 cm. The onset of this interval is gradational. Vertical burrows are present between 87-95 cm. Between 31-51 cm, there are sub-horizontal burrows with a dark greenish clay infill.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,16,R,2,A,,,,
369-U1514C-16R-2-A,133,150,327.26,327.43,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,parallel lamination,,,medium laminated,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,16,R,2,A,,,,
369-U1514C-16R-3-A,0,87,327.43,328.3,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,parallel lamination,,,medium laminated,clay,1,,,low,2,An interval with sub-horizontal burrows moderately bioturbated between 8-22.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,16,R,3,A,,,,
369-U1514C-16R-4-A,0,104,328.4,329.44,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,parallel lamination,,,medium laminated,clay,1,,,moderate,2,"Parallel laminations are present between 35-36 cm, 45-46 cm, 60-66 cm and 91-92 cm. There are also zoophycos burrows at 20 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,16,R,4,A,,,,
369-U1514C-16R-5-A,0,72,329.44,330.16,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,parallel lamination,,,medium laminated,clay,1,,,moderate,2,"Parallel laminations are present between 4-9 and 19-21. There are also zoophycos burrows at 18 cm, 26-27 cm, 40 cm, 57-58 cm, 60 cm, 65-66 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,16,R,5,A,,,,
369-U1514C-17R-1-A,0,132,334.4,335.72,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,low,2,Zoophycos and chrondites burrows occur throughout this section. Chrondites are present between 96-132 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,17,R,1,A,,,,
369-U1514C-17R-2-A,0,66,335.72,336.38,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,parallel lamination,,,thin lamina [B01],clay,1,,,moderate,2,Thin laminations occur at 28-30 cm. A moderate bioturbated interval with sub-horizontal zoophycos burrows occurs between 33-65 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,17,R,2,A,,,,
369-U1514C-17R-2-A,66,79,336.38,336.51,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),,parallel lamination,,,medium laminated,clay,1,,,sparse,1,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,17,R,2,A,,,,
369-U1514C-17R-2-A,79,141,336.51,337.13,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,low,2,Thin laminations occur at 95-96 cm and 130-134 cm. Zoophycos horizontal burrows are present throughout this interval.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,17,R,2,A,,,,
369-U1514C-17R-3-A,0,83,337.24,338.07,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,parallel lamination,,,thin lamina [B01],clay,1,,,low,2,"Thin laminations occur at 27-30 cm, 53-57 cm, 81-82 cm. Zoophycos and chondrites horizontal burrows are present throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,17,R,3,A,,,,
369-U1514C-17R-3-A,83,120,338.07,338.44,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,"Horizontal burrows (zoophycos, chondrites, planolites) are present throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,17,R,3,A,,,,
369-U1514C-17R-4-A,0,83,338.44,339.27,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,"Horizontal burrows (zoophycos, chondrites, planolites) are present throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,17,R,4,A,,,,
369-U1514C-17R-5-A,0,95,339.27,340.22,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,"Horizontal burrows (zoophycos, chondrites, planolites) are present throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,17,R,5,A,,,,
369-U1514C-18R-1-A,0,145,344.0,345.45,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,18,R,1,A,,,,
369-U1514C-18R-2-A,0,73,345.45,346.18,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,18,R,2,A,,,,
369-U1514C-18R-3-A,0,139,346.28,347.67,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,"There are interval of horizontal burrows (zoophycos, planolites ) between 11-20 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,18,R,3,A,,,,
369-U1514C-18R-4-A,0,132,347.67,348.99,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,"There are interval of horizontal burrows (zoophycos, planolites ) between 20-23, 127-130 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,18,R,4,A,,,,
369-U1514C-18R-5-A,0,59,348.99,349.58,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,"There are interval of horizontal burrows (zoophycos, planolites ) between 14-18 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,18,R,5,A,,,,
369-U1514C-18R-CC-A,0,18,349.58,349.76,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,18,R,CC,A,,,,
369-U1514C-19R-1-A,0,133,353.6,354.93,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,irregular boundary or contact,irregular,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,1,A,,,,
369-U1514C-19R-1-A,133,139,354.93,354.99,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 5/N (gray),,parallel lamination,,,thin lamina [B01],clay,1,,,sparse,1,Color alternates every 0.5 cm in this interval between greenish blue to greenish purple.,bioturbated boundary or contact,linear,diffuse,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,1,A,,,,
