Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
369-U1514C-33R-1-A,0,147,488.0,489.47,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,33,R,1,A,,,,
369-U1514C-33R-2-A,0,106,489.47,490.53,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,33,R,2,A,,,,
369-U1514C-33R-3-A,0,87,490.53,491.4,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,33,R,3,A,,,,
369-U1514C-33R-3-A,87,125,491.4,491.78,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 3/10Y (very dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,33,R,3,A,,,,
369-U1514C-33R-3-A,125,150,491.78,492.03,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,33,R,3,A,,,,
369-U1514C-33R-4-A,0,78,492.03,492.81,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,33,R,4,A,,,,
369-U1514C-33R-5-A,0,142,492.81,494.23,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,33,R,5,A,,,,
369-U1514C-33R-6-A,0,107,494.23,495.3,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,33,R,6,A,,,,
369-U1514C-33R-CC-A,0,5,495.3,495.35,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,33,R,CC,A,,,,
369-U1514C-34R-1-A,0,151,497.6,499.11,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,1,A,,,,
369-U1514C-34R-2-A,0,108,499.11,500.19,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,2,A,,,,
369-U1514C-34R-3-A,0,153,500.19,501.72,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos and chondrites burrows throughout this interval. Presence of pale yellow inoceramid fragments at 144 cm.",,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,3,A,,,,
369-U1514C-34R-4-A,0,115,501.72,502.87,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,4,A,,,,
369-U1514C-34R-5-A,0,19,502.87,503.06,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",color boundary or contact,sharp,sharp,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,5,A,,,,
369-U1514C-34R-5-A,19,150,503.06,504.37,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos and chondrites burrows throughout this interval.",,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,5,A,,,,
369-U1514C-34R-6-A,0,126,504.37,505.63,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval. Abundant pale yellow inoceramid fragments at 50-62 cm.",,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,6,A,,,,
369-U1514C-34R-7-A,0,66,505.63,506.29,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval. Abundant pale yellow inoceramid fragments at 50-62 cm.",color boundary or contact,sharp,sharp,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,7,A,,,,
369-U1514C-34R-7-A,66,69,506.29,506.32,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay,1,,,none,0,,color boundary or contact,sharp,sharp,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,7,A,,,,
369-U1514C-34R-7-A,69,117,506.32,506.8,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval. Abundant pale yellow inoceramid fragments at 50-62 cm.",,,,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,7,A,,,,
369-U1514C-34R-CC-A,0,19,506.8,506.99,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval. Abundant pale yellow inoceramid fragments at 50-62 cm.",,,,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,,369,U1514,C,34,R,CC,A,,,,
369-U1514C-35R-1-A,0,108,507.2,508.28,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,intense,5,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval.",color boundary or contact,sharp,sharp,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1514,C,35,R,1,A,,,,
369-U1514C-35R-2-A,0,130,508.28,509.58,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,intense,5,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval. Abundant pale yellow inoceramid fragments at 67 cm.",color boundary or contact,sharp,sharp,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1514,C,35,R,2,A,,,,
369-U1514C-35R-3-A,0,110,509.58,510.68,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,intense,5,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval. Abundant pale yellow inoceramid fragments at 60-70 cm.",color boundary or contact,sharp,sharp,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1514,C,35,R,3,A,,,,
369-U1514C-35R-4-A,0,146,510.68,512.14,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,intense,5,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval.",color boundary or contact,sharp,sharp,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1514,C,35,R,4,A,,,,
369-U1514C-35R-5-A,0,132,512.16,513.48,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,intense,5,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval.",color boundary or contact,sharp,sharp,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1514,C,35,R,5,A,,,,
369-U1514C-35R-6-A,0,96,513.48,514.44,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,intense,5,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval. Abundant pale yellow inoceramid fragments at 45 cm.",color boundary or contact,sharp,sharp,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1514,C,35,R,6,A,,,,
369-U1514C-35R-7-A,0,63,514.44,515.07,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,intense,5,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval.",color boundary or contact,sharp,sharp,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1514,C,35,R,7,A,,,,
369-U1514C-35R-8-A,0,52,515.07,515.59,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,intense,5,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval.",color boundary or contact,sharp,sharp,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1514,C,35,R,8,A,,,,
369-U1514C-35R-CC-A,0,7,515.59,515.66,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,intense,5,"There are planolites, zoophycos, technicus and chondrites burrows throughout this interval.",color boundary or contact,sharp,sharp,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1514,C,35,R,CC,A,,,,
