Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Unnamed: 52
339-U1385E-6H-7-A,339,U1385,E,6,6-7,H,7,A,0,58,48.0,48.58,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,70,10YR 7/1 (light gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,10YR 6/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,"Common zoophycos-type burrows. Pyritized burrows, sand-filled burrows. Forams visible.",70,70,,
339-U1385E-6H-CC-A,339,U1385,E,6,6-CC,H,CC,A,0,31,48.58,48.89,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,70,10YR 7/1 (light gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,10YR 6/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,"Common zoophycos-type burrows. Pyritized burrows, sand-filled burrows. Forams visible. ",70,70,,
339-U1385E-7H-1-A,339,U1385,E,7,7-1,H,1,A,0,150,48.5,50.0,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,60,10YR 7/2 (light gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,10YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Pyritized burrows and sand-filled burrows/patches. Scatter pyrite grains. Zoophycos and Chondrites-like trace fossils. Some light greenish gray patches and layers with silt-size grains (114-116). Forams.,60,60,,
339-U1385E-7H-2-A,339,U1385,E,7,7-2,H,2,A,0,123,50.0,51.23,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,60,10YR 7/2 (light gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,10YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Pyritized burrows and sand-filled burrows/patches. Scatter pyrite grains. Zoophycos and Chondrites-like trace fossils. Some light greenish gray patches and layers with silt-size grains (114-116 cm). Forams.,60,60,,
339-U1385E-7H-2-A,339,U1385,E,7,7-2,H,2,A,123,150,51.23,51.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,70,10YR 7/1 (light gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,"Pyritized burrows, sand-filled burrows. Scatter pyrite grains. Forams, Zoophycos-type burrows.",70,70,,
339-U1385E-7H-3-A,339,U1385,E,7,7-3,H,3,A,0,82,51.5,52.32,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,70,10YR 7/1 (light gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,"Pyritized burrows, sand-filled burrows. Scatter pyrite grains. Forams, Zoophycos-type burrows.",70,70,,
339-U1385E-7H-3-A,339,U1385,E,7,7-3,H,3,A,82,150,52.32,53.0,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10YR 7/1 (light gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Pyritized burrows and scatter pyrite grains. Forams.,100,100,,
339-U1385E-7H-4-A,339,U1385,E,7,7-4,H,4,A,0,30,53.0,53.3,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10YR 7/1 (light gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Pyritized burrows and scatter pyrite grains. Forams.,100,100,,
339-U1385E-7H-4-A,339,U1385,E,7,7-4,H,4,A,30,150,53.3,54.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,moderate_339 [DB91],4,,,"Color change (partly mottled) due to bioturbation. Scatter pyrite grains. Pyritized burrows, sand-filled burrows. Forams. Zoophycos-type burrows common, and chondrites-like trace fossil.",100,100,,
339-U1385E-7H-5-A,339,U1385,E,7,7-5,H,5,A,0,150,54.5,56.0,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,moderate_339 [DB91],4,,,"Color change (partly mottled) due to bioturbation. Scatter pyrite grains. Pyritized burrows, sand-filled burrows. Forams. Zoophycos-type burrows common, and chondrites-like trace fossil.",100,100,,
339-U1385E-7H-6-A,339,U1385,E,7,7-6,H,6,A,0,150,56.0,57.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,moderate_339 [DB91],4,,,"Color change (partly mottled) due to bioturbation. Scatter pyrite grains. Pyritized burrows, sand-filled burrows. Forams. Zoophycos-type burrows common, and chondrites-like trace fossil.",100,100,,
339-U1385E-7H-7-A,339,U1385,E,7,7-7,H,7,A,0,79,57.5,58.29,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,moderate_339 [DB91],4,,,"Color change (partly mottled) due to bioturbation. Scatter pyrite grains. Pyritized burrows, sand-filled burrows. Forams. Zoophycos-type burrows common, and chondrites-like trace fossil.",100,100,,
339-U1385E-7H-CC-A,339,U1385,E,7,7-CC,H,CC,A,0,31,58.29,58.6,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,moderate_339 [DB91],4,,,"Color change (partly mottled) due to bioturbation. Scatter pyrite grains. Pyritized burrows, sand-filled burrows. Forams. Zoophycos-type burrows common, and chondrites-like trace fossil.",100,100,,
339-U1385E-8H-1-A,339,U1385,E,8,8-1,H,1,A,0,150,58.0,59.5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,10Y 7/1 (ligth greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,gradational contact,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Pyritized burrows and scatter pyrite grains. Forams. Zoophycos-type burrows.,60,60,,
339-U1385E-8H-2-A,339,U1385,E,8,8-2,H,2,A,0,150,59.5,61.0,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,65,10Y 7/1 (ligth greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,35.0,5YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Scatter pyrite grains. Pyritized burrows and sand-filled patches (burrows). Forams. Zoophycos-type burrows.,65,65,,
339-U1385E-8H-3-A,339,U1385,E,8,8-3,H,3,A,0,150,61.0,62.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,65,10Y 7/1 (ligth greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,35.0,5YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Scatter pyrite grains. Pyritized burrows and sand-filled patches (burrows). Forams. Zoophycos-type burrows.,65,65,,
339-U1385E-8H-4-A,339,U1385,E,8,8-4,H,4,A,0,150,62.5,64.0,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,65,10Y 7/1 (ligth greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,35.0,5YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Scatter pyrite grains. Pyritized burrows and sand-filled patches (burrows). Forams. Zoophycos-type burrows.,65,65,,
339-U1385E-8H-5-A,339,U1385,E,8,8-5,H,5,A,0,82,64.0,64.82,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,65,10Y 7/1 (ligth greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,35.0,5YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Scatter pyrite grains. Pyritized burrows and sand-filled patches (burrows). Forams. Zoophycos-type burrows.,65,65,,
339-U1385E-8H-CC-A,339,U1385,E,8,8-CC,H,CC,A,0,26,64.82,65.08,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,65,10Y 7/1 (ligth greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,35.0,5YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Scatter pyrite grains. Pyritized burrows and sand-filled patches (burrows). Forams. Zoophycos-type burrows.,65,65,,
339-U1385E-9H-1-A,339,U1385,E,9,9-1,H,1,A,0,145,64.5,65.95,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder beds (10Y 5/2, N /2, 10R 4/1, 10Y 4/7). Pyritized burrows.",100,100,,
339-U1385E-9H-2-A,339,U1385,E,9,9-2,H,2,A,0,85,65.95,66.8,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder beds (10Y 5/2, N /2, 10R 4/1, 10Y 4/7). Pyritized burrows.",100,100,,
339-U1385E-9H-2-A,339,U1385,E,9,9-2,H,2,A,0,147,65.95,67.42,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder beds (10Y 5/2, N /2, 10R 4/1, 10Y 4/7). Pyritized burrows.",100,100,,
339-U1385E-9H-2-A,339,U1385,E,9,9-2,H,2,A,85,90,66.8,66.85,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,Common forams and silt/sand fill burrows.,100,100,,
339-U1385E-9H-2-A,339,U1385,E,9,9-2,H,2,A,90,147,66.85,67.42,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering medium bedded, Also some gray medium bedded units.",100,100,,
339-U1385E-9H-3-A,339,U1385,E,9,9-3,H,3,A,0,85,67.42,68.27,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,color banding,,,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering medium bedded, Also some gray medium bedded units.",100,100,,
339-U1385E-9H-3-A,339,U1385,E,9,9-3,H,3,A,85,90,68.27,68.32,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering medium bedded, Also some gray medium bedded units.",100,100,,
339-U1385E-9H-3-A,339,U1385,E,9,9-3,H,3,A,90,148,68.32,68.9,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,,,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering medium bedded, Also some gray medium bedded units.",100,100,,
339-U1385E-9H-4-A,339,U1385,E,9,9-4,H,4,A,0,68,68.9,69.58,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering medium bedded, Also some gray medium bedded units.",100,100,,
339-U1385E-9H-4-A,339,U1385,E,9,9-4,H,4,A,68,70,69.58,69.6,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,N 5 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-9H-4-A,339,U1385,E,9,9-4,H,4,A,70,117,69.6,70.07,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering medium bedded, Also some gray medium bedded units.",100,100,,
339-U1385E-9H-4-A,339,U1385,E,9,9-4,H,4,A,117,120,70.07,70.1,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,N 5 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-9H-4-A,339,U1385,E,9,9-4,H,4,A,120,146,70.1,70.36,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering medium bedded, Also some gray medium bedded units.",100,100,,
339-U1385E-9H-5-A,339,U1385,E,9,9-5,H,5,A,0,147,70.36,71.83,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering medium bedded, Also some gray medium bedded units.",100,100,,
339-U1385E-9H-6-A,339,U1385,E,9,9-6,H,6,A,0,12,71.83,71.95,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering medium bedded, Also some gray medium bedded units.",100,100,,
339-U1385E-9H-6-A,339,U1385,E,9,9-6,H,6,A,12,43,71.95,72.26,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,Greenish gray with some redder color variation.,100,100,,
339-U1385E-9H-6-A,339,U1385,E,9,9-6,H,6,A,43,146,72.26,73.29,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering, medium bedded. Also some gray medium bedded units.",100,100,,
339-U1385E-9H-7-A,339,U1385,E,9,9-7,H,7,A,0,107,73.29,74.36,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering, medium bedded. Also some gray medium bedded units.",100,100,,
339-U1385E-9H-CC-A,339,U1385,E,9,9-CC,H,CC,A,0,19,74.36,74.55,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,"Gray and dark gray with some redder layering, medium bedded. Also some gray medium bedded units.",100,100,,
339-U1385E-10H-1-A,339,U1385,E,10,10-1,H,1,A,0,150,74.0,75.5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,10GY 7/1 (light greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,very thick bed [B01],,,,moderate_339 [DB91],4,,,Slight color change due to bioturbation.,70,70,,
339-U1385E-10H-2-A,339,U1385,E,10,10-2,H,2,A,0,150,75.5,77.0,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,10GY 7/1 (light greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,very thick bed [B01],,,,moderate_339 [DB91],4,,,Slight color change due to bioturbation.,70,70,,
339-U1385E-10H-3-A,339,U1385,E,10,10-3,H,3,A,0,150,77.0,78.5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,10GY 7/1 (light greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,very thick bed [B01],,,,moderate_339 [DB91],4,,,"Mega trace fossil (vertical burrow, 34-123 cm). Slight color change due to bioturbation.",70,70,,
339-U1385E-10H-4-A,339,U1385,E,10,10-4,H,4,A,0,150,78.5,80.0,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,10GY 7/1 (light greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,very thick bed [B01],,,,moderate_339 [DB91],4,,,"Slightly reddish bed (7.5YR 5/1, 95-111 cm) and greenish gray color band (10GY 6/1, 145-146 cm). Slight color change due to bioturbation.",70,70,,
339-U1385E-10H-5-A,339,U1385,E,10,10-5,H,5,A,0,45,80.0,80.45,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,10GY 7/1 (light greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,layering,very thick bed [B01],,,,moderate_339 [DB91],4,,,Slight color change due to bioturbation.,70,70,,
339-U1385E-10H-5-A,339,U1385,E,10,10-5,H,5,A,45,150,80.45,81.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5GY 8/1 (light greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,Color change (mottling) due to bioturbation. Forams. Scatter pyrite grains. Pyritized burrows. Zoophycos and some chondrites-like trace fossil (bottom).,100,100,,
339-U1385E-10H-6-A,339,U1385,E,10,10-6,H,6,A,0,58,81.5,82.08,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],100,5GY 8/1 (light greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,Color change (mottling) due to bioturbation. Forams. Scatter pyrite grains. Pyritized burrows. Zoophycos and some chondrites-like trace fossil (bottom).,100,100,,
339-U1385E-10H-6-A,339,U1385,E,10,10-6,H,6,A,58,93,82.08,82.43,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Zoophycos. Pyritized burrows. Scatter pyrite grains. Forams.,100,100,,
339-U1385E-10H-6-A,339,U1385,E,10,10-6,H,6,A,93,127,82.43,82.77,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],100,5GY 7/1 (light greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,,,Slight color changes. Scatter pyrite grains. Pyritized burrows. Forams. Slightly more abundant coarse grains (forams?).,100,100,,
339-U1385E-10H-CC-A,339,U1385,E,10,10-CC,H,CC,A,0,21,82.77,82.98,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],100,5GY 7/1 (light greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,,,Slight color changes. Scatter pyrite grains. Pyritized burrows. Forams. Slightly more abundant coarse grains (forams?).,100,100,,
