Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Extra Sample ID Data
351-U1438E-37R-4-A,351,U1438,E,37,37-4,R,4,A,137,147,1192.51,1192.61,,,,,tuffaceous,siltstone [2014],with gravel [2014b],tuffaceous siltstone,tuffaceous siltstone with gravel,siltstone with gravel,,,10G 4/2 (grayish green),,silt [W22_1],2,pebble [W22_2],9,pebbles up to 18 mm.,,,,,poor [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-5-A,351,U1438,E,37,37-5,R,5,A,0,25,1192.61,1192.86,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5G 5/2 (grayish green),,silt [W22_1],2,coarse sand [W22_2],6,,,,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-5-A,351,U1438,E,37,37-5,R,5,A,25,59,1192.86,1193.2,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,10G 4/2 (grayish green),,fine sand [W22_2],4,pebble [W22_2],9,pebbles up to 5 mm.,irregular,scoured,horizontal,,moderate [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-5-A,351,U1438,E,37,37-5,R,5,A,59,80,1193.2,1193.41,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5G 5/2 (grayish green),,silt [W22_1],2,very fine sand [W22_2],3,,planar,sharp,sub-horizontal,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-5-A,351,U1438,E,37,37-5,R,5,A,80,139,1193.41,1194,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 4/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 21 mm.,,,,,poor [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-6-A,351,U1438,E,37,37-6,R,6,A,0,93,1194,1194.93,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5G 5/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 8 mm.,planar,sharp,sub-horizontal,,moderate [2014],reversely graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-6-A,351,U1438,E,37,37-6,R,6,A,93,151,1194.93,1195.51,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,5YR 4/1 (dark gray),,fine sand [W22_2],4,pebble [W22_2],9,pebbles up to 8 mm.,,,,,moderate [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-7-A,351,U1438,E,37,37-7,R,7,A,0,28,1195.51,1195.79,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5YR 4/1 (dark gray),,fine sand [W22_2],4,granule [W22_2],8,small fracture.,planar,sharp,horizontal,,moderate [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-7-A,351,U1438,E,37,37-7,R,7,A,21,28,1195.72,1195.79,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-7-A,351,U1438,E,37,37-7,R,7,A,28,45,1195.79,1195.96,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-7-A,351,U1438,E,37,37-7,R,7,A,28,57,1195.79,1196.08,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-7-A,351,U1438,E,37,37-7,R,7,A,28,111,1195.79,1196.62,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5G 5/2 (grayish green),,silt [W22_1],2,fine sand [W22_2],4,Dark gray (5YR 4/1) fine sand layers intecalated.,,,,,moderate [2014],,planar lamination,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-7-A,351,U1438,E,37,37-7,R,7,A,57,63,1196.08,1196.14,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-7-A,351,U1438,E,37,37-7,R,7,A,57,69,1196.08,1196.2,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-7-A,351,U1438,E,37,37-7,R,7,A,80,86,1196.31,1196.37,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-7-A,351,U1438,E,37,37-7,R,7,A,80,103,1196.31,1196.54,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-7-A,351,U1438,E,37,37-7,R,7,A,105,111,1196.56,1196.62,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-CC-A,351,U1438,E,37,37-CC,R,CC,A,0,25,1196.62,1196.87,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),,silt [W22_1],2,silt [W22_1],2,Color gradationally change to dark gray (5YR 4/1).,,,,,well [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-1-A,351,U1438,E,38,38-1,R,1,A,0,13,1196.9,1197.03,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5Y 4/1 (dark gray),,silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-1-A,351,U1438,E,38,38-1,R,1,A,13,88,1197.03,1197.78,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,10R 6/2 (pale red),,medium sand [W22_2],5,pebble [W22_2],9,pebbles <5 mm,,,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-1-A,351,U1438,E,38,38-1,R,1,A,81,88,1197.71,1197.78,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-1-A,351,U1438,E,38,38-1,R,1,A,88,116,1197.78,1198.06,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10R 5/4 (weak red),,silt [W22_1],2,silt [W22_1],2,,,gradational,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-1-A,351,U1438,E,38,38-1,R,1,A,99,116,1197.89,1198.06,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-1-A,351,U1438,E,38,38-1,R,1,A,116,123,1198.06,1198.13,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-1-A,351,U1438,E,38,38-1,R,1,A,123,148,1198.13,1198.38,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5G 6/1 (greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-2-A,351,U1438,E,38,38-2,R,2,A,0,12,1198.38,1198.5,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-2-A,351,U1438,E,38,38-2,R,2,A,0,33,1198.38,1198.71,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5YR 4/1 (dark gray),,silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-2-A,351,U1438,E,38,38-2,R,2,A,12,33,1198.5,1198.71,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-2-A,351,U1438,E,38,38-2,R,2,A,27,33,1198.65,1198.71,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-2-A,351,U1438,E,38,38-2,R,2,A,33,50,1198.71,1198.88,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10G 4/2 (grayish green),,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,well [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-2-A,351,U1438,E,38,38-2,R,2,A,50,115,1198.88,1199.53,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,10R 4/2 (weak red),,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,well [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-2-A,351,U1438,E,38,38-2,R,2,A,115,150,1199.53,1199.88,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10R 6/2 (pale red),,silt [W22_1],2,silt [W22_1],2,,,,,,well [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-3-A,351,U1438,E,38,38-3,R,3,A,0,36,1199.88,1200.24,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10R 6/2 (pale red),,silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,,,well [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-3-A,351,U1438,E,38,38-3,R,3,A,36,150,1200.24,1201.38,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5G 5/2 (grayish green),,medium sand [W22_2],5,granule [W22_2],8,,,,,,poor [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-4-A,351,U1438,E,38,38-4,R,4,A,0,133,1201.38,1202.71,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,10G 6/2 (pale green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 14 mm,planar,sharp,sub-horizontal,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-4-A,351,U1438,E,38,38-4,R,4,A,123,130,1202.61,1202.68,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-4-A,351,U1438,E,38,38-4,R,4,A,133,140,1202.71,1202.78,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10R 4/2 (weak red),,silt [W22_1],2,silt [W22_1],2,,,,,,well [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-5-A,351,U1438,E,38,38-5,R,5,A,0,38,1202.78,1203.16,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10G 6/2 (pale green),,silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-5-A,351,U1438,E,38,38-5,R,5,A,21,38,1202.99,1203.16,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-5-A,351,U1438,E,38,38-5,R,5,A,38,53,1203.16,1203.31,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,10R 5/4 (weak red),,fine sand [W22_2],4,fine sand [W22_2],4,,irregular,scoured,,,well [2014],,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-5-A,351,U1438,E,38,38-5,R,5,A,53,89,1203.31,1203.67,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10R 5/4 (weak red),,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-5-A,351,U1438,E,38,38-5,R,5,A,89,112,1203.67,1203.9,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,10R 5/4 (weak red),,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,moderate [2014],,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-5-A,351,U1438,E,38,38-5,R,5,A,112,129,1203.9,1204.07,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10R 5/4 (weak red),,silt [W22_1],2,silt [W22_1],2,,,,,,well [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-6-A,351,U1438,E,38,38-6,R,6,A,0,12,1204.07,1204.19,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-6-A,351,U1438,E,38,38-6,R,6,A,0,92,1204.07,1204.99,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10R 5/4 (weak red),,silt [W22_1],2,fine sand [W22_2],4,"geoids (gypsum) at 37-40 cm, cm- to dm-thick red and green beds intercalated",planar,sharp,,,moderate [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-6-A,351,U1438,E,38,38-6,R,6,A,20,24,1204.27,1204.31,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-6-A,351,U1438,E,38,38-6,R,6,A,32,46,1204.39,1204.53,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-6-A,351,U1438,E,38,38-6,R,6,A,92,144,1204.99,1205.51,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 4 (dark gray),,fine sand [W22_2],4,medium sand [W22_2],5,cm-thick red and green beds intercalated,,,,,moderate [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-CC-A,351,U1438,E,38,38-CC,R,CC,A,0,13,1205.51,1205.64,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 4 (dark gray),,fine sand [W22_2],4,medium sand [W22_2],5,cm-thick red and green beds intercalated,,,,,moderate [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-1-A,351,U1438,E,39,39-1,R,1,A,0,76,1206.6,1207.36,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10R 4/2 (weak red),,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,moderate [2014],,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-1-A,351,U1438,E,39,39-1,R,1,A,76,121,1207.36,1207.81,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5Y 4/1 (dark gray),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 9 mm. Large quartz and gypsum geoid. Dewatering structure.,,,,,moderate [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-2-A,351,U1438,E,39,39-2,R,2,A,0,86,1207.81,1208.67,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,5Y 4/1 (dark gray),,fine sand [W22_2],4,granule [W22_2],8,,curviplanar,scoured,,,moderate [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-2-A,351,U1438,E,39,39-2,R,2,A,86,139,1208.67,1209.2,,,,,tuffaceous,siltstone [2014],with fine sand [2014],tuffaceous siltstone,tuffaceous siltstone with fine sand,siltstone with fine sand,,,10R 4/2 (weak red),,silt [W22_1],2,fine sand [W22_2],4,fine sand layer (126-129 cm ),planar,sharp,,,moderate [2014],,planar lamination,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-2-A,351,U1438,E,39,39-2,R,2,A,130,134,1209.11,1209.15,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-3-A,351,U1438,E,39,39-3,R,3,A,0,17,1209.2,1209.37,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 5/2 (grayish green),,silt [W22_1],2,silt [W22_1],2,,planar,gradational,,,well [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-3-A,351,U1438,E,39,39-3,R,3,A,17,60,1209.37,1209.8,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,10R 4/2 (weak red),,fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,,,moderate [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-3-A,351,U1438,E,39,39-3,R,3,A,60,149,1209.8,1210.69,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,10R 4/6 (red),,silt [W22_1],2,medium sand [W22_2],5,,,,,,moderate [2014],,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-3-A,351,U1438,E,39,39-3,R,3,A,63,76,1209.83,1209.96,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-3-A,351,U1438,E,39,39-3,R,3,A,91,96,1210.11,1210.16,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-3-A,351,U1438,E,39,39-3,R,3,A,91,107,1210.11,1210.27,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-CC-A,351,U1438,E,39,39-CC,R,CC,A,0,13,1210.69,1210.82,,,,,tuffaceous,medium to coarse sandstone [2014],,tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone,medium to coarse sandstone,,,5YR 4/2 (dark reddish gray),,fine sand [W22_2],4,medium sand [W22_2],5,well indurated.,,,,,moderate [2014],,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-1-A,351,U1438,E,40,40-1,R,1,A,0,12,1216.3,1216.42,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10R 4/2 (weak red),,silt [W22_1],2,silt [W22_1],2,,planar,gradational,,,well [2014],,convolute bedded,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-1-A,351,U1438,E,40,40-1,R,1,A,12,24,1216.42,1216.54,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-1-A,351,U1438,E,40,40-1,R,1,A,12,68,1216.42,1216.98,,,,,tuffaceous,fine sandstone [2014],with silt [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with silt,fine sandstone with silt,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,medium sand [W22_2],5,10 cm thick siltstone layers intecalated.,planar,sharp,,,moderate [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-1-A,351,U1438,E,40,40-1,R,1,A,35,45,1216.65,1216.75,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-1-A,351,U1438,E,40,40-1,R,1,A,57,68,1216.87,1216.98,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-1-A,351,U1438,E,40,40-1,R,1,A,58,100,1216.88,1217.3,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-1-A,351,U1438,E,40,40-1,R,1,A,68,100,1216.98,1217.3,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10G 4/2 (grayish green),,silt [W22_1],2,silt [W22_1],2,,planar,gradational,,,well [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-1-A,351,U1438,E,40,40-1,R,1,A,100,145,1217.3,1217.75,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,10G 4/2 (grayish green),,fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,,,moderate [2014],normally graded,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-2-A,351,U1438,E,40,40-2,R,2,A,0,17,1217.75,1217.92,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10G 4/2 (grayish green),,silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-2-A,351,U1438,E,40,40-2,R,2,A,12,26,1217.87,1218.01,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-2-A,351,U1438,E,40,40-2,R,2,A,17,26,1217.92,1218.01,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 3/2 (very dark grayish green),,fine sand [W22_2],4,coarse sand [W22_2],6,,irregular,scoured,,,moderate [2014],,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-2-A,351,U1438,E,40,40-2,R,2,A,26,58,1218.01,1218.33,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-2-A,351,U1438,E,40,40-2,R,2,A,26,94,1218.01,1218.69,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5GY 4/1 (dark greenish gray),,silt [W22_1],2,silt [W22_1],2,,,,,,moderate [2014],,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-2-A,351,U1438,E,40,40-2,R,2,A,94,133,1218.69,1219.08,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,,,silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,planar lamination,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-3-A,351,U1438,E,40,40-3,R,3,A,0,46,1219.08,1219.54,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5YR 4/1 (dark gray),,fine sand [W22_2],4,medium sand [W22_2],5,,curviplanar,sharp,,,moderate [2014],,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
