dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,63,76,10.23,10.36,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,76,77,10.36,10.37,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,77,79,10.37,10.39,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,79,81,10.39,10.41,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,81,135,10.41,10.95,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,135,138,10.95,10.98,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,138,140,10.98,11.0,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4,344,U1413,B,2,2-4,H,4,,140,150,12.5,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,0,11,11.1,11.21,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,11,15,11.21,11.25,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,15,30,11.25,11.4,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,30,33,11.4,11.43,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,33,44,11.43,11.54,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,44,50,11.54,11.6,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,50,64,11.6,11.74,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,64,69,11.74,11.79,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,69,83,11.79,11.93,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,83,87,11.93,11.97,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,87,94,11.97,12.04,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,94,100,12.04,12.1,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,100,110,12.1,12.2,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,110,112,12.2,12.22,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,112,120,12.22,12.3,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,120,124,12.3,12.34,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,124,126,12.34,12.36,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,126,130,12.36,12.4,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,130,135,12.4,12.45,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,135,136,12.45,12.46,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-4-A,344,U1413,B,2,2-4,H,4,A,136,140,12.46,12.5,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5,344,U1413,B,2,2-5,H,5,,140,150,14.0,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,0,2,12.6,12.62,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,2,5,12.62,12.65,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,5,14,12.65,12.74,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,14,21,12.74,12.81,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,21,29,12.81,12.89,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,29,34,12.89,12.94,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,34,44,12.94,13.04,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,44,46,13.04,13.06,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,46,50,13.06,13.1,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,50,55,13.1,13.15,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,55,66,13.15,13.26,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,66,67,13.26,13.27,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,67,71,13.27,13.31,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,71,75,13.31,13.35,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,75,83,13.35,13.43,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,83,86,13.43,13.46,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,86,88,13.46,13.48,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,88,89,13.48,13.49,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,89,103,13.49,13.63,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,103,106,13.63,13.66,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,106,110,13.66,13.7,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,110,113,13.7,13.73,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,113,123,13.73,13.83,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,123,125,13.83,13.85,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,125,126,13.85,13.86,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,126,131,13.86,13.91,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-5-A,344,U1413,B,2,2-5,H,5,A,131,140,13.91,14.0,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6,344,U1413,B,2,2-6,H,6,,101,150,15.11,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,0,10,14.1,14.2,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,10,16,14.2,14.26,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,16,25,14.26,14.35,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,25,27,14.35,14.37,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,27,37,14.37,14.47,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,37,39,14.47,14.49,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,39,43,14.49,14.53,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,43,45,14.53,14.55,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,45,49,14.55,14.59,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,49,59,14.59,14.69,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,59,70,14.69,14.8,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,70,75,14.8,14.85,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,75,80,14.85,14.9,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,80,81,14.9,14.91,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,81,84,14.91,14.94,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,84,88,14.94,14.98,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
