Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1457A-4H-3-A,98,121,31.68,31.91,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),50.0,clay,1.0,silt,2.0,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),50.0,clay,1.0,silt,2.0,,100.0,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,4,H,3,A
355-U1457A-4H-3-A,121,150,31.91,32.2,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),80.0,clay,1.0,silt,2.0,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,gray,GLEY 1 5/10Y (greenish gray),20.0,clay,1.0,silt,2.0,,100.0,,,,,,,,,,,,,,,,,355,U1457,A,4,H,3,A
355-U1457A-4H-4-A,0,87,32.2,33.07,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,4,H,4,A
355-U1457A-4H-4-A,87,101,33.07,33.21,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,4,H,4,A
355-U1457A-4H-4-A,101,136,33.21,33.56,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,4,H,4,A
355-U1457A-4H-4-A,136,150,33.56,33.7,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),50.0,clay,1.0,silt,2.0,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,gray,GLEY 1 5/10Y (greenish gray),50.0,clay,1.0,silt,2.0,,100.0,,,,,,,,,,,,,,,,,355,U1457,A,4,H,4,A
355-U1457A-4H-5-A,0,59,33.7,34.29,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),70.0,clay,1.0,silt,2.0,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,gray,GLEY 1 6/10Y (greenish gray),30.0,clay,1.0,silt,2.0,,100.0,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,4,H,5,A
355-U1457A-4H-5-A,59,90,34.29,34.6,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),60.0,clay,1.0,silt,2.0,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),40.0,clay,1.0,silt,2.0,,100.0,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,4,H,5,A
355-U1457A-4H-5-A,90,112,34.6,34.82,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,4,H,5,A
355-U1457A-4H-5-A,112,139,34.82,35.09,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 5/10Y (greenish gray),80.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),20.0,clay,1.0,silt,2.0,,100.0,,,,,,,,,,,,,,,,,355,U1457,A,4,H,5,A
355-U1457A-4H-6-A,0,15,35.2,35.35,,sandy,clay,,sandy clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3.0,very fine sand,3.0,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,4,H,6,A
355-U1457A-4H-6-A,15,29,35.35,35.49,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),70.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),30.0,clay,1.0,silt,2.0,,100.0,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,4,H,6,A
355-U1457A-4H-6-A,29,62,35.49,35.82,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 5/10Y (greenish gray),80.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),20.0,clay,1.0,silt,2.0,,100.0,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,4,H,6,A
355-U1457A-4H-6-A,62,93,35.82,36.13,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,4,H,6,A
355-U1457A-4H-6-A,93,116,36.13,36.36,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),60.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),40.0,clay,1.0,silt,2.0,,100.0,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,4,H,6,A
355-U1457A-4H-6-A,116,127,36.36,36.47,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,4,H,6,A
355-U1457A-4H-CC-A,0,12,36.47,36.59,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,4,H,CC,A
355-U1457A-5H-1-A,0,81,37.2,38.01,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,5,H,1,A
355-U1457A-5H-1-A,81,97,38.01,38.17,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,5,H,1,A
355-U1457A-5H-1-A,97,133,38.17,38.53,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,5,H,1,A
355-U1457A-5H-1-A,133,150,38.53,38.7,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),50.0,clay,1.0,silt,2.0,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,gray,GLEY 1 5/10Y (greenish gray),50.0,clay,1.0,silt,2.0,,100.0,,,,,,,,,,,,,,,,,355,U1457,A,5,H,1,A
355-U1457A-5H-2-A,0,12,38.7,38.82,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,5,H,2,A
355-U1457A-5H-2-A,12,40,38.82,39.1,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,5,H,2,A
355-U1457A-5H-2-A,40,54,39.1,39.24,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),80.0,clay,1.0,silt,2.0,,clayey,silt,,clayey silt,clayey silt,silt,dark gray,GLEY 1 4/10GY (dark greenish gray),20.0,silt,2.0,very fine sand,3.0,,100.0,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,5,H,2,A
355-U1457A-5H-2-A,54,80,39.24,39.5,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,5,H,2,A
355-U1457A-5H-2-A,80,93,39.5,39.63,,silty,sand,,silty sand,,,gray,GLEY 1 4/5GY (dark greenish gray),70.0,fine sand,4.0,fine sand,4.0,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,gray,GLEY 1 5/10Y (greenish gray),30.0,clay,1.0,silt,2.0,,100.0,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,5,H,2,A
355-U1457A-5H-2-A,93,139,39.63,40.09,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),70.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),30.0,clay,1.0,silt,2.0,,100.0,,,,,,,,,,,,,,,,,355,U1457,A,5,H,2,A
355-U1457A-5H-3-A,0,10,40.2,40.3,,nannofossil rich,clay,with silt,nannofossil rich clay with silt,,,gray,GLEY 1 4/5GY (dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,A,5,H,3,A
355-U1457A-5H-3-A,10,28,40.3,40.48,,nannofossil rich,clay,with silt,nannofossil rich clay with silt,,burrows,gray,GLEY 1 5/10Y (greenish gray),70.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),30.0,clay,1.0,silt,2.0,,100.0,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,5,H,3,A
355-U1457A-5H-3-A,28,50,40.48,40.7,,nannofossil rich,clay,with silt,nannofossil rich clay with silt,,burrows,gray,GLEY 1 5/10Y (greenish gray),60.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),40.0,clay,1.0,silt,2.0,,100.0,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,5,H,3,A
355-U1457A-5H-3-A,50,102,40.7,41.22,,nannofossil rich,clay,with silt,nannofossil rich clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),70.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),30.0,clay,1.0,silt,2.0,,100.0,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,5,H,3,A
355-U1457A-5H-3-A,102,150,41.22,41.7,,silty,clay,with nannofossils,silty clay with nannofossils,,,greenish gray,GLEY 1 6/5GY (greenish gray),70.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),30.0,,,,,,100.0,,,,,,,,,,,,,,,,,355,U1457,A,5,H,3,A
355-U1457A-5H-4-A,0,50,41.7,42.2,,silty,clay,with nannofossils,silty clay with nannofossils,,,greenish gray,GLEY 1 6/5G (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,5,H,4,A
355-U1457A-5H-4-A,50,73,42.2,42.43,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),60.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),40.0,clay,1.0,silt,2.0,,100.0,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,5,H,4,A
355-U1457A-5H-4-A,73,95,42.43,42.65,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,5,H,4,A
355-U1457A-5H-4-A,95,110,42.65,42.8,,nannofossil rich,clay,with silt,nannofossil rich clay with silt,,burrows,gray,GLEY 1 5/10Y (greenish gray),60.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),40.0,clay,1.0,silt,2.0,,100.0,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,5,H,4,A
355-U1457A-5H-4-A,110,122,42.8,42.92,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,5,H,4,A
355-U1457A-5H-4-A,122,137,42.92,43.07,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 5/10Y (greenish gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,GLEY 1 4/5GY (dark greenish gray),20.0,silt,2.0,very fine sand,3.0,,100.0,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,5,H,4,A
355-U1457A-5H-4-A,137,150,43.07,43.2,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,5,H,4,A
355-U1457A-5H-5-A,0,16,43.2,43.36,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (dark greenish gray),80.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 4/5GY (dark greenish gray),20.0,very fine sand,3.0,fine sand,4.0,,100.0,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,5,H,5,A
355-U1457A-5H-5-A,16,30,43.36,43.5,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),70.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 4/5GY (dark greenish gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,5,H,5,A
355-U1457A-5H-5-A,30,77,43.5,43.97,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),90.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,gray,GLEY 1 4/5G (dark greenish gray),10.0,very fine sand,3.0,very fine sand,3.0,,100.0,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1457,A,5,H,5,A
355-U1457A-5H-5-A,77,107,43.97,44.27,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),80.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,gray,GLEY 1 4/5GY (dark greenish gray),20.0,very fine sand,3.0,very fine sand,3.0,,100.0,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,5,H,5,A
355-U1457A-5H-5-A,107,129,44.27,44.49,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),60.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,gray,GLEY 1 4/5GY (dark greenish gray),40.0,very fine sand,3.0,very fine sand,3.0,,100.0,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,5,H,5,A
355-U1457A-5H-5-A,129,150,44.49,44.7,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,5,H,5,A
355-U1457A-5H-6-A,0,24,44.7,44.94,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,5,H,6,A
355-U1457A-5H-6-A,24,50,44.94,45.2,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),60.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),40.0,clay,1.0,silt,2.0,,100.0,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,5,H,6,A
355-U1457A-5H-6-A,50,73,45.2,45.43,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),50.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),50.0,clay,1.0,silt,2.0,,100.0,,,,,,,,,,,,,,,,,355,U1457,A,5,H,6,A
355-U1457A-5H-CC-A,0,13,45.43,45.56,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,5,H,CC,A
355-U1457A-6H-1-A,0,25,46.7,46.95,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,6,H,1,A
355-U1457A-6H-1-A,25,102,46.95,47.72,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,6,H,1,A
355-U1457A-6H-1-A,102,150,47.72,48.2,,,calcareous ooze,,calcareous ooze,,burrows,white,GLEY 1 8/10Y (light greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,6,H,1,A
355-U1457A-6H-2-A,0,38,48.2,48.58,,,calcareous ooze,,calcareous ooze,,burrows,white,GLEY 1 8/10Y (light greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,6,H,2,A
355-U1457A-6H-2-A,38,97,48.58,49.17,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,6,H,2,A
355-U1457A-6H-2-A,97,150,49.17,49.7,,,nannofossil ooze,,nannofossil ooze,,burrows,white,GLEY 1 8/10Y (light greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,6,H,2,A
355-U1457A-6H-3-A,0,40,49.7,50.1,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,6,H,3,A
355-U1457A-6H-3-A,40,61,50.1,50.31,,silty,sand,,silty sand,,,gray,GLEY 1 4/5G (greenish gray),,very fine sand,3.0,fine sand,4.0,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,6,H,3,A
355-U1457A-6H-3-A,61,128,50.31,50.98,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,6,H,3,A
355-U1457A-6H-3-A,128,139,50.98,51.09,,silty,sand,,silty sand,,,gray,GLEY 1 4/5G (greenish gray),,very fine sand,3.0,very fine sand,3.0,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,6,H,3,A
355-U1457A-6H-3-A,139,150,51.09,51.2,,,calcareous ooze,,calcareous ooze,,,white,GLEY 1 8/10Y (light greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,6,H,3,A
355-U1457A-6H-4-A,0,31,51.2,51.51,,,calcareous ooze,,calcareous ooze,,,white,GLEY 1 8/10Y (light greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,6,H,4,A
355-U1457A-6H-4-A,31,48,51.51,51.68,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 5/10Y (greenish gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,gray,GLEY 1 6/10Y (greenish gray),10.0,silt,2.0,very fine sand,3.0,,100.0,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,6,H,4,A
355-U1457A-6H-4-A,48,65,51.68,51.85,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,6,H,4,A
355-U1457A-6H-4-A,65,78,51.85,51.98,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,GLEY 1 4/5GY (dark greenish gray),10.0,silt,2.0,very fine sand,3.0,,100.0,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,6,H,4,A
355-U1457A-6H-4-A,78,108,51.98,52.28,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,6,H,4,A
355-U1457A-6H-4-A,108,128,52.28,52.48,,silty,sand,,silty sand,,,gray,GLEY 1 4/5G (greenish gray),60.0,very fine sand,3.0,fine sand,4.0,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,gray,GLEY 1 4/5G (greenish gray),40.0,clay,1.0,silt,2.0,,100.0,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,6,H,4,A
355-U1457A-6H-4-A,128,150,52.48,52.7,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),80.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 5/10Y (greenish gray),20.0,clay,1.0,silt,2.0,,100.0,,,,,,,,,,,,,,,,,355,U1457,A,6,H,4,A
355-U1457A-6H-5-A,0,26,52.7,52.96,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,6,H,5,A
355-U1457A-6H-5-A,26,78,52.96,53.48,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 4/5G (greenish gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,GLEY 1 4/5GY (dark greenish gray),10.0,silt,2.0,very fine sand,3.0,,100.0,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1457,A,6,H,5,A
355-U1457A-6H-5-A,78,105,53.48,53.75,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,6,H,5,A
355-U1457A-6H-5-A,105,140,53.75,54.1,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,6,H,5,A
355-U1457A-6H-6-A,0,25,54.2,54.45,,nannofossil rich,clay,,nannofossil rich clay,,,greenish gray,GLEY 1 7/5GY (light greenish grey),70.0,clay,1.0,silt,2.0,,clayey,silt,,clayey silt,clayey silt,silt,greenish gray,GLEY 1 7/5G (pale green),30.0,silt,2.0,very fine sand,3.0,,100.0,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,6,H,6,A
355-U1457A-6H-6-A,25,35,54.45,54.55,,,nannofossil ooze,,nannofossil ooze,,,greenish gray,GLEY 1 7/5GY (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,6,H,6,A
355-U1457A-6H-6-A,35,49,54.55,54.69,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 4/5G (greenish gray),80.0,clay,1.0,silt,2.0,,clayey,silt,,clayey silt,clayey silt,silt,gray,GLEY 1 4/5GY (dark greenish gray),20.0,silt,2.0,very fine sand,3.0,,100.0,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,6,H,6,A
