Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLAST,GRAVEL SIZE CLAST.1,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
323-U1341A-7H-2-A,323,U1341,A,7,7-2,H,2,A,0,17,52.0,52.17,diatom silty clay,"Shepard, 1954",,diatom silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-7H-2-A,323,U1341,A,7,7-2,H,2,A,17,40,52.17,52.4,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-7H-2-A,323,U1341,A,7,7-2,H,2,A,40,102,52.4,53.02,diatom silty clay,"Shepard, 1954",,diatom silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-7H-2-A,323,U1341,A,7,7-2,H,2,A,102,150,53.02,53.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-7H-3-A,323,U1341,A,7,7-3,H,3,A,0,10,53.5,53.6,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-7H-3-A,323,U1341,A,7,7-3,H,3,A,10,110,53.6,54.6,diatom silty clay,"Shepard, 1954",,diatom silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-7H-3-A,323,U1341,A,7,7-3,H,3,A,110,140,54.6,54.9,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-7H-3-A,323,U1341,A,7,7-3,H,3,A,140,150,54.9,55.0,diatom silty clay,"Shepard, 1954",,diatom silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-7H-4-A,323,U1341,A,7,7-4,H,4,A,0,50,55.0,55.5,diatom silty clay,"Shepard, 1954",,diatom silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-7H-4-A,323,U1341,A,7,7-4,H,4,A,50,150,55.5,56.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-7H-5-A,323,U1341,A,7,7-5,H,5,A,0,18,56.5,56.68,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-7H-5-A,323,U1341,A,7,7-5,H,5,A,18,150,56.68,58.0,diatom silty clay,"Shepard, 1954",,diatom silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-7H-6-A,323,U1341,A,7,7-6,H,6,A,0,150,58.0,59.5,diatom silty clay,"Shepard, 1954",,diatom silty clay,50.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-7H-7-A,323,U1341,A,7,7-7,H,7,A,0,70,59.5,60.2,diatom silty clay,"Shepard, 1954",,diatom silty clay,50.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-7H-CC-A,323,U1341,A,7,7-CC,H,CC,A,0,18,60.23,60.41,diatom silty clay,"Shepard, 1954",,diatom silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-8H-1-A,323,U1341,A,8,8-1,H,1,A,0,60,60.0,60.6,diatom silt,"Shepard, 1954",,diatom silt,100.0,soupy,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-8H-1-A,323,U1341,A,8,8-1,H,1,A,60,150,60.6,61.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-8H-2-A,323,U1341,A,8,8-2,H,2,A,0,150,61.5,63.0,diatom silt,"Shepard, 1954",,diatom silt,50.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-8H-3-A,323,U1341,A,8,8-3,H,3,A,0,150,63.0,64.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-8H-4-A,323,U1341,A,8,8-4,H,4,A,0,150,64.5,66.0,diatom silt,"Shepard, 1954",,diatom silt,50.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-8H-4-A,323,U1341,A,8,8-4,H,4,A,0,150,64.5,66.0,foraminifer diatom ooze,Leg 323,,foraminifer diatom ooze,50.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-8H-5-A,323,U1341,A,8,8-5,H,5,A,0,70,66.0,66.7,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-8H-5-A,323,U1341,A,8,8-5,H,5,A,70,100,66.7,67.0,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-8H-5-A,323,U1341,A,8,8-5,H,5,A,100,150,67.0,67.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-8H-6-A,323,U1341,A,8,8-6,H,6,A,0,90,67.5,68.4,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-8H-7-A,323,U1341,A,8,8-7,H,7,A,0,20,68.5,68.7,nannofossil ooze,Leg 323  ,diatom-rich,diatom-rich nannofossil ooze,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1341A-8H-7-A,323,U1341,A,8,8-7,H,7,A,20,59,68.7,69.09,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-8H-CC-A,323,U1341,A,8,8-CC,H,CC,A,0,23,69.09,69.32,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-9H-1-A,323,U1341,A,9,9-1,H,1,A,0,70,69.5,70.2,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-9H-1-A,323,U1341,A,9,9-1,H,1,A,70,150,70.2,71.0,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-9H-2-A,323,U1341,A,9,9-2,H,2,A,0,3,71.0,71.03,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-9H-2-A,323,U1341,A,9,9-2,H,2,A,3,77,71.03,71.77,diatom ooze,United States Geological Survey,nannofossil-rich,nannofossil-rich diatom ooze,100.0,soft,5Y 4/4,,,,,,,,,,,,,,,,
323-U1341A-9H-2-A,323,U1341,A,9,9-2,H,2,A,77,130,71.77,72.3,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-9H-2-A,323,U1341,A,9,9-2,H,2,A,130,150,72.3,72.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-9H-3-A,323,U1341,A,9,9-3,H,3,A,0,109,72.5,73.59,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-9H-3-A,323,U1341,A,9,9-3,H,3,A,109,150,73.59,74.0,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-9H-4-A,323,U1341,A,9,9-4,H,4,A,0,5,74.0,74.05,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-9H-4-A,323,U1341,A,9,9-4,H,4,A,5,150,74.05,75.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-9H-5-A,323,U1341,A,9,9-5,H,5,A,0,48,75.5,75.98,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-9H-5-A,323,U1341,A,9,9-5,H,5,A,48,150,75.98,77.0,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-9H-6-A,323,U1341,A,9,9-6,H,6,A,0,70,77.0,77.7,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-9H-6-A,323,U1341,A,9,9-6,H,6,A,70,150,77.7,78.5,diatom clay,"Shepard, 1954",,diatom clay,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-9H-7-A,323,U1341,A,9,9-7,H,7,A,0,89,78.5,79.39,diatom clay,"Shepard, 1954",,diatom clay,50.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-9H-CC-A,323,U1341,A,9,9-CC,H,CC,A,0,17,79.39,79.56,diatom clay,"Shepard, 1954",,diatom clay,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-10H-1-A,323,U1341,A,10,10-1,H,1,A,0,90,79.0,79.9,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-10H-1-A,323,U1341,A,10,10-1,H,1,A,90,150,79.9,80.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-10H-2-A,323,U1341,A,10,10-2,H,2,A,0,15,80.5,80.65,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-10H-2-A,323,U1341,A,10,10-2,H,2,A,15,50,80.65,81.0,diatom ooze,United States Geological Survey,nannofossil-rich,nannofossil-rich diatom ooze,100.0,soft,5Y 4/4,,,,,,,,,,,,,,,,
323-U1341A-10H-2-A,323,U1341,A,10,10-2,H,2,A,50,100,81.0,81.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-10H-2-A,323,U1341,A,10,10-2,H,2,A,100,150,81.5,82.0,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-10H-3-A,323,U1341,A,10,10-3,H,3,A,0,24,82.0,82.24,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-10H-3-A,323,U1341,A,10,10-3,H,3,A,24,37,82.24,82.37,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-10H-3-A,323,U1341,A,10,10-3,H,3,A,37,50,82.37,82.5,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-10H-3-A,323,U1341,A,10,10-3,H,3,A,50,150,82.5,83.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-10H-4-A,323,U1341,A,10,10-4,H,4,A,0,150,83.5,85.0,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-10H-5-A,323,U1341,A,10,10-5,H,5,A,0,150,85.0,86.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-10H-6-A,323,U1341,A,10,10-6,H,6,A,0,70,86.5,87.2,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-10H-6-A,323,U1341,A,10,10-6,H,6,A,70,150,87.2,88.0,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-10H-7-A,323,U1341,A,10,10-7,H,7,A,0,20,88.0,88.2,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-10H-7-A,323,U1341,A,10,10-7,H,7,A,20,69,88.2,88.69,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-10H-CC-A,323,U1341,A,10,10-CC,H,CC,A,0,28,88.74,89.02,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-11H-1-A,323,U1341,A,11,11-1,H,1,A,0,8,88.5,88.58,diatom ooze,United States Geological Survey,silicoflagellate-rich,silicoflagellate-rich diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-11H-1-A,323,U1341,A,11,11-1,H,1,A,8,137,88.58,89.87,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-11H-1-A,323,U1341,A,11,11-1,H,1,A,137,150,89.87,90.0,diatom ooze,United States Geological Survey,silicoflagellate-rich,silicoflagellate-rich diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-11H-2-A,323,U1341,A,11,11-2,H,2,A,0,20,90.0,90.2,diatom ooze,United States Geological Survey,silicoflagellate-rich,silicoflagellate-rich diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-11H-2-A,323,U1341,A,11,11-2,H,2,A,20,54,90.2,90.54,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-11H-2-A,323,U1341,A,11,11-2,H,2,A,54,110,90.54,91.1,diatom ooze,United States Geological Survey,silicoflagellate-rich,silicoflagellate-rich diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-11H-2-A,323,U1341,A,11,11-2,H,2,A,110,150,91.1,91.5,diatom ooze,United States Geological Survey,silicoflagellate-rich,silicoflagellate-rich diatom ooze,100.0,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-11H-3-A,323,U1341,A,11,11-3,H,3,A,0,40,91.5,91.9,diatom ooze,United States Geological Survey,silicoflagellate-rich,silicoflagellate-rich diatom ooze,100.0,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-11H-3-A,323,U1341,A,11,11-3,H,3,A,40,147,91.9,92.97,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-11H-3-A,323,U1341,A,11,11-3,H,3,A,147,150,92.97,93.0,diatom ooze,United States Geological Survey,silicoflagellate-rich,silicoflagellate-rich diatom ooze,100.0,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-11H-4-A,323,U1341,A,11,11-4,H,4,A,0,105,93.0,94.05,diatom ooze,United States Geological Survey,silicoflagellate-rich,silicoflagellate-rich diatom ooze,100.0,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-11H-4-A,323,U1341,A,11,11-4,H,4,A,105,150,94.05,94.5,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-11H-5-A,323,U1341,A,11,11-5,H,5,A,0,10,94.5,94.6,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-11H-5-A,323,U1341,A,11,11-5,H,5,A,10,80,94.6,95.3,diatom ooze,United States Geological Survey,silicoflagellate-rich,silicoflagellate-rich diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-11H-5-A,323,U1341,A,11,11-5,H,5,A,80,150,95.3,96.0,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-11H-6-A,323,U1341,A,11,11-6,H,6,A,0,20,96.0,96.2,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-11H-6-A,323,U1341,A,11,11-6,H,6,A,20,90,96.2,96.9,diatom ooze,United States Geological Survey,silicoflagellate-rich,silicoflagellate-rich diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-11H-6-A,323,U1341,A,11,11-6,H,6,A,90,150,96.9,97.5,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-11H-7-A,323,U1341,A,11,11-7,H,7,A,0,75,97.5,98.25,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-11H-CC-A,323,U1341,A,11,11-CC,H,CC,A,0,16,98.25,98.41,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-12H-1-A,323,U1341,A,12,12-1,H,1,A,0,150,98.0,99.5,diatom silt,Leg 323,,diatom silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-12H-2-A,323,U1341,A,12,12-2,H,2,A,0,150,99.5,101.0,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-12H-3-A,323,U1341,A,12,12-3,H,3,A,0,140,101.0,102.4,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-12H-3-A,323,U1341,A,12,12-3,H,3,A,140,150,102.4,102.5,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-12H-4-A,323,U1341,A,12,12-4,H,4,A,0,55,102.5,103.05,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-12H-4-A,323,U1341,A,12,12-4,H,4,A,55,150,103.05,104.0,diatom silt,Leg 323,,diatom silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-12H-5-A,323,U1341,A,12,12-5,H,5,A,0,40,104.0,104.4,diatom silt,Leg 323,,diatom silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-12H-5-A,323,U1341,A,12,12-5,H,5,A,40,110,104.4,105.1,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-12H-5-A,323,U1341,A,12,12-5,H,5,A,110,150,105.1,105.5,diatom silt,Leg 323,,diatom silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-12H-6-A,323,U1341,A,12,12-6,H,6,A,0,10,105.5,105.6,diatom silt,Leg 323,,diatom silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-12H-6-A,323,U1341,A,12,12-6,H,6,A,10,95,105.6,106.45,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-12H-6-A,323,U1341,A,12,12-6,H,6,A,95,150,106.45,107.0,diatom silt,Leg 323,,diatom silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-12H-7-A,323,U1341,A,12,12-7,H,7,A,0,60,107.0,107.6,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-12H-7-A,323,U1341,A,12,12-7,H,7,A,60,87,107.6,107.87,diatom ooze,Leg 323,,diatom ooze,,,5Y 3/2,,,,,,,,,,,,,,,,
323-U1341A-12H-CC-A,323,U1341,A,12,12-CC,H,CC,A,0,28,107.87,108.15,diatom ooze,Leg 323,,diatom ooze,,,5Y 3/2,,,,,,,,,,,,,,,,
323-U1341A-13H-1-A,323,U1341,A,13,13-1,H,1,A,0,80,107.5,108.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-13H-1-A,323,U1341,A,13,13-1,H,1,A,80,150,108.3,109.0,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-13H-2-A,323,U1341,A,13,13-2,H,2,A,0,145,109.0,110.45,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-13H-2-A,323,U1341,A,13,13-2,H,2,A,145,150,110.45,110.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-13H-3-A,323,U1341,A,13,13-3,H,3,A,0,40,110.5,110.9,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-13H-3-A,323,U1341,A,13,13-3,H,3,A,40,90,110.9,111.4,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-13H-3-A,323,U1341,A,13,13-3,H,3,A,90,150,111.4,112.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-13H-4-A,323,U1341,A,13,13-4,H,4,A,0,10,112.0,112.1,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-13H-4-A,323,U1341,A,13,13-4,H,4,A,10,120,112.1,113.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-13H-4-A,323,U1341,A,13,13-4,H,4,A,120,150,113.2,113.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-13H-5-A,323,U1341,A,13,13-5,H,5,A,0,12,113.5,113.62,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-13H-5-A,323,U1341,A,13,13-5,H,5,A,12,150,113.62,115.0,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-13H-6-A,323,U1341,A,13,13-6,H,6,A,0,139,115.0,116.39,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-13H-7-A,323,U1341,A,13,13-7,H,7,A,0,76,116.5,117.26,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-13H-CC-A,323,U1341,A,13,13-CC,H,CC,A,0,43,117.26,117.69,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-14H-1-A,323,U1341,A,14,14-1,H,1,A,0,8,117.0,117.08,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-14H-1-A,323,U1341,A,14,14-1,H,1,A,8,150,117.08,118.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-14H-2-A,323,U1341,A,14,14-2,H,2,A,0,150,118.5,120.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-14H-3-A,323,U1341,A,14,14-3,H,3,A,0,15,120.0,120.15,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-14H-3-A,323,U1341,A,14,14-3,H,3,A,15,65,120.15,120.65,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-14H-3-A,323,U1341,A,14,14-3,H,3,A,65,150,120.65,121.5,diatom ooze,Leg 323,silicoflagellate-bearing,silicoflagellate-bearing diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-14H-4-A,323,U1341,A,14,14-4,H,4,A,0,150,121.5,123.0,diatom ooze,Leg 323,silicoflagellate-bearing,silicoflagellate-bearing diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-14H-5-A,323,U1341,A,14,14-5,H,5,A,0,70,123.0,123.7,diatom ooze,Leg 323,silicoflagellate-bearing,silicoflagellate-bearing diatom ooze,,,,,,,,,,,,,,,,,,,
323-U1341A-14H-5-A,323,U1341,A,14,14-5,H,5,A,70,130,123.7,124.3,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-14H-5-A,323,U1341,A,14,14-5,H,5,A,130,150,124.3,124.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-14H-6-A,323,U1341,A,14,14-6,H,6,A,0,30,124.5,124.8,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-14H-6-A,323,U1341,A,14,14-6,H,6,A,30,139,124.8,125.89,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-14H-7-A,323,U1341,A,14,14-7,H,7,A,0,65,126.0,126.65,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-14H-7-A,323,U1341,A,14,14-7,H,7,A,65,80,126.65,126.8,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-14H-CC-A,323,U1341,A,14,14-CC,H,CC,A,0,26,126.83,127.09,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-15H-1-A,323,U1341,A,15,15-1,H,1,A,0,139,126.5,127.89,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-15H-2-A,323,U1341,A,15,15-2,H,2,A,0,139,128.0,129.39,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-15H-3-A,323,U1341,A,15,15-3,H,3,A,0,42,129.5,129.92,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-15H-3-A,323,U1341,A,15,15-3,H,3,A,42,100,129.92,130.5,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-15H-3-A,323,U1341,A,15,15-3,H,3,A,100,150,130.5,131.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-15H-4-A,323,U1341,A,15,15-4,H,4,A,0,60,131.0,131.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-15H-4-A,323,U1341,A,15,15-4,H,4,A,60,80,131.6,131.8,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
