Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
354-U1454B-14F-1-A,86,150,73.16,73.8,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1454,B,14,F,1,A
354-U1454B-14F-2-A,0,32,73.8,74.12,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,14,F,2,A
354-U1454B-14F-2-A,32,82,74.12,74.62,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,parallel lamination,,,,,,,,354,U1454,B,14,F,2,A
354-U1454B-14F-3-A,0,123,74.62,75.85,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,14,F,3,A
354-U1454B-14F-CC-A,0,6,75.85,75.91,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,14,F,CC,A
354-U1454B-16F-1-A,0,154,81.8,83.34,,,clay [Leg210],,clay,clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1454,B,16,F,1,A
354-U1454B-16F-2-A,0,131,83.34,84.65,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,16,F,2,A
354-U1454B-16F-3-A,0,64,84.65,85.29,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,16,F,3,A
354-U1454B-16F-3-A,64,108,85.29,85.73,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,16,F,3,A
354-U1454B-18F-1-A,0,135,91.3,92.65,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,18,F,1,A
354-U1454B-19F-1-A,0,120,96.0,97.2,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,19,F,1,A
354-U1454B-19F-2-A,0,75,97.2,97.95,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,19,F,2,A
354-U1454B-19F-CC-A,0,7,97.95,98.02,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,19,F,CC,A
354-U1454B-20F-1-A,0,51,100.7,101.21,,,silt [Leg210],,silt,silt,silt,,gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1454,B,20,F,1,A
354-U1454B-20F-2-A,0,150,101.21,102.71,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1454,B,20,F,2,A
354-U1454B-20F-3-A,0,129,102.71,104.0,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1454,B,20,F,3,A
354-U1454B-20F-4-A,0,97,104.0,104.97,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1454,B,20,F,4,A
354-U1454B-21F-1-A,0,120,105.4,106.6,,,sand [Leg210],,sand,sand,sand,,dark gray,,,thick bed [B01],clay [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1454,B,21,F,1,A
354-U1454B-21F-2-A,0,84,106.6,107.44,,,sand [Leg210],,sand,sand,sand,,dark gray,,,thick bed [B01],clay [Leg210],thin bed [B01],,,cross-bedding,,,,,,,,354,U1454,B,21,F,2,A
354-U1454B-21F-3-A,0,59,107.44,108.03,,,sand [Leg210],,sand,sand,sand,,dark gray,,,thick bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1454,B,21,F,3,A
354-U1454B-21F-4-A,0,84,108.03,108.87,,,sand [Leg210],,sand,sand,sand,,dark gray,,,thick bed [B01],silt [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1454,B,21,F,4,A
354-U1454B-22F-1-A,0,44,110.1,110.54,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,22,F,1,A
354-U1454B-22F-1-A,44,57,110.54,110.67,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1454,B,22,F,1,A
354-U1454B-22F-1-A,57,150,110.67,111.6,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,burrows,,,,,,,,354,U1454,B,22,F,1,A
354-U1454B-22F-2-A,0,38,111.6,111.98,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,22,F,2,A
354-U1454B-22F-2-A,38,150,111.98,113.1,,,silt [Leg210],,silt,silt,silt,,gray,,,thick bed [B01],clay [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1454,B,22,F,2,A
354-U1454B-22F-3-A,0,100,113.1,114.1,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,22,F,3,A
354-U1454B-22F-4-A,0,63,114.1,114.73,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,22,F,4,A
354-U1454B-23F-1-A,0,50,114.8,115.3,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,,,,,,,color banding,,,,,,,,354,U1454,B,23,F,1,A
354-U1454B-23F-1-A,50,150,115.3,116.3,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,23,F,1,A
354-U1454B-23F-2-A,0,150,116.3,117.8,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,23,F,2,A
354-U1454B-23F-3-A,0,100,117.8,118.8,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,23,F,3,A
354-U1454B-23F-4-A,0,63,118.8,119.43,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,23,F,4,A
354-U1454B-23F-CC-A,0,23,119.43,119.66,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,23,F,CC,A
354-U1454B-24F-1-A,0,150,119.5,121.0,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,24,F,1,A
354-U1454B-24F-2-A,0,75,121.0,121.75,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,24,F,2,A
354-U1454B-24F-3-A,0,150,121.75,123.25,,,clay [Leg210],,clay,clay,clay,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,24,F,3,A
354-U1454B-24F-4-A,0,75,123.25,124.0,,,clay [Leg210],,clay,clay,clay,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,24,F,4,A
354-U1454B-24F-CC-A,0,6,124.0,124.06,,,clay [Leg210],,clay,clay,clay,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,24,F,CC,A
354-U1454B-25F-1-A,0,133,124.2,125.53,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,25,F,1,A
354-U1454B-25F-2-A,0,114,125.53,126.67,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,25,F,2,A
354-U1454B-26F-1-A,0,151,128.9,130.41,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,26,F,1,A
354-U1454B-26F-2-A,0,150,130.41,131.91,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,26,F,2,A
354-U1454B-26F-3-A,0,93,131.91,132.84,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,26,F,3,A
354-U1454B-27F-1-A,0,12,133.6,133.72,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1454,B,27,F,1,A
354-U1454B-27F-1-A,12,150,133.72,135.1,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,27,F,1,A
354-U1454B-27F-2-A,0,118,135.1,136.28,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1454,B,27,F,2,A
354-U1454B-27F-2-A,118,129,136.28,136.39,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1454,B,27,F,2,A
354-U1454B-27F-2-A,129,150,136.39,136.6,,,clay [Leg210],,clay,clay,clay,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1454,B,27,F,2,A
354-U1454B-27F-3-A,0,11,136.6,136.71,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1454,B,27,F,3,A
354-U1454B-27F-3-A,11,80,136.71,137.4,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,gray,,,,,,,,,,,,,,,,354,U1454,B,27,F,3,A
354-U1454B-27F-3-A,80,139,137.4,137.99,,,clay [Leg210],with silt [2014],clay,clay with silt,clay with silt,,gray,,,,,,,,,,,,,,,,354,U1454,B,27,F,3,A
354-U1454B-27F-CC-A,0,10,137.99,138.09,,,clay [Leg210],with silt [2014],clay,clay with silt,clay with silt,,gray,,,,,,,,,,,,,,,,354,U1454,B,27,F,CC,A
354-U1454B-28F-1-A,0,13,138.3,138.43,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1454,B,28,F,1,A
354-U1454B-28F-1-A,13,29,138.43,138.59,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,28,F,1,A
354-U1454B-28F-1-A,29,34,138.59,138.64,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1454,B,28,F,1,A
354-U1454B-28F-1-A,34,43,138.64,138.73,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,28,F,1,A
354-U1454B-28F-1-A,43,75,138.73,139.05,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,sub-horizontal,very thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,dark gray parallel laminated silt,,,,354,U1454,B,28,F,1,A
354-U1454B-28F-1-A,75,84,139.05,139.14,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp irregular,sub-vertical,,,,,,,,,,,,,,354,U1454,B,28,F,1,A
354-U1454B-28F-1-A,84,125,139.14,139.55,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,1,A
354-U1454B-28F-1-A,125,134,139.55,139.64,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,1,A
354-U1454B-28F-1-A,134,140,139.64,139.7,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,1,A
354-U1454B-28F-1-A,140,150,139.7,139.8,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,1,A
354-U1454B-28F-2-A,0,5,139.8,139.85,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,2,A
354-U1454B-28F-2-A,5,42,139.85,140.22,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,light gray silt,,,,354,U1454,B,28,F,2,A
354-U1454B-28F-2-A,42,98,140.22,140.78,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,light gray silt,,,,354,U1454,B,28,F,2,A
354-U1454B-28F-2-A,98,150,140.78,141.3,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,light gray silt,,,,354,U1454,B,28,F,2,A
354-U1454B-28F-2-A,98,150,140.78,141.3,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,28,F,2,A
354-U1454B-28F-3-A,0,41,141.3,141.71,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,3,A
354-U1454B-28F-3-A,0,41,141.3,141.71,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,28,F,3,A
354-U1454B-28F-3-A,41,59,141.71,141.89,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,3,A
354-U1454B-28F-3-A,41,59,141.71,141.89,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,28,F,3,A
354-U1454B-28F-3-A,59,70,141.89,142.0,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,3,A
354-U1454B-28F-3-A,59,70,141.89,142.0,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,28,F,3,A
354-U1454B-28F-3-A,70,83,142.0,142.13,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,horizontal,,,,,,burrows,,,,,,,,354,U1454,B,28,F,3,A
354-U1454B-28F-3-A,70,83,142.0,142.13,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,3,A
354-U1454B-28F-3-A,83,100,142.13,142.3,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,3,A
354-U1454B-28F-3-A,83,100,142.13,142.3,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,28,F,3,A
354-U1454B-28F-4-A,0,26,142.3,142.56,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,4,A
354-U1454B-28F-4-A,0,26,142.3,142.56,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,28,F,4,A
354-U1454B-28F-4-A,26,59,142.56,142.89,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,4,A
354-U1454B-28F-4-A,26,59,142.56,142.89,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,28,F,4,A
354-U1454B-28F-CC-A,0,14,142.89,143.03,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,28,F,CC,A
354-U1454B-29F-1-A,0,6,143.0,143.06,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,sharp irregular,horizontal,,,,,,,,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,6,14,143.06,143.14,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,14,30,143.14,143.3,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,14,30,143.14,143.3,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,30,112,143.3,144.12,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,30,112,143.3,144.12,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,112,119,144.12,144.19,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,112,119,144.12,144.19,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,119,135,144.19,144.35,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,119,135,144.19,144.35,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,135,150,144.35,144.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-1-A,135,150,144.35,144.5,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,1,A
354-U1454B-29F-2-A,0,11,144.5,144.61,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp irregular,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,11,23,144.61,144.73,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,11,23,144.61,144.73,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,23,46,144.73,144.96,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,23,46,144.73,144.96,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,46,71,144.96,145.21,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,46,71,144.96,145.21,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,71,97,145.21,145.47,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,sharp irregular,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,71,97,145.21,145.47,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,97,104,145.47,145.54,,,volcanic ash [MMK88],,volcanic ash,volcanic ash,volcanic ash,,light brown,sharp irregular,horizontal,,,,,,normally graded,,,,white to light brown,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,104,124,145.54,145.74,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,104,124,145.54,145.74,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,124,150,145.74,146.0,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark green,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-2-A,124,150,145.74,146.0,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,2,A
354-U1454B-29F-3-A,0,31,146.0,146.31,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,3,A
354-U1454B-29F-3-A,0,31,146.0,146.31,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,3,A
354-U1454B-29F-3-A,31,38,146.31,146.38,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,gradational,horizontal,,,,,,burrows,,,,,,,,354,U1454,B,29,F,3,A
354-U1454B-29F-3-A,31,38,146.31,146.38,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,3,A
354-U1454B-29F-3-A,38,54,146.38,146.54,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,sharp irregular,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,3,A
354-U1454B-29F-3-A,38,54,146.38,146.54,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,3,A
354-U1454B-29F-3-A,54,74,146.54,146.74,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp irregular,sub-horizontal,,,,,,burrows,,,,,,,,354,U1454,B,29,F,3,A
354-U1454B-29F-3-A,54,74,146.54,146.74,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,3,A
354-U1454B-29F-3-A,74,94,146.74,146.94,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,3,A
354-U1454B-29F-3-A,94,100,146.94,147.0,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,3,A
354-U1454B-29F-4-A,0,23,147.0,147.23,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,4,A
354-U1454B-29F-4-A,0,23,147.0,147.23,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,4,A
