Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1417C-8H-2-A,341,U1417,C,8,8-2,H,2,A,145.0,148.0,58.95,58.98,,ash(tuff) [MMK88m],,ash(tuff),ash,4,normal grading,2.5Y 5/2 (grayish brown),none [DB86],0,absent [A79],,,,,,,,,,,sand to silt sized,,,,,,,,,
341-U1417C-8H-2-A,341,U1417,C,8,8-2,H,2,A,148.0,150.0,58.98,59.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-8H-3-A,341,U1417,C,8,8-3,H,3,A,0.0,34.0,59.0,59.34,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-8H-3-A,341,U1417,C,8,8-3,H,3,A,34.0,67.0,59.34,59.67,,diatom ooze [Leg339],,diatom ooze ,,,patch or bleb,5GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,"brown (5Y, 5/2) patches",gradational contact,,,,,,,,
341-U1417C-8H-3-A,341,U1417,C,8,8-3,H,3,A,67.0,150.0,59.67,60.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling,,,,,,,,,
341-U1417C-8H-4-A,341,U1417,C,8,8-4,H,4,A,0.0,118.0,60.5,61.68,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],3,,,,,pebble [W22_2],subrounded,,,,"argillite pebbles, 3 cm at 25, 1 cm at 42 and 117",,,,,,,,,
341-U1417C-8H-4-A,341,U1417,C,8,8-4,H,4,A,118.0,126.0,61.68,61.76,,ash(tuff) [MMK88m],,ash(tuff),ash,4,normal grading,5GY 2.5/1 (greenish black),,,,,,,,,,,,,,4 cycles of normal grading over 8 cm thickness,,,,,,,,,
341-U1417C-8H-4-A,341,U1417,C,8,8-4,H,4,A,126.0,150.0,61.76,62.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-8H-5-A,341,U1417,C,8,8-5,H,5,A,0.0,34.5,62.0,62.345,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-8H-5-A,341,U1417,C,8,8-5,H,5,A,34.5,39.0,62.345,62.39,,ash(tuff) [MMK88m],,ash(tuff),ash,4,normal grading,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-8H-5-A,341,U1417,C,8,8-5,H,5,A,39.0,42.0,62.39,62.42,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-8H-5-A,341,U1417,C,8,8-5,H,5,A,42.0,43.0,62.42,62.43,,ash(tuff) [MMK88m],,ash(tuff),ash,4,normal grading,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-8H-5-A,341,U1417,C,8,8-5,H,5,A,43.0,69.0,62.43,62.69,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-8H-5-A,341,U1417,C,8,8-5,H,5,A,69.0,150.0,62.69,63.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-8H-6-A,341,U1417,C,8,8-6,H,6,A,0.0,100.0,63.5,64.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-8H-7-A,341,U1417,C,8,8-7,H,7,A,0.0,71.0,64.5,65.21,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"massive mud, void of an elongate, subrounded lonestone present in WH, 2 cm, argillite",,,,,,,,,
341-U1417C-8H-CC-A,341,U1417,C,8,8-CC,H,CC,A,0.0,22.0,65.21,65.43,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-1-A,341,U1417,C,9,9-1,H,1,A,0.0,150.0,65.5,67.0,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],10,,,,,,,,,,"green/black color banding;
132-138cm: layer of fine sand/silt (2.5Y, 6/2) but intense drilling disturbance",,,,,,,,,
341-U1417C-9H-2-A,341,U1417,C,9,9-2,H,2,A,0.0,150.0,67.0,68.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],11,,,,,,,,,,black mottling; green/black layers,,,,,,,,,
341-U1417C-9H-3-A,341,U1417,C,9,9-3,H,3,A,0.0,86.0,68.5,69.36,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,black mottling; green/black layers,gradational contact,,,,,,,,
341-U1417C-9H-3-A,341,U1417,C,9,9-3,H,3,A,86.0,112.0,69.36,69.62,,diatom ooze [Leg339],,diatom ooze ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"black mottling; green/black layers;
brown (5Y, 5/2) patches",gradational contact,,,,,,,,
341-U1417C-9H-3-A,341,U1417,C,9,9-3,H,3,A,112.0,150.0,69.62,70.0,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-4-A,341,U1417,C,9,9-4,H,4,A,0.0,30.0,70.0,70.3,,mud [Leg210],,mud ,,,,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-4-A,341,U1417,C,9,9-4,H,4,A,30.0,58.0,70.3,70.58,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-4-A,341,U1417,C,9,9-4,H,4,A,58.0,67.0,70.58,70.67,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-4-A,341,U1417,C,9,9-4,H,4,A,67.0,136.0,70.67,71.36,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-4-A,341,U1417,C,9,9-4,H,4,A,136.0,144.0,71.36,71.44,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,normal grading,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-4-A,341,U1417,C,9,9-4,H,4,A,144.0,150.0,71.44,71.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-5-A,341,U1417,C,9,9-5,H,5,A,0.0,6.0,71.5,71.56,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-5-A,341,U1417,C,9,9-5,H,5,A,6.0,70.0,71.56,72.2,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-5-A,341,U1417,C,9,9-5,H,5,A,70.0,71.0,72.2,72.21,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,,,,,,,,,,,,mottled,,,,,,,,,
341-U1417C-9H-5-A,341,U1417,C,9,9-5,H,5,A,71.0,82.0,72.21,72.32,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-9H-5-A,341,U1417,C,9,9-5,H,5,A,82.0,150.0,72.32,73.0,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],3,,,,,,,,,,"3 clasts, 1 cm, at 98, 104, and 157 cm",,,,,,,,,
341-U1417C-9H-6-A,341,U1417,C,9,9-6,H,6,A,0.0,127.0,73.0,74.27,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"1 subrounded clast at 3 cm, moved upward from 123 cm",,,,,,,,,
341-U1417C-9H-7-A,341,U1417,C,9,9-7,H,7,A,0.0,81.0,74.27,75.08,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"1 clast 0.5 cm at 33 cm, ",,,,,,,,,
341-U1417C-9H-7-A,341,U1417,C,9,9-7,H,7,A,81.0,86.0,75.08,75.13,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,
341-U1417C-10H-1-A,341,U1417,C,10,10-1,H,1,A,0.0,150.0,75.0,76.5,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- 47.5-49: mud clast
- some black mottles
- gradational colour variations to more geyish, greenish, brownish",,,,,,,,,
341-U1417C-10H-2-A,341,U1417,C,10,10-2,H,2,A,0.0,30.0,76.5,76.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- gradational colour changes to more greyish, greenish, brownish",,,,,,,,,
341-U1417C-10H-2-A,341,U1417,C,10,10-2,H,2,A,30.0,48.0,76.8,76.98,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],4,,,,,,,,,,"- gradational colour changes to more greyish, greenish, brownish",gradational contact,,,,,,,,
341-U1417C-10H-2-A,341,U1417,C,10,10-2,H,2,A,48.0,58.0,76.98,77.08,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- some ooze bioturbated down to ~62 cm
- small carbonate organisms? nannofossils?",sharp contact,,,,,,,,
341-U1417C-10H-2-A,341,U1417,C,10,10-2,H,2,A,58.0,69.0,77.08,77.19,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,
341-U1417C-10H-2-A,341,U1417,C,10,10-2,H,2,A,69.0,115.5,77.19,77.655,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- gradational colour changes to more greyish, greenish, brownish
- 100-102.5: sub-rounded meta-sediment with quartz vein",gradational contact,,,,,,,,
341-U1417C-10H-2-A,341,U1417,C,10,10-2,H,2,A,115.5,142.5,77.655,77.925,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- upcore colour change from 5Y 4/1 to N4
- some green (5GY 3/1) intervals, but also more greyish and yellowish intervals",sharp contact,,,,,,,,
341-U1417C-10H-2-A,341,U1417,C,10,10-2,H,2,A,142.5,150.0,77.925,78.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- gradational colour changes to more greyish, greenish, brownish",,,,,,,,,
341-U1417C-10H-3-A,341,U1417,C,10,10-3,H,3,A,0.0,150.0,78.0,79.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],21,,,,,,,,,,"- slight and gradational colour variations
- 20-22.25: sub-rounded metasediment with weathered vein of quartz or feldspar? -> SEM sample",,,,,,,,,
341-U1417C-10H-4-A,341,U1417,C,10,10-4,H,4,A,0.0,142.5,79.5,80.925,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- partly barren mud
- slight colour variations",gradational contact,,,,,,,,
341-U1417C-10H-4-A,341,U1417,C,10,10-4,H,4,A,142.5,150.0,80.925,81.0,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,-  some colour variation,,,,,,,,,
341-U1417C-10H-5-A,341,U1417,C,10,10-5,H,5,A,0.0,7.0,81.0,81.07,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-10H-5-A,341,U1417,C,10,10-5,H,5,A,7.0,138.0,81.07,82.38,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,few black mottles throughout section; clast @ 41.5 cm = subrounded metasediment (1.5 cm); clast @ 85 cm = subrounded metasediment (3 cm),,,,,,,,,
341-U1417C-10H-5-A,341,U1417,C,10,10-5,H,5,A,138.0,150.0,82.38,82.5,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-10H-6-A,341,U1417,C,10,10-6,H,6,A,0.0,27.0,82.5,82.77,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,black mottled,,,,,,,,,
341-U1417C-10H-6-A,341,U1417,C,10,10-6,H,6,A,27.0,29.0,82.77,82.79,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"silty fine sand, normal graded, gradational upper boundary",sharp contact,,,,,,,,
341-U1417C-10H-6-A,341,U1417,C,10,10-6,H,6,A,29.0,150.0,82.79,84.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,black mottled at the bottom of this section,,,,,,,,,
341-U1417C-10H-7-A,341,U1417,C,10,10-7,H,7,A,0.0,31.5,84.0,84.315,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-10H-7-A,341,U1417,C,10,10-7,H,7,A,31.5,34.0,84.315,84.34,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"silty sand, gradational upper boundary",sharp contact,irregular,,,,,,,
341-U1417C-10H-7-A,341,U1417,C,10,10-7,H,7,A,34.0,62.0,84.34,84.62,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,fine white sand lense @ 42 cm; fine dark brown greyish sand lense @ 42.5 cm,,,,,,,,,
341-U1417C-10H-CC-A,341,U1417,C,10,10-CC,H,CC,A,0.0,21.0,84.62,84.83,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-10H-CC-A,341,U1417,C,10,10-CC,H,CC,A,21.0,28.0,84.83,84.9,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,
341-U1417C-11H-1-A,341,U1417,C,11,11-1,H,1,A,0.0,44.0,84.5,84.94,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- scattered black mottles
- 0-6: disturbed",gradational contact,,,,,,,,
341-U1417C-11H-1-A,341,U1417,C,11,11-1,H,1,A,44.0,79.5,84.94,85.295,calcareous bearing,mud [Leg210],with volcanic ash [Leg339],calcareous bearing mud  with volcanic ash ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- bright (10Y 5/1) spots of carbonate and ash
- some black mottles
- slightly lighter than the surrounding units",gradational contact,,,,,,,,
341-U1417C-11H-1-A,341,U1417,C,11,11-1,H,1,A,79.5,150.0,85.295,86.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- scattered black mottles
",,,,,,,,,
341-U1417C-11H-2-A,341,U1417,C,11,11-2,H,2,A,0.0,71.0,86.0,86.71,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- slight colour variations (greenish, greyish, brownish)
- some black mottles
- 30-34: sub-angular clast of metasediment
- 59-63: sub-angular clast of meta grauwacke",sharp contact,irregular,,,,,,,
341-U1417C-11H-2-A,341,U1417,C,11,11-2,H,2,A,71.0,72.0,86.71,86.72,,silt [Leg210],with sand [Leg339],silt  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,erosive,,,,,,,
341-U1417C-11H-2-A,341,U1417,C,11,11-2,H,2,A,72.0,150.0,86.72,87.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],14,,,,,,,,,,"- slight colour variations (greenish, greyish, brownish)
- some black mottles",,,,,,,,,
341-U1417C-11H-3-A,341,U1417,C,11,11-3,H,3,A,0.0,150.0,87.5,89.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],15,,,,,,,,,,"- slight colour variations (greenish, greyish, brownish)
- some black mottles",,,,,,,,,
341-U1417C-11H-4-A,341,U1417,C,11,11-4,H,4,A,0.0,121.5,89.0,90.215,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],8,,,,,,,,,,"- partly diatom bearing
- slight colour variations (greenish, greyish, brownish)
- some black mottles
- 69: diatom-bearing mud with clasts",,,,,,,,,
341-U1417C-11H-4-A,341,U1417,C,11,11-4,H,4,A,121.5,150.0,90.215,90.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,,,,,,,,,,,,"- slight colour variations (greenish, greyish, brownish)
- some black mottles
- 136: silt/sand lense",,,,,,,,,
341-U1417C-11H-5-A,341,U1417,C,11,11-5,H,5,A,0.0,40.0,90.5,90.9,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-11H-5-A,341,U1417,C,11,11-5,H,5,A,40.0,60.0,90.9,91.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,black mottled between 40 - 55 cm,,,,,,,,,
341-U1417C-11H-5-A,341,U1417,C,11,11-5,H,5,A,60.0,73.0,91.1,91.23,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,black mottled; pyrite formation within siltier lenses,,,,,,,,,
341-U1417C-11H-5-A,341,U1417,C,11,11-5,H,5,A,73.0,78.0,91.23,91.28,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-11H-5-A,341,U1417,C,11,11-5,H,5,A,78.0,83.0,91.28,91.33,,sand [Leg210],,sand ,,,,5Y 5/1 (gray),,,,,,,,,,,,,,irregular shape,sharp contact,irregular,,,,,,,
341-U1417C-11H-5-A,341,U1417,C,11,11-5,H,5,A,83.0,150.0,91.33,92.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,
341-U1417C-11H-6-A,341,U1417,C,11,11-6,H,6,A,0.0,18.0,92.0,92.18,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,black mottled,,,,,,,,,
341-U1417C-11H-6-A,341,U1417,C,11,11-6,H,6,A,18.0,21.0,92.18,92.21,volcaniclastic rich,sand [Leg210],with diatoms [Leg339],volcaniclastic rich sand  with diatoms ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,silt/fine sand; bioturbated,,,,,,,,,
341-U1417C-11H-6-A,341,U1417,C,11,11-6,H,6,A,21.0,34.0,92.21,92.34,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,black mottled,,,,,,,,,
341-U1417C-11H-6-A,341,U1417,C,11,11-6,H,6,A,34.0,40.0,92.34,92.4,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,5Y 2.5/1 (black),moderate [DB86],2,,,,,,,,,,,,"sandy, bioturbated ""rotten"" ash",,,,,,,,,
341-U1417C-11H-6-A,341,U1417,C,11,11-6,H,6,A,40.0,65.5,92.4,92.655,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,black mottled,,,,,,,,,
341-U1417C-11H-6-A,341,U1417,C,11,11-6,H,6,A,65.5,67.5,92.655,92.675,,sand [Leg210],with silt [Leg339],sand  with silt ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-11H-6-A,341,U1417,C,11,11-6,H,6,A,67.5,84.0,92.675,92.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,black mottled,,,,,,,,,
341-U1417C-11H-6-A,341,U1417,C,11,11-6,H,6,A,84.0,86.0,92.84,92.86,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,10YR 5/1 (gray),,,,,,,,,,,,,,medium sand sized,,,,,,,,,
341-U1417C-11H-6-A,341,U1417,C,11,11-6,H,6,A,86.0,121.0,92.86,93.21,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clast @ 87.5 cm: rounded vulcanoclastic (0.6 cm) - lost in sink...,,,,,,,,,
341-U1417C-11H-7-A,341,U1417,C,11,11-7,H,7,A,0.0,26.0,93.21,93.47,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,black mottled,,,,,,,,,
341-U1417C-11H-7-A,341,U1417,C,11,11-7,H,7,A,26.0,32.0,93.47,93.53,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,10YR 5/1 (gray),moderate [DB86],2,,,,,,,,,,,,lenses of bioturbated medium sand sized ash,,,,,,,,,
341-U1417C-11H-7-A,341,U1417,C,11,11-7,H,7,A,32.0,57.0,93.53,93.78,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,black mottled,,,,,,,,,
341-U1417C-11H-CC-A,341,U1417,C,11,11-CC,H,CC,A,0.0,22.0,93.78,94.0,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,
341-U1417C-11H-CC-A,341,U1417,C,11,11-CC,H,CC,A,22.0,28.0,94.0,94.06,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,
341-U1417C-12H-1-A,341,U1417,C,12,12-1,H,1,A,0.0,150.0,94.0,95.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- slight colour variations (greenish, greyish, brownish)
- some black mottles
- slight to moderate bioturbation
- 0-21: soupy",,,,,,,,,
341-U1417C-12H-2-A,341,U1417,C,12,12-2,H,2,A,0.0,127.0,95.5,96.77,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],25,,,,,,,,,,"- slight colour variations (greenish, greyish, brownish)
- some black mottles
- some scattered silt/sand lenses
- 71-72: sub-angular clast of metasediment
",sharp contact,irregular,,,,,,,
341-U1417C-12H-2-A,341,U1417,C,12,12-2,H,2,A,127.0,128.0,96.77,96.78,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- some irregularity of lower boundary could be to bioturbation
- more brownish-greyish than surrounding sediments",sharp contact,erosive,,,,,,,
341-U1417C-12H-2-A,341,U1417,C,12,12-2,H,2,A,128.0,150.0,96.78,97.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- slight colour variations (greenish, greyish, brownish)
- some black mottles",,,,,,,,,
341-U1417C-12H-3-A,341,U1417,C,12,12-3,H,3,A,0.0,39.0,97.0,97.39,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- slight colour variations (greenish, greyish, brownish)
- some black mottles
- scattered lenses of silt & eventually sand",gradational contact,,,,,,,,
341-U1417C-12H-3-A,341,U1417,C,12,12-3,H,3,A,39.0,42.5,97.39,97.425,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,gradational contact,,,,,,,,
341-U1417C-12H-3-A,341,U1417,C,12,12-3,H,3,A,42.5,150.0,97.425,98.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],12,,,,,,,,,,"- slight colour variations (greenish, greyish, brownish)
- some black mottles
- intervals with ""slight"" and ""moderate"" bioturbation
- lighter and more bioturbated intervals: 66-87, 117-138
- darker and less bioturbated intervals: 87-117, 138-150
- below 117: some pull-down along liner wall",,,,,,,,,
341-U1417C-12H-4-A,341,U1417,C,12,12-4,H,4,A,0.0,8.0,98.5,98.58,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-12H-4-A,341,U1417,C,12,12-4,H,4,A,8.0,45.0,98.58,98.95,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,black mottled; silty lenses between 39 43 cm,,,,,,,,,
341-U1417C-12H-4-A,341,U1417,C,12,12-4,H,4,A,45.0,85.0,98.95,99.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-12H-4-A,341,U1417,C,12,12-4,H,4,A,85.0,98.0,99.35,99.48,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,black mottled; silty lenses,,,,,,,,,
341-U1417C-12H-4-A,341,U1417,C,12,12-4,H,4,A,98.0,150.0,99.48,100.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,
341-U1417C-12H-5-A,341,U1417,C,12,12-5,H,5,A,0.0,8.0,100.0,100.08,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-12H-5-A,341,U1417,C,12,12-5,H,5,A,8.0,150.0,100.08,101.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],5,,,,,,,,,,clast @ 17.5 cm = subrounded metasediment (1 cm); small silty lenses @ 44 - 55 cm; 95 - 110 cm,,,,,,,,,
341-U1417C-12H-6-A,341,U1417,C,12,12-6,H,6,A,0.0,19.0,101.5,101.69,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-12H-6-A,341,U1417,C,12,12-6,H,6,A,19.0,68.0,101.69,102.18,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,moderate to high bioturbation between 20 and 68 cm; lithified burrow @ 44 - 46 cm (2 cm length); black mottled,,,,,,,,,
341-U1417C-12H-6-A,341,U1417,C,12,12-6,H,6,A,68.0,96.0,102.18,102.46,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-12H-6-A,341,U1417,C,12,12-6,H,6,A,96.0,102.0,102.46,102.52,diatom rich,ash(tuff) [MMK88m],,diatom rich ash(tuff),ash,4,,10Y 5/1 (greenish gray),,,,,,,,,,,,,,"glassy, angular, silt-sized ash lenses",,,,,,,,,
