Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
356-U1461C-11H-CC-A,0,12,101.93,102.05,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white mudstone with sparse glauconite",,,,356,U1461,C,11,H,CC,A,
356-U1461C-11H-CC-A,12,22,102.05,102.15,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,11,H,CC,A,
356-U1461C-12H-1-A,0,29,101.5,101.79,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white homogeneous mudstone",,,,356,U1461,C,12,H,1,A,
356-U1461C-12H-2-A,0,122,101.81,103.03,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white homogeneous mudstone, very sparse glauconite",,,,356,U1461,C,12,H,2,A,
356-U1461C-12H-3-A,0,136,103.22,104.58,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white homogeneous mudstone. Sparse, patches of glauconite",,,,356,U1461,C,12,H,3,A,
356-U1461C-12H-3-A,136,143,104.58,104.65,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,12,H,3,A,
356-U1461C-12H-4-A,0,139,104.65,106.04,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white homogeneous mudstone",,,,356,U1461,C,12,H,4,A,
356-U1461C-12H-5-A,0,143,106.08,107.51,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white homogeneous mudstone",,,,356,U1461,C,12,H,5,A,
356-U1461C-12H-6-A,0,143,107.51,108.94,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous mudstone",,,,356,U1461,C,12,H,6,A,
356-U1461C-12H-7-A,0,143,108.94,110.37,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white homogeneous mudstone with sparse glauconite",,,,356,U1461,C,12,H,7,A,
356-U1461C-12H-8-A,0,149,110.37,111.86,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white homogeneous mudstone. Tube and other fragment",,,,356,U1461,C,12,H,8,A,
356-U1461C-12H-CC-A,0,5,111.86,111.91,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white homogeneous mudstone",,,,356,U1461,C,12,H,CC,A,
356-U1461C-12H-CC-A,5,15,111.91,112.01,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,12,H,CC,A,
356-U1461C-13H-1-A,0,138,111,112.38,,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white homogeneous mudstone",,,,356,U1461,C,13,H,1,A,
356-U1461C-13H-1-A,138,142,112.38,112.42,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,13,H,1,A,
356-U1461C-13H-2-A,0,140,112.42,113.82,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream homogeneous mudstone with very sparse glaconite",,,,356,U1461,C,13,H,2,A,
356-U1461C-13H-2-A,140,143,113.82,113.85,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,13,H,2,A,
356-U1461C-13H-3-A,0,142,113.85,115.27,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream homogeneous mudstone with larger, sparse glauconite grains towards the base of the Section",,,,356,U1461,C,13,H,3,A,
356-U1461C-13H-4-A,0,35,115.27,115.62,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneurs mudstone",,,,356,U1461,C,13,H,4,A,
356-U1461C-13H-4-A,35,141,115.62,116.68,unlithified [Leg194],,mudstone [E&K72; D62],1,with glauconite [2014],mudstone with glauconite,hemipelagic,creamy gray,,,,,slight [B06],2,,,"Unlithified, creamy gray mudstone with glauconite, three gastropods below (109 cm) and slight bioturbation. The creamy gray is greenish creamy gray. Below 109 cm there are sand size grains and glauconite rich patches.",,,,356,U1461,C,13,H,4,A,
356-U1461C-13H-5-A,0,61,116.68,117.29,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,gastropod,,,,moderate [B06],3,,,"Unlithified, creamy gray wackestone with glauconite and increasing number of gastropods and bivalves",,,,356,U1461,C,13,H,5,A,
356-U1461C-13H-5-A,0,61,116.68,117.29,,,,,,,,,bivalves,,,,,,,,,,,,356,U1461,C,13,H,5,A,
356-U1461C-13H-5-A,61,122,117.29,117.9,lithified [B84],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,neritic,dark greenish gray,,,,,slight [B06],2,,,"Partially lithified to lithified, dark greenish gray wackestone with glauconite and sand-size grains. Slight bioturbation and mainly gastropod fragments",,,,356,U1461,C,13,H,5,A,
356-U1461C-13H-5-A,122,141,117.9,118.09,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,neritic,dark greenish gray,,,,,moderate [B06],3,,,"Unlithified, dark greenish gray, wackestone with sand size grains, glauconite, gastropod fragments and moderate bioturbation",,,,356,U1461,C,13,H,5,A,
356-U1461C-13H-6-A,0,141,118.09,119.5,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Partially lithified to unlithified, dark greenish gray wackestone with very fine size sand grains, sparse glauconite and 5 cm thick intervals of mud size grains (32-34 cm). Fragments of sand dollars and gastropods. Macrofossils become sparse towards the base of the Section.",,,,356,U1461,C,13,H,6,A,
356-U1461C-13H-7-A,0,115,119.5,120.65,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray homogeneous mudstone, rare to no glauconite.",,,,356,U1461,C,13,H,7,A,
356-U1461C-13H-CC-A,0,12,120.65,120.77,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,13,H,CC,A,
356-U1461C-14H-1-A,0,90,120.5,121.4,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray mudstone",,,,356,U1461,C,14,H,1,A,
356-U1461C-14H-1-A,90,120,121.4,121.7,lithified [B84],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,dark greenish gray,gastropod,,,,moderate [B06],3,,,Partially to lithified dark greenish gray wackestone with glauconite and sand size grains. Moderate bioturbation and common gastropod fragments.,,,,356,U1461,C,14,H,1,A,
356-U1461C-14H-1-A,120,132,121.7,121.82,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray wackestone with sand size grains, glauconite",,,,356,U1461,C,14,H,1,A,
356-U1461C-14H-2-A,0,145,121.82,123.27,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,,,sharp,sub-vertical,"Partially lithified dark gray packstone with sand size grains. Sharp contact between 23-27 cm noted by a concentration of glauconite on the upper part of the contact. Glauconite is more concentrated towards the base of the Section, also fragments of bivalves.",,,,356,U1461,C,14,H,2,A,
356-U1461C-14H-3-A,0,85,123.27,124.12,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark gray,,,,,,,,,"Partially lithified, dark gray packstone with sand size grains and glauconite.",,,,356,U1461,C,14,H,3,A,
356-U1461C-14H-3-A,85,141,124.12,124.68,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,sharp,sub-horizontal,Unlithified olive gray wackestone with rare glauconite and sand size grains. No macrofossils. A contact at 85 cm separates the packstone from the wackestone.,,,,356,U1461,C,14,H,3,A,
356-U1461C-14H-4-A,0,143,124.68,126.11,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Unlithified, olive gray wackestone with sand size grays. Glauconite is restricted to burrows, Slight bioturbation in the upper 50 cm of the Section.",,,,356,U1461,C,14,H,4,A,
356-U1461C-14H-5-A,0,141,126.11,127.52,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Partially lithified to unlithified, olive gray wackestone with fine sand to sand size grains towards the base of the Section.",,,,356,U1461,C,14,H,5,A,
356-U1461C-14H-6-A,0,144,127.52,128.96,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,Unlithified to partially lithified dark greenish gray packstone with sand size grains and rare glauconite. No macrofossils.,,,,356,U1461,C,14,H,6,A,
356-U1461C-14H-7-A,0,103,128.96,129.99,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified to partially lithified, dark greenish gray packstone with sand size grains",,,,356,U1461,C,14,H,7,A,
356-U1461C-14H-8-A,0,58,129.99,130.57,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray packstone with sand size grains",,,,356,U1461,C,14,H,8,A,
356-U1461C-14H-CC-A,0,10,130.57,130.67,,,,,,,,,,,,,,,,,all to pal,,,,356,U1461,C,14,H,CC,A,
356-U1461C-15H-1-A,0,44,130,130.44,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Partially lithitified, dark greenish gray, packstone with gravel to pebble size grains. Rare glauconite",,,,356,U1461,C,15,H,1,A,
356-U1461C-15H-1-A,44,115,130.44,131.15,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,sharp,sub-horizontal,Partially lithified dark greenish gray packstone with sand size grains and sparse glauconite. A mixing zone between packstone (above) and wackestone (below). Contact between 108 and 115 cm.,,,,356,U1461,C,15,H,1,A,
356-U1461C-15H-1-A,115,140,131.15,131.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray packstone with sand size grains and bivalve fragment",,,,356,U1461,C,15,H,1,A,
356-U1461C-15H-2-A,0,145,131.4,132.85,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Unlithified to partially lithified, olive gray packstone with sand size grains. Glauconite presents mainly in burrows, but also outside of the burrows. Less bioturbation and glauconite towards the base of the Section.",,,,356,U1461,C,15,H,2,A,
356-U1461C-15H-3-A,0,138,132.85,134.23,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,Unlithified with partially lithified intervals of light olive gray wackestone with sand size grains and rare glauconite.,,,,356,U1461,C,15,H,3,A,
356-U1461C-15H-4-A,0,143,134.23,135.66,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified intervals, light olive gray wackestone with sand size grains, rare glauconite and no macrofossils",,,,356,U1461,C,15,H,4,A,
356-U1461C-15H-5-A,0,143,135.66,137.09,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified intervals, light olive gray wackestone with sand size grains, very sparse glauconite",,,,356,U1461,C,15,H,5,A,
356-U1461C-15H-6-A,0,146,137.09,138.55,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,Unlithified with partially lithified intervals of light greenish gray wackestone with very fine sand size grains and very sparse glauconite.,,,,356,U1461,C,15,H,6,A,
356-U1461C-15H-7-A,0,108,138.55,139.63,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with rare partially lithified intervals, light olive gray wackestone and very fine sand size grains and very sparse glauconite",,,,356,U1461,C,15,H,7,A,
356-U1461C-15H-CC-A,0,64,139.63,140.27,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with very fine sand size grains, very sparse glauconite",,,,356,U1461,C,15,H,CC,A,
356-U1461C-16H-1-A,0,9,139.5,139.59,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray packstone with gravel and sand size grains",,,,356,U1461,C,16,H,1,A,
356-U1461C-16H-1-A,9,63,139.59,140.13,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,neritic,light greenish gray,gastropod,,,,,,,,"Unlithified, light greenish gray grainstone with macrofossils and lithic grains (glauconite, cemented carbonate)",,,,356,U1461,C,16,H,1,A,
356-U1461C-16H-1-A,9,63,139.59,140.13,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,C,16,H,1,A,
356-U1461C-16H-1-A,9,63,139.59,140.13,,,,,,,,,brachiopod,,,,,,,,,,,,356,U1461,C,16,H,1,A,
356-U1461C-16H-1-A,9,63,139.59,140.13,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1461,C,16,H,1,A,
356-U1461C-16H-1-A,9,63,139.59,140.13,,,,,,,,,foraminifera (large benthic),,,,,,,,,,,,356,U1461,C,16,H,1,A,
356-U1461C-16H-1-A,9,63,139.59,140.13,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1461,C,16,H,1,A,
356-U1461C-16H-1-A,63,88,140.13,140.38,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,scaphopod,,,,,,,,"Unlithified, light gray packstone with gravel and sand size grains. Macrofossils and lithic grains",,,,356,U1461,C,16,H,1,A,
356-U1461C-16H-1-A,88,144,140.38,140.94,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray wackestone with sand size grains and sparse glauconite grains",,,,356,U1461,C,16,H,1,A,
356-U1461C-16H-2-A,0,144,140.94,142.38,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray wackestone with sand size grains",,,,356,U1461,C,16,H,2,A,
356-U1461C-16H-3-A,0,144,142.38,143.82,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with very fine sand size grains",,,,356,U1461,C,16,H,3,A,
356-U1461C-16H-4-A,0,145,143.82,145.27,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green wackestone with very fine sand size grains and sparse glauconite",,,,356,U1461,C,16,H,4,A,
356-U1461C-16H-5-A,0,145,145.27,146.72,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains and sparse glauconite",,,,356,U1461,C,16,H,5,A,
356-U1461C-16H-6-A,0,131,146.72,148.03,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with fine sand size grains and sparse glauconite",,,,356,U1461,C,16,H,6,A,
356-U1461C-16H-6-A,131,135,148.03,148.07,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,16,H,6,A,
356-U1461C-16H-7-A,0,92,148.07,148.99,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains and sparse glauconite",,,,356,U1461,C,16,H,7,A,
356-U1461C-16H-CC-A,0,57,148.99,149.56,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains",,,,356,U1461,C,16,H,CC,A,
356-U1461C-16H-CC-A,57,67,149.56,149.66,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,16,H,CC,A,
356-U1461C-17H-1-A,0,7,149,149.07,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,"Soupy, unlithified, light gray wackestone with sand size grains",,,,356,U1461,C,17,H,1,A,
356-U1461C-17H-1-A,7,32,149.07,149.32,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light greenish gray,gastropod,,,,,,,,Unlithified light greenish gray grainstone with macrofossils and lithic grains including glauconite and carbonate cement,,,,356,U1461,C,17,H,1,A,
356-U1461C-17H-1-A,7,32,149.07,149.32,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,C,17,H,1,A,
356-U1461C-17H-1-A,7,32,149.07,149.32,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1461,C,17,H,1,A,
356-U1461C-17H-1-A,32,100,149.32,150,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,17,H,1,A,
356-U1461C-17H-2-A,0,58,150,150.58,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with very fine sand size grains and sparse glauconite",,,,356,U1461,C,17,H,2,A,
356-U1461C-17H-3-A,0,146,150.58,152.04,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with very fine sand size grains and very small glauconite grains",,,,356,U1461,C,17,H,3,A,
356-U1461C-17H-4-A,0,146,152.04,153.5,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains",,,,356,U1461,C,17,H,4,A,
356-U1461C-17H-5-A,0,145,153.5,154.95,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, dark greenish gray wackestone with very fine sand size grains and macrofossil fragments",,,,356,U1461,C,17,H,5,A,
356-U1461C-17H-6-A,0,148,154.95,156.43,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified and partially lithified intervals, dark greenish gray wackestone with very fine sand size grains, gastropod fragments",,,,356,U1461,C,17,H,6,A,
356-U1461C-17H-7-A,0,30,156.43,156.73,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray wackestone with very fine sand size grains",,,,356,U1461,C,17,H,7,A,
356-U1461C-17H-7-A,30,100,156.73,157.43,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,gastropod,,,,common [B06],4,,,"Partially lithified, dark greenish gray packstone with glauconite, common bioturbation and macrofossil fragments: bivalves. a gastropod.",,,,356,U1461,C,17,H,7,A,
356-U1461C-17H-7-A,100,127,157.43,157.7,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Unlithified, light olive gray packstone with glauconite and moderate bioturbation",,,,356,U1461,C,17,H,7,A,
356-U1461C-17H-CC-A,0,10,157.7,157.8,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,17,H,CC,A,
356-U1461C-18H-1-A,0,20,158.5,158.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,Unlithified and partially lithified light gray wackestone with sand size grains,,,,356,U1461,C,18,H,1,A,
356-U1461C-18H-1-A,20,146,158.7,159.96,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,light greenish gray,,,,,,,,,Unlithified and partially lithified wackestone with sand size grains and glauconite,,,,356,U1461,C,18,H,1,A,
356-U1461C-18H-2-A,0,145,159.96,161.41,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,18,H,2,A,
356-U1461C-18H-3-A,0,135,161.41,162.76,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains and sparse glauconite and rare macro fragments",,,,356,U1461,C,18,H,3,A,
356-U1461C-18H-4-A,0,133,162.76,164.09,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with fine sand size grains and bivalve fragments",,,,356,U1461,C,18,H,4,A,
356-U1461C-18H-5-A,0,147,164.09,165.56,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithfied, olive gray wackestone with very fine sand grains",,,,356,U1461,C,18,H,5,A,
356-U1461C-18H-6-A,0,145,165.56,167.01,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand grains and trace glauconite",,,,356,U1461,C,18,H,6,A,
356-U1461C-18H-7-A,0,129,167.01,168.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains",,,,356,U1461,C,18,H,7,A,
356-U1461C-18H-CC-A,0,8,168.3,168.38,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains",,,,356,U1461,C,18,H,CC,A,
356-U1461C-18H-CC-A,8,18,168.38,168.48,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,18,H,CC,A,
356-U1461C-19H-1-A,0,42,168,168.42,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sparse glauconite",,,,356,U1461,C,19,H,1,A,
356-U1461C-19H-2-A,0,139,168.47,169.86,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size with sparse to no glauconite",,,,356,U1461,C,19,H,2,A,
356-U1461C-19H-3-A,0,138,169.86,171.24,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains and very rare fossil fragments",,,,356,U1461,C,19,H,3,A,
356-U1461C-19H-4-A,0,142,171.24,172.66,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains",,,,356,U1461,C,19,H,4,A,
356-U1461C-19H-5-A,0,137,172.66,174.03,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithfiied, olive gray wackestone with silt size grains",,,,356,U1461,C,19,H,5,A,
356-U1461C-19H-6-A,0,145,174.03,175.48,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with silt size grains and rare gastropod fragment",,,,356,U1461,C,19,H,6,A,
356-U1461C-19H-7-A,0,45,175.48,175.93,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with silt size grains and sparse glauconite and macrofossil fragments (scaphopod). Gradational transition.",,,,356,U1461,C,19,H,7,A,
356-U1461C-19H-7-A,45,146,175.93,176.94,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,olive gray,,,,,slight [B06],2,,,"Unlithified, olive gray wackestone with glauconite, bioturbation and sparse macrofossils. Bands of partially lithified wackestone.",,,,356,U1461,C,19,H,7,A,
356-U1461C-19H-8-A,0,114,176.94,178.08,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,moderate [B06],3,,,"Partially lithified, dark greenish gray packstone with glauconite and sand size grains. Bioturbation is common and macrofossils sparse.",,,,356,U1461,C,19,H,8,A,
356-U1461C-19H-8-A,114,124,178.08,178.18,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,19,H,8,A,
356-U1461C-19H-CC-A,0,18,178.18,178.36,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,,,,,"Unlithified to partially lithified, dark gray packstone with sand size grains and glauconite",,,,356,U1461,C,19,H,CC,A,
356-U1461C-19H-CC-A,18,28,178.36,178.46,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,19,H,CC,A,
356-U1461C-20H-1-A,0,142,177.5,178.92,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Unlithified, light olive gray wackestone with sand size grains and glauconite mainly in bioturbated zones. Rare macrofossil fragments",,,,356,U1461,C,20,H,1,A,
356-U1461C-20H-2-A,0,147,178.92,180.39,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Unlithified, olive gray wackestone with sand size grains, slight bioturbation with glauconite in the burrows",,,,356,U1461,C,20,H,2,A,
356-U1461C-20H-3-A,0,146,180.39,181.85,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Unlithified, light olive gray wackestone with sand size grains and slight bioturbation",,,,356,U1461,C,20,H,3,A,
356-U1461C-20H-4-A,0,146,181.85,183.31,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,20,H,4,A,
356-U1461C-20H-5-A,0,150,183.31,184.81,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with sand size grains",,,,356,U1461,C,20,H,5,A,
356-U1461C-20H-6-A,0,147,184.81,186.28,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with silt size grains",,,,356,U1461,C,20,H,6,A,
356-U1461C-20H-7-A,0,108,186.28,187.36,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with silt size grains and bivalve fragment",,,,356,U1461,C,20,H,7,A,
