Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513D-45R-6-A,123,126,496.25,496.28,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,45,R,6,A
369-U1513D-45R-7-A,0,114,496.28,497.42,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,Several very thin fine sandstone layers are interbedded with sharp boundaries. Pyrite nodules occur at 64 cm and 111 cm.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,45,R,7,A
369-U1513D-45R-CC-A,0,15,497.42,497.57,V,,,,,claystone [USGS],,claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,clay [W22_1],1,,,,,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,45,R,CC,A
369-U1513D-46R-1-A,0,129,498.2,499.49,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),massive [BJ84],,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,46,R,1,A
369-U1513D-46R-2-A,0,151,499.49,501.0,V,,,,silty,claystone [USGS],,silty claystone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,,clay [W22_1],1,,,,,A fault is present at the interval of 37-45 cm. Irregular veins infilled calcites occur at 0-8 cm.,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,46,R,2,A
369-U1513D-46R-3-A,0,140,501.0,502.4,V,,,,silty,claystone [USGS],,silty claystone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,,clay [W22_1],1,,,,,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,46,R,3,A
369-U1513D-46R-4-A,0,109,502.4,503.49,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 4/N (dark gray),,,,,,silt [W22_1],2,,,,,Vertical veins infilled calcites occur at an interval of 70-92 cm.,,,,,,,,shell fragment,trace,clayey siltstone,clayey siltstone,,,,369,U1513,D,46,R,4,A
369-U1513D-46R-5-A,0,63,503.49,504.12,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 4/N (dark gray),,,,,,silt [W22_1],2,,,,,Inclined veins infilled calcites occur at an interval of 49-55 cm.,,,,,,,,shell fragment,trace,clayey siltstone,clayey siltstone,,,,369,U1513,D,46,R,5,A
369-U1513D-46R-CC-A,0,26,504.12,504.38,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 4/N (dark gray),,,,,,silt [W22_1],2,,,,,The core is cemented by calcite.,,,,,,,,shell fragment,trace,clayey siltstone,clayey siltstone,,,,369,U1513,D,46,R,CC,A
369-U1513D-47R-1-A,0,34,507.8,508.14,V,,,,silty,claystone [USGS],,silty claystone,,,GLEY 1 3/N (very dark gray),,,,,,clay [W22_1],1,,,,,"Fall-in clasts of claystone, siltstone and pyrite nodules.",,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,47,R,1,A
369-U1513D-47R-1-A,34,131,508.14,509.11,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,,silt [W22_1],2,,,,,well sorted fine sandstone,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,47,R,1,A
369-U1513D-47R-2-A,0,150,509.11,510.61,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,,silt [W22_1],2,,,,,"The well-sorted fine sandstone is cemented by calcites. Rare shell fragments, irregular veins are present throughout.",,,,,,,,shell fragment,rare,clayey siltstone,clayey siltstone,,,,369,U1513,D,47,R,2,A
369-U1513D-47R-3-A,0,151,510.61,512.12,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,silt [W22_1],2,,,,,The well-sorted fine sandstone is cemented by calcites. Irregular veins infilled by calcites are present at 80-95 cm. Rare shell fragments occur.,,,,,,,,shell fragment,rare,clayey siltstone,clayey siltstone,,,,369,U1513,D,47,R,3,A
369-U1513D-47R-4-A,0,142,512.12,513.54,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,silt [W22_1],2,,,,,The well-sorted fine sandstone is cemented by calcites. Inclined veins (fossil faults) are infilled by calcites.,,,,,,,,shell fragment,rare,clayey siltstone,clayey siltstone,,,,369,U1513,D,47,R,4,A
369-U1513D-47R-5-A,0,150,513.54,515.04,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,silt [W22_1],2,,,,,The well-sorted fine sandstone is cemented by calcites. Inclined veins (fossil faults) are infilled by calcites. Fault and filling structures (calcite) near the bottom of the section (130 cm),,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,47,R,5,A
369-U1513D-47R-6-A,0,53,515.04,515.57,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,silt [W22_1],2,,,,,A fault is present at 9-18 cm.,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,47,R,6,A
369-U1513D-47R-CC-A,0,30,515.57,515.87,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,silt [W22_1],2,,,,,,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,47,R,CC,A
369-U1513D-48R-1-A,0,30,517.4,517.7,V,,,,,,,,,,,,,,,,,,,,,,Destroyed,,,,,,,,,,,,,,,369,U1513,D,48,R,1,A
369-U1513D-48R-1-A,30,126,517.7,518.66,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,,,,sharp boundary or contact,curved,sharp,,,,,shell fragment,trace,clayey siltstone,clayey siltstone,,,,369,U1513,D,48,R,1,A
369-U1513D-48R-1-A,126,132,518.66,518.72,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 5/N (gray),massive [BJ84],,,,,silt [W22_1],2,cement,calcite,,,,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,48,R,1,A
369-U1513D-48R-2-A,0,112,518.72,519.84,V,,,,,clayey siltstone,with glauconite,clayey siltstone with glauconite,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,,,Slickenslides present at 107 cm.,,,,,,,,,,clayey siltstone,clayey siltstone with glauconite,,,,369,U1513,D,48,R,2,A
369-U1513D-48R-3-A,0,114,519.84,520.98,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,,,Slickenslides present between 6 and 10 cm and 74 and 82 cm.,,,,,,,,shell fragment,trace,clayey siltstone,clayey siltstone,,,,369,U1513,D,48,R,3,A
369-U1513D-48R-4-A,0,127,521.07,522.34,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,,,,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,48,R,4,A
369-U1513D-48R-5-A,0,144,522.34,523.78,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,nodule,carbonate,,,Carbonate nodules present at 104 to 107 cm. Slickenslides present at 42 to 50 cm.,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,48,R,5,A
369-U1513D-48R-6-A,0,42,523.78,524.2,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,nodule,carbonate,,,Carbonate nodules present at 104 to 107 cm.,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,48,R,6,A
369-U1513D-48R-6-A,42,66,524.2,524.44,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 5/N (gray),massive [BJ84],,,,,silt [W22_1],2,cement,calcite,,,,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,48,R,6,A
369-U1513D-48R-6-A,66,102,524.44,524.8,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,,,,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,48,R,6,A
369-U1513D-48R-7-A,0,80,524.8,525.6,V,,,,,clayey siltstone,,clayey siltstone,,,5YR 3/1 (very dark gray),massive [BJ84],,,,,silt [W22_1],2,nodule,carbonate,,,Carbonate nodules present at 72 to 75 cm.,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,48,R,7,A
369-U1513D-48R-CC-A,0,13,525.6,525.73,V,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,,,,,,,,,,,,,clayey siltstone,clayey siltstone,,,,369,U1513,D,48,R,CC,A
369-U1513D-49R-1-A,0,45,527.0,527.45,V,,,,,,,,,,,,,,,,,,,,,,Destroyed,,,,,,,,,,,,,,,369,U1513,D,49,R,1,A
369-U1513D-49R-1-A,45,124,527.45,528.24,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,Burrows are present between 82 and 88 cm. Slickenslides present between 100 and 103 and between 107 and 112cm.,,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,49,R,1,A
369-U1513D-49R-2-A,0,18,528.24,528.42,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,,silt [W22_1],2,,,,,,sharp boundary or contact,curved,sharp,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,49,R,2,A
369-U1513D-49R-2-A,18,42,528.42,528.66,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,,silt [W22_1],2,cement,calcite,,,Veins of calcite are present in this interval,sharp boundary or contact,sharp,sharp,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,49,R,2,A
369-U1513D-49R-2-A,42,123,528.66,529.47,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,,,,,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,49,R,2,A
369-U1513D-49R-3-A,0,142,529.47,530.89,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,nodule,carbonate,,,Two nodule of siderite are present at 76-77 and 90-93 cm,,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,49,R,3,A
369-U1513D-49R-4-A,0,116,531.0,532.16,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,,"Some injections of sand are present at 55 , 91-95 and 98 cm.",,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,49,R,4,A
369-U1513D-49R-CC-A,0,5,532.16,532.21,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,49,R,CC,A
369-U1513D-50R-1-A,0,40,536.6,537.0,V,,,,,siltstone [USGS],,siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,none,0,,,,,,,,,,,siltstone,siltstone,,,,369,U1513,D,50,R,1,A
369-U1513D-50R-1-A,40,150,537.0,538.1,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,nodule,carbonate,sparse,1,"Nodule of siderite are present at 50, 55-57, 78-79, 84, 87 and 88-90 cm. Pyrites are disseminated 150 to 50 cm.",,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,1,A
369-U1513D-50R-2-A,0,32,538.1,538.42,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,nodule,carbonate,sparse,1,"Nodule of siderite are present at 50, 55-57, 78-79, 84, 87 and 88-90 cm. Pyrites are disseminated 150 to 50 cm.",sharp boundary or contact,sharp,sharp,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,2,A
369-U1513D-50R-2-A,32,42,538.42,538.52,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,very fine sand [W22_2],3,cement,carbonate,,,,sharp boundary or contact,sharp,sharp,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,2,A
369-U1513D-50R-2-A,42,59,538.52,538.69,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,Pyrites disseminated between 57 to 49 cm.,sharp boundary or contact,irregular,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,2,A
369-U1513D-50R-2-A,59,70,538.69,538.8,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,very fine sand [W22_2],3,cement,carbonate,,,,,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,2,A
369-U1513D-50R-2-A,70,81,538.8,538.91,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,Pyrites disseminated between 79 to 71 cm. Shell fragments present between 76 and 75 cm.,inclined boundary or contact,sharp,sharp,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,2,A
369-U1513D-50R-2-A,81,87,538.91,538.97,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,very fine sand [W22_2],3,cement,carbonate,,,Pyrites disseminated at 84 cm. Shell fragments present at 82 cm.,,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,2,A
369-U1513D-50R-2-A,87,152,538.97,539.62,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,"Pyrites disseminated at 92, 105, and between 145 and 146 cm. Shell fragments present at 135 cm.",inclined boundary or contact,sharp,sharp,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,2,A
369-U1513D-50R-3-A,0,140,539.62,541.02,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,"Pyrites disseminated at 45, between 35-36, 92, between 120-121 and at 136 cm. Shell fragments present at 67-68 and 133 cm.",,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,3,A
369-U1513D-50R-4-A,0,153,541.12,542.65,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,"Pyrites disseminated between 2-3, 75-76, 78-79, 134-135 and 140-141 cm. Shell fragments present at 147 and 133 cm.",,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,4,A
369-U1513D-50R-5-A,0,132,542.65,543.97,V,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,low,2,"Pyrites disseminated at 30, 40, 48 and 63 cm.",,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,50,R,5,A
369-U1513D-51R-1-A,0,151,546.2,547.71,V,,,,,siltstone [USGS],,siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,"Pyrites disseminated at 15, 23, 42, 81-85, 102-103, 111, 142, 144-145 cm.",,,,,,,,,,siltstone,siltstone,,,,369,U1513,D,51,R,1,A
369-U1513D-51R-2-A,0,122,547.71,548.93,V,,,,,siltstone [USGS],,siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,"Pyrites disseminated at 14 cm. Organic materials are present at 64-65, 96-103, 114-117 cm.",,,,,,,,,,siltstone,siltstone,,,,369,U1513,D,51,R,2,A
369-U1513D-51R-2-A,122,149,548.93,549.2,V,,,,,siltstone [USGS],,siltstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,,,,very fine sand [W22_2],3,,,low,2,Fine sand filled burrows are present between at the contact of the bottom.,,,,,,,,,,siltstone,siltstone,,,,369,U1513,D,51,R,2,A
369-U1513D-51R-3-A,0,153,549.2,550.73,V,,,,,siltstone [USGS],,siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,"Pyrites disseminated at 7, 24, 57-60, 67, 77, 80, 123 cm. Organic materials are present at 24-26, 67, 88-91cm.",,,,,,,,,,siltstone,siltstone,,,,369,U1513,D,51,R,3,A
369-U1513D-51R-4-A,0,56,550.73,551.29,V,,,,,siltstone [USGS],,siltstone,,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,low,2,Disseminated fine sand filled burrows,irregular boundary or contact,sharp,sharp,,,,,,,siltstone,siltstone,,,,369,U1513,D,51,R,4,A
369-U1513D-51R-4-A,56,64,551.29,551.37,V,,,,,sandstone [USGS],,sandstone,,,7.5YR 3/1 (very dark gray),massive [BJ84],,,,,very fine sand [W22_2],3,,,none,0,Pyrite is present at 63 cm.,gradational boundary or contact,gradational,gradational,,,,,,,sandstone,sandstone,,,,369,U1513,D,51,R,4,A
369-U1513D-51R-4-A,64,97,551.37,551.7,V,,,,,silty sandstone,,silty sandstone,,,7.5YR 2.5/1 (black),massive [BJ84],,,,,very fine sand [W22_2],3,,,low,2,Pyrite is present at 84 cm. Disseminated organic material,gradational boundary or contact,gradational,gradational,,,,,,,silty sandstone,silty sandstone,,,,369,U1513,D,51,R,4,A
369-U1513D-51R-4-A,97,140,551.7,552.13,V,,,,,siltstone [USGS],,siltstone,,,7.5YR 2.5/2 (very dark brown),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,,,,,,,,,,,siltstone,siltstone,,,,369,U1513,D,51,R,4,A
369-U1513D-51R-5-A,0,18,552.23,552.41,V,,,,,sandy siltstone,,sandy siltstone,,,7.5YR 2.5/2 (very dark brown),massive [BJ84],,,,,very fine sand [W22_2],3,,,low,2,Pyrite is present at 4 cm. Disseminated organic material between 7 to 18 cm,,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,51,R,5,A
369-U1513D-51R-5-A,18,152,552.41,553.75,V,,,,,siltstone [USGS],,siltstone,,,7.5YR 2.5/1 (black),massive [BJ84],,,,,silt [W22_1],2,,,sparse,1,"Pyrite is present at 37-38, 118 cm, 147-148. There are sandy interval at 97-98 and 122-127 cm. Organic material are present between 95-99 cm.",,,,,,,,,,siltstone,siltstone,,,,369,U1513,D,51,R,5,A
369-U1513D-51R-6-A,0,102,553.75,554.77,V,,,,,sandy siltstone,,sandy siltstone,,,7.5YR 2.5/2 (very dark brown),massive [BJ84],,,,,very fine sand [W22_2],3,,,sparse,1,Pyrite are present at 2 and 4 cm. Organic material is present at 17-18cm.,,,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1513,D,51,R,6,A
369-U1513D-51R-7-A,0,62,554.77,555.39,V,,,,,sandstone [USGS],,sandstone,,,7.5YR 2.5/1 (black),massive [BJ84],,,,,very fine sand [W22_2],3,,,none,0,Pyrite is present at 38 cm.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,51,R,7,A
369-U1513D-51R-CC-A,0,26,555.39,555.65,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,normal grading,,,fine sand [W22_2],4,,,none,0,Pyrite is present at 2 cm.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,51,R,CC,A
369-U1513D-52R-1-A,0,145,555.8,557.25,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,,,,fine sand [W22_2],4,nodule,calcite,none,0,A 7 cm calcite nodule is present from 77 to 84 cm. Pyrite is present at 113 and 119 cm.,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,1,A
369-U1513D-52R-2-A,0,50,557.26,557.76,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,normal grading,,,fine sand [W22_2],4,,,none,0,,gradational boundary or contact,gradational,gradational,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,2,A
369-U1513D-52R-2-A,50,139,557.76,558.65,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,normal grading,,,medium sand [W22_2],5,cement,calcite,none,0,"At 60-64, there is a horizon cemented by calcite. Plant fragments are present 54-55 and 68 cm.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,2,A
369-U1513D-52R-3-A,0,54,558.65,559.19,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,10Y 3/1 (very dark greenish gray),massive [BJ84],,normal grading,,,medium sand [W22_2],5,,,none,0,,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,3,A
369-U1513D-52R-3-A,54,88,559.19,559.53,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,10Y 3/1 (very dark greenish gray),massive [BJ84],,normal grading,,,medium sand [W22_2],5,,,low,2,Infilled burrows are present in this interval,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,3,A
369-U1513D-52R-3-A,88,147,559.53,560.12,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,clasts,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,,,none,0,Shell is present at 122-124 cm. Mud-clats are common (20%),,,,,,,,shell fragment,trace,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,3,A
369-U1513D-52R-4-A,0,39,560.12,560.51,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,clasts,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,,,low,2,Mud-clats are abundant (40%). Burrow (Psilonichnus ?) is present at 32-39 cm. Organic debris are present in this interval.,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,4,A
369-U1513D-52R-4-A,39,57,560.51,560.69,V,,,,,siltstone [USGS],,siltstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,silt [W22_1],2,,,sparse,1,Burrows is present at 40-41 cm. pyrite is present at 44 and 53-54 cm.,,,,,,,,,,siltstone,siltstone,,,,369,U1513,D,52,R,4,A
369-U1513D-52R-4-A,57,109,560.69,561.21,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,medium sand [W22_2],5,nodule,sulfide,none,0,"Pyrite are present at 57, 63, 65, 69. Organic lense infilled by pyrite is present at 80 cm. Organic fragments are present in this interval.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,4,A
369-U1513D-52R-5-A,0,130,561.31,562.61,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,fine sand [W22_2],4,nodule,sulfide,low,2,"Pyrite are present at 5, 12, 46, 54, 68, 74 cm. Organic fragments are present in this interval.",gradational boundary or contact,sharp,sharp,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,5,A
369-U1513D-52R-5-A,130,143,562.61,562.74,V,,,,glauconitic,sandstone [USGS],with shells,glauconitic sandstone with shells,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,,,,medium sand [W22_2],5,,,,,,,,,,,,,shell fragment,abundant,glauconitic sandstone,sandstone with shells,,,,369,U1513,D,52,R,5,A
369-U1513D-52R-6-A,0,53,562.74,563.27,V,,,,glauconitic,sandstone [USGS],with shells,glauconitic sandstone with shells,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,,,,medium sand [W22_2],5,,,,,,,,,,,,,shell fragment,abundant,glauconitic sandstone,sandstone with shells,,,,369,U1513,D,52,R,6,A
369-U1513D-52R-6-A,53,149,563.27,564.23,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,fine sand [W22_2],4,nodule,sulfide,none,0,"Pyrite are present at 73, 117cm. Organic fragments are present in this interval.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,6,A
369-U1513D-52R-CC-A,0,17,564.23,564.4,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,fine sand [W22_2],4,nodule,sulfide,none,0,"Pyrite are present at 73, 117cm. Organic fragments are present in this interval.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,52,R,CC,A
