Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513D-20R-2-A,47,65,250.57,250.75,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,5Y 7/1 (light gray),mottled,,,,,clay [W22_1],1,,,sparse,1,"Gradational change in color uphole between 65 to 47 cm from greenish gray, to light gray, to dark gray. Burrows present between 59 and 54 cm",uncertain boundary or contact,gradational,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,2,A
369-U1513D-20R-2-A,65,103,250.75,251.13,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/N (gray),mottled,,,,,clay [W22_1],1,,,sparse,1,"Gradational change in color uphole between 103 to 65 cm from light greenish gray, to white, to dark gray. Burrows present between 90 and 85 cm. Shell fragments present at 75 cm.",uncertain boundary or contact,sharp,sharp,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,2,A
369-U1513D-20R-2-A,103,123,251.13,251.33,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,sparse,1,"Gradational change in color uphole between 123 to 103 cm from greenish gray, to light gray, to gray.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,2,A
369-U1513D-20R-2-A,123,148,251.33,251.58,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,5Y 7/1 (light gray),,,,,,clay [W22_1],1,,,sparse,1,"Gradational change in color uphole between 148 to 123 cm from greenish gray, to light gray, to gray. Burrows present between 131 and 129, and 137 to 136 cm.",uncertain boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,2,A
369-U1513D-20R-2-A,148,150,251.58,251.6,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/N (gray),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,2,A
369-U1513D-20R-3-A,0,23,251.6,251.83,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,"Gradational change in color uphole between 23 to 0 cm from greenish gray, to light gray, to gray. Burrows present between 12 and 11 cm.",uncertain boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,3,A
369-U1513D-20R-3-A,23,39,251.83,251.99,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,sparse,1,"Gradational change in color uphole between 39 to 23 cm from greenish gray, to light gray, to gray. Burrows present between 31 and 27.",uncertain boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,3,A
369-U1513D-20R-3-A,39,59,251.99,252.19,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,sparse,1,"Gradational change in color uphole between 59 to 39 cm from greenish gray, to light gray, to gray. Burrows present between 31 and 27. Small vertical fractures are present between 55 and 52, and 51 and 48.",uncertain boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,3,A
369-U1513D-20R-CC-A,0,2,252.19,252.21,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,none,0,,uncertain boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,CC,A
369-U1513D-20R-CC-A,2,12,252.21,252.31,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,sparse,1,"Gradational change in color uphole between 12 to 2 cm from greenish gray, to light gray, to gray.",uncertain boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,CC,A
369-U1513D-20R-CC-A,12,17,252.31,252.36,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,5Y 5/1 (gray),mottled,,,,,clay [W22_1],1,,,low,2,"Gradational change in color uphole between 17 to 12 cm from light gray, to gray.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,CC,A
369-U1513D-21R-1-A,0,30,258.2,258.5,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color uphole between 30 to 0 cm from dark greenish gray to light greenish gray. Shell fragments are present at 20 cm.,gradational boundary or contact,straight,gradational,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,1,A
369-U1513D-21R-1-A,30,63,258.5,258.83,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,interlamination,,,thin,clay [W22_1],1,,,sparse,1,Gradational change in color uphole between 63 to 30 cm from greenish gray to light greenish gray to black.,gradational boundary or contact,irregular,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,1,A
369-U1513D-21R-1-A,63,150,258.83,259.7,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color uphole between 150 to 63 cm from light greenish gray to very dark gray.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,1,A
369-U1513D-21R-2-A,0,62,259.7,260.32,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color uphole between 62 to 0 cm from dark greenish gray to light greenish gray.,gradational boundary or contact,irregular,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,2,A
369-U1513D-21R-2-A,62,150,260.32,261.2,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,2,A
369-U1513D-21R-3-A,0,25,261.2,261.45,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,Gradational change in color uphole between 25 to 0 cm from light greenish gray to greenish gray.,sharp boundary or contact,straight,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,3,A
369-U1513D-21R-3-A,25,111,261.45,262.31,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color uphole between 111 to 25 cm from greenish gray to light greenish gray to very dark gray.,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,3,A
369-U1513D-21R-3-A,111,150,262.31,262.7,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color uphole between 150 to 111 cm from greenish gray to light greenish gray to very dark gray.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,3,A
369-U1513D-21R-4-A,0,16,262.7,262.86,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color uphole between 16 to 0 cm from greenish gray to light greenish gray.,sharp boundary or contact,straight,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,4,A
369-U1513D-21R-4-A,16,36,262.86,263.06,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/N (dark gray),mottled,,,,,clay [W22_1],1,,,sparse,1,Gradational change in color uphole between 36 to 16 cm from greenish gray to light greenish gray to dark gray.,gradational boundary or contact,irregular,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,4,A
369-U1513D-21R-4-A,36,56,263.06,263.26,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/N (gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color uphole between 56 to 36 cm from greenish gray to light greenish gray to gray. Shell fragment is present at 47 cm.,gradational boundary or contact,irregular,gradational,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,4,A
369-U1513D-21R-4-A,56,99,263.26,263.69,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color uphole between 99 to 56 cm from greenish gray to light greenish gray to dark gray.,gradational boundary or contact,irregular,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,4,A
369-U1513D-21R-4-A,99,117,263.69,263.87,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color uphole between 117 to 99 cm from greenish gray to light greenish gray to dark gray.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,4,A
369-U1513D-21R-4-A,117,135,263.87,264.05,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,Gradational change in color uphole between135 to 117 cm from dark greenish gray to greenish gray to dark gray.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,4,A
369-U1513D-21R-CC-A,0,10,264.05,264.15,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,21,R,CC,A
369-U1513D-22R-1-A,0,58,267.8,268.38,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,Horizontal burrows infilled with black clay at 9 and 49 cm. Thin laminations very dark grayish green claystone without nannofossils at 10 and 57 cm.,gradational boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,1,A
369-U1513D-22R-1-A,58,76,268.38,268.56,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color between 76 to 58 cm from greenish gray to very dark gray. Sub-horizontal burrow with a black clay infill at 70-71 cm. Thin laminae of very dark grayish green claystone at 74 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,1,A
369-U1513D-22R-1-A,76,139,268.56,269.19,IV,,,,,claystone [USGS],,claystone,,,10Y 5/1 (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color uphole between 139 to 76 from greenish gray to very greenish gray. Thin laminations of very dark graysih green claystone at 112 and 131 cm.,,,,,,,,,,claystone,claystone,,,,369,U1513,D,22,R,1,A
369-U1513D-22R-1-A,139,150,269.19,269.3,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,1,A
369-U1513D-22R-2-A,0,56,269.3,269.86,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,"Horizontal burrows with a black clay infill present at 3, and between 21 and 36cm.",uncertain boundary or contact,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,2,A
369-U1513D-22R-2-A,56,83,269.86,270.13,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,uncertain boundary or contact,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,2,A
369-U1513D-22R-2-A,83,127,270.13,270.57,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/10Y (very dark greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,"Gradational change in color uphole between 127 to 84 cm from vey dark grayish green to very dark greenish gray, to black.",uncertain boundary or contact,,,,,,,shell fragment,rare,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,2,A
369-U1513D-22R-2-A,127,150,270.57,270.8,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/10GY (very dark greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,Severe biscuits.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,2,A
369-U1513D-22R-3-A,0,5,270.8,270.85,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/5G (very dark grayish green),mottled,,,,,clay [W22_1],1,,,low,2,,gradational boundary or contact,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,3,A
369-U1513D-22R-3-A,5,37,270.85,271.17,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/N (very dark gray),mottled,,,,,clay [W22_1],1,,,sparse,1,"Gradational change in color uphole between 47 to 5 cm from very dark grayish green, to greenish gray, to very dark gray. Horizontal burrows with a black clay infill are present between 23 and 25 cm.",uncertain boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,3,A
369-U1513D-22R-3-A,37,72,271.17,271.52,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/N (very dark gray),mottled,,,,,clay [W22_1],1,,,low,2,"Gradational change in color uphole between 72 to 37 cm from very dark grayish green, to greenish gray, to very dark gray. There are very thin laminations of very dark grayish green claystone with shell fragments between 71 and 68.",,,,,,,,shell fragment,rare,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,3,A
369-U1513D-22R-3-A,72,81,271.52,271.61,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,,thin bed [B01],clay [W22_1],1,,,low,2,Shell fragments are present between 81 and 79 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,3,A
369-U1513D-22R-CC-A,0,14,271.61,271.75,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,,thin bed [B01],clay [W22_1],1,,,low,2,Shell fragments are present between 4 and 9 cm.,,,,,,,,shell fragment,rare,claystone,claystone with nannofossils,,,,369,U1513,D,22,R,CC,A
369-U1513D-23R-1-A,0,10,277.4,277.5,IV,,,,,,,,,,,,,,,,,,,,,,Inteval Destroyed,,,,,,,,,,,,,,,369,U1513,D,23,R,1,A
369-U1513D-23R-1-A,10,150,277.5,278.9,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/5GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,high,3,"There are glauconitic horizons at 30, 42, 82, 108, 133 and 149 cm.",,,,,,,,,,claystone,claystone,,,,369,U1513,D,23,R,1,A
369-U1513D-23R-2-A,0,150,278.9,280.4,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/5GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,high,3,"There are glauconitic horizons at 16, 35, 53, 75, 101 and 125 cm",,,,,,,,,,claystone,claystone,,,,369,U1513,D,23,R,2,A
369-U1513D-23R-3-A,0,141,280.4,281.81,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/5GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,There are glauconitic horizons at 36 and 107 cm.,,,,,,,,,,claystone,claystone,,,,369,U1513,D,23,R,3,A
369-U1513D-23R-4-A,0,23,281.91,282.14,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/5GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,23,R,4,A
369-U1513D-23R-4-A,23,33,282.14,282.24,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,23,R,4,A
369-U1513D-23R-4-A,33,142,282.24,283.33,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/5GY (greenish black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,23,R,4,A
369-U1513D-23R-4-A,142,150,283.33,283.41,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,23,R,4,A
369-U1513D-23R-5-A,0,69,283.41,284.1,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,sparse,1,There is a nodule of pyrite at 31 cm.,,,,,,,,,,claystone,claystone,,,,369,U1513,D,23,R,5,A
369-U1513D-23R-CC-A,0,23,284.1,284.33,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,23,R,CC,A
369-U1513D-24R-1-A,0,73,287.0,287.73,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,1,A
369-U1513D-24R-1-A,73,89,287.73,287.89,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,1,A
369-U1513D-24R-1-A,89,138,287.89,288.38,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,Glauconitic horizon at 134 cm.,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,1,A
369-U1513D-24R-1-A,138,142,288.38,288.42,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,1,A
369-U1513D-24R-1-A,142,150,288.42,288.5,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/10Y (very dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,1,A
369-U1513D-24R-2-A,0,10,288.5,288.6,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,2,A
369-U1513D-24R-2-A,10,14,288.6,288.64,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),,parallel lamination,,,thin bed [B01],clay [W22_1],1,,,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,2,A
369-U1513D-24R-2-A,14,35,288.64,288.85,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/5GY (very dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,2,A
369-U1513D-24R-2-A,35,42,288.85,288.92,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),,parallel lamination,,,thin bed [B01],clay [W22_1],1,,,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,2,A
369-U1513D-24R-2-A,42,118,288.92,289.68,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Glauconitic horizon at 115 to 116 cm.,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,2,A
369-U1513D-24R-2-A,118,125,289.68,289.75,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,2,A
369-U1513D-24R-2-A,125,148,289.75,289.98,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,Glauconitic horizon at 143 to 144 cm.,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,2,A
369-U1513D-24R-2-A,148,150,289.98,290.0,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,2,A
369-U1513D-24R-3-A,0,3,290.0,290.03,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,sharp boundary or contact,sharp,sharp,,,,,shell fragment,rare,claystone,claystone,,,,369,U1513,D,24,R,3,A
369-U1513D-24R-3-A,3,150,290.03,291.5,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,Glauconitic horizons between 18 to 19 and 113 to 115 cm.,sharp boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,3,A
369-U1513D-24R-4-A,0,133,291.5,292.83,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,4,A
369-U1513D-24R-4-A,133,141,292.83,292.91,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,4,A
369-U1513D-24R-5-A,0,64,293.01,293.65,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,Glauconitic horizons at 42 and 54 cm.,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,5,A
369-U1513D-24R-5-A,64,71,293.65,293.72,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,5,A
369-U1513D-24R-5-A,71,106,293.72,294.07,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,5,A
369-U1513D-24R-5-A,106,120,294.07,294.21,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,5,A
369-U1513D-24R-5-A,120,131,294.21,294.32,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,5,A
369-U1513D-24R-5-A,131,150,294.32,294.51,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,5,A
369-U1513D-24R-6-A,0,3,294.51,294.54,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,6,A
369-U1513D-24R-6-A,3,10,294.54,294.61,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,gradational boundary or contact,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,6,A
369-U1513D-24R-6-A,10,30,294.61,294.81,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,6,A
369-U1513D-24R-6-A,30,37,294.81,294.88,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,gradational boundary or contact,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,6,A
369-U1513D-24R-6-A,37,58,294.88,295.09,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,6,A
369-U1513D-24R-CC-A,0,13,295.09,295.22,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,24,R,CC,A
369-U1513D-25R-1-A,0,151,296.6,298.11,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,high,3,The section exhibits more biscuited drilling disturbance downward,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,1,A
369-U1513D-25R-2-A,0,150,298.11,299.61,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,high,3,The section exhibits biscuited drilling disturbance,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,2,A
369-U1513D-25R-3-A,0,96,299.61,300.57,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,3,A
