Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
363-U1483B-10H-4-A,0,112,82.36,83.48,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-4-A,112,146,83.48,83.82,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-5-A,0,70,83.82,84.52,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-5-A,70,116,84.52,84.98,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-5-A,116,146,84.98,85.28,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-6-A,0,23,85.28,85.51,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-6-A,23,105,85.51,86.33,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-6-A,105,146,86.33,86.74,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-7-A,0,5,86.74,86.79,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-7-A,5,59,86.79,87.33,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-7-A,59,69,87.33,87.43,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-7-A,69,100,87.43,87.74,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-10H-CC-A,0,25,87.74,87.99,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-1-A,0,50,87.5,88,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-1-A,50,145,88,88.95,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-2-A,0,146,88.95,90.41,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-3-A,0,18,90.41,90.59,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-3-A,18,146,90.59,91.87,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,2.5Y 6/2 (light brownish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-4-A,0,61,91.87,92.48,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,2.5Y 6/2 (light brownish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-4-A,61,146,92.48,93.33,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-5-A,0,146,93.33,94.79,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-6-A,0,55,94.79,95.34,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-6-A,55,146,95.34,96.25,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-11H-7-A,0,99,96.25,97.24,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-1-A,0,144,97,98.44,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-2-A,0,111,98.44,99.55,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-2-A,111,148,99.55,99.92,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-3-A,0,147,99.92,101.39,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-4-A,0,72,101.39,102.11,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-4-A,72,145,102.11,102.84,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-5-A,0,72,102.84,103.56,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-5-A,72,123,103.56,104.07,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-5-A,123,146,104.07,104.3,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-6-A,0,145,104.3,105.75,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-7-A,0,53,105.75,106.28,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-7-A,53,108,106.28,106.83,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-12H-CC-A,0,20,106.83,107.03,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-1-A,0,145,106.5,107.95,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-2-A,0,40,107.95,108.35,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-2-A,40,53,108.35,108.48,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-2-A,53,58,108.48,108.53,,,,,,,,,,,,void,,,,,,,,,,,,
363-U1483B-13H-2-A,58,145,108.53,109.4,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-3-A,0,100,109.4,110.4,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-3-A,100,145,110.4,110.85,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-4-A,0,22,110.85,111.07,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-4-A,22,120,111.07,112.05,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-4-A,120,145,112.05,112.3,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-5-A,0,25,112.3,112.55,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-5-A,25,145,112.55,113.75,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-6-A,0,44,113.75,114.19,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-6-A,44,50,114.19,114.25,,,,,,,,,,,,void,,,,,,,,,,,,
363-U1483B-13H-6-A,50,144,114.25,115.19,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-13H-7-A,0,109,115.19,116.28,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-14H-1-A,0,147,116,117.47,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-14H-2-A,0,144,117.47,118.91,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,"""blueish""",,,,,,,,,,,,
363-U1483B-14H-3-A,0,153,118.91,120.44,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-14H-4-A,0,40,120.44,120.84,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-14H-4-A,40,97,120.84,121.41,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-14H-4-A,97,149,121.41,121.93,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-14H-5-A,0,75,121.93,122.68,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-14H-5-A,75,153,122.68,123.46,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-14H-6-A,0,145,123.46,124.91,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-14H-7-A,0,125,124.91,126.16,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-14H-CC-A,0,26,126.16,126.42,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-1-A,0,125,125.5,126.75,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-1-A,125,141,126.75,126.91,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-2-A,0,141,126.91,128.32,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-3-A,0,20,128.32,128.52,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-3-A,20,123,128.52,129.55,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-3-A,123,132,129.55,129.64,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-4-A,0,35,129.64,129.99,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-4-A,38,118,130.02,130.82,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-4-A,118,141,130.82,131.05,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-5-A,0,142,131.05,132.47,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-6-A,0,20,132.47,132.67,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-6-A,20,110,132.67,133.57,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-6-A,110,141,133.57,133.88,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-15H-7-A,0,130,133.88,135.18,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-1-A,0,15,135,135.15,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-1-A,15,143,135.15,136.43,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-2-A,0,135,136.43,137.78,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-2-A,135,145,137.78,137.88,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-3-A,0,49,137.88,138.37,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-3-A,49,148,138.37,139.36,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 5/1 (gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-4-A,0,86,139.36,140.22,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 5/1 (gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-4-A,86,148,140.22,140.84,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-5-A,0,100,140.84,141.84,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-5-A,100,146,141.84,142.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-6-A,0,70,142.3,143,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-6-A,70,146,143,143.76,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-7-A,0,42,143.76,144.18,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-7-A,42,132,144.18,145.08,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-16H-CC-A,0,21,145.08,145.29,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-17H-1-A,0,143,144.5,145.93,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-17H-2-A,0,20,145.93,146.13,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-17H-2-A,20,150,146.13,147.43,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-17H-3-A,0,50,147.43,147.93,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-17H-3-A,50,149,147.93,148.92,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-17H-4-A,0,147,148.92,150.39,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-17H-5-A,0,146,150.39,151.85,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-17H-6-A,0,144,151.85,153.29,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-17H-7-A,0,114,153.29,154.43,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-17H-CC-A,0,21,154.48,154.69,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-18H-1-A,0,141,154,155.41,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-18H-2-A,0,145,155.41,156.86,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-18H-3-A,0,149,156.86,158.35,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-18H-4-A,0,150,158.35,159.85,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-18H-5-A,0,144,159.85,161.29,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-18H-6-A,0,146,161.29,162.75,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-18H-7-A,0,127,162.75,164.02,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-18H-CC-A,0,9,164.02,164.11,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-1-A,0,141,163.5,164.91,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-2-A,0,46,164.91,165.37,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-2-A,52,142,165.43,166.33,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-3-A,0,34,166.33,166.67,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-3-A,34,110,166.67,167.43,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-3-A,110,145,167.43,167.78,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-4-A,0,74,167.78,168.52,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-4-A,74,142,168.52,169.2,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-5-A,0,46,169.2,169.66,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-5-A,46,142,169.66,170.62,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-6-A,0,60,170.62,171.22,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-6-A,60,142,171.22,172.04,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
