Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1501D-15R-2-A,62,88,560.32,560.58,,sand [Leg339],,sand,sand,,GLEY 1 4/5GY (dark greenish gray),well consolidated [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,well [2014],,,with glauconite,erosive,curved,medium bed [B01],massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,2,A
368-U1501D-15R-2-A,88,103,560.58,560.73,,sandy silt [Leg339],,sandy silt,sandy silt,,GLEY 1 4/10GY (dark greenish gray),well consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,with glauconite,irregular,curved,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,2,A
368-U1501D-15R-2-A,103,140,560.73,561.1,,silty sand [Leg339],,silty sand,silty sand,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [2014],,,with glauconite,,,thick bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,2,A
368-U1501D-15R-3-A,0,23,561.1,561.33,,sand [Leg339],,sand,sand,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [BP01],,,with glauconite,,,,contact not recovered,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,3,A
368-U1501D-15R-3-A,23,35,561.33,561.45,,sand [Leg339],,sand,sand,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,well [2014],,,with glauconite,planar,horizontal,medium bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,3,A
368-U1501D-15R-3-A,35,149,561.45,562.59,,silty sand [Leg339],,silty sand,silty sand,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [2014],,,with glauconite,,,very thick bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,3,A
368-U1501D-16R-1-A,0,5,567.8,567.85,,sand [Leg339],,sand,sand,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],fine sand [W22_2],4,coarse sand [W22_2],6,well [2014],,,with glauconite,,,very thin bed [B01],contact not recovered,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,1,A
368-U1501D-16R-1-A,5,87,567.85,568.67,,silty sand [Leg339],,silty sand,silty sand,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,with glauconite; pyrite,planar,horizontal,,fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,1,A
368-U1501D-16R-1-A,87,151,568.67,569.31,,sand [Leg339],,sand,sand,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [2014],,,with glauconite; pyrite,,,,fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,1,A
368-U1501D-16R-2-A,0,77,569.31,570.08,,sand [Leg339],,sand,sand,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],coarse sand [W22_2],6,granule [W22_2],8,moderate [2014],,,"with glauconite, pyrite; granule-sized quartz and feldspar at the bottom",planar,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,2,A
368-U1501D-16R-2-A,77,129,570.08,570.6,,silty sandstone [Leg339],,silty sandstone,silty sandstone,,GLEY 1 6/10GY (greenish gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,"with glauconite; cm-sized pyritized burrows at 96 cm, 99 cm and 104 cm",,,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,2,A
368-U1501D-16R-3-A,0,15,570.6,570.75,,silty sandstone [Leg339],,silty sandstone,silty sandstone,,GLEY 1 6/10GY (greenish gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,with glauconite,,,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,3,A
368-U1501D-16R-3-A,15,82,570.75,571.42,,silty sandstone [Leg339],,silty sandstone,silty sandstone,,10R 5/1 (reddish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,with glauconite; mostly irregular reddish-brown discoloration of originally glauconite-rich finegrained sandstone,planar,horizontal,,contact not recovered,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,3,A
368-U1501D-16R-3-A,82,147,571.42,572.07,,sand [Leg339],,sand,sand,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,with glauconite,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,3,A
368-U1501D-16R-4-A,0,29,572.07,572.36,,sand [Leg339],,sand,sand,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],coarse sand [W22_2],6,granule [W22_2],8,moderate [2014],,,with glauconite; large quartz and feldspar granules dominant,erosive,horizontal,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,4,A
368-U1501D-16R-4-A,29,82,572.36,572.89,,silty sandstone [Leg339],,silty sandstone,silty sandstone,,10R 4/2 (weak red),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,with glauconite; mostly irregular reddish-brown discoloration of originally greenish glauconite-rich finegrained sandstone,planar,horizontal,,contact not recovered,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,4,A
368-U1501D-16R-5-A,0,74,572.89,573.63,,sand [Leg339],,sand,sand,,GLEY 1 5/5GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,with glauconite; some reddish patches of several cm size,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,5,A
368-U1501D-16R-CC-A,0,20,573.63,573.83,,silty sandstone [Leg339],,silty sandstone,silty sandstone,,GLEY 1 5/10GY (greenish gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,with glauconite; some reddish patches of several cm size,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,16,R,CC,A
368-U1501D-17R-1-A,0,51,577.4,577.91,,sandstone [Leg339],,sandstone,sandstone,,Gley 1 6/10GY (greenish gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,with glauconite; irregular reddish patches covering about 50%,gradational,horizontal,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,1,A
368-U1501D-17R-1-A,51,101,577.91,578.41,,sand [Leg339],,sand,sand,,GLEY 1 6/5G (greenish gray),well consolidated [B84],coarse sand [W22_2],6,granule [W22_2],8,poor [2014],,,with traces of glauconite; irregular reddish to brownish patches covering about 15%,irregular,horizontal,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,1,A
368-U1501D-17R-1-A,101,148,578.41,578.88,,silty sand [Leg339],,silty sand,silty sand,,10R 4/3 (weak red),well consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,"with glauconite, residual green patches; softly deformed by drilling disturbance?",,,,massive [BJ84],none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,1,A
368-U1501D-17R-2-A,0,47,578.88,579.35,,silty sand [Leg339],,silty sand,silty sand,,10R 4/3 (weak red),well consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,"with glauconite, residual green patches; softly deformed by drilling disturbance?",irregular,horizontal,,massive [BJ84],none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,2,A
368-U1501D-17R-2-A,47,83,579.35,579.71,,silty sand [Leg339],,silty sand,silty sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderately well [BP01],,,"with glauconite, residual reddish patches",gradational,horizontal,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,2,A
368-U1501D-17R-2-A,83,148,579.71,580.36,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderate [2014],,,with glauconite; slight reddish irregular discoloration in lower part of bed,,,,fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,2,A
368-U1501D-17R-3-A,0,42,580.36,580.78,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderate [2014],,,with glauconite; slight reddish irregular discoloration in middle part of bed,planar,horizontal,,fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,3,A
368-U1501D-17R-3-A,42,129,580.78,581.65,,silty sand [Leg339],,silty sand,silty sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderately well [BP01],,,"with glauconite, residual reddish patches",gradational,horizontal,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,3,A
368-U1501D-17R-3-A,129,134,581.65,581.7,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],fine sand [W22_2],4,very coarse sand [W22_2],7,moderate [2014],,,with glauconite,,,,fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,3,A
368-U1501D-17R-4-A,0,68,581.7,582.38,,silty sandstone [Leg339],,silty sandstone,silty sandstone,,GLEY 1 5/10GY (greenish gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,moderately well [BP01],,,"with glauconite, residual reddish and brownish patches covering around 50% of surface",,,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,4,A
368-U1501D-17R-CC-A,0,32,582.38,582.7,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderate [2014],,,with glauconite; residual reddish and brownish patches covering around 50% of surface,,,,fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,17,R,CC,A
368-U1501D-18R-1-A,0,129,586.9,588.19,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderate [2014],,,with glauconite; residual reddish and brownish patches covering around 50% of surface between 40 and 110 cm,,,,fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,18,R,1,A
368-U1501D-18R-2-A,0,79,588.19,588.98,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,with glauconite; few reddish patches,irregular,horizontal,,fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,18,R,2,A
368-U1501D-18R-2-A,79,141,588.98,589.6,,silty sandstone [Leg339],,silty sandstone,silty sandstone,,GLEY 1 5/10GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,with glauconite; patchy reddish discoloration; cm-sized burrows(?) filled with light greenish gray (GLEY 1 8/10Y) clay between 98-132 cm,,,thick lamina [B01],massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,18,R,2,A
368-U1501D-18R-3-A,0,18,589.6,589.78,,silty sandstone [Leg339],,silty sandstone,silty sandstone,,GLEY 1 5/10GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,with glauconite; patchy reddish discoloration; cm-sized burrows(?) filled with light greenish gray (GLEY 1 8/10Y) clay at 1-2 cm,gradational,horizontal,thick bed [B01],massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,18,R,3,A
368-U1501D-18R-3-A,18,76,589.78,590.36,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,with glauconite,irregular,horizontal,thick bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,18,R,3,A
368-U1501D-18R-3-A,76,143,590.36,591.03,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,with glauconite,irregular,horizontal,thick bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,18,R,3,A
368-U1501D-18R-CC-A,0,33,591.03,591.36,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,with glauconite,,,,massive [BJ84],slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,18,R,CC,A
368-U1501D-19R-1-A,0,106,596.5,597.56,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,granule [W22_2],8,moderate [2014],,,with glauconite,,,,fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,19,R,1,A
368-U1501D-19R-2-A,0,13,597.56,597.69,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,very coarse sand [W22_2],7,moderate [2014],,,with glauconite,gradational,horizontal,thick bed [B01],fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,19,R,2,A
368-U1501D-19R-2-A,13,96,597.69,598.52,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,very coarse sand [W22_2],7,moderate [2014],,,with glauconite; few reddish patches,gradational,horizontal,thick bed [B01],fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,19,R,2,A
368-U1501D-19R-2-A,96,135,598.52,598.91,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,very coarse sand [W22_2],7,moderate [2014],,,with glauconite; irregular brown to ochre patches; clay-filled burrow,,,,fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,19,R,2,A
368-U1501D-19R-3-A,0,8,598.91,598.99,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,well [2014],,,,,,,contact not recovered,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,19,R,3,A
368-U1501D-19R-3-A,8,22,598.99,599.13,,gravelly sand [USGS],,gravelly sand,gravelly sand,,GLEY 1 7/N (light gray),lithified [B84],pebble [W22_2],10,cobble [W22_2],10,moderate [2014],,,four moderately rounded granite cobbles of 2 to 5 cm size,,,,contact not recovered,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,19,R,3,A
368-U1501D-19R-3-A,22,33,599.13,599.24,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 5/N (gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,well [2014],,,,planar,horizontal,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,19,R,3,A
368-U1501D-19R-3-A,33,57,599.24,599.48,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 5/N (gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,well [2014],,,,planar,horizontal,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,19,R,3,A
368-U1501D-19R-3-A,57,58,599.48,599.49,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,well [2014],,,,,,,contact not recovered,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,19,R,3,A
368-U1501D-19R-CC-A,0,45,599.49,599.94,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,well [2014],,,,,,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,19,R,CC,A
368-U1501D-20R-1-A,0,140,606.1,607.5,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,GLEY 1 6/N (gray),lithified [B84],very coarse sand [W22_2],7,pebble [W22_2],9,poor [2014],,,"feldspar-rich, rounded claystone pebbles, weak bedding",,,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,20,R,1,A
368-U1501D-20R-2-A,0,132,607.5,608.82,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,GLEY 1 6/N (gray),lithified [B84],very coarse sand [W22_2],7,cobble [W22_2],10,poor [2014],,,"7 cm large, well rounded granitic clast at 37-44 cm; feldspar-rich, rounded claystone pebbles",,,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,20,R,2,A
368-U1501D-20R-3-A,0,139,608.82,610.21,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,GLEY 1 6/N (gray),lithified [B84],very coarse sand [W22_2],7,pebble [W22_2],9,poor [2014],,,"feldspar-rich, rounded claystone pebbles",,,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,20,R,3,A
368-U1501D-21R-1-A,0,117,609.6,610.77,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,feldspar-rich,,,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,21,R,1,A
368-U1501D-21R-1-A,117,124,610.77,610.84,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,pebble [W22_2],9,poor [2014],,,feldspar-rich,planar,horizontal,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,21,R,1,A
368-U1501D-21R-1-A,124,151,610.84,611.11,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,feldspar-rich,,,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,21,R,1,A
368-U1501D-21R-2-A,0,35,611.11,611.46,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,feldspar-rich,,,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,21,R,2,A
368-U1501D-21R-2-A,35,119,611.46,612.3,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,moderate [2014],,,feldspar-rich,gradational,horizontal,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,21,R,2,A
368-U1501D-21R-2-A,119,130,612.3,612.41,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,feldspar-rich,gradational,horizontal,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,21,R,2,A
368-U1501D-21R-2-A,130,151,612.41,612.62,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,moderate [2014],,,feldspar-rich,,,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,21,R,2,A
368-U1501D-21R-3-A,0,132,612.62,613.94,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,moderate [2014],,,feldspar-rich,,,,coarsening upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,cobble [W22_2],rounded,,,,5,,,,,,,,,,,,,,,,368,U1501,D,21,R,3,A
368-U1501D-21R-4-A,0,54,613.94,614.48,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,pebble [W22_2],9,poor [2014],,,feldspar-rich,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,21,R,4,A
368-U1501D-21R-CC-A,0,17,614.48,614.65,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,poor [2014],,,feldspar-rich,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,21,R,CC,A
