Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1483C-9H-1-A,27,150,73.07,74.3,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,shlell fragments,,,,,,,,,,,,,363,U1483,C,9,H,1,A,
363-U1483C-9H-2-A,0,26,74.3,74.56,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,9,H,2,A,
363-U1483C-9H-2-A,26,150,74.56,75.8,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,9,H,2,A,
363-U1483C-9H-3-A,0,150,75.8,77.3,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,9,H,3,A,
363-U1483C-9H-4-A,0,150,77.3,78.8,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,relatively high,,,,,,,,,,,,,363,U1483,C,9,H,4,A,
363-U1483C-9H-5-A,0,50,78.8,79.3,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,9,H,5,A,
363-U1483C-9H-5-A,50,150,79.3,80.3,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,9,H,5,A,
363-U1483C-9H-6-A,0,87,80.3,81.17,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,toothshell fragments,,,,,,,,,,,,,363,U1483,C,9,H,6,A,
363-U1483C-9H-6-A,87,150,81.17,81.8,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,9,H,6,A,
363-U1483C-9H-7-A,0,68,81.8,82.48,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,9,H,7,A,
363-U1483C-9H-CC-A,0,27,82.48,82.75,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,9,H,CC,A,
363-U1483C-10H-1-A,0,150,82.3,83.8,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,1,A,
363-U1483C-10H-2-A,0,65,83.8,84.45,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,2,A,
363-U1483C-10H-2-A,65,150,84.45,85.3,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,2,A,
363-U1483C-10H-3-A,0,55,85.3,85.85,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,3,A,
363-U1483C-10H-3-A,55,150,85.85,86.8,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,3,A,
363-U1483C-10H-4-A,0,18,86.8,86.98,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,4,A,
363-U1483C-10H-4-A,18,150,86.98,88.3,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,4,A,
363-U1483C-10H-5-A,0,91,88.3,89.21,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,5,A,
363-U1483C-10H-5-A,91,108,89.21,89.38,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,5,A,
363-U1483C-10H-5-A,108,150,89.38,89.8,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,5,A,
363-U1483C-10H-6-A,0,150,89.8,91.3,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,6,A,
363-U1483C-10H-7-A,0,67,91.3,91.97,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,7,A,
363-U1483C-10H-CC-A,0,23,91.97,92.2,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,10,H,CC,A,
363-U1483C-11H-1-A,0,58,91.8,92.38,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,1,A,
363-U1483C-11H-1-A,58,151,92.38,93.31,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,1,A,
363-U1483C-11H-2-A,0,118,93.31,94.49,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,2,A,
363-U1483C-11H-2-A,118,152,94.49,94.83,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,2,A,
363-U1483C-11H-3-A,0,24,94.83,95.07,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,3,A,
363-U1483C-11H-3-A,24,67,95.07,95.5,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,3,A,
363-U1483C-11H-3-A,67,146,95.5,96.29,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,3,A,
363-U1483C-11H-3-A,146,151,96.29,96.34,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,3,A,
363-U1483C-11H-4-A,0,60,96.34,96.94,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,4,A,
363-U1483C-11H-4-A,60,77,96.94,97.11,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,4,A,
363-U1483C-11H-4-A,77,153,97.11,97.87,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,4,A,
363-U1483C-11H-5-A,0,149,97.87,99.36,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,5,A,
363-U1483C-11H-6-A,0,55,99.36,99.91,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,6,A,
363-U1483C-11H-6-A,55,151,99.91,100.87,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,6,A,
363-U1483C-11H-7-A,0,70,100.87,101.57,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,7,A,
363-U1483C-11H-CC-A,0,27,101.57,101.84,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,11,H,CC,A,
363-U1483C-12H-1-A,0,59,101.3,101.89,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,1,A,
363-U1483C-12H-1-A,59,141,101.89,102.71,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,1,A,
363-U1483C-12H-2-A,0,113,102.71,103.84,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,2,A,
363-U1483C-12H-2-A,113,124,103.84,103.95,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,2,A,
363-U1483C-12H-2-A,124,129,103.95,104,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,2,A,
363-U1483C-12H-2-A,129,142,104,104.13,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,2,A,
363-U1483C-12H-3-A,0,143,104.13,105.56,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,3,A,
363-U1483C-12H-4-A,0,30,105.56,105.86,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,4,A,
363-U1483C-12H-4-A,30,143,105.86,106.99,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,4,A,
363-U1483C-12H-5-A,0,144,106.99,108.43,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,5,A,
363-U1483C-12H-6-A,0,46,108.43,108.89,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,6,A,
363-U1483C-12H-6-A,46,142,108.89,109.85,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,6,A,
363-U1483C-12H-7-A,0,89,109.85,110.74,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,7,A,
363-U1483C-12H-CC-A,0,23,110.74,110.97,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,12,H,CC,A,
363-U1483C-13H-1-A,0,145,110.8,112.25,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,1,A,
363-U1483C-13H-2-A,0,50,112.25,112.75,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,2,A,
363-U1483C-13H-2-A,50,146,112.75,113.71,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,2,A,
363-U1483C-13H-3-A,0,88,113.71,114.59,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,3,A,
363-U1483C-13H-3-A,88,143,114.59,115.14,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,3,A,
363-U1483C-13H-4-A,0,124,115.14,116.38,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,4,A,
363-U1483C-13H-4-A,124,146,116.38,116.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,4,A,
363-U1483C-13H-5-A,0,142,116.6,118.02,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,5,A,
363-U1483C-13H-6-A,0,30,118.02,118.32,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,6,A,
363-U1483C-13H-6-A,30,149,118.32,119.51,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,6,A,
363-U1483C-13H-7-A,0,60,119.51,120.11,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,7,A,
363-U1483C-13H-7-A,60,127,120.11,120.78,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,7,A,
363-U1483C-13H-CC-A,0,26,120.78,121.04,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,13,H,CC,A,
363-U1483C-14H-1-A,0,50,120.3,120.8,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,1,A,
363-U1483C-14H-1-A,50,142,120.8,121.72,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,1,A,
363-U1483C-14H-2-A,0,60,121.72,122.32,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,2,A,
363-U1483C-14H-2-A,60,103,122.32,122.75,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,2,A,
363-U1483C-14H-2-A,103,142,122.75,123.14,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,2,A,
363-U1483C-14H-3-A,0,20,123.14,123.34,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,3,A,
363-U1483C-14H-3-A,20,90,123.34,124.04,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,3,A,
363-U1483C-14H-3-A,90,141,124.04,124.55,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,3,A,
363-U1483C-14H-4-A,0,40,124.55,124.95,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,4,A,
363-U1483C-14H-4-A,40,90,124.95,125.45,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,4,A,
363-U1483C-14H-4-A,90,141,125.45,125.96,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,4,A,
363-U1483C-14H-5-A,0,70,125.96,126.66,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,5,A,
363-U1483C-14H-5-A,70,142,126.66,127.38,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,5,A,
363-U1483C-14H-6-A,0,30,127.38,127.68,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,6,A,
363-U1483C-14H-6-A,30,115,127.68,128.53,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,6,A,
363-U1483C-14H-6-A,115,120,128.53,128.58,,ash(tuff) [MMK88m],ash(tuff),,N 6 (gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,6,A,
363-U1483C-14H-6-A,120,141,128.58,128.79,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,6,A,
363-U1483C-14H-7-A,0,106,128.79,129.85,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,14,H,7,A,
363-U1483C-15H-1-A,0,85,129.8,130.65,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,1,A,
363-U1483C-15H-1-A,85,142,130.65,131.22,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,1,A,
363-U1483C-15H-2-A,0,144,131.22,132.66,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,2,A,
363-U1483C-15H-3-A,0,145,132.66,134.11,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,3,A,
363-U1483C-15H-4-A,0,52,134.11,134.63,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,4,A,
363-U1483C-15H-4-A,52,144,134.63,135.55,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,4,A,
363-U1483C-15H-5-A,0,100,135.55,136.55,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,5,A,
363-U1483C-15H-5-A,100,146,136.55,137.01,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,5,A,
