Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1417A-1H-1-A,341,U1417,A,1,1-1,H,1,A,0.0,2.5,0.0,0.025,,mud [Leg210],,mud ,,,,7.5YR 5/3 (brown),,,,,,,,,,,,,,,,,,,
341-U1417A-1H-1-A,341,U1417,A,1,1-1,H,1,A,2.5,14.0,0.025,0.14,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-1H-1-A,341,U1417,A,1,1-1,H,1,A,14.0,76.0,0.14,0.76,diatom rich,mud [Leg210],,diatom rich mud ,,,,5YR 4/1 (dark gray),,,,,,,,,,,,,,colour varies between 5Y4-1 and 2.5Y3-1,,,,,
341-U1417A-1H-1-A,341,U1417,A,1,1-1,H,1,A,76.0,81.0,0.76,0.81,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-1H-1-A,341,U1417,A,1,1-1,H,1,A,81.0,91.0,0.81,0.91,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"cottage cheese structure, a little silt",,,,,
341-U1417A-1H-1-A,341,U1417,A,1,1-1,H,1,A,91.0,97.0,0.91,0.97,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-1H-1-A,341,U1417,A,1,1-1,H,1,A,97.0,108.0,0.97,1.08,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"soupy, individual foraminifera, Pachyderma?",,,,,
341-U1417A-1H-1-A,341,U1417,A,1,1-1,H,1,A,108.0,145.0,1.08,1.45,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-1H-1-A,341,U1417,A,1,1-1,H,1,A,145.0,150.0,1.45,1.5,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-1H-2-A,341,U1417,A,1,1-2,H,2,A,0.0,114.0,1.5,2.64,,mud [Leg210],,mud ,,,structureless,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,23cm rhizome sampling disturbance,,,,,
341-U1417A-1H-2-A,341,U1417,A,1,1-2,H,2,A,114.0,131.0,2.64,2.81,,mud [Leg210],,mud ,,,color banding,N 7 (light gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,
341-U1417A-1H-2-A,341,U1417,A,1,1-2,H,2,A,131.0,150.0,2.81,3.0,,mud [Leg210],,mud ,,,structureless,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,color banding of light grey (N/7) with dark grey (N/4);127-131cm rhizome sampling disturbances,,,,,
341-U1417A-1H-3-A,341,U1417,A,1,1-3,H,3,A,0.0,26.0,3.0,3.26,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"thinly laminated, dark with slightly lighter coloured laminae",,,,,
341-U1417A-1H-3-A,341,U1417,A,1,1-3,H,3,A,26.0,27.0,3.26,3.27,diatom bearing,ash(tuff) [MMK88m],,diatom bearing ash(tuff) ,ash,4.0,,5YR 3/2 (dark reddish brown),,,,,,,,,,,,,,,,,,,
341-U1417A-1H-3-A,341,U1417,A,1,1-3,H,3,A,27.0,73.0,3.27,3.73,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"thinly laminated, dark with slightly lighter coloured laminae",,,,,
341-U1417A-1H-3-A,341,U1417,A,1,1-3,H,3,A,73.0,145.0,3.73,4.45,,mud [Leg210],,mud ,,,,N 7 (light gray),,,,,,,,,,,,,,"thinly laminated, lighter gray with slightly darker coloured laminae",,,,,
341-U1417A-1H-3-A,341,U1417,A,1,1-3,H,3,A,145.0,150.0,4.45,4.5,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-1H-4-A,341,U1417,A,1,1-4,H,4,A,0.0,80.0,4.5,5.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,"48-49cm rhizome sampling disturbance;
74-75cm black lineations
dominant N/7 color with bands of light grey (N/4)",,,,,
341-U1417A-1H-CC-A,341,U1417,A,1,1-CC,H,CC,A,0.0,13.0,5.3,5.43,,mud [Leg210],,mud ,,,structureless,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,5-8cm thin black lineations,,,,,
341-U1417A-1H-CC-A,341,U1417,A,1,1-CC,H,CC,A,0.0,18.0,5.3,5.48,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417A-2H-1-A,341,U1417,A,2,2-1,H,1,A,0.0,82.0,5.4,6.22,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,occasional lighter grey laminae (N7),,,,,
341-U1417A-2H-1-A,341,U1417,A,2,2-1,H,1,A,82.0,150.0,6.22,6.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2.0,,,,,,,,,,"occasional interspersed lonestones, grain size fine sand;
occasional lighter grey laminae (N7);
darker grey spots",,,,,
341-U1417A-2H-2-A,341,U1417,A,2,2-2,H,2,A,0.0,124.0,6.9,8.14,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"occasional interspersed lonestones, grain size fine sand, occasinally medium sand; occasional lighter grey laminae (N7)",,,,,
341-U1417A-2H-2-A,341,U1417,A,2,2-2,H,2,A,124.0,145.0,8.14,8.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,occasional lighter grey laminae (N7),,,,,
341-U1417A-2H-2-A,341,U1417,A,2,2-2,H,2,A,145.0,150.0,8.35,8.4,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-2H-3-A,341,U1417,A,2,2-3,H,3,A,0.0,103.0,8.4,9.43,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,"intersperseed lonestones, grain size fine sand; at 41-43 cm, 1 lonestone,subrounded, diameter 2 cm, lithology argillite; ""holes' in the section surface: missing sed stuck to working half",,,,,
341-U1417A-2H-3-A,341,U1417,A,2,2-3,H,3,A,103.0,150.0,9.43,9.9,,mud [Leg210],,mud ,,,,N 7 (light gray),,,present [A79],1.0,,,,,,,,,,"lonestone imprint at 110-111 cm, clast in working half",,,,,
341-U1417A-2H-4-A,341,U1417,A,2,2-4,H,4,A,0.0,49.5,9.9,10.395,,mud [Leg210],,mud ,,,,N 7 (light gray),,,,,,,,,,,,,,"small interspersed lonestones, coarse silt to fine sand",,,,,
341-U1417A-2H-4-A,341,U1417,A,2,2-4,H,4,A,49.5,53.0,10.395,10.43,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4.0,,5YR 5/1 (gray),,,,,,,,,,,,,,grain size equals silt,,,,,
341-U1417A-2H-4-A,341,U1417,A,2,2-4,H,4,A,53.0,145.0,10.43,11.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"at 122 and 140 cm: little disturbances of the section surface, either disrupted intraclast or burrow?",,,,,
341-U1417A-2H-4-A,341,U1417,A,2,2-4,H,4,A,145.0,150.0,11.35,11.4,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-2H-5-A,341,U1417,A,2,2-5,H,5,A,0.0,113.0,11.4,12.53,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,"rhizome sample disturbances: 24-26, 73-77cm;
intermittent black mottling: 33-113cm
",,,,,
341-U1417A-2H-5-A,341,U1417,A,2,2-5,H,5,A,113.0,115.0,12.53,12.55,,mud [Leg210],,mud ,,,bed,5G 4/2 (grayish green),,,absent [A79],,,,,,,,,,,"distinct color difference, but still mud",,,,,
341-U1417A-2H-5-A,341,U1417,A,2,2-5,H,5,A,115.0,150.0,12.55,12.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,"rhizome sampling disturbance: 124-126cm;
intermittent black mottling: 115-150",,,,,
341-U1417A-2H-6-A,341,U1417,A,2,2-6,H,6,A,0.0,30.0,12.9,13.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"intermittent black mottling: 0-5cm;
disturbed (unknown cause) area: 21-22cm
rhizome sampling disturbance: 24-32cm
",,,,,
341-U1417A-2H-6-A,341,U1417,A,2,2-6,H,6,A,30.0,120.0,13.2,14.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,"rhizome sampling disturbance: 24-32, 73-75, 118-120cm;
",,,,,
341-U1417A-2H-6-A,341,U1417,A,2,2-6,H,6,A,120.0,145.0,14.1,14.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2.0,,,,,,,,,,intermittent black mottling: 128-141cm,,,,,
341-U1417A-2H-6-A,341,U1417,A,2,2-6,H,6,A,145.0,150.0,14.35,14.4,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417A-2H-7-A,341,U1417,A,2,2-7,H,7,A,0.0,76.0,14.4,15.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"rhizone sampling disturbance: 23-25cm;
intermittent black mottling: 0-76cm;

",,,,,
341-U1417A-2H-CC-A,341,U1417,A,2,2-CC,H,CC,A,0.0,16.0,15.16,15.32,,mud [Leg210],,mud ,,,patch or bleb,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,
341-U1417A-2H-CC-A,341,U1417,A,2,2-CC,H,CC,A,16.0,21.0,15.32,15.37,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-3H-1-A,341,U1417,A,3,3-1,H,1,A,0.0,37.0,14.9,15.27,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"relatively high water content;
rare black mottles;",gradational contact,,,,
341-U1417A-3H-1-A,341,U1417,A,3,3-1,H,1,A,37.0,149.0,15.27,16.39,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,present [A79],,,,,,,,,,,"stratification due to VERY weak colour variations;
rare black mottles",,,,,
341-U1417A-3H-2-A,341,U1417,A,3,3-2,H,2,A,0.0,150.0,16.4,17.9,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,present [A79],,,,,,,,,,,"stratification due to VERY weak colour variations;
rare black mottles",,,,,
341-U1417A-3H-3-A,341,U1417,A,3,3-3,H,3,A,0.0,145.0,17.9,19.35,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,present [A79],3.0,,,,,,,,,,"stratification due to VERY weak colour variations;
rare black mottles",,,,,
341-U1417A-3H-3-A,341,U1417,A,3,3-3,H,3,A,145.0,150.0,19.35,19.4,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-3H-4-A,341,U1417,A,3,3-4,H,4,A,0.0,150.0,19.4,20.9,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,present [A79],,,,,,,,,,,"stratification due to VERY weak colour variations;
rare black mottles",,,,,
341-U1417A-3H-5-A,341,U1417,A,3,3-5,H,5,A,0.0,82.0,20.9,21.72,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,present [A79],,,,,,,,,,,"stratification due to VERY weak colour variations;
rare black mottles",gradational contact,,,,
341-U1417A-3H-5-A,341,U1417,A,3,3-5,H,5,A,82.0,108.0,21.72,21.98,,diatom ooze [Leg339],with mud [Leg339],diatom ooze  with mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,"cottage-cheese structure when not bioturbated;
rare black mottles",,,,,
341-U1417A-3H-5-A,341,U1417,A,3,3-5,H,5,A,108.0,145.0,21.98,22.35,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,present [A79],2.0,,,,,,,,,,"stratification due to VERY weak colour variations;
rare black mottles",,,,,
341-U1417A-3H-5-A,341,U1417,A,3,3-5,H,5,A,145.0,150.0,22.35,22.4,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-3H-6-A,341,U1417,A,3,3-6,H,6,A,0.0,111.5,22.4,23.515,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,present [A79],,,,,,,,,,,"stratification due to VERY weak colour variations;
rare black mottles",gradational contact,,,,
341-U1417A-3H-6-A,341,U1417,A,3,3-6,H,6,A,111.5,143.5,23.515,23.835,,diatom ooze [Leg339],with mud [Leg339],diatom ooze  with mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,"cottage-cheese structure when not bioturbated;
rare black mottles",,,,,
341-U1417A-3H-6-A,341,U1417,A,3,3-6,H,6,A,143.5,144.5,23.835,23.845,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,5Y 2.5/1 (black),,,,,,,,,,,,,,sharp upper boundary,sharp contact,erosive,,,
341-U1417A-3H-6-A,341,U1417,A,3,3-6,H,6,A,144.5,150.0,23.845,23.9,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,present [A79],,,,,,,,,,,"stratification due to VERY weak colour variations;
rare black mottles",,,,,
341-U1417A-3H-7-A,341,U1417,A,3,3-7,H,7,A,0.0,58.0,23.9,24.48,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,,,,,,,,,,,,"only very weak color bending; silt lenses at 32, 38, 43, 54 - 56 cm",,,,,
341-U1417A-3H-CC-A,341,U1417,A,3,3-CC,H,CC,A,0.0,13.0,24.49,24.62,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,,,,,,,,,,,,only very weak color bending,,,,,
341-U1417A-3H-CC-A,341,U1417,A,3,3-CC,H,CC,A,13.0,18.0,24.62,24.67,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417A-4H-1-A,341,U1417,A,4,4-1,H,1,A,0.0,150.0,24.4,25.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],4.0,,,,,,,,,,"intermittent black mottling: 1-150cm;
intermittent ephemeral greenish beds: 0-150cm ",,,,,
341-U1417A-4H-2-A,341,U1417,A,4,4-2,H,2,A,0.0,150.0,25.9,27.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],1.0,,,,,,,,,,"intermittent black mottling: 0-150cm;
dispersed granule clasts: 0-150cm",,,,,
341-U1417A-4H-3-A,341,U1417,A,4,4-3,H,3,A,0.0,138.0,27.4,28.78,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],4.0,,,,,,,,,,intermittent black mottling,,,,,
341-U1417A-4H-3-A,341,U1417,A,4,4-3,H,3,A,138.0,141.0,28.78,28.81,,ash(tuff) [MMK88m],,ash(tuff),ash,4.0,,N 6 (gray),none [DB86],0.0,absent [A79],,,,,,,,,,,tuff? coarse silt sized,,,,,
341-U1417A-4H-3-A,341,U1417,A,4,4-3,H,3,A,141.0,146.0,28.81,28.86,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,disturbed,,,,,
341-U1417A-4H-3-A,341,U1417,A,4,4-3,H,3,A,146.0,151.0,28.86,28.91,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-4H-4-A,341,U1417,A,4,4-4,H,4,A,0.0,145.0,28.91,30.36,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,intermittent black mottling: 0-150cm,,,,,
341-U1417A-4H-5-A,341,U1417,A,4,4-5,H,5,A,0.0,47.0,30.36,30.83,,mud [Leg210],,mud ,,,,N 7 (light gray),,,,,,,,,,,,,,"dispersed, isolated clasts, silt to fs",,,,,
341-U1417A-4H-5-A,341,U1417,A,4,4-5,H,5,A,47.0,102.5,30.83,31.385,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"49.7 to 49.9; 2mm lamina, dark green, silty mud, colour Gley 1 3/4",,,,,
341-U1417A-4H-5-A,341,U1417,A,4,4-5,H,5,A,102.5,142.0,31.385,31.78,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"dispersed, isolated clasts, mostly fine sand, individual subrounded clasts 5 mm, rare",,,,,
341-U1417A-4H-5-A,341,U1417,A,4,4-5,H,5,A,142.0,147.0,31.78,31.83,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-4H-6-A,341,U1417,A,4,4-6,H,6,A,0.0,20.0,31.83,32.03,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"dispersed clasts, silt to mostly fine sand",,,,,
341-U1417A-4H-6-A,341,U1417,A,4,4-6,H,6,A,20.0,34.0,32.03,32.17,,mud [Leg210],,mud ,,,,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,"mottled with silty patches, Gley 1 3/4 (10GY 3/4)",,,,,
341-U1417A-4H-6-A,341,U1417,A,4,4-6,H,6,A,34.0,147.0,32.17,33.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3.0,,,,,,,,,,"dispersed small clasts, silt to vfs, individual larger clasts at 41-46 cm, argillite, and at 128.5 -129.5, two sub rounded clasts of argillite side by side, 1 cm",,,,,
341-U1417A-4H-7-A,341,U1417,A,4,4-7,H,7,A,0.0,42.0,33.3,33.72,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"dispersed small clasts, silt to vfs",,,,,
341-U1417A-4H-7-A,341,U1417,A,4,4-7,H,7,A,42.0,51.0,33.72,33.81,volcaniclastic rich,sand [Leg210],,volcaniclastic rich sand ,volcaniclastic-rich,3.0,normal grading,5YR 5/1 (gray),,,,,,,,,,,,,,"graded volcanoclastic bed, turbidite, grading ms to fs, colour changes from dark brown Gley 1 2.5/2 to lighter brown 7.5YR 5/2",,,,,
341-U1417A-4H-7-A,341,U1417,A,4,4-7,H,7,A,51.0,92.0,33.81,34.22,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,"dispersed subrounded clasts, 1 cm,",,,,,
341-U1417A-4H-CC-A,341,U1417,A,4,4-CC,H,CC,A,0.0,32.0,34.22,34.54,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-4H-CC-A,341,U1417,A,4,4-CC,H,CC,A,32.0,36.0,34.54,34.58,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417A-5H-1-A,341,U1417,A,5,5-1,H,1,A,0.0,150.0,33.9,35.4,diatom rich,mud [Leg210],,diatom rich mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],3.0,,,,,,,,,,"intermittent black mottling: 100-150cm
",,,,,
341-U1417A-5H-2-A,341,U1417,A,5,5-2,H,2,A,0.0,145.0,35.4,36.85,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],3.0,,,,,,,,,,intermittent black mottling: 118-145cm;,,,,,
341-U1417A-5H-2-A,341,U1417,A,5,5-2,H,2,A,145.0,150.0,36.85,36.9,,silt [Leg210],,silt ,,,,10Y 5/1 (greenish gray),slight [DB86],1.0,present [A79],,,,,,,,,,,intermittent black mottling: 145-150cm,,,,,
341-U1417A-5H-3-A,341,U1417,A,5,5-3,H,3,A,0.0,11.0,36.9,37.01,diatom rich,silt [Leg210],,diatom rich silt ,,,,10Y 5/1 (greenish gray),slight [DB86],1.0,present [A79],,,,,,,,,,,dispersed granule clasts: 0-11cm,,,,,
341-U1417A-5H-3-A,341,U1417,A,5,5-3,H,3,A,11.0,145.0,37.01,38.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1.0,present [A79],,,,,,,,wood,,,"dispersed granule clasts: 11-117cm;
intermittent black mottling: 16-145cm;
wood fragment at 76cm",,,,,
341-U1417A-5H-3-A,341,U1417,A,5,5-3,H,3,A,145.0,150.0,38.35,38.4,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-5H-4-A,341,U1417,A,5,5-4,H,4,A,0.0,46.0,38.4,38.86,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"a silt lamina, 1 mm thick, at 31.5 cm; massive mud",,,,,
341-U1417A-5H-4-A,341,U1417,A,5,5-4,H,4,A,46.0,132.0,38.86,39.72,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"a few dispersed clasts, fs",,,,,
341-U1417A-5H-4-A,341,U1417,A,5,5-4,H,4,A,132.0,150.0,39.72,39.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,more clasts than in previous interval; 1 well rounded clast 2 cm at 133 cm,,,,,
341-U1417A-5H-5-A,341,U1417,A,5,5-5,H,5,A,0.0,24.0,39.9,40.14,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-5H-5-A,341,U1417,A,5,5-5,H,5,A,24.0,145.0,40.14,41.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,"dispersed small clasts, subrounded clast 1.5 cm at 122 cm",,,,,
341-U1417A-5H-5-A,341,U1417,A,5,5-5,H,5,A,145.0,150.0,41.35,41.4,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-5H-6-A,341,U1417,A,5,5-6,H,6,A,0.0,67.0,41.4,42.07,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"dispersed small clasts, fs",,,,,
341-U1417A-5H-CC-A,341,U1417,A,5,5-CC,H,CC,A,0.0,12.0,42.07,42.19,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-5H-CC-A,341,U1417,A,5,5-CC,H,CC,A,12.0,17.0,42.19,42.24,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417A-6H-1-A,341,U1417,A,6,6-1,H,1,A,0.0,132.0,43.4,44.72,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],1.0,,,,,,,,,,,,,,,
341-U1417A-6H-CC-A,341,U1417,A,6,6-CC,H,CC,A,0.0,13.0,44.72,44.85,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,
341-U1417A-6H-CC-A,341,U1417,A,6,6-CC,H,CC,A,13.0,18.0,44.85,44.9,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417A-7H-1-A,341,U1417,A,7,7-1,H,1,A,0.0,95.0,44.9,45.85,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2.0,present [A79],,,,,,,,,,,uppermost 20 cm wet; interspersed black mottles,gradational contact,,,,
341-U1417A-7H-1-A,341,U1417,A,7,7-1,H,1,A,95.0,150.0,45.85,46.4,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,color banding,N 4 (dark gray),moderate [DB86],2.0,present [A79],,,,,,,,,,,interspersed black mottles,,,,,
341-U1417A-7H-2-A,341,U1417,A,7,7-2,H,2,A,0.0,1.0,46.4,46.41,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,color banding,N 4 (dark gray),moderate [DB86],2.0,present [A79],,,,,,,,,,,interspersed black mottles,gradational contact,,,,
341-U1417A-7H-2-A,341,U1417,A,7,7-2,H,2,A,1.0,30.0,46.41,46.7,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2.0,present [A79],,,,,,,,,,,most intensive bioturbation between 16 - 28 cm and 142-149 cm; interdispersed black mottles,,,,,
341-U1417A-7H-2-A,341,U1417,A,7,7-2,H,2,A,30.0,32.5,46.7,46.725,,sand [Leg210],,sand ,,,,N 4 (dark gray),heavy [DB86],3.0,,,,,,,,,,,,sharp upper boundary,,erosive,,,
341-U1417A-7H-2-A,341,U1417,A,7,7-2,H,2,A,32.5,58.5,46.725,46.985,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-7H-2-A,341,U1417,A,7,7-2,H,2,A,58.5,59.0,46.985,46.99,,sandy silt and silty sandstone [Leg210],,sandy silt and silty sandstone ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,sharp upper boundary,,erosive,,,
341-U1417A-7H-2-A,341,U1417,A,7,7-2,H,2,A,59.0,148.5,46.99,47.885,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-7H-2-A,341,U1417,A,7,7-2,H,2,A,148.5,150.0,47.885,47.9,,sandy silt and silty sandstone [Leg210],,sandy silt and silty sandstone ,,,color banding,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-7H-3-A,341,U1417,A,7,7-3,H,3,A,0.0,5.0,47.9,47.95,,sandy silt and silty sandstone [Leg210],,sandy silt and silty sandstone ,,,color banding,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417A-7H-3-A,341,U1417,A,7,7-3,H,3,A,5.0,130.0,47.95,49.2,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1.0,present [A79],1.0,,,,,,,,,,"interspersed black mottles; silt lenses at 33, 42.5, 47, 88, 97 cm",,,,,
341-U1417A-7H-3-A,341,U1417,A,7,7-3,H,3,A,130.0,145.0,49.2,49.35,,,,,,,,,,,,,,,,,,,,,,OJIM sample,,,,,
341-U1417A-7H-3-A,341,U1417,A,7,7-3,H,3,A,145.0,150.0,49.35,49.4,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417A-7H-4-A,341,U1417,A,7,7-4,H,4,A,0.0,109.0,49.4,50.49,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2.0,present [A79],,,,,,,,,,,Interspersed black mottles; clasts <2 mm,,,,,
341-U1417A-7H-4-A,341,U1417,A,7,7-4,H,4,A,109.0,127.0,50.49,50.67,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,N 4 (dark gray),moderate [DB86],2.0,present [A79],1.0,,,,,,,,,,"Scattered lenses of slightly coarser matrix & clats (mud & rock clasts?); generally slightly brighter; some lenses are a bit more brownish/yellowish
124-127: either one broken big clast or several clasts <2 cm: clay stone",,,,,
341-U1417A-7H-4-A,341,U1417,A,7,7-4,H,4,A,127.0,150.0,50.67,50.9,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),moderate [DB86],2.0,present [A79],,,,,,,,,,,Interspersed black mottles; clasts <2 mm,,,,,
