Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data
323-U1343C-12H-3-A,323,U1343,C,12,12-3,H,3,A,0,135,99.45,100.8,diatom silt,Leg 323,,diatom silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-12H-4-A,323,U1343,C,12,12-4,H,4,A,0,134,100.8,102.14,diatom silt,Leg 323,,diatom silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-12H-5-A,323,U1343,C,12,12-5,H,5,A,0,154,102.14,103.68,diatom silt,Leg 323,,diatom silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-12H-6-A,323,U1343,C,12,12-6,H,6,A,0,150,103.68,105.18,diatom silt,Leg 323,,diatom silt,100,soft,5Y 3/1,,,,,authigenic carbonates,,,,,,,,
323-U1343C-12H-7-A,323,U1343,C,12,12-7,H,7,A,0,30,105.18,105.48,diatom silt,Leg 323,,diatom silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-12H-7-A,323,U1343,C,12,12-7,H,7,A,30,60,105.48,105.78,diatom silt,Leg 323,,diatom silt,50,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-12H-7-A,323,U1343,C,12,12-7,H,7,A,30,60,105.48,105.78,silt [S54],Leg 323,diatom-rich,diatom-rich silt,50,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-12H-7-A,323,U1343,C,12,12-7,H,7,A,60,113,105.78,106.31,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-12H-CC-A,323,U1343,C,12,12-CC,H,CC,A,0,37,106.31,106.68,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-13H-1-A,323,U1343,C,13,13-1,H,1,A,0,66,106.2,106.86,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 3/2,,,,,,,,,,,,,
323-U1343C-13H-2-A,323,U1343,C,13,13-2,H,2,A,0,142,106.86,108.28,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 3/2,,,,,,,,,,,,,
323-U1343C-13H-3-A,323,U1343,C,13,13-3,H,3,A,0,11,108.28,108.39,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 3/2,,,,,,,,,,,,,
323-U1343C-13H-3-A,323,U1343,C,13,13-3,H,3,A,11,150,108.39,109.78,diatom silt,Leg 323,,diatom silt,100,soft,10GY 4/1,,,,,,,,,,,,,
323-U1343C-13H-4-A,323,U1343,C,13,13-4,H,4,A,0,150,109.78,111.28,diatom silt,Leg 323,,diatom silt,100,soft,10GY 4/1,,,,,,,,,,,,,
323-U1343C-13H-5-A,323,U1343,C,13,13-5,H,5,A,0,60,111.28,111.88,diatom silt,Leg 323,,diatom silt,100,soft,10GY 4/1,,,,,,,,,,,,,
323-U1343C-13H-5-A,323,U1343,C,13,13-5,H,5,A,60,73,111.88,112.01,dolostone [USGS-LP62],,,dolostone,100,stiff,10GY 5/1,,,,,60-67 dolostone 67-76cm dolomitized,,,,,,,,
323-U1343C-13H-5-A,323,U1343,C,13,13-5,H,5,A,73,150,112.01,112.78,diatom silt,Leg 323,,diatom silt,100,soft,10GY 4/1,,,,,,,,,,,,,
323-U1343C-13H-6-A,323,U1343,C,13,13-6,H,6,A,0,107,112.78,113.85,diatom silt,Leg 323,,diatom silt,100,soft,10GY 4/1,,,,,,,,,,,,,
323-U1343C-13H-6-A,323,U1343,C,13,13-6,H,6,A,107,147,113.85,114.25,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-13H-7-A,323,U1343,C,13,13-7,H,7,A,0,137,114.25,115.62,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-13H-CC-A,323,U1343,C,13,13-CC,H,CC,A,0,0.00479999989271164,115.62,115.62,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-13H-CC-A,323,U1343,C,13,13-CC,H,CC,A,0,38,115.62,116,diatom silt,Leg 323,,diatom silt,100,soft,10GY 4/1,,,,,,,,,,,,,
323-U1343C-14H-1-A,323,U1343,C,14,14-1,H,1,A,0,150,115.7,117.2,silt [S54],Leg 323,,silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-14H-2-A,323,U1343,C,14,14-2,H,2,A,0,150,117.2,118.7,silt [S54],Leg 323,,silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-14H-3-A,323,U1343,C,14,14-3,H,3,A,0,132,118.7,120.02,silt [S54],Leg 323,,silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-14H-4-A,323,U1343,C,14,14-4,H,4,A,0,144,120.02,121.46,silt [S54],Leg 323,,silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-14H-5-A,323,U1343,C,14,14-5,H,5,A,0,20,121.46,121.66,silt [S54],Leg 323,,silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-14H-5-A,323,U1343,C,14,14-5,H,5,A,20,132,121.66,122.78,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-14H-6-A,323,U1343,C,14,14-6,H,6,A,0,144,122.78,124.22,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-14H-CC-A,323,U1343,C,14,14-CC,H,CC,A,0,33,124.22,124.55,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-15H-1-A,323,U1343,C,15,15-1,H,1,A,0,141,125.2,126.61,silt [S54],Leg 323,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-15H-2-A,323,U1343,C,15,15-2,H,2,A,0,127,126.61,127.88,silt [S54],Leg 323,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-15H-3-A,323,U1343,C,15,15-3,H,3,A,0,147,127.88,129.35,silt [S54],Leg 323,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-15H-4-A,323,U1343,C,15,15-4,H,4,A,0,136,129.35,130.71,silt [S54],Leg 323,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,authigenic carbonates,,,,,,,,
323-U1343C-15H-5-A,323,U1343,C,15,15-5,H,5,A,0,150,130.71,132.21,silt [S54],Leg 323,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-15H-6-A,323,U1343,C,15,15-6,H,6,A,0,128,132.21,133.49,silt [S54],Leg 323,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-15H-7-A,323,U1343,C,15,15-7,H,7,A,0,116,133.49,134.65,silt [S54],Leg 323,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-15H-CC-A,323,U1343,C,15,15-CC,H,CC,A,0,30,134.65,134.95,silt [S54],Leg 323,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-17H-1-A,323,U1343,C,17,17-1,H,1,A,0,66,144.2,144.86,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-17H-2-A,323,U1343,C,17,17-2,H,2,A,0,134,144.86,146.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,authigenic carbonates,,,,,,,,
323-U1343C-17H-3-A,323,U1343,C,17,17-3,H,3,A,0,150,146.2,147.7,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-17H-4-A,323,U1343,C,17,17-4,H,4,A,0,148,147.7,149.18,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-17H-5-A,323,U1343,C,17,17-5,H,5,A,0,150,149.18,150.68,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-17H-6-A,323,U1343,C,17,17-6,H,6,A,0,20,150.68,150.88,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-17H-6-A,323,U1343,C,17,17-6,H,6,A,20,150,150.88,152.18,diatom silt,Leg 323,,diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1343C-17H-7-A,323,U1343,C,17,17-7,H,7,A,0,85,152.18,153.03,diatom silt,Leg 323,,diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1343C-17H-CC-A,323,U1343,C,17,17-CC,H,CC,A,0,37,153.03,153.4,diatom silt,Leg 323,,diatom silt,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1343C-18H-1-A,323,U1343,C,18,18-1,H,1,A,0,42,153.7,154.12,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-18H-2-A,323,U1343,C,18,18-2,H,2,A,0,50,154.12,154.62,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-18H-2-A,323,U1343,C,18,18-2,H,2,A,50,140,154.62,155.52,silt [S54],,foraminifer- and diatom-bearing,foraminifer- and diatom-bearing silt,100,soft,5Y 3/2,,,,,,,,,,,,,
323-U1343C-18H-2-A,323,U1343,C,18,18-2,H,2,A,140,146,155.52,155.58,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-18H-3-A,323,U1343,C,18,18-3,H,3,A,0,150,155.58,157.08,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-18H-4-A,323,U1343,C,18,18-4,H,4,A,0,148,157.08,158.56,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5Y 3/1,,,,,authigenic carbonates,,,,,,,,
323-U1343C-18H-5-A,323,U1343,C,18,18-5,H,5,A,0,150,158.56,160.06,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-18H-6-A,323,U1343,C,18,18-6,H,6,A,0,30,160.06,160.36,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-18H-6-A,323,U1343,C,18,18-6,H,6,A,30,43,160.36,160.49,dolostone [USGS-LP62],,,dolostone,100,soft,10Y 5/2,,,,,,,,,,,,,
323-U1343C-18H-6-A,323,U1343,C,18,18-6,H,6,A,43,131,160.49,161.37,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-18H-7-A,323,U1343,C,18,18-7,H,7,A,0,105,161.37,162.42,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-18H-CC-A,323,U1343,C,18,18-CC,H,CC,A,0,65,162.42,163.07,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1343C-19H-1-A,323,U1343,C,19,19-1,H,1,A,0,123,163.2,164.43,diatom silty clay,Leg 323,,diatom silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-19H-1-A,323,U1343,C,19,19-1,H,1,A,123,148,164.43,164.68,diatom silty clay,Leg 323,,diatom silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-19H-2-A,323,U1343,C,19,19-2,H,2,A,0,40,164.68,165.08,diatom silty clay,Leg 323,,diatom silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-19H-2-A,323,U1343,C,19,19-2,H,2,A,40,142,165.08,166.1,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-19H-3-A,323,U1343,C,19,19-3,H,3,A,0,150,166.1,167.6,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-19H-4-A,323,U1343,C,19,19-4,H,4,A,0,32,167.6,167.92,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-19H-4-A,323,U1343,C,19,19-4,H,4,A,32,150,167.92,169.1,diatom silty clay,Leg 323,,diatom silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-19H-5-A,323,U1343,C,19,19-5,H,5,A,0,104,169.1,170.14,diatom silty clay,Leg 323,,diatom silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-19H-5-A,323,U1343,C,19,19-5,H,5,A,104,127,170.14,170.37,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-19H-6-A,323,U1343,C,19,19-6,H,6,A,0,120,170.37,171.57,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-19H-CC-A,323,U1343,C,19,19-CC,H,CC,A,0,3,171.57,171.6,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-19H-CC-A,323,U1343,C,19,19-CC,H,CC,A,3,5,171.6,171.62,clayey silt [S54],"Shepard, 1954",authigenic-carbonate-rich,authigenic-carbonate-rich clayey silt,100,soft,10Y 5/1,,,,,dolomitized,,,,,,,,
323-U1343C-19H-CC-A,323,U1343,C,19,19-CC,H,CC,A,5,33,171.62,171.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-20H-1-A,323,U1343,C,20,20-1,H,1,A,0,34,172.7,173.04,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-20H-1-A,323,U1343,C,20,20-1,H,1,A,34,66,173.04,173.36,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-20H-2-A,323,U1343,C,20,20-2,H,2,A,0,30,173.36,173.66,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-20H-2-A,323,U1343,C,20,20-2,H,2,A,30,138,173.66,174.74,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-20H-2-A,323,U1343,C,20,20-2,H,2,A,138,149,174.74,174.85,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-20H-3-A,323,U1343,C,20,20-3,H,3,A,0,100,174.85,175.85,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-20H-3-A,323,U1343,C,20,20-3,H,3,A,100,137,175.85,176.22,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-20H-4-A,323,U1343,C,20,20-4,H,4,A,0,123,176.22,177.45,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-20H-4-A,323,U1343,C,20,20-4,H,4,A,123,150,177.45,177.72,silt [S54],,diatom- and nannofossil-bearing,diatom- and nannofossil-bearing silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-20H-5-A,323,U1343,C,20,20-5,H,5,A,0,40,177.72,178.12,silt [S54],,diatom- and nannofossil-bearing,diatom- and nannofossil-bearing silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-20H-5-A,323,U1343,C,20,20-5,H,5,A,40,150,178.12,179.22,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-20H-6-A,323,U1343,C,20,20-6,H,6,A,0,40,179.22,179.62,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-20H-6-A,323,U1343,C,20,20-6,H,6,A,40,147,179.62,180.69,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-20H-7-A,323,U1343,C,20,20-7,H,7,A,0,30,180.69,180.99,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-20H-7-A,323,U1343,C,20,20-7,H,7,A,30,51,180.99,181.2,silt [S54],,diatom- and nannofossil-bearing,diatom- and nannofossil-bearing silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-20H-7-A,323,U1343,C,20,20-7,H,7,A,51,68,181.2,181.37,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1343C-20H-CC-A,323,U1343,C,20,20-CC,H,CC,A,0,83,181.37,182.2,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1343C-21H-1-A,323,U1343,C,21,21-1,H,1,A,0,77,182.2,182.97,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-21H-2-A,323,U1343,C,21,21-2,H,2,A,0,143,182.97,184.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-21H-3-A,323,U1343,C,21,21-3,H,3,A,0,150,184.4,185.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-21H-4-A,323,U1343,C,21,21-4,H,4,A,0,150,185.9,187.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-21H-5-A,323,U1343,C,21,21-5,H,5,A,0,147,187.4,188.87,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-21H-6-A,323,U1343,C,21,21-6,H,6,A,0,150,188.87,190.37,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-21H-7-A,323,U1343,C,21,21-7,H,7,A,0,55,190.37,190.92,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-21H-7-A,323,U1343,C,21,21-7,H,7,A,55,71,190.92,191.08,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-21H-8-A,323,U1343,C,21,21-8,H,8,A,0,50,191.08,191.58,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-21H-8-A,323,U1343,C,21,21-8,H,8,A,50,79,191.58,191.87,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-21H-CC-A,323,U1343,C,21,21-CC,H,CC,A,0,20,191.87,192.07,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-22H-1-A,323,U1343,C,22,22-1,H,1,A,0,150,191.7,193.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-22H-2-A,323,U1343,C,22,22-2,H,2,A,0,59,193.2,193.79,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-22H-2-A,323,U1343,C,22,22-2,H,2,A,59,61,193.79,193.81,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 6/2,,,,,,,,,,,,,
323-U1343C-22H-2-A,323,U1343,C,22,22-2,H,2,A,61,133,193.81,194.53,silt [S54],,diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-22H-3-A,323,U1343,C,22,22-3,H,3,A,0,62,194.53,195.15,silt [S54],,diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-22H-4-A,323,U1343,C,22,22-4,H,4,A,0,58,195.15,195.73,silt [S54],,diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-22H-CC-A,323,U1343,C,22,22-CC,H,CC,A,0,33,195.73,196.06,silt [S54],,diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-23H-1-A,323,U1343,C,23,23-1,H,1,A,0,9,196.2,196.29,diatom silty clay,Leg 323,,diatom silty clay,100,stiff,5Y 3/2,,,,,,,,,,,,,
323-U1343C-23H-1-A,323,U1343,C,23,23-1,H,1,A,9,26,196.29,196.46,silt [S54],,diatom-rich,diatom-rich silt,100,stiff,10Y 3/1,,,,,,,,,,,,,
323-U1343C-23H-1-A,323,U1343,C,23,23-1,H,1,A,26,61,196.46,196.81,diatom silty clay,Leg 323,,diatom silty clay,100,stiff,5Y 3/2,,,,,,,,,,,,,
323-U1343C-23H-2-A,323,U1343,C,23,23-2,H,2,A,0,133,196.81,198.14,silt [S54],,diatom-rich,diatom-rich silt,100,stiff,10Y 3/1,,,,,,,,,,,,,
323-U1343C-23H-3-A,323,U1343,C,23,23-3,H,3,A,0,145,198.14,199.59,silt [S54],,diatom-rich,diatom-rich silt,100,stiff,10Y 3/1,,,,,,,,,,,,,
323-U1343C-23H-4-A,323,U1343,C,23,23-4,H,4,A,0,150,199.59,201.09,silt [S54],,diatom-rich,diatom-rich silt,100,stiff,10Y 3/1,,,,,authigenic carbonates,,,,,,,,
323-U1343C-23H-5-A,323,U1343,C,23,23-5,H,5,A,0,95,201.09,202.04,silt [S54],,diatom-rich,diatom-rich silt,100,stiff,10Y 3/1,,,,,,,,,,,,,
323-U1343C-23H-6-A,323,U1343,C,23,23-6,H,6,A,0,44,202.04,202.48,silt [S54],,diatom-rich,diatom-rich silt,100,stiff,10Y 3/1,,,,,,,,,,,,,
323-U1343C-23H-6-A,323,U1343,C,23,23-6,H,6,A,44,48,202.48,202.52,dolostone [USGS-LP62],,,dolostone,100,stiff,5Y 4/2,,,,,,,,,,,,,
323-U1343C-23H-6-A,323,U1343,C,23,23-6,H,6,A,48,140,202.52,203.44,silt [S54],,diatom-rich,diatom-rich silt,100,stiff,10Y 3/1,,,,,,,,,,,,,
323-U1343C-23H-7-A,323,U1343,C,23,23-7,H,7,A,0,79,203.44,204.23,silt [S54],,diatom-rich,diatom-rich silt,100,stiff,10Y 3/1,,,,,,,,,,,,,
323-U1343C-23H-8-A,323,U1343,C,23,23-8,H,8,A,0,96,204.23,205.19,silt [S54],,diatom-rich,diatom-rich silt,100,stiff,10Y 3/1,,,,,,,,,,,,,
323-U1343C-23H-CC-A,323,U1343,C,23,23-CC,H,CC,A,0,26,205.19,205.45,silt [S54],,diatom-rich,diatom-rich silt,100,stiff,10Y 3/1,,,,,,,,,,,,,
323-U1343C-24H-1-A,323,U1343,C,24,24-1,H,1,A,0,39,205.7,206.09,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-24H-2-A,323,U1343,C,24,24-2,H,2,A,0,18,206.09,206.27,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-24H-2-A,323,U1343,C,24,24-2,H,2,A,18,25,206.27,206.34,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 5/1,,,,,rich in authigenic carbonate crystals,,,,,,,,
323-U1343C-24H-2-A,323,U1343,C,24,24-2,H,2,A,25,45,206.34,206.54,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-24H-2-A,323,U1343,C,24,24-2,H,2,A,45,147,206.54,207.56,diatom silt,Leg 323,,diatom silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-24H-3-A,323,U1343,C,24,24-3,H,3,A,0,72,207.56,208.28,diatom silt,Leg 323,,diatom silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-24H-4-A,323,U1343,C,24,24-4,H,4,A,0,150,208.28,209.78,diatom silt,Leg 323,,diatom silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-24H-5-A,323,U1343,C,24,24-5,H,5,A,0,150,209.78,211.28,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,
323-U1343C-24H-6-A,323,U1343,C,24,24-6,H,6,A,0,150,211.28,212.78,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,
323-U1343C-24H-7-A,323,U1343,C,24,24-7,H,7,A,0,140,212.78,214.18,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,
323-U1343C-24H-8-A,323,U1343,C,24,24-8,H,8,A,0,45,214.18,214.63,diatom silt,Leg 323,,diatom silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-24H-8-A,323,U1343,C,24,24-8,H,8,A,45,93,214.63,215.11,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,
323-U1343C-24H-CC-A,323,U1343,C,24,24-CC,H,CC,A,0,33,215.11,215.44,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,
323-U1343C-25H-1-A,323,U1343,C,25,25-1,H,1,A,0,51,215.2,215.71,diatom silt,Leg 323,,diatom silt,,soft,4/N,,,,,,,,,,,,,
323-U1343C-25H-2-A,323,U1343,C,25,25-2,H,2,A,0,150,215.71,217.21,diatom silt,Leg 323,,diatom silt,,soft,4/N,,,,,,,,,,,,,
323-U1343C-25H-3-A,323,U1343,C,25,25-3,H,3,A,0,15,217.21,217.36,diatom silt,Leg 323,,diatom silt,,soft,4/N,,,,,,,,,,,,,
323-U1343C-25H-3-A,323,U1343,C,25,25-3,H,3,A,15,100,217.36,218.21,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,
