Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58
339-U1390B-9H-CC-A,339.0,U1390,B,9.0,9-CC,H,CC,A,0.0,42.0,84.37,84.79,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Rare black specks, forams",100.0,100.0,,,,,,,,
339-U1390B-10H-1-A,339.0,U1390,B,10.0,10-1,H,1,A,0.0,30.0,85.1,85.4,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,sharp contact,,,,,,sparse_339 [DB91],2.0,few [A48],,Few shells,100.0,100.0,,,,,,,,
339-U1390B-10H-1-A,339.0,U1390,B,10.0,10-1,H,1,A,30.0,133.0,85.4,86.43,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,"Rare shell fragments (shell fragments, 912 and 114 cm), few black specks, forams present",100.0,100.0,,,,,,,,
339-U1390B-10H-2-A,339.0,U1390,B,10.0,10-2,H,2,A,0.0,135.0,86.43,87.78,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Rare shells, rare black specks, forams present.",100.0,100.0,,,,,,,,
339-U1390B-10H-3-A,339.0,U1390,B,10.0,10-3,H,3,A,0.0,137.0,87.78,89.15,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments (114 cm), rare black specks, forams present",100.0,100.0,,,,,,,,
339-U1390B-10H-4-A,339.0,U1390,B,10.0,10-4,H,4,A,0.0,150.0,89.15,90.65,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Rare black specks, rare shells, forams",100.0,100.0,,,,,,,,
339-U1390B-10H-5-A,339.0,U1390,B,10.0,10-5,H,5,A,0.0,149.0,90.65,92.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,"Few shell fragments (shell fragments, 20, 83 and 136 cm), rare black specks, forams",100.0,100.0,,,,,,,,
339-U1390B-10H-6-A,339.0,U1390,B,10.0,10-6,H,6,A,0.0,118.0,92.14,93.32,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Few shell fragments (shell fragments, 20, 83 and 136 cm), rare black specks, forams",100.0,100.0,,,,,,,,
339-U1390B-10H-CC-A,339.0,U1390,B,10.0,10-CC,H,CC,A,0.0,34.0,93.32,93.66,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Rare shell fragments (20 cm), rare black specks, forams",100.0,100.0,,,,,,,,
339-U1390B-11H-1-A,339.0,U1390,B,11.0,11-1,H,1,A,0.0,65.0,94.6,95.25,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Few black specks, forams present, slightly silty (36-64 cm)",100.0,100.0,,,,,,,,
339-U1390B-11H-2-A,339.0,U1390,B,11.0,11-2,H,2,A,0.0,142.0,95.25,96.67,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Few black specks, forams present, rare shells, slightly more silty & few shell fragments (1120-142 cm)",100.0,100.0,,,,,,,,
339-U1390B-11H-3-A,339.0,U1390,B,11.0,11-3,H,3,A,0.0,146.0,96.67,98.13,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Forams present, few black specks, rare shell fragments (80 cm)",100.0,100.0,,,,,,,,
339-U1390B-11H-4-A,339.0,U1390,B,11.0,11-4,H,4,A,0.0,15.0,98.13,98.28,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Forams present, rare shells, rare black specks",100.0,100.0,,,,,,,,
339-U1390B-11H-4-A,339.0,U1390,B,11.0,11-4,H,4,A,15.0,67.0,98.28,98.8,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,few [A48],,Few shells,100.0,100.0,,,,,,,,
339-U1390B-11H-4-A,339.0,U1390,B,11.0,11-4,H,4,A,67.0,141.0,98.8,99.54,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,common [A48],,"Partly abundant shell fragments (average is common), abundant shell fragments (84-86 and 120-123 cm) Mud-rich bed (105-106 cm)",100.0,100.0,,,,,,,,
339-U1390B-11H-5-A,339.0,U1390,B,11.0,11-5,H,5,A,0.0,58.0,99.54,100.12,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,few [A48],,"Few shell fragments, forams present",100.0,100.0,,,,,,,,
339-U1390B-11H-5-A,339.0,U1390,B,11.0,11-5,H,5,A,58.0,150.0,100.12,101.04,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Slightly silty, few black specks, rare shell fragments (89 cm), forams, subtle color change to 10T 4/1 (120-150 cm)",100.0,100.0,,,,,,,,
339-U1390B-11H-6-A,339.0,U1390,B,11.0,11-6,H,6,A,0.0,150.0,101.04,102.54,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Rare shell fragments (16 cm), few black specks, slightly more silty",100.0,100.0,,,,,,,,
339-U1390B-11H-7-A,339.0,U1390,B,11.0,11-7,H,7,A,0.0,150.0,102.54,104.04,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Slightly more silty, few black specks, rare shell  fragments (83 cm), forams present, vertical black specks (flow in?? )",100.0,100.0,,,,,,,,
339-U1390B-11H-8-A,339.0,U1390,B,11.0,11-8,H,8,A,0.0,66.0,104.04,104.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Forams, few black specks (vertical)",100.0,100.0,,,,,,,,
339-U1390B-11H-CC-A,339.0,U1390,B,11.0,11-CC,H,CC,A,0.0,33.0,104.7,105.03,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Forams, few black specks (vertical)",100.0,100.0,,,,,,,,
339-U1390B-12H-1-A,339.0,U1390,B,12.0,12-1,H,1,A,0.0,150.0,104.1,105.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and black specks present. ",100.0,100.0,,,,,,,,
339-U1390B-12H-2-A,339.0,U1390,B,12.0,12-2,H,2,A,0.0,57.0,105.6,106.17,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and black specks present. ",100.0,100.0,,,,,,,,
339-U1390B-12H-2-A,339.0,U1390,B,12.0,12-2,H,2,A,57.0,126.0,106.17,106.86,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and black specks present. ",100.0,100.0,,,,,,,,
339-U1390B-12H-3-A,339.0,U1390,B,12.0,12-3,H,3,A,0.0,72.0,106.86,107.58,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Slight reddish mottle (10YR 5/1). Shell fragments, forams and black specks present. ",100.0,100.0,,,,,,,,
339-U1390B-12H-4-A,339.0,U1390,B,12.0,12-4,H,4,A,0.0,100.0,107.58,108.58,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and black specks present. ",100.0,100.0,,,,,,,,
339-U1390B-12H-4-A,339.0,U1390,B,12.0,12-4,H,4,A,0.0,100.0,107.58,108.58,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10YR 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and black specks present. ",100.0,100.0,,,,,,,,
339-U1390B-12H-CC-A,339.0,U1390,B,12.0,12-CC,H,CC,A,0.0,40.0,108.58,108.98,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and black specks present. ",100.0,100.0,,,,,,,,
339-U1390B-13H-1-A,339.0,U1390,B,13.0,13-1,H,1,A,0.0,58.0,108.6,109.18,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present.,100.0,100.0,,,,,,,,
339-U1390B-13H-2-A,339.0,U1390,B,13.0,13-2,H,2,A,0.0,53.0,109.18,109.71,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-13H-2-A,339.0,U1390,B,13.0,13-2,H,2,A,53.0,62.0,109.71,109.8,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-13H-2-A,339.0,U1390,B,13.0,13-2,H,2,A,62.0,145.0,109.8,110.63,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-13H-3-A,339.0,U1390,B,13.0,13-3,H,3,A,0.0,140.0,110.63,112.03,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-13H-4-A,339.0,U1390,B,13.0,13-4,H,4,A,0.0,150.0,112.03,113.53,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-13H-5-A,339.0,U1390,B,13.0,13-5,H,5,A,0.0,100.0,113.53,114.53,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-13H-5-A,339.0,U1390,B,13.0,13-5,H,5,A,100.0,117.0,114.53,114.7,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-13H-5-A,339.0,U1390,B,13.0,13-5,H,5,A,117.0,150.0,114.7,115.03,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,normal grading,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments present.,100.0,100.0,,,,,,,,
339-U1390B-13H-6-A,339.0,U1390,B,13.0,13-6,H,6,A,0.0,74.0,115.03,115.77,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,normal grading,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments present.,100.0,100.0,,,,,,,,
339-U1390B-13H-6-A,339.0,U1390,B,13.0,13-6,H,6,A,74.0,150.0,115.77,116.53,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-13H-7-A,339.0,U1390,B,13.0,13-7,H,7,A,0.0,129.0,116.53,117.82,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-13H-8-A,339.0,U1390,B,13.0,13-8,H,8,A,0.0,75.0,117.82,118.57,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-13H-CC-A,339.0,U1390,B,13.0,13-CC,H,CC,A,0.0,36.0,118.57,118.93,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-1-A,339.0,U1390,B,14.0,14-1,H,1,A,0.0,32.0,118.1,118.42,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present,100.0,100.0,,,,,,,,
339-U1390B-14H-2-A,339.0,U1390,B,14.0,14-2,H,2,A,0.0,149.0,118.42,119.91,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-14H-3-A,339.0,U1390,B,14.0,14-3,H,3,A,0.0,11.0,119.91,120.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-14H-3-A,339.0,U1390,B,14.0,14-3,H,3,A,11.0,16.0,120.02,120.07,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-14H-3-A,339.0,U1390,B,14.0,14-3,H,3,A,16.0,30.0,120.07,120.21,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,few [A48],,Shell fragments present.,100.0,100.0,,,,,,,,
339-U1390B-14H-3-A,339.0,U1390,B,14.0,14-3,H,3,A,30.0,64.0,120.21,120.55,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,few [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-3-A,339.0,U1390,B,14.0,14-3,H,3,A,64.0,83.0,120.55,120.74,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,few [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-3-A,339.0,U1390,B,14.0,14-3,H,3,A,83.0,98.0,120.74,120.89,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,few [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-3-A,339.0,U1390,B,14.0,14-3,H,3,A,98.0,122.0,120.89,121.13,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present. Echinoid fragments abundant. ,100.0,100.0,,,,,,,,
339-U1390B-14H-3-A,339.0,U1390,B,14.0,14-3,H,3,A,122.0,150.0,121.13,121.41,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-14H-4-A,339.0,U1390,B,14.0,14-4,H,4,A,0.0,51.0,121.41,121.92,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-14H-4-A,339.0,U1390,B,14.0,14-4,H,4,A,51.0,100.0,121.92,122.41,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-14H-4-A,339.0,U1390,B,14.0,14-4,H,4,A,100.0,105.0,122.41,122.46,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,sharp contact,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-14H-4-A,339.0,U1390,B,14.0,14-4,H,4,A,105.0,126.0,122.46,122.67,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-4-A,339.0,U1390,B,14.0,14-4,H,4,A,126.0,144.0,122.67,122.85,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-4-A,339.0,U1390,B,14.0,14-4,H,4,A,144.0,150.0,122.85,122.91,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present,100.0,100.0,,,,,,,,
