Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58
339-U1390B-20H-2-A,339.0,U1390,B,20.0,20-2,H,2,A,0.0,150.0,176.28,177.78,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,,,,,,,,,,,Disturbed core,100.0,100.0,,,,,,,,
339-U1390B-20H-3-A,339.0,U1390,B,20.0,20-3,H,3,A,0.0,92.0,177.78,178.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,,,,,,,,,,,Disturbed core,100.0,100.0,,,,,,,,
339-U1390B-20H-3-A,339.0,U1390,B,20.0,20-3,H,3,A,92.0,148.0,178.7,179.26,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,gradational contact,non-parallel stratification,,,,,slight_339 [DB91],3.0,,,"Forams present, often in patches. ",100.0,100.0,,,,,,,,
339-U1390B-20H-4-A,339.0,U1390,B,20.0,20-4,H,4,A,0.0,93.0,179.26,180.19,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,gradational contact,non-parallel stratification,,,,,slight_339 [DB91],3.0,,,"Forams present, often in patches. ",100.0,100.0,,,,,,,,
339-U1390B-20H-4-A,339.0,U1390,B,20.0,20-4,H,4,A,93.0,107.0,180.19,180.33,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,,,,,,,,,,,"Disturbed core, core liner bent and in core. ",100.0,100.0,,,,,,,,
339-U1390B-20H-CC-A,339.0,U1390,B,20.0,20-CC,H,CC,A,0.0,5.0,180.33,180.38,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,,,,,,,,,,,"Disturbed core, core liner bent and in core. ",100.0,100.0,,,,,,,,
339-U1390B-21H-1-A,339.0,U1390,B,21.0,21-1,H,1,A,0.0,5.0,184.6,184.65,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,massive [BJ84],,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-21H-1-A,339.0,U1390,B,21.0,21-1,H,1,A,5.0,57.0,184.65,185.17,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,color contact,massive [BJ84],,,,,moderate_339 [DB91],4.0,,,,100.0,100.0,,,,,,,,
339-U1390B-21H-1-A,339.0,U1390,B,21.0,21-1,H,1,A,57.0,126.0,185.17,185.86,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,massive [BJ84],,,,,moderate_339 [DB91],4.0,,,Darker color although the color index is similar. Pyritized burrows.,100.0,100.0,,,,,,,,
339-U1390B-21H-2-A,339.0,U1390,B,21.0,21-2,H,2,A,0.0,144.0,185.86,187.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,massive [BJ84],,,,,moderate_339 [DB91],4.0,,,Pyritized burrows.,100.0,100.0,,,,,,,,
339-U1390B-21H-3-A,339.0,U1390,B,21.0,21-3,H,3,A,0.0,123.0,187.3,188.53,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,massive [BJ84],,,,,moderate_339 [DB91],4.0,,,Pyritized burrows.,100.0,100.0,,,,,,,,
339-U1390B-21H-4-A,339.0,U1390,B,21.0,21-4,H,4,A,0.0,80.0,188.53,189.33,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,massive [BJ84],,,,,moderate_339 [DB91],4.0,,,,100.0,100.0,,,,,,,,
339-U1390B-21H-4-A,339.0,U1390,B,21.0,21-4,H,4,A,80.0,111.0,189.33,189.64,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 3/1 (very dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,massive [BJ84],,,,,moderate_339 [DB91],4.0,,,Pyritized burrows.,100.0,100.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
