Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1461B-21H-CC-A,0,11,184.06,184.17,,,,,,,,,,,,,,,,,all to paleo,,,,356,U1461,B,21,H,CC,A,,,,
356-U1461B-22H-1-A,0,10,183.3,183.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,bivalve,,,,,,,,"Packstone with shell fragments, possibly reworked",,,,356,U1461,B,22,H,1,A,,,,
356-U1461B-22H-1-A,10,145,183.4,184.75,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"homogeneous, unlithified wackestone",,,,356,U1461,B,22,H,1,A,,,,
356-U1461B-22H-2-A,0,146,184.75,186.21,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"homogeneous, unlithified wackestone eith rare shell fragments",,,,356,U1461,B,22,H,2,A,,,,
356-U1461B-22H-3-A,0,103,186.21,187.24,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,concretion [BJ80],,,,,,partially lithified concretions sporadically contain,,,,356,U1461,B,22,H,3,A,,,,
356-U1461B-22H-3-A,103,110,187.24,187.31,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,22,H,3,A,,,,
356-U1461B-22H-3-A,110,146,187.31,187.67,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"homogeneous, unlithified wackestone",,,,356,U1461,B,22,H,3,A,,,,
356-U1461B-22H-4-A,0,74,187.67,188.41,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,concretion [BJ80],,,,,,partially lithified concretions sporadically contain,,,,356,U1461,B,22,H,4,A,,,,
356-U1461B-22H-4-A,74,80,188.41,188.47,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,22,H,4,A,,,,
356-U1461B-22H-4-A,80,146,188.47,189.13,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,concretion [BJ80],,,,,,partially lithified concretions sporadically contain.,,,,356,U1461,B,22,H,4,A,,,,
356-U1461B-22H-5-A,0,133,189.13,190.46,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish green,foraminifera (small benthic),,concretion [BJ80],,,,,,partially lithified concretions sporadically contain.,,,,356,U1461,B,22,H,5,A,,,,
356-U1461B-22H-5-A,133,146,190.46,190.59,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,22,H,5,A,,,,
356-U1461B-22H-6-A,0,128,190.59,191.87,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish green,foraminifera (small benthic),,concretion [BJ80],,,,,,partially lithified concretions sporadically contain.,,,,356,U1461,B,22,H,6,A,,,,
356-U1461B-22H-6-A,128,133,191.87,191.92,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,22,H,6,A,,,,
356-U1461B-22H-6-A,133,146,191.92,192.05,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish green,foraminifera (small benthic),,concretion [BJ80],,,,,,partially lithified concretions sporadically contain.,,,,356,U1461,B,22,H,6,A,,,,
356-U1461B-22H-7-A,0,109,192.05,193.14,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,concretion [BJ80],,,,,,partially lithified concretions sporadically contain.,,,,356,U1461,B,22,H,7,A,,,,
356-U1461B-22H-7-A,109,118,193.14,193.23,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,22,H,7,A,,,,
356-U1461B-22H-7-A,118,123,193.23,193.28,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,,,,,,,,,356,U1461,B,22,H,7,A,,,,
356-U1461B-22H-CC-A,0,20,193.28,193.48,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,,,,,356,U1461,B,22,H,CC,A,,,,
356-U1461B-22H-CC-A,20,29,193.48,193.57,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,22,H,CC,A,,,,
356-U1461B-23H-1-A,0,146,192.8,194.26,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,"Unlithified dark greenish gray packstone, partially lithified concretions frequently contain",,,,356,U1461,B,23,H,1,A,,,,
356-U1461B-23H-2-A,0,146,194.26,195.72,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,"Unlithified dark greenish gray packstone, partially lithified concretions frequently contain",,,,356,U1461,B,23,H,2,A,,,,
356-U1461B-23H-3-A,0,145,195.72,197.17,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,,,,,"Unlithified dark greenish gray packstone, partially lithified concretions frequently contain",,,,356,U1461,B,23,H,3,A,,,,
356-U1461B-23H-4-A,0,118,197.17,198.35,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,"Unlithified dark greenish gray packstone, partially lithified concretions frequently contain",,,,356,U1461,B,23,H,4,A,,,,
356-U1461B-23H-5-A,0,113,198.35,199.48,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,"Unlithified dark greenish gray packstone, partially lithified concretions frequently contain",,,,356,U1461,B,23,H,5,A,,,,
356-U1461B-23H-5-A,113,119,199.48,199.54,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,23,H,5,A,,,,
356-U1461B-23H-5-A,119,146,199.54,199.81,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,"Unlithified dark greenish gray packstone, partially lithified concretions frequently contain",,,,356,U1461,B,23,H,5,A,,,,
356-U1461B-23H-6-A,0,81,199.81,200.62,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,"Unlithified dark greenish gray packstone, partially lithified concretions frequently contain",,,,356,U1461,B,23,H,6,A,,,,
356-U1461B-23H-6-A,81,94,200.62,200.75,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,23,H,6,A,,,,
356-U1461B-23H-6-A,94,146,200.75,201.27,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,Unlithified dark greenish gray packstone,,,,356,U1461,B,23,H,6,A,,,,
356-U1461B-23H-7-A,0,75,201.27,202.02,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,,,,,Unlithified dark greenish gray packstone,,,,356,U1461,B,23,H,7,A,,,,
356-U1461B-23H-7-A,75,81,202.02,202.08,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,23,H,7,A,,,,
356-U1461B-23H-CC-A,0,32,202.08,202.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,concretion [BJ80],,,,,,"Unlithified dark greenish gray packstone, partially lithified concretions frequently contain",,,,356,U1461,B,23,H,CC,A,,,,
356-U1461B-23H-CC-A,32,42,202.4,202.5,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,23,H,CC,A,,,,
356-U1461B-24H-1-A,0,16,202.3,202.46,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"unlithified dolomitic packstone, top 5cm partially lithified.",,,,356,U1461,B,24,H,1,A,,,,
356-U1461B-24H-1-A,16,21,202.46,202.51,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,,dark greenish gray,bivalve,,,,,,,,Shell fragments and gravel sized rich layer. The layer appears in situ to me.,,,,356,U1461,B,24,H,1,A,,,,
356-U1461B-24H-1-A,16,21,202.46,202.51,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1461,B,24,H,1,A,,,,
356-U1461B-24H-1-A,21,134,202.51,203.64,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,concretions are partially lithified 2cm intervals all the way down the section,,,,356,U1461,B,24,H,1,A,,,,
356-U1461B-24H-2-A,0,146,203.65,205.11,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,concretion [BJ80],,common [B06],4,,,concretions are partially lithified 2cm intervals all the way down the section,,,,356,U1461,B,24,H,2,A,,,,
356-U1461B-24H-3-A,0,146,205.11,206.57,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,common [B06],4,,,concretions are partially lithified 2cm intervals all down the section,,,,356,U1461,B,24,H,3,A,,,,
356-U1461B-24H-4-A,0,146,206.57,208.03,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,concretion [BJ80],,common [B06],4,,,concretions are partially lithified 2cm intervals all the way down the section,,,,356,U1461,B,24,H,4,A,,,,
356-U1461B-24H-5-A,0,146,208.03,209.49,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,concretion [BJ80],,common [B06],4,,,concretions are partially lithified 2cm intervals all the way down the section,,,,356,U1461,B,24,H,5,A,,,,
356-U1461B-24H-6-A,0,145,209.49,210.94,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,concretion [BJ80],,common [B06],4,,,concretions are partially lithified 2cm intervals all the way down the section,,,,356,U1461,B,24,H,6,A,,,,
356-U1461B-24H-7-A,0,94,210.94,211.88,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,concretion [BJ80],,common [B06],4,,,concretions are partially lithified 2cm intervals all the way down the section,,,,356,U1461,B,24,H,7,A,,,,
356-U1461B-24H-CC-A,0,5,211.88,211.93,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,concretion [BJ80],,common [B06],4,,,concretions are partially lithified 2cm intervals all the way down the section,,,,356,U1461,B,24,H,CC,A,,,,
356-U1461B-24H-CC-A,5,15,211.93,212.03,,,,3,,,,,,,,,,,,,To PAL,,,,356,U1461,B,24,H,CC,A,,,,
356-U1461B-25H-1-A,0,5,211.8,211.85,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,,skeletal grainstone,,dark greenish gray,bivalve,,,,,,,,Possible fall-in material,,,,356,U1461,B,25,H,1,A,,,,
356-U1461B-25H-1-A,5,22,211.85,212.02,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,,,common [B06],4,,,,,,,356,U1461,B,25,H,1,A,,,,
356-U1461B-25H-1-A,22,27,212.02,212.07,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,25,H,1,A,,,,
356-U1461B-25H-1-A,27,121,212.07,213.01,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,common [B06],4,,,,,,,356,U1461,B,25,H,1,A,,,,
356-U1461B-25H-2-A,0,75,213.01,213.76,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,common [B06],4,,,,,,,356,U1461,B,25,H,2,A,,,,
356-U1461B-25H-2-A,75,80,213.76,213.81,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,25,H,2,A,,,,
356-U1461B-25H-2-A,80,145,213.81,214.46,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,common [B06],4,,,,,,,356,U1461,B,25,H,2,A,,,,
356-U1461B-25H-3-A,0,125,214.46,215.71,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,common [B06],4,,,,,,,356,U1461,B,25,H,3,A,,,,
356-U1461B-25H-3-A,125,129,215.71,215.75,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,25,H,3,A,,,,
356-U1461B-25H-3-A,129,145,215.75,215.91,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,common [B06],4,,,,,,,356,U1461,B,25,H,3,A,,,,
356-U1461B-25H-4-A,0,135,215.91,217.26,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,common [B06],4,,,,,,,356,U1461,B,25,H,4,A,,,,
356-U1461B-25H-4-A,135,145,217.26,217.36,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,25,H,4,A,,,,
356-U1461B-25H-5-A,0,105,217.36,218.41,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,common [B06],4,,,,,,,356,U1461,B,25,H,5,A,,,,
356-U1461B-25H-5-A,105,126,218.41,218.62,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,concretion [BJ80],,slight [B06],2,,,,,,,356,U1461,B,25,H,5,A,,,,
356-U1461B-25H-5-A,126,131,218.62,218.67,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,25,H,5,A,,,,
356-U1461B-25H-6-A,0,58,218.67,219.25,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,concretion [BJ80],,slight [B06],2,,,,,,,356,U1461,B,25,H,6,A,,,,
356-U1461B-25H-6-A,58,63,219.25,219.3,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,25,H,6,A,,,,
356-U1461B-25H-6-A,63,147,219.3,220.14,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,concretion [BJ80],,slight [B06],2,,,,,,,356,U1461,B,25,H,6,A,,,,
356-U1461B-25H-7-A,0,121,220.14,221.35,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,concretion [BJ80],,slight [B06],2,,,,,,,356,U1461,B,25,H,7,A,,,,
356-U1461B-25H-7-A,121,126,221.35,221.4,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,25,H,7,A,,,,
356-U1461B-25H-CC-A,0,5,221.4,221.45,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,concretion [BJ80],,slight [B06],2,,,,,,,356,U1461,B,25,H,CC,A,,,,
356-U1461B-25H-CC-A,5,15,221.45,221.55,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,25,H,CC,A,,,,
356-U1461B-26F-1-A,0,141,221.3,222.71,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,slight [B06],2,,,,,,,356,U1461,B,26,F,1,A,,,,
356-U1461B-26F-2-A,0,138,222.71,224.09,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,slight [B06],2,,,,,,,356,U1461,B,26,F,2,A,,,,
356-U1461B-26F-3-A,0,88,224.09,224.97,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,slight [B06],2,,,,,,,356,U1461,B,26,F,3,A,,,,
356-U1461B-26F-3-A,88,100,224.97,225.09,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,26,F,3,A,,,,
356-U1461B-26F-3-A,100,131,225.09,225.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,slight [B06],2,,,,,,,356,U1461,B,26,F,3,A,,,,
356-U1461B-26F-4-A,0,62,225.4,226.02,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,concretion [BJ80],,absent [B06],0,,,,,,,356,U1461,B,26,F,4,A,,,,
356-U1461B-26F-CC-A,0,5,226.02,226.07,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,,olive gray,,,,,absent [B06],0,,,,,,,356,U1461,B,26,F,CC,A,,,,
356-U1461B-26F-CC-A,5,15,226.07,226.17,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,26,F,CC,A,,,,
356-U1461B-27F-1-A,0,81,226,226.81,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,concretion [BJ80],,,,bioturbated,inclined,alternating bed of wackestone and packstone,,,,356,U1461,B,27,F,1,A,,,,
356-U1461B-27F-1-A,81,95,226.81,226.95,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,,,common [B06],4,sharp,horizontal,,,,,356,U1461,B,27,F,1,A,,,,
356-U1461B-27F-1-A,95,134,226.95,227.34,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,concretion [BJ80],,,,sharp,horizontal,alternating bed of wackestone and packstone,,,,356,U1461,B,27,F,1,A,,,,
356-U1461B-27F-1-A,134,138,227.34,227.38,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,,,,,sharp,horizontal,alternating bed of mudstone and wackstone,,,,356,U1461,B,27,F,1,A,,,,
356-U1461B-27F-1-A,138,150,227.38,227.5,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,alternating bed of wackestone and packstone,,,,356,U1461,B,27,F,1,A,,,,
356-U1461B-27F-2-A,0,15,227.5,227.65,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,concretion [BJ80],,,,gradational,horizontal,,,,,356,U1461,B,27,F,2,A,,,,
356-U1461B-27F-2-A,15,36,227.65,227.86,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,gradational,horizontal,,,,,356,U1461,B,27,F,2,A,,,,
356-U1461B-27F-2-A,36,39,227.86,227.89,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,greenish gray,,,,,,,gradational,horizontal,,,,,356,U1461,B,27,F,2,A,,,,
356-U1461B-27F-2-A,39,68,227.89,228.18,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,gradational,horizontal,,,,,356,U1461,B,27,F,2,A,,,,
356-U1461B-27F-2-A,68,127,228.18,228.77,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,greenish gray,,,,,,,,,,,,,356,U1461,B,27,F,2,A,,,,
356-U1461B-27F-2-A,127,137,228.77,228.87,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,27,F,2,A,,,,
356-U1461B-27F-2-A,137,150,228.87,229,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,greenish gray,,,,,,,,,,,,,356,U1461,B,27,F,2,A,,,,
356-U1461B-27F-3-A,0,88,229,229.88,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,alternating bed of wackestone and packstone,,,,356,U1461,B,27,F,3,A,,,,
356-U1461B-27F-3-A,88,101,229.88,230.01,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,27,F,3,A,,,,
356-U1461B-27F-4-A,0,67,230.01,230.68,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,alternating bed of wackestone and packstone,,,,356,U1461,B,27,F,4,A,,,,
356-U1461B-27F-4-A,67,73,230.68,230.74,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,27,F,4,A,,,,
356-U1461B-27F-CC-A,0,10,230.74,230.84,,,,,,,,,,,,,,,,,all to paleo,,,,356,U1461,B,27,F,CC,A,,,,
356-U1461B-28F-1-A,0,152,230.7,232.22,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,gray,,,concretion [BJ80],,,,,,"homogeneous, fine-sand sized wackestone",,,,356,U1461,B,28,F,1,A,,,,
356-U1461B-28F-2-A,0,150,232.22,233.72,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,gray,,,concretion [BJ80],,,,,,"homogeneous, fine-sand sized wackestone with alternating unlithified and partially lithified layers",,,,356,U1461,B,28,F,2,A,,,,
356-U1461B-28F-3-A,0,100,233.72,234.72,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,gray,,,concretion [BJ80],,,,,,"homogeneous, fine-sand sized wackestone",,,,356,U1461,B,28,F,3,A,,,,
356-U1461B-28F-4-A,0,71,234.72,235.43,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,gray,,,concretion [BJ80],,,,,,"homogeneous, fine-sand sized wackestone",,,,356,U1461,B,28,F,4,A,,,,
356-U1461B-28F-CC-A,0,5,235.43,235.48,,,,,,,,,,,,,,,,,ATP,,,,356,U1461,B,28,F,CC,A,,,,
356-U1461B-29F-1-A,0,150,235.4,236.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,,,,,Partially lithified concretion frequently contain,,,,356,U1461,B,29,F,1,A,,,,
356-U1461B-29F-2-A,0,152,236.9,238.42,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,concretion [BJ80],,,,,,Partially lithified concretion frequently contain. Benthic foraminifera rarely contain.,,,,356,U1461,B,29,F,2,A,,,,
356-U1461B-29F-3-A,0,114,238.42,239.56,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,,,,,Partially lithified concretion frequently contain,,,,356,U1461,B,29,F,3,A,,,,
356-U1461B-29F-3-A,114,119,239.56,239.61,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,29,F,3,A,,,,
356-U1461B-29F-3-A,119,152,239.61,239.94,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,,,,,Partially lithified concretion frequently contain,,,,356,U1461,B,29,F,3,A,,,,
356-U1461B-30F-1-A,0,150,240.1,241.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone",,,,356,U1461,B,30,F,1,A,,,,
356-U1461B-30F-2-A,0,142,241.6,243.02,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithfied, dark greenish gray, homogeneous packstone",,,,356,U1461,B,30,F,2,A,,,,
356-U1461B-30F-2-A,142,150,243.02,243.1,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,30,F,2,A,,,,
356-U1461B-30F-3-A,0,112,243.1,244.22,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone.VF sand",,,,356,U1461,B,30,F,3,A,,,,
356-U1461B-30F-4-A,0,57,244.22,244.79,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone. VF sand",,,,356,U1461,B,30,F,4,A,,,,
356-U1461B-30F-CC-A,0,13,244.79,244.92,,,,,,,,,,,,,,,,,all to pal,,,,356,U1461,B,30,F,CC,A,,,,
356-U1461B-31F-1-A,0,150,244.8,246.3,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone",,,,356,U1461,B,31,F,1,A,,,,
356-U1461B-31F-2-A,0,142,246.3,247.72,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone",,,,356,U1461,B,31,F,2,A,,,,
356-U1461B-31F-2-A,142,150,247.72,247.8,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,31,F,2,A,,,,
356-U1461B-31F-3-A,0,143,247.8,249.23,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone",,,,356,U1461,B,31,F,3,A,,,,
356-U1461B-31F-CC-A,0,12,249.23,249.35,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone",,,,356,U1461,B,31,F,CC,A,,,,
356-U1461B-31F-CC-A,12,22,249.35,249.45,,,,,,,,,,,,,,,,,to paleo,,,,356,U1461,B,31,F,CC,A,,,,
356-U1461B-32F-1-A,0,150,249.5,251,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone. Vf sand size grains",,,,356,U1461,B,32,F,1,A,,,,
356-U1461B-32F-2-A,0,150,251,252.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Ulithfied, dark greenish gray, homogeneous packstone with very fine sand size grains",,,,356,U1461,B,32,F,2,A,,,,
356-U1461B-32F-3-A,0,110,252.5,253.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with vey fine sand size grains. Lithified section at 53-55 cm",,,,356,U1461,B,32,F,3,A,,,,
356-U1461B-32F-4-A,0,63,253.6,254.23,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with very fine sand size grains",,,,356,U1461,B,32,F,4,A,,,,
356-U1461B-32F-CC-A,0,15,254.23,254.38,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithifed, dark greenish gray, homogeneous packstone with very fine sand size grains",,,,356,U1461,B,32,F,CC,A,,,,
356-U1461B-32F-CC-A,15,25,254.38,254.48,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,32,F,CC,A,,,,
356-U1461B-33F-1-A,0,150,254.2,255.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with very fine sand size grains",,,,356,U1461,B,33,F,1,A,,,,
356-U1461B-33F-2-A,0,150,255.7,257.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogenous packstone with very fine sand size grains",,,,356,U1461,B,33,F,2,A,,,,
356-U1461B-33F-3-A,0,136,257.2,258.56,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogenous packstone",,,,356,U1461,B,33,F,3,A,,,,
