Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1461B-9H-4-A,0,150,64.3,65.8,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with glauconite",,,,356,U1461,B,9,H,4,A,,,,
356-U1461B-9H-5-A,0,150,65.8,67.3,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with less glauconite than in the Section above. Few gastropods",,,,356,U1461,B,9,H,5,A,,,,
356-U1461B-9H-6-A,0,120,67.3,68.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with less glauconite than in the Section above.",,,,356,U1461,B,9,H,6,A,,,,
356-U1461B-9H-7-A,0,73,68.5,69.23,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified ,olive gray, homogeneous wackestone. Very deformed",,,,356,U1461,B,9,H,7,A,,,,
356-U1461B-9H-CC-A,0,9,69.23,69.32,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone",,,,356,U1461,B,9,H,CC,A,,,,
356-U1461B-9H-CC-A,9,20,69.32,69.43,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,9,H,CC,A,,,,
356-U1461B-10H-1-A,0,75,69.3,70.05,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,,skeletal grainstone,neritic,light greenish gray,gastropod,,,,,,,,"Unlithified, light greenish gray, skeletal grainstone with macrofossils and lithic grains (carbonates and glauconite rich)",,,,356,U1461,B,10,H,1,A,,,,
356-U1461B-10H-1-A,0,75,69.3,70.05,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,10,H,1,A,,,,
356-U1461B-10H-1-A,0,75,69.3,70.05,,,,,,,,,coral (solitary),,,,,,,,,,,,356,U1461,B,10,H,1,A,,,,
356-U1461B-10H-1-A,0,75,69.3,70.05,,,,,,,,,foraminifera (large benthic),,,,,,,,,,,,356,U1461,B,10,H,1,A,,,,
356-U1461B-10H-1-A,0,75,69.3,70.05,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1461,B,10,H,1,A,,,,
356-U1461B-10H-1-A,0,75,69.3,70.05,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1461,B,10,H,1,A,,,,
356-U1461B-10H-1-A,75,150,70.05,70.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone with sparse glauconite",,,,356,U1461,B,10,H,1,A,,,,
356-U1461B-10H-2-A,0,150,70.8,72.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive green, homogeneous wackestone",,,,356,U1461,B,10,H,2,A,,,,
356-U1461B-10H-3-A,0,150,72.3,73.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray homogeneous wackestone with very rare glauconite",,,,356,U1461,B,10,H,3,A,,,,
356-U1461B-10H-4-A,0,150,73.8,75.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone. Very rare macrofossil fragments",,,,356,U1461,B,10,H,4,A,,,,
356-U1461B-10H-5-A,0,150,75.3,76.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone with rare patches of glauconite",,,,356,U1461,B,10,H,5,A,,,,
356-U1461B-10H-6-A,0,121,76.8,78.01,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,scaphopod,,,,,,,,"Unlithified, light gray, homogeneous packstone with glauconite and macrofossils. A cemented interval at 49-53 cm",,,,356,U1461,B,10,H,6,A,,,,
356-U1461B-10H-7-A,0,50,78.01,78.51,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,bivalve,,,,,,,,"Unlithified, light gray packstone with macrofossils",,,,356,U1461,B,10,H,7,A,,,,
356-U1461B-10H-7-A,0,50,78.01,78.51,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,B,10,H,7,A,,,,
356-U1461B-10H-CC-A,0,9,78.51,78.6,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,10,H,CC,A,,,,
356-U1461B-11H-1-A,0,153,78.8,80.33,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with rare glauconite and fossils",,,,356,U1461,B,11,H,1,A,,,,
356-U1461B-11H-2-A,0,145,80.33,81.78,,,,,,,,,,,,,,,,,"Unlithified, light gray, homogeneous wackestone.",,,,356,U1461,B,11,H,2,A,,,,
356-U1461B-11H-2-A,0,150,80.33,81.83,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light gray, homogeneous wackestone. Glauconite essentially absent",,,,356,U1461,B,11,H,2,A,,,,
356-U1461B-11H-3-A,0,148,81.83,83.31,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackstone.",,,,356,U1461,B,11,H,3,A,,,,
356-U1461B-11H-4-A,0,145,83.31,84.76,,,,,,,,light gray,,,,,,,,,"Unlithified, light gray, homogeneous wackstone",,,,356,U1461,B,11,H,4,A,,,,
356-U1461B-11H-4-A,0,151,83.31,84.82,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackstone",,,,356,U1461,B,11,H,4,A,,,,
356-U1461B-11H-5-A,0,151,84.82,86.33,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone",,,,356,U1461,B,11,H,5,A,,,,
356-U1461B-11H-6-A,0,125,86.33,87.58,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone",,,,356,U1461,B,11,H,6,A,,,,
356-U1461B-11H-6-A,125,150,87.58,87.83,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,concretion [BJ80],,moderate [B06],3,,,"Unlithified, light olive gray, homogeneous mudstone with some bioturbation. A concretion at 145 cm",,,,356,U1461,B,11,H,6,A,,,,
356-U1461B-11H-7-A,0,114,87.83,88.97,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone",,,,356,U1461,B,11,H,7,A,,,,
356-U1461B-11H-CC-A,0,19,88.97,89.16,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone",,,,356,U1461,B,11,H,CC,A,,,,
356-U1461B-11H-CC-A,19,29,89.16,89.26,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,11,H,CC,A,,,,
356-U1461B-12H-1-A,0,144,88.3,89.74,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,scaphopod,,,,,,,,"Unlithified, light gray, homogeneous packstone with glauconite and macrofossils. A cemented interval at 49-53 cm",,,,356,U1461,B,12,H,1,A,,,,
356-U1461B-12H-2-A,0,147,89.74,91.21,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone. Fossil fragments at 39 cm",,,,356,U1461,B,12,H,2,A,,,,
356-U1461B-12H-2-A,0,147,89.74,91.21,,,,,,,,,,,,,,,,,"Unlithified, light gray, homogeneous, clay rich mudstone",,,,356,U1461,B,12,H,2,A,,,,
356-U1461B-12H-3-A,0,147,91.21,92.68,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,gastropod,,,,,,,,"Unlithified, light olive gray, homogeneous, clay rich mudstone. Rare gastropod fragment",,,,356,U1461,B,12,H,3,A,,,,
356-U1461B-12H-4-A,0,147,92.68,94.15,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light gray,bivalve,,,,,,,,"Unlithified, light gray, homogeneous, clay rich mudstone with bivalve and gastropod",,,,356,U1461,B,12,H,4,A,,,,
356-U1461B-12H-4-A,0,147,92.68,94.15,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,B,12,H,4,A,,,,
356-U1461B-12H-5-A,0,151,94.15,95.66,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, homogeneous, clay rich mudstone",,,,356,U1461,B,12,H,5,A,,,,
356-U1461B-12H-6-A,0,150,95.66,97.16,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, homogeneous, clay rich mudstone",,,,356,U1461,B,12,H,6,A,,,,
356-U1461B-12H-7-A,0,128,97.16,98.44,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light gray,gastropod,,,,,,,,"Unlithified, light gray, homogeneous, clay rich mudstone with rare shell fragments",,,,356,U1461,B,12,H,7,A,,,,
356-U1461B-12H-7-A,0,128,97.16,98.44,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,12,H,7,A,,,,
356-U1461B-12H-CC-A,0,20,98.44,98.64,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone",,,,356,U1461,B,12,H,CC,A,,,,
356-U1461B-12H-CC-A,20,30,98.64,98.74,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,12,H,CC,A,,,,
356-U1461B-13H-1-A,0,142,97.8,99.22,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogenous, clay rich mudstone",,,,356,U1461,B,13,H,1,A,,,,
356-U1461B-13H-2-A,0,143,99.22,100.65,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone",,,,356,U1461,B,13,H,2,A,,,,
356-U1461B-13H-3-A,0,144,100.65,102.09,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone",,,,356,U1461,B,13,H,3,A,,,,
356-U1461B-13H-4-A,0,145,102.09,103.54,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, clay rich mudstone",,,,356,U1461,B,13,H,4,A,,,,
356-U1461B-13H-5-A,0,144,103.52,104.96,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone",,,,356,U1461,B,13,H,5,A,,,,
356-U1461B-13H-6-A,0,144,104.96,106.4,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone",,,,356,U1461,B,13,H,6,A,,,,
356-U1461B-13H-7-A,0,146,106.4,107.86,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone",,,,356,U1461,B,13,H,7,A,,,,
356-U1461B-13H-CC-A,0,33,107.86,108.19,unlithified [Leg194],,rudstone [E&K72; D62],6,,rudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone",,,,356,U1461,B,13,H,CC,A,,,,
356-U1461B-13H-CC-A,33,43,108.19,108.29,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,13,H,CC,A,,,,
356-U1461B-14H-1-A,0,143,107.3,108.73,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,neritic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone. Slight glauconite at base of Section",,,,356,U1461,B,14,H,1,A,,,,
356-U1461B-14H-2-A,0,143,108.73,110.16,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone",,,,356,U1461,B,14,H,2,A,,,,
356-U1461B-14H-3-A,0,143,110.16,111.59,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous clay rich mudstone",,,,356,U1461,B,14,H,3,A,,,,
356-U1461B-14H-4-A,0,145,111.59,113.04,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithifed, off white, homogeneous, clay rich mudstone",,,,356,U1461,B,14,H,4,A,,,,
356-U1461B-14H-5-A,0,143,113.04,114.47,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone. Taces of glauconite",,,,356,U1461,B,14,H,5,A,,,,
356-U1461B-14H-6-A,0,143,114.47,115.9,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone. Glauconite increases from 70 cm down.",,,,356,U1461,B,14,H,6,A,,,,
356-U1461B-14H-7-A,0,134,115.9,117.24,unlithified [Leg194],,mudstone [E&K72; D62],1,with glauconite [2014],mudstone with glauconite,hemipelagic,off white,,,,,,,,,"Unlithified, off white, homogeneous, clay rich mudstone with glauconite. Glauconite patches begin at 33 cm and are scattered throughout the Section",,,,356,U1461,B,14,H,7,A,,,,
356-U1461B-14H-CC-A,0,12,117.24,117.36,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,14,H,CC,A,,,,
356-U1461B-15H-1-A,0,146,116.8,118.26,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous, clay rich mudstone. Very little glauconite scattered throughout the Section",,,,356,U1461,B,15,H,1,A,,,,
356-U1461B-15H-2-A,0,141,118.26,119.67,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified (in segments), olive gray, homogeneous, clay rich mudstone",,,,356,U1461,B,15,H,2,A,,,,
356-U1461B-15H-3-A,0,141,119.67,121.08,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogneous, clay rich mudstone with sparse grains of glauconite scattered",,,,356,U1461,B,15,H,3,A,,,,
356-U1461B-15H-4-A,0,21,121.08,121.29,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous, olive gray, clay rich mudstone with sparse glauconite",,,,356,U1461,B,15,H,4,A,,,,
356-U1461B-15H-4-A,21,60,121.29,121.68,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,dark greenish gray,,,,,common [B06],4,,,"Unlithified, olive gray wackestone with glauconite rich bands and burrowing common. Burrows are filled with glauconite and or pyrite",,,,356,U1461,B,15,H,4,A,,,,
356-U1461B-15H-4-A,60,71,121.68,121.79,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,dark greenish gray,bivalve,,,,complete [B06],6,,,"Unlithified, dark greenish gray, wackestone with glauconite and macrofossils",,,,356,U1461,B,15,H,4,A,,,,
356-U1461B-15H-4-A,60,71,121.68,121.79,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1461,B,15,H,4,A,,,,
356-U1461B-15H-4-A,60,71,121.68,121.79,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,B,15,H,4,A,,,,
356-U1461B-15H-4-A,60,71,121.68,121.79,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1461,B,15,H,4,A,,,,
356-U1461B-15H-4-A,71,102,121.79,122.1,lithified [B84],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,dark greenish gray,,,,,,,,,"Lithified, glauconite rich packstone",,,,356,U1461,B,15,H,4,A,,,,
356-U1461B-15H-4-A,102,128,122.1,122.36,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, packstone with glauconite",,,,356,U1461,B,15,H,4,A,,,,
356-U1461B-15H-4-A,128,143,122.36,122.51,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Partially lithified, dark greenish gray, packstone with glauconite",,,,356,U1461,B,15,H,4,A,,,,
356-U1461B-15H-5-A,0,144,122.51,123.95,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Partially and unlithified, dark greenish gray packstone with glauconite. Partially lithified intervals are between 5-50 cm and 112-116 cm",,,,356,U1461,B,15,H,5,A,,,,
356-U1461B-15H-6-A,0,61,123.95,124.56,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, packstone with glauconite",,,,356,U1461,B,15,H,6,A,,,,
356-U1461B-15H-6-A,61,93,124.56,124.88,partially lithified,glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,dark greenish gray,,,,,,,,,Partially lithified dark greenish gray packstone with glauconite,,,,356,U1461,B,15,H,6,A,,,,
356-U1461B-15H-6-A,93,144,124.88,125.39,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light greenish gray,,,,,,,,,"Unlithified to partially lithified, light greenish gray packstone with scattered zones of glauconite",,,,356,U1461,B,15,H,6,A,,,,
356-U1461B-15H-7-A,0,37,125.39,125.76,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light greenish gray,,,,,,,,,"Partially lithified, light greenish gray, packstone with glauconite.",,,,356,U1461,B,15,H,7,A,,,,
356-U1461B-15H-7-A,37,127,125.76,126.66,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithifed, olive gray, packstone with less abundant glauconite. Liner crushed below 106 cm. Sediment still present 106-127 cm.",,,,356,U1461,B,15,H,7,A,,,,
356-U1461B-15H-7-A,127,142,126.66,126.81,,,,,,,,,,,,,,,,,void - core liner crushed,,,,356,U1461,B,15,H,7,A,,,,
356-U1461B-15H-CC-A,0,10,126.81,126.91,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone",,,,356,U1461,B,15,H,CC,A,,,,
356-U1461B-15H-CC-A,10,20,126.91,127.01,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,15,H,CC,A,,,,
356-U1461B-16H-1-A,0,33,126.3,126.63,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,neritic,light greenish gray,gastropod,,,,,,,,"Unlithified, light greenish gray, skeletal grainstone with lithic grains, all caved in material",,,,356,U1461,B,16,H,1,A,,,,
356-U1461B-16H-1-A,0,33,126.3,126.63,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,16,H,1,A,,,,
356-U1461B-16H-1-A,0,33,126.3,126.63,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1461,B,16,H,1,A,,,,
356-U1461B-16H-1-A,0,33,126.3,126.63,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1461,B,16,H,1,A,,,,
356-U1461B-16H-1-A,33,143,126.63,127.73,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,Unlithified to partially lithified (in intervals) olive gray packstone with glauconite (not very common),,,,356,U1461,B,16,H,1,A,,,,
356-U1461B-16H-2-A,0,143,127.73,129.16,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Partially lithified, olive gray packstone with glauconite. Cementation varies throughout the Section. No macrofossils",,,,356,U1461,B,16,H,2,A,,,,
356-U1461B-16H-3-A,0,144,129.16,130.6,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Partially lithified, dark greenish gray packstone with glauconite. Cementation varies throughout the Section (more and less)",,,,356,U1461,B,16,H,3,A,,,,
356-U1461B-16H-4-A,0,59,130.6,131.19,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Partially lithified to lithified, dark greenish gray packstone with glauconite",,,,356,U1461,B,16,H,4,A,,,,
356-U1461B-16H-4-A,59,143,131.19,132.03,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Patially lithified to unlithified, olive gray packston with glaucontie",,,,356,U1461,B,16,H,4,A,,,,
356-U1461B-16H-5-A,0,144,132.03,133.47,,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone",,,,356,U1461,B,16,H,5,A,,,,
356-U1461B-16H-6-A,0,143,133.47,134.9,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray packstone with glauconite",,,,356,U1461,B,16,H,6,A,,,,
356-U1461B-16H-7-A,0,135,134.9,136.25,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified (in zones), olive gray packstone",,,,356,U1461,B,16,H,7,A,,,,
356-U1461B-16H-CC-A,0,25,136.25,136.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Ulithified, olive gray packstone",,,,356,U1461,B,16,H,CC,A,,,,
356-U1461B-16H-CC-A,25,35,136.5,136.6,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,16,H,CC,A,,,,
356-U1461B-17H-1-A,0,21,135.8,136.01,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,,skeletal grainstone,neritic,light greenish gray,gastropod,,,,,,,,"Unlithified, skeletal grainstone, light greenish gray. It contains macrofossils and lithic fragments (carbonate and glauconite rich)",,,,356,U1461,B,17,H,1,A,,,,
356-U1461B-17H-1-A,0,21,135.8,136.01,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,17,H,1,A,,,,
