Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1468A-96X-4-A,14,26,723.45,723.57,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,common,4,palaeophycus,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,96,X,4,A,
359-U1468A-96X-4-A,26,36,723.57,723.67,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,slight,2,phycosiphon,,,Planktic foraminifera-rich WAKCESTONE. Planolites.,,,,359,U1468,A,96,X,4,A,
359-U1468A-96X-4-A,36,44,723.67,723.75,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,slight,2,,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,96,X,4,A,
359-U1468A-96X-4-A,44,51,723.75,723.82,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,absent,0,,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,96,X,4,A,
359-U1468A-96X-4-A,51,80,723.82,724.11,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,common,4,planolites,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,96,X,4,A,
359-U1468A-96X-CC-A,0,30,724.27,724.57,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,,,,,,Drilling cake. Light gray to white.,,,,359,U1468,A,96,X,CC,A,
359-U1468A-97X-1-A,0,10,728.6,728.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,complete,6,,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,10,18,728.7,728.78,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,common,4,,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,18,23,728.78,728.83,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,slight,2,,,,Planktic foraminifera-rich WAKCESTONE to MUDSTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,23,32,728.83,728.92,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,slight,2,,,,Planktic foraminifera-rich WAKCESTONE to MUDSTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,32,38,728.92,728.98,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,absent,0,,,,Planktic foraminifera-rich WAKCESTONE to MUDSTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,38,43,728.98,729.03,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,common,4,,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,43,60,729.03,729.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,complete,6,Palaeophycus,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,60,68,729.2,729.28,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 3/2 (very dark grayish brown),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,common,4,,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,68,81,729.28,729.41,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,slight,2,Phycosiphon,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,81,87,729.41,729.47,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,absent,0,,,,Planktic foraminifera-rich WAKCESTONE to MUDSTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,87,108,729.47,729.68,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,complete,6,,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,108,116,729.68,729.76,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 3/2 (very dark grayish brown),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,common,4,,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,116,120,729.76,729.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 3/2 (very dark grayish brown),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,slight,2,,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,120,131,729.8,729.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,absent,0,,,,Planktic foraminifera-rich WAKCESTONE to MUDSTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,131,140,729.91,730,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,common,4,,,,Planktic foraminifera-rich WAKCESTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-1-A,140,149,730,730.09,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 3/2 (very dark grayish brown),very fine sand,3,foraminifera (planktic),,calcareous nannofossil,,,,,,,mold,,,common,4,,,,Planktic foraminifera-rich WAKCESTONE to MUDSTONE.,,,,359,U1468,A,97,X,1,A,
359-U1468A-97X-2-A,0,46,730.09,730.55,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,2,A,
359-U1468A-97X-2-A,46,53,730.55,730.62,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,2,A,
359-U1468A-97X-2-A,53,67,730.62,730.76,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,2,A,
359-U1468A-97X-2-A,67,75,730.76,730.84,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,2,A,
359-U1468A-97X-2-A,75,85,730.84,730.94,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 3/2 (very dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,2,A,
359-U1468A-97X-2-A,85,92,730.94,731.01,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,2,A,
359-U1468A-97X-2-A,92,109,731.01,731.18,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9.5/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,2,A,
359-U1468A-97X-2-A,109,118,731.18,731.27,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,2,A,
359-U1468A-97X-2-A,118,126,731.27,731.35,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,2,A,
359-U1468A-97X-2-A,126,138,731.35,731.47,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,2,A,
359-U1468A-97X-CC-A,0,44,731.47,731.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 3/2 (very dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,No discernable texture.,,,,359,U1468,A,97,X,CC,A,
359-U1468A-98X-1-A,0,106,738.3,739.36,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9.5/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Planktic foraminifera-rich WACKESTONE. Few black grains (Pyrite)?,,,,359,U1468,A,98,X,1,A,
359-U1468A-98X-1-A,106,110,739.36,739.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Planktic foraminifera-rich WACKESTONE. Organic rich,,,,359,U1468,A,98,X,1,A,
359-U1468A-98X-1-A,110,141,739.4,739.71,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Planktic foraminifera-rich WACKESTONE.,,,,359,U1468,A,98,X,1,A,
359-U1468A-98X-2-A,0,62,739.81,740.43,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,White MUDSTONE (Chalk),,,,359,U1468,A,98,X,2,A,
359-U1468A-98X-2-A,62,76,740.43,740.57,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Organic rich WACKESTONE.,,,,359,U1468,A,98,X,2,A,
359-U1468A-98X-2-A,76,79,740.57,740.6,,chert,,chert,lithified,5,2.5Y 2.5/1 (black),clay,1,,,,,,,,,,,Chert layer,,,,,,,Black chert layer,,,,359,U1468,A,98,X,2,A,
359-U1468A-98X-2-A,79,105,740.6,740.86,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,White MUDSTONE (Chalk),,,,359,U1468,A,98,X,2,A,
359-U1468A-98X-CC-A,5,16,740.91,741.02,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Organic rich WACKESTONE.,,,,359,U1468,A,98,X,CC,A,
359-U1468A-98X-CC-A,16,20,741.02,741.06,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,White MUDSTONE (Chalk),,,,359,U1468,A,98,X,CC,A,
359-U1468A-98X-CC-A,20,40,741.06,741.26,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Organic rich WACKESTONE mixed with white WACKESTONE. Disturbed due to drill,,,,359,U1468,A,98,X,CC,A,
359-U1468A-99X-1-A,0,14,748,748.14,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,parallel lamination,,,,complete,6,,sharp,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,14,23,748.14,748.23,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,N 9.5 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,White MUDSTONE (Chalk),,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,23,33,748.23,748.33,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,White MUDSTONE (Chalk),,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,33,43,748.33,748.43,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/3 (light yellowish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,43,47,748.43,748.47,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,horizontal,White MUDSTONE (Chalk),,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,47,57,748.47,748.57,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 3/2 (very dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,Organic rich WACKESTONE. Chondrites present,,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,57,62,748.57,748.62,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,62,66,748.62,748.66,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,sharp,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,66,88,748.66,748.88,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,horizontal,White MUDSTONE (Chalk),,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,88,93,748.88,748.93,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,sharp,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,93,94,748.93,748.94,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,horizontal,White MUDSTONE (Chalk),,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,94,96,748.94,748.96,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,sharp,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,96,100,748.96,749,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/3 (light yellowish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,moderate,3,,gradational,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,100,112,749,749.12,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,horizontal,White MUDSTONE (Chalk),,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,112,114,749.12,749.14,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,sharp,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,114,122,749.14,749.22,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,horizontal,White MUDSTONE (Chalk),,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,122,133,749.22,749.33,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-1-A,133,149,749.33,749.49,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,White MUDSTONE to WACKESTONE (Chalk),,,,359,U1468,A,99,X,1,A,
359-U1468A-99X-2-A,0,2,749.49,749.51,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,gradational,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,2,A,
359-U1468A-99X-2-A,2,14,749.51,749.63,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,sharp,horizontal,White MUDSTONE to WACKESTONE (Chalk),,,,359,U1468,A,99,X,2,A,
359-U1468A-99X-2-A,14,26,749.63,749.75,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,gradational,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,2,A,
359-U1468A-99X-2-A,26,90,749.75,750.39,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,sharp,horizontal,White MUDSTONE to WACKESTONE (Chalk),,,,359,U1468,A,99,X,2,A,
359-U1468A-99X-2-A,90,102,750.39,750.51,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,sharp,horizontal,Organic rich WACKESTONE,,,,359,U1468,A,99,X,2,A,
359-U1468A-99X-2-A,102,128,750.51,750.77,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,gradational,horizontal,White MUDSTONE to WACKESTONE (Chalk),,,,359,U1468,A,99,X,2,A,
359-U1468A-99X-CC-A,5,20,750.82,750.97,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,gradational,horizontal,White MUDSTONE to WACKESTONE (Chalk). Stongly disturbed,,,,359,U1468,A,99,X,CC,A,
359-U1468A-99X-CC-A,20,40,750.97,751.17,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Organic rich WACKESTONE mixed with white WACKESTONE. Disturbed due to drill,,,,359,U1468,A,99,X,CC,A,
359-U1468A-100X-1-A,0,11,757.7,757.81,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,parallel lamination,,,,slight,2,,gradational,horizontal,Very fine-grained MUDSTONE to WACKESTONE. Organic rich. Very-fine laminations.,,,,359,U1468,A,100,X,1,A,
359-U1468A-100X-1-A,11,34,757.81,758.04,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,N 9 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,sharp,horizontal,White MUDSTONE to WACKESTONE.,,,,359,U1468,A,100,X,1,A,
359-U1468A-100X-1-A,34,57,758.04,758.27,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,N 8.5 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,common,4,,gradational,horizontal,White MUDSTONE to WACKESTONE.,,,,359,U1468,A,100,X,1,A,
359-U1468A-100X-1-A,57,67,758.27,758.37,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,common,4,,gradational,horizontal,MUDSTONE to WACKESTONE.,,,,359,U1468,A,100,X,1,A,
359-U1468A-100X-1-A,67,88,758.37,758.58,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,N 9.5 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,sharp,horizontal,Very fine-grained MUDSTONE to WACKESTONE. Organic rich. Pyrite grains present,,,,359,U1468,A,100,X,1,A,
359-U1468A-100X-1-A,88,92,758.58,758.62,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,parallel lamination,,,,slight,2,,sharp,horizontal,Very fine-grained MUDSTONE to WACKESTONE. Organic rich.,,,,359,U1468,A,100,X,1,A,
359-U1468A-100X-1-A,92,139,758.62,759.09,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,N 9.5 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,MUDSTONE to WACKESTONE.,,,,359,U1468,A,100,X,1,A,
359-U1468A-100X-2-A,0,14,759.19,759.33,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,2.5Y 8.5/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,sharp,horizontal,MUDSTONE to WACKESTONE.,,,,359,U1468,A,100,X,2,A,
359-U1468A-100X-2-A,14,27,759.33,759.46,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,parallel lamination,,,,,,,sharp,horizontal,Organic rich MUDSTONE to WACKESTONE. Very-fine laminations.,,,,359,U1468,A,100,X,2,A,
359-U1468A-100X-2-A,27,46,759.46,759.65,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,N 9.5 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,sharp,horizontal,MUDSTONE to WACKESTONE.,,,,359,U1468,A,100,X,2,A,
359-U1468A-100X-2-A,46,49,759.65,759.68,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,sharp,horizontal,Organic rich MUDSTONE to WACKESTONE. Abundant black grains (pyrite).,,,,359,U1468,A,100,X,2,A,
359-U1468A-100X-2-A,49,80,759.68,759.99,planktic foraminifer rich,mudstone,1,planktic foraminifer rich mudstone,lithified,5,2.5Y 9/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,MUDSTONE to WACKESTONE.,,,,359,U1468,A,100,X,2,A,
