Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1468A-19F-1-A,90,150,132.1,132.7,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Partially lithified GRAINSTONE. Medium- to coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common mollusks fragments and grain aggregates.",,,,359,U1468,A,19,F,1,A,
359-U1468A-19F-2-A,0,26,132.7,132.96,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Partially lithified GRAINSTONE. Medium- to coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common mollusks fragments and grain aggregates.",,,,359,U1468,A,19,F,2,A,
359-U1468A-19F-2-A,26,33,132.96,133.03,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Unlithified GRAINSTONE. Medium-grained, poorly sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Mollusks fragments, echinoid fragments and grain aggregates are common.",,,,359,U1468,A,19,F,2,A,
359-U1468A-19F-2-A,33,66,133.03,133.36,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Partially lithified GRAINSTONE. Medium- to coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common mollusks fragments and grain aggregates.",,,,359,U1468,A,19,F,2,A,
359-U1468A-19F-2-A,66,72,133.36,133.42,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Unlithified GRAINSTONE. Medium-grained, poorly sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Mollusks fragments, echinoid fragments and grain aggregates are common.",,,,359,U1468,A,19,F,2,A,
359-U1468A-19F-2-A,72,150,133.42,134.2,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Partially lithified GRAINSTONE. Medium- to coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common mollusks fragments and grain aggregates.",,,,359,U1468,A,19,F,2,A,
359-U1468A-19F-3-A,0,13,134.2,134.33,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Partially lithified GRAINSTONE. Medium- to coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common mollusks fragments and grain aggregates.",,,,359,U1468,A,19,F,3,A,
359-U1468A-19F-3-A,13,15,134.33,134.35,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/1 (white),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Partially lithified GRAINSTONE. Coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common to present mollusks fragments, echinoid fragments and grain aggregates.",,,,359,U1468,A,19,F,3,A,
359-U1468A-19F-3-A,15,32,134.35,134.52,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Partially lithified GRAINSTONE. Coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common to present mollusks fragments, echinoid fragments and grain aggregates.",,,,359,U1468,A,19,F,3,A,
359-U1468A-19F-3-A,32,36,134.52,134.56,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/1 (white),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Partially lithified GRAINSTONE. Coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common to present mollusks fragments, echinoid fragments and grain aggregates.",,,,359,U1468,A,19,F,3,A,
359-U1468A-19F-3-A,36,57,134.56,134.77,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Partially lithified GRAINSTONE. Coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common to present mollusks fragments, echinoid fragments and grain aggregates.",,,,359,U1468,A,19,F,3,A,
359-U1468A-19F-3-A,57,59,134.77,134.79,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/1 (white),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Partially lithified GRAINSTONE. Coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common to present mollusks fragments, echinoid fragments and grain aggregates.",,,,359,U1468,A,19,F,3,A,
359-U1468A-19F-3-A,59,62,134.79,134.82,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Partially lithified GRAINSTONE. Coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common to present mollusks fragments, echinoid fragments and grain aggregates.",,,,359,U1468,A,19,F,3,A,
359-U1468A-19F-3-A,62,63,134.82,134.83,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/1 (white),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Partially lithified GRAINSTONE. Coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common to present mollusks fragments, echinoid fragments and grain aggregates.",,,,359,U1468,A,19,F,3,A,
359-U1468A-19F-3-A,63,79,134.83,134.99,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Partially lithified GRAINSTONE. Coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common to present mollusks fragments, echinoid fragments and grain aggregates.",,,,359,U1468,A,19,F,3,A,
359-U1468A-19F-CC-A,0,10,134.99,135.09,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Partially lithified GRAINSTONE. Coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common to present mollusks fragments, echinoid fragments and grain aggregates.",,,,359,U1468,A,19,F,CC,A,
359-U1468A-20F-1-A,0,42,135.9,136.32,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,2.5y 8/1 (white),granule,8,foraminifera (large benthic),"Nummulites, Sphaerogypsina",echinoderm,spines,bryozoa,Shell fragments,aggregate,,,,,,,,,,,CAVE IN.,,,,359,U1468,A,20,F,1,A,
359-U1468A-20F-1-A,42,90,136.32,136.8,clast rich,packstone,3,clast rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),fine sand,4,calcareous bioclast,,foraminifera (large benthic),,,,,,,,,,,,,,,"Unlithified PACKSTONE, Very fine- to fine-grained. Organic matter at 86 cm, very fine-grained between 66 and 67 cm.",,,,359,U1468,A,20,F,1,A,
359-U1468A-20F-2-A,0,90,136.8,137.7,clast rich,packstone,3,clast rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,calcareous bioclast,,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),red algae,Red algae nodules,,,,,,,,,,,,"Unlithified PACKSTONE to GRAINSTONE, Very fine- to medium-grained. Burrow with organic matter at 63-65 cm, fine-grained interval between 19 and 22 cm.",,,,359,U1468,A,20,F,2,A,
359-U1468A-20F-3-A,0,8,137.81,137.89,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,echinoderm,spines,red algae,Red algae nodules,,,,,,,,,,,,Partially lithified large benthic foraminifera rich-GRAINSTONE.,,,,359,U1468,A,20,F,3,A,
359-U1468A-20F-3-A,8,22,137.89,138.03,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,echinoderm,spines,red algae,Red algae nodules,,,,,,,,,,,,Unlithified large benthic foraminifera rich-GRAINSTONE.,,,,359,U1468,A,20,F,3,A,
359-U1468A-20F-3-A,22,26,138.03,138.07,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,lithified,5,10yr 8/1 (white),medium sand,5,foraminifera (large benthic),,echinoderm,spines,red algae,Red algae nodules,,,,,,,,,,,,Lithified large benthic foraminifera rich-PACKSTONE.,,,,359,U1468,A,20,F,3,A,
359-U1468A-20F-3-A,26,69,138.07,138.5,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,10yr 8/1 (white),medium sand,5,foraminifera (large benthic),,echinoderm,spines,red algae,Red algae nodules,,,,,,,,,,,,Partially lithified large benthic foraminifera rich-GRAINSTONE. Finer material seems more lithified.,,,,359,U1468,A,20,F,3,A,
359-U1468A-20F-3-A,69,76,138.5,138.57,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,lithified,5,10yr 8/1 (white),medium sand,5,foraminifera (large benthic),,echinoderm,spines,red algae,Red algae nodules,,,,,,,,,,,,Lithified large benthic foraminifera rich-GRAINSTONE. Finer material seems more lithified,,,,359,U1468,A,20,F,3,A,
359-U1468A-20F-CC-A,0,11,138.57,138.68,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,10yr 8/1 (white),medium sand,5,foraminifera (large benthic),,,,,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE. Finer material seems more lithified,,,,359,U1468,A,20,F,CC,A,
359-U1468A-21F-1-A,0,36,140.6,140.96,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,2.5Y 8/2 (pale yellow),granule,8,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,gradational,horizontal,"Cave-in. Unlithified RUDSTONE. LBF (Nummulites, Amphistegina, Lepidocyclina, Sphaerogypsina). Red Algae, Lithoclasts, Grain aggregates, echinoids spines.",,,,359,U1468,A,21,F,1,A,
359-U1468A-21F-1-A,36,114,140.96,141.74,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Partially lithified GRAINSTONE. Coarse-grained, poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Common to present mollusks fragments, echinoid fragments and grain aggregates. Minor lithology: fine-grained packstone with micrite mud with layer of about 2cm thick at 56cm",,,,359,U1468,A,21,F,1,A,
359-U1468A-21F-2-A,0,28,141.74,142.02,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Unlithified PACKESTONE TO GRAINSTONE. Coarse to fine-grained , poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Fining upwards (normal grading) section from coarse to fine-grained packstone to coarse grainstone.",,,,359,U1468,A,21,F,2,A,
359-U1468A-21F-2-A,28,33,142.02,142.07,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Lithified PACKESTONE TO GRAINSTONE. Coarse to fine-grained , poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. Fining upwards (normal grading) section from coarse to fine-grained packstone to coarse grainstone.",,,,359,U1468,A,21,F,2,A,
359-U1468A-21F-2-A,33,78,142.07,142.52,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Lithified GRAINSTONE to PACKSTONE. Coarse to fine-grained , poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts.",,,,359,U1468,A,21,F,2,A,
359-U1468A-21F-2-A,78,126,142.52,143,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Partly lithified GRAINSTONE to PACKSTONE. Coarse to fine-grained , poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts.",,,,359,U1468,A,21,F,2,A,
359-U1468A-21F-2-A,126,141,143,143.15,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Partly lithified GRAINSTONE to PACKSTONE. Coarse to fine-grained , poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts.",,,,359,U1468,A,21,F,2,A,
359-U1468A-21F-3-A,0,111,143.15,144.26,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Partly lithified GRAINSTONE. Coarse to fine-grained , poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts. interlayered with medium-grained packstone with similar component (increase mud content). (31-32; 55-60; 81-83; 94-95;)",,,,359,U1468,A,21,F,3,A,
359-U1468A-21F-CC-A,0,11,144.26,144.37,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),Sphaerogypsina (A) and Amphistegina (P),,,,,,,,,,,,,,,,"Partly lithified GRAINSTONE. Coarse to fine-grained , poorly-sorted. Abundant large benthic foraminifera (Sphaerogypsina globulus, Amphistegina) and bioclasts.",,,,359,U1468,A,21,F,CC,A,
359-U1468A-22F-1-A,0,52,145.3,145.82,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 9.5/1 (white),fine sand,4,foraminifera (large benthic),,,,,,intraclast,black grains,,,,,,,,gradational,horizontal,Partially lithified large benthic foraminifera-rich PACKSTONE. Fine-grained. Minor: Partially lithified medium-grained GRAINSTONE. Fines are intermixed due to drilling disturbance.,,,,359,U1468,A,22,F,1,A,
359-U1468A-22F-1-A,52,150,145.82,146.8,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 9.5/2 (very pale yellow),fine sand,4,foraminifera (large benthic),,,,,,intraclast,black grains,,,,,,,,gradational,horizontal,Partially lithified large benthic foraminifera-rich PACKSTONE. Fine-grained.,,,,359,U1468,A,22,F,1,A,
359-U1468A-22F-2-A,0,80,146.8,147.6,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 9.5/1 (white),fine sand,4,foraminifera (large benthic),,,,,,intraclast,black grains,,,,,,,,gradational,horizontal,Partially lithified large benthic foraminifera-rich PACKSTONE. Fine-grained.,,,,359,U1468,A,22,F,2,A,
359-U1468A-22F-2-A,80,140,147.6,148.2,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 9.5/2 (very pale yellow),fine sand,4,foraminifera (large benthic),,,,,,intraclast,black grains,,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE. Fine-grained.,,,,359,U1468,A,22,F,2,A,
359-U1468A-22F-3-A,0,5,148.3,148.35,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),"Lepidocyclina, Amphistegina",calcareous bioclast,,,,aggregate,,,,,,,,,gradational,horizontal,Lithified large benthic foraminifera-rich PACKSTONE to GRAINSTONE. Fine-grained. Minor: PACKSTONE interlayer.,,,,359,U1468,A,22,F,3,A,
359-U1468A-22F-3-A,5,18,148.35,148.48,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),"Lepidocyclina, Amphistegina",calcareous bioclast,,,,aggregate,,,,,,slight,2,,gradational,horizontal,Partially lithified large benthic foraminifera-rich PACKSTONE to GRAINSTONE. Fine-grained. Minor: PACKSTONE interlayer.,,,,359,U1468,A,22,F,3,A,
359-U1468A-22F-3-A,18,23,148.48,148.53,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),"Lepidocyclina, Amphistegina",calcareous bioclast,,,,aggregate,,,,,,slight,2,,gradational,horizontal,Lithified large benthic foraminifera-rich PACKSTONE to GRAINSTONE. Fine-grained. Minor: PACKSTONE interlayer.,,,,359,U1468,A,22,F,3,A,
359-U1468A-22F-3-A,23,59,148.53,148.89,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),"Lepidocyclina, Amphistegina",calcareous bioclast,,,,aggregate,,,,,,slight,2,,gradational,horizontal,Partially lithified large benthic foraminifera-rich PACKSTONE to GRAINSTONE. Fine-grained. Minor: PACKSTONE interlayer.,,,,359,U1468,A,22,F,3,A,
359-U1468A-22F-3-A,59,67,148.89,148.97,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),"Lepidocyclina, Amphistegina",calcareous bioclast,,,,aggregate,,,,,,slight,2,,gradational,horizontal,Lithified large benthic foraminifera-rich PACKSTONE to GRAINSTONE. Fine-grained. Minor: PACKSTONE interlayer.,,,,359,U1468,A,22,F,3,A,
359-U1468A-22F-3-A,67,85,148.97,149.15,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),"Lepidocyclina, Amphistegina",calcareous bioclast,,,,aggregate,,,,,,slight,2,,,,Partially lithified large benthic foraminifera-rich PACKSTONE to GRAINSTONE. Fine-grained. Minor: PACKSTONE interlayer.,,,,359,U1468,A,22,F,3,A,
359-U1468A-22F-CC-A,0,21,149.15,149.36,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,,,,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,22,F,CC,A,
359-U1468A-23F-1-A,0,16,150,150.16,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,2.5Y 8/2 (pale yellow),granule,8,foraminifera (large benthic),,bryozoa,,echinoderm,spines,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE to RUDSTONE.,,,,359,U1468,A,23,F,1,A,
359-U1468A-23F-1-A,16,50,150.16,150.5,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,bryozoa,,echinoderm,spines,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE to RUDSTONE. Coarse- to very coarse-grained.,,,,359,U1468,A,23,F,1,A,
359-U1468A-23F-1-A,50,100,150.5,151,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,bryozoa,,echinoderm,spines,,,,,,,,,,,,"Unlithified large benthic foraminifera-rich PACKSTONE to GRAINSTONE (POORLY WASHED GRAINSTONE). Grains coated by cements, visible crystals.",,,,359,U1468,A,23,F,1,A,
359-U1468A-23F-1-A,100,150,151,151.5,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,2.5Y 8/2 (pale yellow),granule,8,foraminifera (large benthic),,bryozoa,,echinoderm,spines,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE to RUDSTONE.,,,,359,U1468,A,23,F,1,A,
359-U1468A-23F-2-A,0,16,151.5,151.66,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,10YR 9.5/1 (white),coarse sand,6,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE. Lithification varies.,,,,359,U1468,A,23,F,2,A,
359-U1468A-23F-2-A,16,29,151.66,151.79,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,10YR 9.5/1 (white),granule,8,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE. Lithification varies.,,,,359,U1468,A,23,F,2,A,
359-U1468A-23F-2-A,29,50,151.79,152,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,10YR 9.5/1 (white),coarse sand,6,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE. Lithification varies.,,,,359,U1468,A,23,F,2,A,
359-U1468A-23F-2-A,50,67,152,152.17,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),granule,8,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,23,F,2,A,
359-U1468A-23F-2-A,67,87,152.17,152.37,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,10YR 9.5/1 (white),coarse sand,6,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,23,F,2,A,
359-U1468A-23F-2-A,87,94,152.37,152.44,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,10YR 9.5/1 (white),granule,8,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,23,F,2,A,
359-U1468A-23F-2-A,94,111,152.44,152.61,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,10YR 9.5/1 (white),coarse sand,6,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,23,F,2,A,
359-U1468A-23F-2-A,111,115,152.61,152.65,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),granule,8,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,,,,,,,,,,"Unlithified large benthic foraminifera-rich PACKSTONE. Gray, possible organic matter.",,,,359,U1468,A,23,F,2,A,
359-U1468A-23F-2-A,115,125,152.65,152.75,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,23,F,2,A,
359-U1468A-23F-2-A,125,150,152.75,153,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),granule,8,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,23,F,2,A,
359-U1468A-23F-3-A,0,14,153,153.14,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,10YR 9.5/1 (white),coarse sand,6,foraminifera (large benthic),,,,,,,,,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,23,F,3,A,
359-U1468A-23F-3-A,14,30,153.14,153.3,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/2 (pale yellow),granule,8,foraminifera (large benthic),,,,,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,23,F,3,A,
