Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name+suffix [read only],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Diagenetic structure,Clasts (>2 mm) DOMINANT,DOMINANT Clasts % [%],DOMINANT Clasts ave. grain size class,DOMINANT Clasts ave. grain size rank [read only],DOMINANT Clasts max. grain size class,DOMINANT Clasts max. grain size rank [read only],DOMINANT clast roundness,Clasts (>2 mm) Subdominant,Subdominant Clasts % [%],Subdominant Clasts ave. grain size class,Subdominant Clasts ave. grain size rank [read only],Subdominant Clasts max. grain size class,Subdominant Clasts max. grain size rank [read only],Subdominant clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix modifier,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
366-U1498A-4R-3-A,0,40,28.23,28.63,IIIA,2,greenish gray serpentinite mud,45,,,,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with thin layers of beds of pelagic sediment, internally graded; 0-24 cm: greenish gray serpentinite mud with mm to 2 cm layers of blue serpentinite mud, and mm to 5 mm layers of brown mud 24-40 cm: blue sandy serpentinite mud",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,3,A,
366-U1498A-4R-CC-A,0,27,29.68,29.95,IIIA,1,bluish gray serpentinite mud,50,,,,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"layered blue and green serpentinite mud; green layers at: 6-9 cm, 15-16 cm, 20-25 cm, with lateral changes and mm-layers of blue serpentinite mud with serpentine fibres",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,CC,A,
366-U1498A-4R-CC-A,0,27,29.68,29.95,IIIA,2,greenish gray serpentinite mud,50,,,,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered blue and green serpentinite mud; green layers at: 6-9 cm, 15-16 cm, 20-25 cm, with lateral changes and mm-layers of blue serpentinite mud with serpentine fibres",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,CC,A,
366-U1498A-5R-1-A,0,9,35.6,35.69,IIIB,1,bluish gray serpentinite mud,75,irregular,scoured,sub-horizontal,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"irregularly layered (flow in, folded) green and blue serpentinite mud",poor,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,1,A,
366-U1498A-5R-1-A,0,9,35.6,35.69,IIIB,2,greenish gray serpentinite mud,25,irregular,scoured,sub-horizontal,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"irregularly layered (flow in, folded) green and blue serpentinite mud",poor,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,1,A,
366-U1498A-5R-1-A,9,11,35.69,35.71,IIIB,,,,irregular,wavy,sub-horizontal,"clast-supported, monomict",breccia,with mud,"clast-supported, monomict breccia with mud",GLEY 2 2.5/5B (bluish black),,unconsolidated,granule,8,pebble,9,,poor,,load cast,,ultramafic rock,80,pebble,10,pebble,9,subangular,sandstone,20,pebble,10,pebble,9,subangular,,serpentine clay matrix,,,,,,,366,U1498,A,5,R,1,A,
366-U1498A-5R-1-A,11,57,35.71,36.17,IIIB,1,bluish gray serpentinite mud,65,,,,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,layered serpentinite mud 20-53 cm: thick blue serpentinite mud layers with smeared layers of green serpentinite mud (45-49 cm),poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,1,A,
366-U1498A-5R-1-A,11,57,35.71,36.17,IIIB,2,greenish gray serpentinite mud,35,,,,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"11- 20 cm: green sandy serpentinite mud 53-57 cm: green serpentinite mud, laterally changing/grading to blue serpentinite mud",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,1,A,
366-U1498A-5R-1-A,57,71,36.17,36.31,IIIB,,,,,,,,,,,,,,,,,,BEKI,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,1,A,
366-U1498A-5R-2-A,0,49,36.31,36.8,IIIB,1,bluish gray serpentinite mud,85,,,,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"blue sandy serpentinite mud with cm-tick layers of green serpentinite mud; 18-19 cm: green serpentinite mud 21-22 cm: green serpentinite mud 32-36 cm: green serpentinite mud gradual transitions from blue to green, also with lateral changes and internal discontinuities with serpentine fibres",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,2,A,
366-U1498A-5R-2-A,0,49,36.31,36.8,IIIB,2,greenish gray serpentinite mud,15,,,,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"blue sandy serpentinite mud with cm-tick layers of green serpentinite mud; 18-19 cm: green serpentinite mud 21-22 cm: green serpentinite mud 32-36 cm: green serpentinite mud gradual transitions from blue to green, also with lateral changes and internal discontinuities with serpentine fibres",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,2,A,
366-U1498A-5R-2-A,49,144,36.8,37.75,IIIB,,,,,,,,,,,,,,,,,,"EICK, ZHAN, MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,2,A,
366-U1498A-5R-3-A,0,4,37.75,37.79,IIIB,1,bluish gray serpentinite mud,80,irregular,scoured,sub-horizontal,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"layered blue serpentinite mud with beds of pelagic sediment, internally graded; with serpentine fibres",poor,,dish-and-pipe,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,3,A,
366-U1498A-5R-3-A,0,4,37.75,37.79,IIIB,2,greenish brown silty mud,20,irregular,scoured,sub-horizontal,silty,mud,with sand,silty mud with sand and ash,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered blue serpentinite mud with beds of pelagic sediment, internally graded; with serpentine fibres",poor,,dish-and-pipe,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,3,A,
366-U1498A-5R-3-A,4,19,37.79,37.94,IV,,,,planar,sharp,sub-horizontal,silty,mud,with sand,silty mud with sand and ash,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,,poor,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,3,A,
366-U1498A-5R-3-A,19,29,37.94,38.04,IV,,,,planar,sharp,sub-horizontal,silty,mud,with sand,silty mud with sand and ash,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,stratified graded pelagic silt to fine sand; clasts in upper part of interval are mainly ultramafic rock,poor,reversely graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,3,A,
366-U1498A-5R-3-A,29,31,38.04,38.06,IV,,,,planar,sharp,sub-horizontal,silty,mud,with ash,silty mud with ash,10YR 5/2 (grayish brown),,unconsolidated,clay,1,very fine sand,3,laminated pelagic mud with bluish-gray serpentinite mud laminae (2 mm thick),,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,3,A,
366-U1498A-5R-3-A,31,36,38.06,38.11,IV,,,,planar,wavy,sub-horizontal,silty,mud,with ash,silty mud with ash,10YR 5/2 (grayish brown),,unconsolidated,clay,1,very fine sand,3,laminated pelagic mud with lenses of silt and fine sand,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,3,A,
366-U1498A-5R-3-A,36,44,38.11,38.19,IV,,,,curviplanar,wavy,sub-horizontal,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,GLEY 2 4/5B (dark bluish gray),,unconsolidated,silt,2,pebble,9,,poor,,,,ultramafic rock,3,very coarse sand,7,pebble,9,,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,A,5,R,3,A,
366-U1498A-5R-3-A,44,57,38.19,38.32,IV,,,,,,,silty,mud,with ash,silty mud with ash,10YR 6/3 (pale brown),,unconsolidated,clay,1,silt,2,,well,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,3,A,
366-U1498A-5R-CC-A,0,9,38.32,38.41,IV,,,,,,,silty,mud,with ash,silty mud with ash,10YR 6/3 (pale brown),,unconsolidated,clay,1,silt,2,,well,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,5,R,CC,A,
366-U1498A-6R-CC-A,0,5,45.4,45.45,IV,,,,planar,wavy,sub-horizontal,sandy,ash,with lithic clasts,sandy ash with lithic clasts,10YR 3/2 (very dark grayish brown),,consolidated,very fine sand,3,fine sand,4,,well,,,,ultramafic rock,2,pebble,10,pebble,9,,,,,,,,,,,,,,,,,366,U1498,A,6,R,CC,A,
366-U1498A-6R-CC-A,5,11,45.45,45.51,IV,,,,,,,silty,mud,,silty mud,10YR 6/2 (light brownish gray),,unconsolidated,clay,1,silt,2,,well,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,6,R,CC,A,
366-U1498A-7R-CC-A,0,3,55.1,55.13,V,,,,,,,,ultramafic rock,clast,ultramafic rock clast,GLEY 2 6/5BG (greenish gray),,,,,,,4 cm-sized clasts of altered serpentinite,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,7,R,CC,A,
366-U1498A-9R-CC-01,0,11,74.6,74.71,V,,,,,,,,ultramafic rock,clast,ultramafic rock clast,GLEY 2 6/5BG (greenish gray),,,,,,,cm-sized clasts of altered serpentinite,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,9,R,CC,01,
366-U1498A-9R-CC-02,0,10,74.71,74.81,V,,,,,,,silty,mud,with ash,silty mud with ash,10YR 4/2 (dark grayish brown),,unconsolidated,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,9,R,CC,02,
366-U1498A-10R-CC-A,0,4,84.3,84.34,V,,,,,,,silty,ash,,silty ash,10YR 5/1 (gray),,unconsolidated,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,10,R,CC,A,
366-U1498A-10R-CC-A,4,10,84.34,84.4,V,1,ultramafic clast,80,,,,,ultramafic rock,clast,ultramafic rock clast,10YR 5/1 (gray),,lithified,,,,,"Several clasts of dark gray ultramafic rock, 1.5-3 cm size",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,10,R,CC,A,
366-U1498A-10R-CC-A,4,10,84.34,84.4,V,2,volcanic clasts,20,,,,,metabasite,clast,metabasite clast,GLEY 2 6/5BG (greenish gray),,lithified,,,,,one 2-cm-size clast of light gray volcanic rock,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,10,R,CC,A,
366-U1498A-10R-CC-A,10,15,84.4,84.45,V,,,,,,,silty,ash,,silty ash,10YR 5/1 (gray),,unconsolidated,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,10,R,CC,A,
366-U1498A-12R-CC-01,0,3.5,103.8,103.835,VIA,1,ultramafic clast,60,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,10yr 5/6 (yellowish brown),massive,lithified,,4,,,really oxidized UM thinny (<2 cm) clast,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,12,R,CC,01,
366-U1498A-12R-CC-01,0,3.5,103.8,103.835,VIA,2,volcanic clasts,40,,,,,pumice,clast,pumice clast,GLEY 2 5/10G (greenish gray),massive,lithified,,,,,thinny (<3 cm) volcanic clast that seems to be a pumice,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,12,R,CC,01,
366-U1498A-12R-CC-02,0,6.5,103.835,103.9,VIA,,,,,,,,sandstone,clast,sandstone clast,GLEY 1 5/N (gray),massive,lithified,fine sand,4,medium sand,5,5 grey sandstone pieces from 1 to 5 centimeter-thick,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,12,R,CC,02,
366-U1498A-13R-1-01,0,4.5,113.5,113.545,VIA,,,,,,,,sandstone,clast,sandstone clast,GLEY 1 5/N (gray),massive,lithified,fine sand,4,medium sand,5,"1 grey sandstone piece, 4 centimeter-thick with light grey network of thin (<1mm) veins or joints",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,1,01,
366-U1498A-13R-1-02,0,6,113.545,113.605,VIA,,,,,,,,sandstone,clast,sandstone clast,GLEY 1 5/N (gray),massive,lithified,very fine sand,3,fine sand,4,"1 grey sandstone piece, 6 cemtimeter-long, with a single massive thin (<0.5mm) dark grey vein",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,1,02,
366-U1498A-13R-1-03,0,5.5,113.605,113.66,VIA,,,,,,,silty,sandstone,clast,silty sandstone clast,GLEY 1 4/N (dark gray),massive,lithified,silt,2,medium sand,5,multiple small (<1 centimeter-thick) grey sandstone pieces f with various grain sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,1,03,
366-U1498A-13R-1-04,0,5,113.66,113.71,VIA,,,,,,,,sandstone,clast,sandstone clast,GLEY 1 5/N (gray),thin lamina,lithified,fine sand,4,medium sand,5,"1 piece of grey sandstone, 4 centimeter-thick with thin laminations and bioturbations",,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,1,04,
366-U1498A-13R-1-05,0,3.5,113.71,113.745,VIA,,,,,,,"clast-supported, polymict",breccia,with lithic clasts,"clast-supported, polymict breccia with lithic clasts",10YR 5/6 (yellowish brown),massive,lithified,silt,2,silt,2,"Oxydized carbonate breccia with serpentinized UM clasts. An isolated white sub-rounded clast (diameter: 2 mm) observed, that may be brucite but certainly not carbonate",,,,,ultramafic rock,20,granule,8,granule,8,angular,,,,,,,,,,,,,,,,366,U1498,A,13,R,1,05,
366-U1498A-13R-1-06,0,3,113.745,113.775,VIA,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,10yr 5/6 (yellowish brown),massive,lithified,,4,,,4 pieces of really oxidized UM thinny (<1 cm) clasts,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,1,06,
366-U1498A-13R-1-07,0,5.5,113.775,113.83,VIA,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,10yr 5/6 (yellowish brown),massive,lithified,,4,,,9 serpentinized hazburgite clasts from 1 to 3 cemtimeter-thick - could be fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,1,07,
366-U1498A-13R-2-A,0,7,113.83,113.9,VIA,,,,curviplanar,hardground,horizontal,,silt,with lithic clasts,silt with lithic clasts,10YR 5/1 (gray),massive,unconsolidated,silt,2,silt,2,,poor,,,,Serpentinized ultramafic,10,pebble,10,pebble,9,subangular,mafic rock,5,pebble,10,pebble,9,subangular,Minor mudstone,,,,,,,,366,U1498,A,13,R,2,A,
366-U1498A-13R-2-A,7,19,113.9,114.02,VIA,,,,planar,sharp,inclined,,siltstone,with ash,siltstone with ash,10YR 5/2 (grayish brown),thin lamina,consolidated,silt,2,fine sand,4,"Alternating layers with darker and lighter colors: light brown, black, dark brown. Black layer slightly coarser grained. Small blob of tan sediment. Bioturbated - burrows cross darker/lighter layers. Below the hard ground is softer brown silt, faint bedding traces, tilted - may be drilling disturbance.",moderate,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,2,A,
366-U1498A-13R-2-A,19,50,114.02,114.33,VIA,,,,planar,sharp,horizontal,nannofossil-rich,silt,with ash,nannofossil-rich silt with ash,10YR 5/2 (grayish brown),massive,consolidated,silt,2,fine sand,4,Layer contains lightere colored intraclasts of fine silt - possibly ash rich.,well,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,2,A,
366-U1498A-13R-2-A,50,57,114.33,114.4,VIA,,,,curviplanar,sharp,sub-horizontal,nannofossil-rich,silt,with ash,nannofossil-rich silt with ash,10YR 7/2 (light gray),massive,unconsolidated,silt,2,fine sand,4,Light colored very ash and nannofossil rich layer. Tan color. Distinct from layers above and below.,well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,2,A,
366-U1498A-13R-2-A,57,62,114.4,114.45,VIA,,,,,,,nannofossil-rich,silt,with ash,nannofossil-rich silt with ash,10YR 3/2 (very dark grayish brown),thin bed,consolidated,silt,2,fine sand,4,,well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,2,A,
366-U1498A-13R-2-A,62,77,114.45,114.6,VIA,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,2,A,
366-U1498A-13R-3-A,0,10.5,114.6,114.705,VIA,,,,curviplanar,sharp,sub-horizontal,nannofossil-rich,silt,with ash,nannofossil-rich silt with ash,10YR 5/2 (grayish brown),massive,consolidated,silt,2,fine sand,4,"Lower part of section is well consolidated, upper part may be broken by drilling",well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,3,A,
366-U1498A-13R-3-A,10.5,25,114.705,114.85,VIA,,,,curviplanar,scoured,sub-horizontal,nannofossil-bearing,silt,with accretionary lapilli,nannofossil-bearing silt with accretionary lapilli,10YR 7/2 (light gray),thin bed,consolidated,silt,2,silt,2,"Four colored beds: upper is brown, then redddish, then light brown, then lower is brown again. Bedding is wavy and layers vary in thickness - may be drilling disturbed.",well,,wavy bedding,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,3,A,
366-U1498A-13R-3-A,25,38,114.85,114.98,VIA,,,,,,,nannofossil-bearing,silt,with ash,nannofossil-bearing silt with ash,10YR 2/2 (very dark brown),thin bed,consolidated,silt,2,fine sand,4,"Very good looking layer with dark brown and light tan material, broken up to form intraclasts of one within the other. This is not drilling induced by seems to be sedimentary structure.",well,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,3,A,
366-U1498A-13R-3-A,38,53,114.98,115.13,VIA,,,,,,,,,,,,,,,,,,MENA,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,3,A,
366-U1498A-13R-CC-A,0,4,115.13,115.17,VIA,,,,planar,sharp,inclined,nannofossil-bearing,silt,with ash,nannofossil-bearing silt with ash,10YR 5/1 (gray),thin lamina,consolidated,silt,2,silt,2,"Upper 2 cm fairly massive, lower 2 cm is very finely laminated.",well,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,CC,A,
366-U1498A-13R-CC-A,4,10,115.17,115.23,VIA,,,,planar,gradational,horizontal,nannofossil-bearing,silt,with ash,nannofossil-bearing silt with ash,10YR 6/2 (light brownish gray),massive,consolidated,silt,2,fine sand,4,"Much bioturbation, grades from gray brown to light brown. One thin 5 mm thick layer of black material near center of unit (at 8 cm offset)",well,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,CC,A,
366-U1498A-13R-CC-A,10,24,115.23,115.37,VIA,,,,,,,nannofossil-bearing,silt,with ash,nannofossil-bearing silt with ash,10YR 5/1 (gray),,consolidated,silt,2,silt,2,"Broken up in bottom of core catcher, can't see bedding or structures",well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,13,R,CC,A,
366-U1498A-14R-CC-A,0,18,123.2,123.38,VIA,,,,,,,nannofossil-rich,sand,with ash,nannofossil-rich sand with ash,10YR 4/1 (dark gray),thin bed,consolidated,silt,2,fine sand,4,Very dark siltstone pieces floating in dark matrix of similar material. Appears to have been broken up by drilling. Bedding in siltstone at varying orientations.,well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,14,R,CC,A,
366-U1498A-15R-1-A,0,16,132.9,133.06,VIB,,,,,sharp,sub-horizontal,silty,mudstone,with ultramafic clasts,silty mudstone with ultramafic clasts,10YR 4/1 (dark gray),massive,lithified,clay,1,silt,2,This interval contains numerous silty mudstone with size ranging from granule to pebble. Subdominant oxidized serpentinized ultramafic rocks and manganese nodules.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,15,R,1,A,
366-U1498A-15R-1-A,16,30,133.06,133.2,VIB,,,,curviplanar,sharp,inclined,,siltstone,with mafic clasts,siltstone with mafic clasts,10YR 4/2 (dark grayish brown),medium bed,lithified,fine sand,4,fine sand,4,This interval is composed of two domains: a lithified brown siltstone and unconsolidated dark brown silty mud. The boundaries between the two domains are sharp and sub-horizontal. Ultramafic and mafic clasts.,moderate,,intraclast,,mafic rock (amphibolite?),3,pebble,10,pebble,9,sub-rounded,,,,,,,,,,,,,,,,366,U1498,A,15,R,1,A,
366-U1498A-15R-1-A,30,45,133.2,133.35,VIB,,,,curviplanar,sharp,sub-horizontal,silty,sandstone,with lithic clasts,silty sandstone with lithic clasts,7.5YR 5/3 (brown),,consolidated,fine sand,4,fine sand,4,"Brecciated, brown and green lithic clasts with pebble size.",poor,,intraclast,,lithic,5,granule,8,pebble,9,,,,,,,,,,,,,,,,,366,U1498,A,15,R,1,A,
366-U1498A-15R-1-A,45,70,133.35,133.6,VIB,,,,,,,,sandstone,with lithic clasts,sandstone with lithic clasts,10YR 4/4 (dark yellowish brown),thin lamina,lithified,medium sand,5,coarse sand,6,This sandstone contains dark brown coarse sandstone and brown fine sandstone. The same material of this sandstone is brecciated due to drilling disturbance between 59 and 64 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,15,R,1,A,
366-U1498A-15R-1-A,70,100,133.6,133.9,VIB,,,,,,,,,,,,,,,,,,"MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,15,R,1,A,
366-U1498A-15R-2-A,0,14,133.9,134.04,VIB,,,,curviplanar,sharp,inclined,,pebbly mud,with lithic clasts,pebbly mud with lithic clasts,7.5YR 4/3 (brown),,unconsolidated,clay,1,pebble,9,Soupy drilling disturbance. Dark brown pebble clasts are mudstone.,poor,,,,metabasite,5,pebble,10,pebble,9,sub-rounded,,,,,,,,,,,,,,,,366,U1498,A,15,R,2,A,
366-U1498A-15R-2-A,14,24,134.04,134.14,VIB,,,,curviplanar,sharp,inclined,sandy,siltstone,,sandy siltstone,10YR 4/4 (dark yellowish brown),massive,consolidated,silt,2,fine sand,4,,well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,15,R,2,A,
366-U1498A-15R-2-A,24,41,134.14,134.31,VIB,,,,curviplanar,sharp,inclined,sandy,siltstone,,sandy siltstone,10YR 3/1 (very dark gray),massive,consolidated,silt,2,fine sand,4,Partly disturbed by drilling..,poor,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,15,R,2,A,
366-U1498A-15R-2-A,41,57,134.31,134.47,VIB,,,,,,,sandy,sandstone,with lithic clasts,sandy sandstone with lithic clasts,7.5YR 4/4 (brown),thin bed,unconsolidated,silt,2,fine sand,4,Partly disturbed by drilling.,poor,,intraclast,,mudstone,3,pebble,10,pebble,9,subangular,,,,,,,,,,,,,,,,366,U1498,A,15,R,2,A,
366-U1498A-15R-CC-A,0,8,134.47,134.55,VIB,,,,,,,silty,mud,with lithic clasts,silty mud with lithic clasts,10YR 4/4 (dark yellowish brown),massive,unconsolidated,clay,1,silt,2,Dark brown clasts at the bottom. Some brown round to subround pebbly lithic clasts.,moderate,,intraclast,,mudstone,5,granule,8,pebble,9,sub-rounded,,,,,,,,,,,,,,,,366,U1498,A,15,R,CC,A,
366-U1498A-16R-1-A,0,57,142.7,143.27,VIC,,,,curviplanar,sharp,sub-horizontal,silty to sandy,mudstone,,silty to sandy mudstone,GLEY 1 2.5/10Y (greenish black),,lithified,clay,1,medium sand,5,Fall-in with oxidized ultramafic clasts.,poor,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,16,R,1,A,
366-U1498A-16R-1-A,57,85,143.27,143.55,VIC,,,,,,,silty,mudstone,with lithic clasts,silty mudstone with lithic clasts,7.5YR 3/1 (very dark gray),massive,unconsolidated,clay,1,pebble,9,A large clast at the upper part.,moderate,,,,sandstone,15,pebble,10,pebble,9,sub-rounded,,,,,,,,,,,,,,,,366,U1498,A,16,R,1,A,
366-U1498A-16R-CC-A,0,15,143.55,143.7,VIC,,,,,,,silty,mudstone,,silty mudstone,GLEY 1 4/10Y (dark greenish gray),,lithified,clay,1,very fine sand,3,"drilling disturbed, grinded granule of mud,-silt and very fine sandstone",well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,16,R,CC,A,
366-U1498A-17R-CC-A,0,43,152.4,152.83,VIC,,,,,,,silty,mudstone,,silty mudstone,GLEY 1 4/10Y (dark greenish gray),,lithified,clay,1,very fine sand,3,"drilling disturbed, grinded granule of mud,-silt and very fine sandstone; .",well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,17,R,CC,A,
366-U1498A-18R-1-A,0,63,162.2,162.83,VIC,,,,,,,silty,mudstone,,silty mudstone,GLEY 1 4/10Y (dark greenish gray),,lithified,clay,1,very fine sand,3,"drilling disturbed, grinded granule of mud,-silt and very fine sandstone;",well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,18,R,1,A,
366-U1498A-18R-CC-A,0,13,162.83,162.96,VIC,,,,,,,silty,mudstone,with lithic clasts,silty mudstone with lithic clasts,GLEY 1 4/10Y (dark greenish gray),,lithified,clay,1,very fine sand,3,"drilling disturbed, grinded granule of mud,-silt and very fine sandstone; with ultramafic clasts",well,,,,ultramafic rock,10,pebble,10,pebble,9,sub-rounded,,,,,,,,,,,,,,,,366,U1498,A,18,R,CC,A,
366-U1498A-19R-CC-A,0,15,171.9,172.05,VIC,,,,,,,,sandstone,,sandstone,GLEY 1 4/10Y (dark greenish gray),thin bed,lithified,very fine sand,3,medium sand,5,drilling disturbance,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,19,R,CC,A,
