Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
355-U1457B-5H-1-A,80,112,32.5,32.82,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1457B-5H-1-A,112,122,32.82,32.92,,sandy,silt,,sandy silt,,,dark gray,GLEY 1 4/N (dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1457B-5H-1-A,122,150,32.92,33.2,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,,,,,,,,
355-U1457B-5H-2-A,0,29,33.2,33.49,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/10Y (light greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-5H-2-A,29,42,33.49,33.62,,nannofossil rich,clay,,nannofossil rich clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-5H-2-A,42,150,33.62,34.7,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,gray,GLEY 1 5/10Y (greenish gray),10,clay,1,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,
355-U1457B-5H-3-A,0,80,34.7,35.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,,,clay,1,silt,2,,,gradational,gradational,sub-horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1457B-5H-3-A,80,121,35.5,35.91,,silty,clay,,silty clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,,,,very fine sand,3,fine sand,4,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-5H-3-A,121,150,35.91,36.2,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-5H-4-A,0,19,36.2,36.39,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,sharp,sub-horizontal,thinly bedded,,,,,slight,2,,,,,,
355-U1457B-5H-4-A,19,65,36.39,36.85,,,nannofossil ooze,with clay,nannofossil ooze with clay,,Chondrites,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1457B-5H-4-A,65,123,36.85,37.43,,,nannofossil ooze,,nannofossil ooze,,Chondrites,light gray,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-5H-5-A,0,150,37.43,38.93,,,nannofossil ooze,,nannofossil ooze,,color banding,light green,GLEY 1 7/5GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-5H-6-A,0,18,38.93,39.11,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-5H-6-A,18,34,39.11,39.27,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1457B-5H-6-A,34,82,39.27,39.75,,,nannofossil ooze,,nannofossil ooze,,Chondrites,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,sharp,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,
355-U1457B-5H-6-A,82,130,39.75,40.23,,,nannofossil ooze,with clay,nannofossil ooze with clay,,Chondrites,gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-5H-CC-A,0,15,40.23,40.38,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1457B-6H-1-A,0,87,41.2,42.07,,silty,clay,,silty clay,,,dark gray,GLEY 1 3/N (very dark gray),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,very fine sand,3,fine sand,4,,100,erosive,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1457B-6H-1-A,87,150,42.07,42.7,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark green,GLEY 1 3/10Y (very dark greenish gray),20,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-6H-2-A,0,69,42.7,43.39,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark green,GLEY 1 3/10Y (very dark greenish gray),20,very fine sand,3,fine sand,4,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1457B-6H-2-A,69,150,43.39,44.2,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark green,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-6H-3-A,0,42,44.2,44.62,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark green,GLEY 1 3/10Y (very dark greenish gray),30,very fine sand,3,fine sand,4,,100,erosive,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1457B-6H-3-A,42,150,44.62,45.7,,,nannofossil ooze,,nannofossil ooze,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,silt,2,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,dark gray,GLEY 1 3/10Y (very dark greenish gray),40,clay,1,silt,2,,100,,,,medium bedded,,,,,moderate,3,,,,,,
355-U1457B-6H-4-A,0,18,45.7,45.88,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-6H-4-A,18,36,45.88,46.06,,silty,sand,,silty sand,,,light gray,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-6H-4-A,36,150,46.06,47.2,,,nannofossil ooze,,nannofossil ooze,,Chondrites,light gray,GLEY 1 6/10Y (greenish gray),60,clay,1,silt,2,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,dark gray,GLEY 1 3/10Y (very dark greenish gray),40,clay,1,silt,2,,100,,,,medium bedded,,,,,moderate,3,,,,,,
355-U1457B-6H-5-A,0,39,47.2,47.59,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-6H-5-A,39,99,47.59,48.19,,,calcareous ooze,,calcareous ooze,,,white,GLEY 1 8/10Y (light greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1457B-6H-5-A,99,150,48.19,48.7,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-6H-6-A,0,100,48.7,49.7,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,
355-U1457B-6H-7-A,0,28,49.7,49.98,,silty,sand,,silty sand,,,light gray,GLEY 1 6/10Y (greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-6H-7-A,28,62,49.98,50.32,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-6H-CC-A,0,15,50.32,50.47,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1457B-7H-1-A,0,34,50.7,51.04,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-7H-1-A,34,76,51.04,51.46,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,
355-U1457B-7H-1-A,76,87,51.46,51.57,,silty,sand,,silty sand,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-7H-1-A,87,144,51.57,52.14,,,nannofossil ooze,,nannofossil ooze,,Chondrites,light gray,GLEY 1 6/10Y (greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,,,,thickly bedded,,,,,moderate,3,,,,,,
355-U1457B-7H-1-A,144,150,52.14,52.2,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,
355-U1457B-7H-2-A,0,36,52.2,52.56,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1457B-7H-2-A,36,63,52.56,52.83,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-7H-2-A,63,90,52.83,53.1,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/10Y (light greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-7H-2-A,90,150,53.1,53.7,,,nannofossil ooze,with clay,nannofossil ooze with clay,,Chondrites,light gray,GLEY 1 6/10Y (greenish gray),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 4/10Y (dark greenish gray),20,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-7H-3-A,0,3,53.7,53.73,,silty,sand,,silty sand,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1457B-7H-3-A,3,26,53.73,53.96,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 4/10Y (dark greenish gray),10,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1457B-7H-3-A,26,55,53.96,54.25,,silty,clay,,silty clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1457B-7H-3-A,55,89,54.25,54.59,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,
355-U1457B-7H-3-A,89,150,54.59,55.2,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1457B-7H-4-A,0,49,55.2,55.69,,,nannofossil ooze,with clay,nannofossil ooze with clay,,Chondrites,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,
355-U1457B-7H-4-A,49,150,55.69,56.7,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,
355-U1457B-7H-5-A,0,11,56.7,56.81,,,nannofossil ooze,with clay,nannofossil ooze with clay,,Chondrites,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,moderate,3,,,,,,
355-U1457B-7H-5-A,11,45,56.81,57.15,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,
355-U1457B-7H-5-A,45,56,57.15,57.26,,silty,sand,,silty sand,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-7H-5-A,56,150,57.26,58.2,,nannofossil rich,clay,,nannofossil rich clay,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,
355-U1457B-7H-6-A,0,92,58.2,59.12,,nannofossil rich,clay,,nannofossil rich clay,,Chondrites,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,clayey,sand,,clayey sand,clayey sand,sand,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,fine sand,4,,100,,,,medium bedded,,,,,moderate,3,,,,,,
355-U1457B-7H-CC-A,0,23,59.12,59.35,,silty,clay,,silty clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1457B-8H-1-A,0,3,60.2,60.23,,silty,clay,,silty clay,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1457B-8H-1-A,3,48,60.23,60.68,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1457B-8H-1-A,48,72,60.68,60.92,,,nannofossil ooze,with clay,nannofossil ooze with clay,,Chondrites,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1457B-8H-1-A,72,84,60.92,61.04,,silty,sand,,silty sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,shell fragment,,,,
355-U1457B-8H-1-A,84,150,61.04,61.7,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light gray,GLEY 1 6/10Y (greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,,,,,,,,
355-U1457B-8H-2-A,0,109,61.7,62.79,,,nannofossil ooze,,nannofossil ooze,,Chondrites,light gray,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1457B-8H-2-A,109,130,62.79,63,,silty,sand,with foraminifers,silty sand with foraminifers,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,shell fragment,,,,
355-U1457B-8H-2-A,130,150,63,63.2,,,nannofossil ooze,with clay,nannofossil ooze with clay,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-8H-3-A,0,18,63.2,63.38,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-8H-3-A,18,56,63.38,63.76,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,gradational,gradational,horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1457B-8H-3-A,56,66,63.76,63.86,,silty,sand,with foraminifers,silty sand with foraminifers,,,,,,,,,,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-8H-3-A,66,114,63.86,64.34,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,very fine sand,3,fine sand,4,,100,gradational,gradational,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,
355-U1457B-8H-3-A,114,150,64.34,64.7,,silty,clay,with nannofossils,silty clay with nannofossils,,,,,,,,,,,silty,sand,,silty sand,silty sand,sand,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1457B-8H-4-A,0,20,64.7,64.9,,silty,clay,with nannofossils,silty clay with nannofossils,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-8H-4-A,20,35,64.9,65.05,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,gray,GLEY 1 6/10Y (greenish gray),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-8H-4-A,35,150,65.05,66.2,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-8H-5-A,0,8,66.2,66.28,,silty,clay,,silty clay,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1457B-8H-5-A,8,64,66.28,66.84,,silty,clay,,silty clay,,burrows,gray,GLEY 1 6/10Y (greenish gray),80,clay,1,silt,2,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,,20,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,
355-U1457B-8H-5-A,64,140,66.84,67.6,,silty,clay,,silty clay,,Chondrites,brown,10YR 6/1 (gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,,,,thickly bedded,,,,,slight,2,,,,,,
355-U1457B-8H-6-A,0,13,67.6,67.73,,silty,clay,,silty clay,,,brown,10YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-8H-6-A,13,56,67.73,68.16,,,nannofossil ooze,with clay,nannofossil ooze with clay,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 4/10Y (dark greenish gray),20,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-8H-CC-A,0,35,68.16,68.51,,silty,clay,,silty clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 4/10Y (dark greenish gray),20,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,slight,2,,,,,,
355-U1457B-9H-1-A,0,50,69.7,70.2,,silty,clay,,silty clay,,,brown,10YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1457B-9H-1-A,50,150,70.2,71.2,,silty,clay,,silty clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,gray,GLEY 1 6/10Y (greenish gray),10,very fine sand,3,fine sand,4,,100,,,,thickly bedded,,,,,slight,2,pyrite,,,,,
355-U1457B-9H-2-A,0,31,71.2,71.51,,silty,clay,with nannofossils,silty clay with nannofossils,,burrows,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1457B-9H-2-A,31,98,71.51,72.18,,silty,clay,with nannofossils,silty clay with nannofossils,,burrows,dark green,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,fine sand,4,,100,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,,,,,,
355-U1457B-9H-2-A,98,150,72.18,72.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,
355-U1457B-9H-3-A,0,51,72.7,73.21,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1457B-9H-3-A,51,150,73.21,74.2,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,
355-U1457B-9H-4-A,0,150,74.2,75.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,
355-U1457B-9H-5-A,0,150,75.7,77.2,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,
