Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Extra Sample ID Data
320-U1335A-6H-1-A,320,U1335,A,6,6-1,H,1,A,0,150,46.9,48.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-6H-2-A,320,U1335,A,6,6-2,H,2,A,0,150,48.4,49.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-6H-3-A,320,U1335,A,6,6-3,H,3,A,0,150,49.9,51.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-6H-4-A,320,U1335,A,6,6-4,H,4,A,0,150,51.4,52.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-6H-5-A,320,U1335,A,6,6-5,H,5,A,0,150,52.9,54.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-6H-6-A,320,U1335,A,6,6-6,H,6,A,0,9,54.4,54.49,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-6H-6-A,320,U1335,A,6,6-6,H,6,A,9,150,54.49,55.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with radiolarians,Diatom nannofossil ooze with radiolarians,20,soft,10YR 7/3,,,
320-U1335A-6H-6-A,320,U1335,A,6,6-6,H,6,A,9,150,54.49,55.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,80,soft,2.5Y 8/2,,,
320-U1335A-6H-7-A,320,U1335,A,6,6-7,H,7,A,0,38,55.9,56.28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with radiolarians,Diatom nannofossil ooze with radiolarians,20,soft,10YR 7/3,,,
320-U1335A-6H-7-A,320,U1335,A,6,6-7,H,7,A,0,38,55.9,56.28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,80,soft,2.5Y 8/2,,,
320-U1335A-6H-CC-A,320,U1335,A,6,6-CC,H,CC,A,0,17,56.28,56.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with radiolarians,Diatom nannofossil ooze with radiolarians,20,soft,10YR 7/3,,,
320-U1335A-6H-CC-A,320,U1335,A,6,6-CC,H,CC,A,0,17,56.28,56.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,80,soft,2.5Y 8/2,,,
320-U1335A-7H-1-A,320,U1335,A,7,7-1,H,1,A,0,18,56.4,56.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,100,soft,2.5Y 8/2,,,
320-U1335A-7H-1-A,320,U1335,A,7,7-1,H,1,A,18,41,56.58,56.81,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian diatom,with clay and nannofossils,Radiolarian diatom ooze with clay and nannofossils,100,soft,10YR 7/4,,,
320-U1335A-7H-1-A,320,U1335,A,7,7-1,H,1,A,41,50,56.81,56.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,100,soft,2.5Y 8/2,,,
320-U1335A-7H-1-A,320,U1335,A,7,7-1,H,1,A,50,150,56.9,57.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,50,soft,10YR 8/2,,,
320-U1335A-7H-1-A,320,U1335,A,7,7-1,H,1,A,50,150,56.9,57.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian diatom,with clay and nannofossils,Radiolarian diatom ooze with clay and nannofossils,50,soft,10YR 7/2,,,
320-U1335A-7H-2-A,320,U1335,A,7,7-2,H,2,A,0,46,57.9,58.36,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,50,soft,10YR 8/2,,,
320-U1335A-7H-2-A,320,U1335,A,7,7-2,H,2,A,0,46,57.9,58.36,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian diatom,with clay and nannofossils,Radiolarian diatom ooze with clay and nannofossils,50,soft,10YR 7/2,,,
320-U1335A-7H-2-A,320,U1335,A,7,7-2,H,2,A,46,150,58.36,59.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with diatoms,Clayey radiolarian ooze with diatoms,50,soft,10YR 3/2,,,
320-U1335A-7H-2-A,320,U1335,A,7,7-2,H,2,A,46,150,58.36,59.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,50,soft,2.5Y 5/2,,,
320-U1335A-7H-3-A,320,U1335,A,7,7-3,H,3,A,0,150,59.4,60.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with diatoms,Clayey radiolarian ooze with diatoms,50,soft,10YR 3/2,,,
320-U1335A-7H-3-A,320,U1335,A,7,7-3,H,3,A,0,150,59.4,60.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,50,soft,2.5Y 5/2,,,
320-U1335A-7H-4-A,320,U1335,A,7,7-4,H,4,A,0,75,60.9,61.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with diatoms,Clayey radiolarian ooze with diatoms,50,soft,10YR 3/2,,,
320-U1335A-7H-4-A,320,U1335,A,7,7-4,H,4,A,0,75,60.9,61.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,50,soft,2.5Y 5/2,,,
320-U1335A-7H-4-A,320,U1335,A,7,7-4,H,4,A,75,150,61.65,62.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossil and diatoms,Clayey radiolarian ooze with nannofossil and diatoms,60,soft,10YR 7/2,,,
320-U1335A-7H-4-A,320,U1335,A,7,7-4,H,4,A,75,150,61.65,62.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,40,soft,2.5Y 6/2,,,
320-U1335A-7H-5-A,320,U1335,A,7,7-5,H,5,A,0,150,62.4,63.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossil and diatoms,Clayey radiolarian ooze with nannofossil and diatoms,60,soft,10YR 7/2,,,
320-U1335A-7H-5-A,320,U1335,A,7,7-5,H,5,A,0,150,62.4,63.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,40,soft,2.5Y 6/2,,,
320-U1335A-7H-6-A,320,U1335,A,7,7-6,H,6,A,0,44,63.9,64.34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossil and diatoms,Clayey radiolarian ooze with nannofossil and diatoms,60,soft,10YR 7/2,,,
320-U1335A-7H-6-A,320,U1335,A,7,7-6,H,6,A,0,44,63.9,64.34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,40,soft,2.5Y 6/2,,,
320-U1335A-7H-6-A,320,U1335,A,7,7-6,H,6,A,44,150,64.34,65.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 6/2,,,
320-U1335A-7H-6-A,320,U1335,A,7,7-6,H,6,A,44,150,64.34,65.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 7/2,,,
320-U1335A-7H-7-A,320,U1335,A,7,7-7,H,7,A,0,62,65.4,66.02,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 6/2,,,
320-U1335A-7H-7-A,320,U1335,A,7,7-7,H,7,A,0,62,65.4,66.02,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 7/2,,,
320-U1335A-7H-CC-A,320,U1335,A,7,7-CC,H,CC,A,0,20,66.02,66.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 6/2,,,
320-U1335A-7H-CC-A,320,U1335,A,7,7-CC,H,CC,A,0,20,66.02,66.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 7/2,,,
320-U1335A-8H-1-A,320,U1335,A,8,8-1,H,1,A,0,138,65.9,67.28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,2.5Y 8/2,,,
320-U1335A-8H-1-A,320,U1335,A,8,8-1,H,1,A,138,150,67.28,67.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-8H-2-A,320,U1335,A,8,8-2,H,2,A,0,150,67.4,68.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-8H-3-A,320,U1335,A,8,8-3,H,3,A,0,150,68.9,70.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-8H-4-A,320,U1335,A,8,8-4,H,4,A,0,150,70.4,71.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-8H-5-A,320,U1335,A,8,8-5,H,5,A,0,150,71.9,73.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,100,soft,10Y 8/1,,,
320-U1335A-8H-6-A,320,U1335,A,8,8-6,H,6,A,0,150,73.4,74.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-8H-7-A,320,U1335,A,8,8-7,H,7,A,0,74,74.9,75.64,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-8H-CC-A,320,U1335,A,8,8-CC,H,CC,A,0,21,75.64,75.85,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-9H-1-A,320,U1335,A,9,9-1,H,1,A,0,150,75.4,76.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10GY 8/1,,,
320-U1335A-9H-1-A,320,U1335,A,9,9-1,H,1,A,0,150,75.4,76.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-9H-2-A,320,U1335,A,9,9-2,H,2,A,0,150,76.9,78.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10GY 8/1,,,
320-U1335A-9H-2-A,320,U1335,A,9,9-2,H,2,A,0,150,76.9,78.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-9H-3-A,320,U1335,A,9,9-3,H,3,A,0,150,78.4,79.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10GY 8/1,,,
320-U1335A-9H-3-A,320,U1335,A,9,9-3,H,3,A,0,150,78.4,79.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-9H-4-A,320,U1335,A,9,9-4,H,4,A,0,150,79.9,81.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10GY 8/1,,,
320-U1335A-9H-4-A,320,U1335,A,9,9-4,H,4,A,0,150,79.9,81.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-9H-5-A,320,U1335,A,9,9-5,H,5,A,0,150,81.4,82.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10GY 8/1,,,
320-U1335A-9H-5-A,320,U1335,A,9,9-5,H,5,A,0,150,81.4,82.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-9H-6-A,320,U1335,A,9,9-6,H,6,A,0,150,82.9,84.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10GY 8/1,,,
320-U1335A-9H-6-A,320,U1335,A,9,9-6,H,6,A,0,150,82.9,84.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-9H-7-A,320,U1335,A,9,9-7,H,7,A,0,48,84.4,84.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10GY 8/1,,,
320-U1335A-9H-7-A,320,U1335,A,9,9-7,H,7,A,0,48,84.4,84.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-9H-CC-A,320,U1335,A,9,9-CC,H,CC,A,0,14,84.88,85.02,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10GY 8/1,,,
320-U1335A-9H-CC-A,320,U1335,A,9,9-CC,H,CC,A,0,14,84.88,85.02,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-10H-1-A,320,U1335,A,10,10-1,H,1,A,0,150,84.9,86.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10GY 8/1,,,
320-U1335A-10H-1-A,320,U1335,A,10,10-1,H,1,A,0,150,84.9,86.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,Pumice (0.5 cm) in 33-34 cm in section 6,,
320-U1335A-10H-2-A,320,U1335,A,10,10-2,H,2,A,0,150,86.4,87.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10GY 8/1,,,
320-U1335A-10H-2-A,320,U1335,A,10,10-2,H,2,A,0,150,86.4,87.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,Pumice (0.5 cm) in 33-34 cm in section 6,,
320-U1335A-10H-3-A,320,U1335,A,10,10-3,H,3,A,0,150,87.9,89.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10GY 8/1,,,
320-U1335A-10H-3-A,320,U1335,A,10,10-3,H,3,A,0,150,87.9,89.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,Pumice (0.5 cm) in 33-34 cm in section 6,,
320-U1335A-10H-4-A,320,U1335,A,10,10-4,H,4,A,0,36,89.4,89.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10GY 8/1,,,
320-U1335A-10H-4-A,320,U1335,A,10,10-4,H,4,A,0,36,89.4,89.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,Pumice (0.5 cm) in 33-34 cm in section 6,,
320-U1335A-10H-4-A,320,U1335,A,10,10-4,H,4,A,36,57,89.76,89.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,N 8,"Very soft/soupy, color grades down to N 7at base",,
320-U1335A-10H-4-A,320,U1335,A,10,10-4,H,4,A,57,150,89.97,90.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10GY 8/1,,,
320-U1335A-10H-4-A,320,U1335,A,10,10-4,H,4,A,57,150,89.97,90.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,Pumice (0.5 cm) in 33-34 cm in section 6,,
320-U1335A-10H-5-A,320,U1335,A,10,10-5,H,5,A,0,150,90.9,92.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10GY 8/1,,,
320-U1335A-10H-5-A,320,U1335,A,10,10-5,H,5,A,0,150,90.9,92.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,Pumice (0.5 cm) in 33-34 cm in section 6,,
320-U1335A-10H-6-A,320,U1335,A,10,10-6,H,6,A,0,150,92.4,93.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10GY 8/1,,,
320-U1335A-10H-6-A,320,U1335,A,10,10-6,H,6,A,0,150,92.4,93.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,Pumice (0.5 cm) in 33-34 cm in section 6,,
320-U1335A-10H-7-A,320,U1335,A,10,10-7,H,7,A,0,86,93.9,94.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10GY 8/1,,,
320-U1335A-10H-7-A,320,U1335,A,10,10-7,H,7,A,0,86,93.9,94.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,Pumice (0.5 cm) in 33-34 cm in section 6,,
320-U1335A-10H-CC-A,320,U1335,A,10,10-CC,H,CC,A,0,18,94.76,94.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10GY 8/1,,,
320-U1335A-10H-CC-A,320,U1335,A,10,10-CC,H,CC,A,0,18,94.76,94.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,Pumice (0.5 cm) in 33-34 cm in section 6,,
320-U1335A-11H-1-A,320,U1335,A,11,11-1,H,1,A,0,150,94.4,95.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,N 8,,,
320-U1335A-11H-1-A,320,U1335,A,11,11-1,H,1,A,0,150,94.4,95.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10GY 8/1,,,
320-U1335A-11H-2-A,320,U1335,A,11,11-2,H,2,A,0,150,95.9,97.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,N 8,,,
320-U1335A-11H-2-A,320,U1335,A,11,11-2,H,2,A,0,150,95.9,97.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10GY 8/1,,,
320-U1335A-11H-3-A,320,U1335,A,11,11-3,H,3,A,0,150,97.4,98.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,N 8,,,
320-U1335A-11H-3-A,320,U1335,A,11,11-3,H,3,A,0,150,97.4,98.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10GY 8/1,,,
320-U1335A-11H-4-A,320,U1335,A,11,11-4,H,4,A,0,150,98.9,100.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,N 8,,,
320-U1335A-11H-4-A,320,U1335,A,11,11-4,H,4,A,0,150,98.9,100.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10GY 8/1,,,
320-U1335A-11H-5-A,320,U1335,A,11,11-5,H,5,A,0,150,100.4,101.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,N 8,,,
320-U1335A-11H-5-A,320,U1335,A,11,11-5,H,5,A,0,150,100.4,101.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10GY 8/1,,,
320-U1335A-11H-6-A,320,U1335,A,11,11-6,H,6,A,0,150,101.9,103.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,N 8,,,
320-U1335A-11H-6-A,320,U1335,A,11,11-6,H,6,A,0,150,101.9,103.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10GY 8/1,,,
320-U1335A-11H-7-A,320,U1335,A,11,11-7,H,7,A,0,42,103.4,103.82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,N 8,,,
320-U1335A-11H-7-A,320,U1335,A,11,11-7,H,7,A,0,42,103.4,103.82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10GY 8/1,,,
320-U1335A-11H-CC-A,320,U1335,A,11,11-CC,H,CC,A,0,37,103.82,104.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,N 8,,,
320-U1335A-11H-CC-A,320,U1335,A,11,11-CC,H,CC,A,0,37,103.82,104.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10GY 8/1,,,
320-U1335A-12H-1-A,320,U1335,A,12,12-1,H,1,A,0,150,103.9,105.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-12H-2-A,320,U1335,A,12,12-2,H,2,A,0,150,105.4,106.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-12H-3-A,320,U1335,A,12,12-3,H,3,A,0,150,106.9,108.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-12H-4-A,320,U1335,A,12,12-4,H,4,A,0,150,108.4,109.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-12H-5-A,320,U1335,A,12,12-5,H,5,A,0,150,109.9,111.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-12H-6-A,320,U1335,A,12,12-6,H,6,A,0,69,111.4,112.09,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-12H-6-A,320,U1335,A,12,12-6,H,6,A,69,135,112.09,112.75,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,N 8,"Very soft/soupy, color grades down to N 7at base, containing trace amount of angular volcanic glasses and plagioclase.",,
320-U1335A-12H-6-A,320,U1335,A,12,12-6,H,6,A,135,150,112.75,112.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-12H-7-A,320,U1335,A,12,12-7,H,7,A,0,67,112.9,113.57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-12H-CC-A,320,U1335,A,12,12-CC,H,CC,A,0,24,113.66,113.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-13H-1-A,320,U1335,A,13,13-1,H,1,A,0,150,113.4,114.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5G 8/1,,,
320-U1335A-13H-1-A,320,U1335,A,13,13-1,H,1,A,0,150,113.4,114.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-13H-2-A,320,U1335,A,13,13-2,H,2,A,0,150,114.9,116.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5G 8/1,,,
320-U1335A-13H-2-A,320,U1335,A,13,13-2,H,2,A,0,150,114.9,116.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-13H-3-A,320,U1335,A,13,13-3,H,3,A,0,150,116.4,117.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5G 8/1,,,
320-U1335A-13H-3-A,320,U1335,A,13,13-3,H,3,A,0,150,116.4,117.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-13H-4-A,320,U1335,A,13,13-4,H,4,A,0,150,117.9,119.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5G 8/1,,,
320-U1335A-13H-4-A,320,U1335,A,13,13-4,H,4,A,0,150,117.9,119.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-13H-5-A,320,U1335,A,13,13-5,H,5,A,0,150,119.4,120.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5G 8/1,,,
320-U1335A-13H-5-A,320,U1335,A,13,13-5,H,5,A,0,150,119.4,120.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-13H-6-A,320,U1335,A,13,13-6,H,6,A,0,150,120.9,122.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5G 8/1,,,
320-U1335A-13H-6-A,320,U1335,A,13,13-6,H,6,A,0,150,120.9,122.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-13H-7-A,320,U1335,A,13,13-7,H,7,A,0,67,122.4,123.07,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5G 8/1,,,
