Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Extra Sample ID Data
320-U1335A-32H-4-A,320,U1335,A,32,32-4,H,4,A,0,79,298.4,299.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-32H-4-A,320,U1335,A,32,32-4,H,4,A,79,150,299.19,299.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-32H-5-A,320,U1335,A,32,32-5,H,5,A,0,91,299.9,300.81,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-32H-5-A,320,U1335,A,32,32-5,H,5,A,91,150,300.81,301.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-32H-6-A,320,U1335,A,32,32-6,H,6,A,0,150,301.4,302.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-32H-7-A,320,U1335,A,32,32-7,H,7,A,0,70,302.9,303.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-32H-CC-A,320,U1335,A,32,32-CC,H,CC,A,0,10,303.6,303.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-33H-1-A,320,U1335,A,33,33-1,H,1,A,0,150,303.4,304.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-33H-2-A,320,U1335,A,33,33-2,H,2,A,0,150,304.9,306.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-33H-3-A,320,U1335,A,33,33-3,H,3,A,0,1,306.4,306.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-33H-3-A,320,U1335,A,33,33-3,H,3,A,1,3,306.41,306.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,10Y 8/1,,,
320-U1335A-33H-3-A,320,U1335,A,33,33-3,H,3,A,3,150,306.43,307.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-33H-4-A,320,U1335,A,33,33-4,H,4,A,0,150,307.9,309.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-33H-5-A,320,U1335,A,33,33-5,H,5,A,0,150,309.4,310.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-33H-6-A,320,U1335,A,33,33-6,H,6,A,0,150,310.9,312.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-33H-7-A,320,U1335,A,33,33-7,H,7,A,0,88,312.4,313.28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-33H-CC-A,320,U1335,A,33,33-CC,H,CC,A,0,20,313.28,313.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-34H-1-A,320,U1335,A,34,34-1,H,1,A,0,100,312.9,313.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-34H-2-A,320,U1335,A,34,34-2,H,2,A,0,60,313.9,314.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-34H-3-A,320,U1335,A,34,34-3,H,3,A,0,150,314.5,316,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-34H-4-A,320,U1335,A,34,34-4,H,4,A,0,150,316,317.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-34H-5-A,320,U1335,A,34,34-5,H,5,A,0,150,317.5,319,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-34H-6-A,320,U1335,A,34,34-6,H,6,A,0,150,319,320.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-34H-7-A,320,U1335,A,34,34-7,H,7,A,0,150,320.5,322,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-34H-8-A,320,U1335,A,34,34-8,H,8,A,0,72,322,322.72,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-34H-CC-A,320,U1335,A,34,34-CC,H,CC,A,0,28,322.72,323,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-35H-1-A,320,U1335,A,35,35-1,H,1,A,0,150,322.4,323.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-35H-2-A,320,U1335,A,35,35-2,H,2,A,0,150,323.9,325.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-35H-3-A,320,U1335,A,35,35-3,H,3,A,0,150,325.4,326.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-35H-4-A,320,U1335,A,35,35-4,H,4,A,0,150,326.9,328.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-35H-5-A,320,U1335,A,35,35-5,H,5,A,0,92,328.4,329.32,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-35H-5-A,320,U1335,A,35,35-5,H,5,A,92,150,329.32,329.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,10Y 8/1,N 4 at base,,
320-U1335A-35H-6-A,320,U1335,A,35,35-6,H,6,A,0,81,329.9,330.71,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,10Y 8/1,N 4 at base,,
320-U1335A-35H-6-A,320,U1335,A,35,35-6,H,6,A,81,150,330.71,331.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-35H-7-A,320,U1335,A,35,35-7,H,7,A,0,88,331.4,332.28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-35H-CC-A,320,U1335,A,35,35-CC,H,CC,A,0,30,332.28,332.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-36H-1-A,320,U1335,A,36,36-1,H,1,A,0,150,331.9,333.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-36H-2-A,320,U1335,A,36,36-2,H,2,A,0,150,333.4,334.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-36H-3-A,320,U1335,A,36,36-3,H,3,A,0,150,334.9,336.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-36H-4-A,320,U1335,A,36,36-4,H,4,A,0,150,336.4,337.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-36H-5-A,320,U1335,A,36,36-5,H,5,A,0,150,337.9,339.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-36H-6-A,320,U1335,A,36,36-6,H,6,A,0,150,339.4,340.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-36H-7-A,320,U1335,A,36,36-7,H,7,A,0,64,340.9,341.54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-36H-CC-A,320,U1335,A,36,36-CC,H,CC,A,0,26,341.54,341.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,,
320-U1335A-37X-1-A,320,U1335,A,37,37-1,X,1,A,0,150,341.4,342.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-37X-2-A,320,U1335,A,37,37-2,X,2,A,0,150,342.9,344.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-37X-3-A,320,U1335,A,37,37-3,X,3,A,0,150,344.4,345.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-37X-4-A,320,U1335,A,37,37-4,X,4,A,0,150,345.9,347.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-37X-5-A,320,U1335,A,37,37-5,X,5,A,0,150,347.4,348.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-37X-6-A,320,U1335,A,37,37-6,X,6,A,0,84,348.9,349.74,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-37X-CC-A,320,U1335,A,37,37-CC,X,CC,A,0,28,349.74,350.02,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-38X-1-A,320,U1335,A,38,38-1,X,1,A,0,150,351.1,352.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,Basalt fragment (2 cm-thick) at 135 cm in section 5,,
320-U1335A-38X-2-A,320,U1335,A,38,38-2,X,2,A,0,150,352.6,354.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,Basalt fragment (2 cm-thick) at 135 cm in section 5,,
320-U1335A-38X-3-A,320,U1335,A,38,38-3,X,3,A,0,150,354.1,355.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,Basalt fragment (2 cm-thick) at 135 cm in section 5,,
320-U1335A-38X-4-A,320,U1335,A,38,38-4,X,4,A,0,150,355.6,357.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,Basalt fragment (2 cm-thick) at 135 cm in section 5,,
320-U1335A-38X-5-A,320,U1335,A,38,38-5,X,5,A,0,150,357.1,358.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,Basalt fragment (2 cm-thick) at 135 cm in section 5,,
320-U1335A-38X-6-A,320,U1335,A,38,38-6,X,6,A,0,43,358.6,359.03,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,Basalt fragment (2 cm-thick) at 135 cm in section 5,,
320-U1335A-38X-CC-A,320,U1335,A,38,38-CC,X,CC,A,0,10,359.03,359.13,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,Basalt fragment (2 cm-thick) at 135 cm in section 5,,
320-U1335A-39X-1-A,320,U1335,A,39,39-1,X,1,A,0,150,360.7,362.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-39X-2-A,320,U1335,A,39,39-2,X,2,A,0,150,362.2,363.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-39X-3-A,320,U1335,A,39,39-3,X,3,A,0,150,363.7,365.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-39X-4-A,320,U1335,A,39,39-4,X,4,A,0,150,365.2,366.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-39X-5-A,320,U1335,A,39,39-5,X,5,A,0,150,366.7,368.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-39X-6-A,320,U1335,A,39,39-6,X,6,A,0,96,368.2,369.16,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-39X-CC-A,320,U1335,A,39,39-CC,X,CC,A,0,22,369.16,369.38,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-40X-1-A,320,U1335,A,40,40-1,X,1,A,0,136,370.2,371.56,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,N 8,,,
320-U1335A-40X-1-A,320,U1335,A,40,40-1,X,1,A,136,150,371.56,371.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/1,,,
320-U1335A-40X-2-A,320,U1335,A,40,40-2,X,2,A,0,150,371.7,373.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/1,,,
320-U1335A-40X-3-A,320,U1335,A,40,40-3,X,3,A,0,150,373.2,374.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/1,,,
320-U1335A-40X-4-A,320,U1335,A,40,40-4,X,4,A,0,110,374.7,375.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/1,,,
320-U1335A-40X-5-A,320,U1335,A,40,40-5,X,5,A,0,49,375.8,376.29,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/1,,,
320-U1335A-40X-CC-A,320,U1335,A,40,40-CC,X,CC,A,0,32,376.29,376.61,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/1,,,
320-U1335A-41X-1-A,320,U1335,A,41,41-1,X,1,A,0,150,379.7,381.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/1,,,
320-U1335A-41X-1-A,320,U1335,A,41,41-1,X,1,A,0,150,379.7,381.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/2,,,
320-U1335A-41X-2-A,320,U1335,A,41,41-2,X,2,A,0,150,381.2,382.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/1,,,
320-U1335A-41X-2-A,320,U1335,A,41,41-2,X,2,A,0,150,381.2,382.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/2,,,
320-U1335A-41X-3-A,320,U1335,A,41,41-3,X,3,A,0,150,382.7,384.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/1,,,
320-U1335A-41X-3-A,320,U1335,A,41,41-3,X,3,A,0,150,382.7,384.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/2,,,
320-U1335A-41X-4-A,320,U1335,A,41,41-4,X,4,A,0,150,384.2,385.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/1,,,
320-U1335A-41X-4-A,320,U1335,A,41,41-4,X,4,A,0,150,384.2,385.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/2,,,
320-U1335A-41X-5-A,320,U1335,A,41,41-5,X,5,A,0,110,385.7,386.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/1,,,
320-U1335A-41X-5-A,320,U1335,A,41,41-5,X,5,A,0,110,385.7,386.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/2,,,
320-U1335A-41X-6-A,320,U1335,A,41,41-6,X,6,A,0,44,386.8,387.24,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/1,,,
320-U1335A-41X-6-A,320,U1335,A,41,41-6,X,6,A,0,44,386.8,387.24,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/2,,,
320-U1335A-41X-CC-A,320,U1335,A,41,41-CC,X,CC,A,0,36,387.24,387.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/1,,,
320-U1335A-41X-CC-A,320,U1335,A,41,41-CC,X,CC,A,0,36,387.24,387.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,2.5Y 8/2,,,
320-U1335A-42X-1-A,320,U1335,A,42,42-1,X,1,A,0,150,389.2,390.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/2,,,
320-U1335A-42X-2-A,320,U1335,A,42,42-2,X,2,A,0,150,390.7,392.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/2,,,
320-U1335A-42X-3-A,320,U1335,A,42,42-3,X,3,A,0,150,392.2,393.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/2,,,
320-U1335A-42X-4-A,320,U1335,A,42,42-4,X,4,A,0,150,393.7,395.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/2,,,
320-U1335A-42X-5-A,320,U1335,A,42,42-5,X,5,A,0,74,395.2,395.94,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/2,,,
320-U1335A-42X-CC-A,320,U1335,A,42,42-CC,X,CC,A,0,33,395.94,396.27,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/2,,,
320-U1335A-43X-1-A,320,U1335,A,43,43-1,X,1,A,0,150,398.8,400.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-43X-2-A,320,U1335,A,43,43-2,X,2,A,0,150,400.3,401.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-43X-3-A,320,U1335,A,43,43-3,X,3,A,0,150,401.8,403.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-43X-4-A,320,U1335,A,43,43-4,X,4,A,0,150,403.3,404.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-43X-5-A,320,U1335,A,43,43-5,X,5,A,0,144,404.8,406.24,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-43X-5-A,320,U1335,A,43,43-5,X,5,A,0,150,404.8,406.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-43X-6-A,320,U1335,A,43,43-6,X,6,A,0,130,406.3,407.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-43X-7-A,320,U1335,A,43,43-7,X,7,A,0,50,407.6,408.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-43X-CC-A,320,U1335,A,43,43-CC,X,CC,A,0,8,408.1,408.18,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-44X-1-A,320,U1335,A,44,44-1,X,1,A,0,150,408.4,409.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-44X-2-A,320,U1335,A,44,44-2,X,2,A,0,91,409.9,410.81,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-44X-2-A,320,U1335,A,44,44-2,X,2,A,91,100,410.81,410.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 7/3,with basalt  fragments,,
320-U1335A-44X-2-A,320,U1335,A,44,44-2,X,2,A,100,150,410.9,411.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-44X-3-A,320,U1335,A,44,44-3,X,3,A,0,150,411.4,412.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-44X-4-A,320,U1335,A,44,44-4,X,4,A,0,92,412.9,413.82,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-44X-4-A,320,U1335,A,44,44-4,X,4,A,92,102,413.82,413.92,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 7/3,with basalt  fragments,,
320-U1335A-44X-4-A,320,U1335,A,44,44-4,X,4,A,102,150,413.92,414.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-44X-5-A,320,U1335,A,44,44-5,X,5,A,0,129,414.4,415.69,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-44X-5-A,320,U1335,A,44,44-5,X,5,A,129,142,415.69,415.82,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 7/3,with basalt fragments,,
320-U1335A-44X-5-A,320,U1335,A,44,44-5,X,5,A,142,144,415.82,415.84,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 8/3,,,
320-U1335A-44X-5-A,320,U1335,A,44,44-5,X,5,A,144,150,415.84,415.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,101,firm,10YR 7/3 ,,,
320-U1335A-44X-6-A,320,U1335,A,44,44-6,X,6,A,0,7,415.9,415.97,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,101,firm,10YR 7/3 ,,,
320-U1335A-44X-6-A,320,U1335,A,44,44-6,X,6,A,7,19,415.97,416.09,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 7/3,with basalt fragments,,
320-U1335A-44X-6-A,320,U1335,A,44,44-6,X,6,A,19,130,416.09,417.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3 ,,,
320-U1335A-44X-7-A,320,U1335,A,44,44-7,X,7,A,0,41,417.2,417.61,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3 ,,,
320-U1335A-44X-CC-A,320,U1335,A,44,44-CC,X,CC,A,0,17,417.61,417.78,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3 ,,,
320-U1335A-45X-1-A,320,U1335,A,45,45-1,X,1,A,0,150,418.1,419.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 7/2,,,
320-U1335A-45X-2-A,320,U1335,A,45,45-2,X,2,A,0,33,419.6,419.93,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 7/2,,,
320-U1335A-45X-CC-A,320,U1335,A,45,45-CC,X,CC,A,0,15,419.93,420.08,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,2.5Y 7/2,,,
