Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513B-8H-4-A,0,150,67.51,69.01,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,8,H,4,A
369-U1513B-8H-5-A,0,150,69.01,70.51,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,8,H,5,A
369-U1513B-8H-6-A,0,91,70.51,71.42,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,8,H,6,A
369-U1513B-8H-7-A,0,72,71.42,72.14,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,8,H,7,A
369-U1513B-8H-CC-A,0,13,72.14,72.27,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,8,H,CC,A
369-U1513B-9F-1-A,0,150,72.3,73.8,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,9,F,1,A
369-U1513B-9F-2-A,0,86,73.8,74.66,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,9,F,2,A
369-U1513B-9F-3-A,0,133,74.66,75.99,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,nodule,chert,,,Cherts are present between 40 and 58 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,9,F,3,A
369-U1513B-9F-4-A,0,77,75.99,76.76,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,nodule,chert,,,Cherts are present between 71 and 76 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,9,F,4,A
369-U1513B-9F-CC-A,0,23,76.76,76.99,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,9,F,CC,A
369-U1513B-10F-1-A,0,150,77.0,78.5,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,nodule,chert,,,Cherts are present between 98 and 105 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,10,F,1,A
369-U1513B-10F-2-A,0,123,78.5,79.73,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,10,F,2,A
369-U1513B-10F-CC-A,0,8,79.73,79.81,II,,,,,,,,,,,,,,,,,,,,,,Interval void,,,,,,,,,,,,,,,369,U1513,B,10,F,CC,A
369-U1513B-11F-1-A,0,150,79.8,81.3,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,11,F,1,A
369-U1513B-11F-2-A,0,150,81.3,82.8,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,nodule,carbonate,,,Nodule of siliicified limestone is present at 96 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,11,F,2,A
369-U1513B-11F-3-A,0,101,82.8,83.81,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,11,F,3,A
369-U1513B-11F-4-A,0,66,83.81,84.47,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,nodule,chert,,,Cherts are present at 3 and 40 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,11,F,4,A
369-U1513B-11F-CC-A,0,27,84.47,84.74,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,11,F,CC,A
369-U1513B-12F-1-A,0,150,84.5,86.0,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,nodule,carbonate,,,Nodules of silicified limestone are present at 12 to 19 and 30 to 35 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,12,F,1,A
369-U1513B-12F-2-A,0,150,86.0,87.5,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,nodule,chert,,,Cherts are present between 57 and 61 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,12,F,2,A
369-U1513B-12F-3-A,0,101,87.5,88.51,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,12,F,3,A
369-U1513B-12F-4-A,0,66,88.51,89.17,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,12,F,4,A
369-U1513B-12F-CC-A,0,13,89.17,89.3,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,12,F,CC,A
369-U1513B-13F-1-A,0,150,89.2,90.7,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,13,F,1,A
369-U1513B-13F-2-A,0,150,90.7,92.2,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,13,F,2,A
369-U1513B-13F-3-A,0,101,92.2,93.21,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,13,F,3,A
369-U1513B-13F-4-A,0,70,93.21,93.91,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,13,F,4,A
369-U1513B-13F-CC-A,0,19,93.91,94.1,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,13,F,CC,A
369-U1513B-14F-1-A,0,17,93.9,94.07,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,14,F,1,A
369-U1513B-14F-1-A,17,39,94.07,94.29,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 8/N (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,silicified limestone,limestone,,,,369,U1513,B,14,F,1,A
369-U1513B-14F-1-A,39,150,94.29,95.4,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,14,F,1,A
369-U1513B-14F-2-A,0,150,95.4,96.9,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,14,F,2,A
369-U1513B-14F-3-A,0,118,96.9,98.08,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,shell fragment,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,14,F,3,A
369-U1513B-14F-3-A,118,144,98.08,98.34,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 7/2 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,14,F,3,A
369-U1513B-14F-CC-A,0,18,98.34,98.52,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 7/2 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,14,F,CC,A
