Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
354-U1449A-15F-2-A,70,113,76.6,77.03,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,gradational,horizontal,,,,,,,,,,fine sand,,,,354,U1449,A,15,F,2,A,,,,
354-U1449A-15F-2-A,113,119,77.03,77.09,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,horizontal,,,,,,,,,,,,,,354,U1449,A,15,F,2,A,,,,
354-U1449A-15F-2-A,119,150,77.09,77.4,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,,,,,,,fine sand,,,,354,U1449,A,15,F,2,A,,,,
354-U1449A-15F-3-A,0,111,77.4,78.51,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,,,,,,,fine sand,,,,354,U1449,A,15,F,3,A,,,,
354-U1449A-16F-1-A,0,150,78.6,80.1,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,gray,,,,,,,,,,,,fine sand,,,,354,U1449,A,16,F,1,A,,,,
354-U1449A-16F-2-A,0,149,80.1,81.59,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,gray,,,,,,,,,,,,fine sand,,,,354,U1449,A,16,F,2,A,,,,
354-U1449A-16F-3-A,0,107,81.59,82.66,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,gray,,,,,,,,,,,,fine sand,,,,354,U1449,A,16,F,3,A,,,,
354-U1449A-16F-4-A,0,51,82.66,83.17,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,gray,,,,,,,,,,,,fine sand,,,,354,U1449,A,16,F,4,A,,,,
354-U1449A-16F-CC-A,0,18,83.17,83.35,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,gray,,,,,,,,,,,,fine sand,,,,354,U1449,A,16,F,CC,A,,,,
354-U1449A-17F-1-A,0,26,83.3,83.56,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,dark gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,patch or bleb,silty bleb @ 16 cm,,,,,,,354,U1449,A,17,F,1,A,,,,
354-U1449A-17F-1-A,26,150,83.56,84.8,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp irregular,horizontal,lamina [M&W53],clay [Leg210],lamina [M&W53],H,,mud clast,,,,,,,,354,U1449,A,17,F,1,A,,,,
354-U1449A-17F-2-A,0,147,84.8,86.27,,,clay [Leg210],with nannofossils [2014],clay,clay with nannofossils,clay with nannofossils,,greenish gray,bioturbated,horizontal,lamina [M&W53],clay [Leg210],lamina [M&W53],H,,mottling [BJ80],~0.5-0.75 cm clasts @ 108 cm,,,slight mottling throughout; green-gray,,,,354,U1449,A,17,F,2,A,,,,
354-U1449A-17F-2-A,147,150,86.27,86.3,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,gray,sharp planar,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,17,F,2,A,,,,
354-U1449A-17F-3-A,0,37,86.3,86.67,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp irregular,horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,normally graded,,,,,,,,354,U1449,A,17,F,3,A,,,,
354-U1449A-17F-3-A,37,67,86.67,86.97,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,bioturbated,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,17,F,3,A,,,,
354-U1449A-17F-3-A,67,127,86.97,87.57,,,clay [Leg210],with nannofossils [2014],clay,clay with nannofossils,clay with nannofossils,,dark gray,sharp planar,horizontal,lamina [M&W53],clay [Leg210],lamina [M&W53],H,,mud clast,mud clast @ 73 and 115 cm; slight mottling,,,,,,,354,U1449,A,17,F,3,A,,,,
354-U1449A-17F-4-A,0,20,87.57,87.77,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,sub-horizontal,,,,H,,mud clast,mud clast @ 6 cm,,,,,,,354,U1449,A,17,F,4,A,,,,
354-U1449A-17F-4-A,20,51,87.77,88.08,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,bioturbated,sub-horizontal,lamina [M&W53],clay [Leg210],lamina [M&W53],H,,mottling [BJ80],,,,,,,,354,U1449,A,17,F,4,A,,,,
354-U1449A-17F-CC-A,0,13,88.08,88.21,,silty [Leg339],clay [Leg210],with foraminifers [2014],silty clay,silty clay with foraminifers,clay with foraminifers,,dark gray,sharp planar,horizontal,,,,H,,,,,,,,,,354,U1449,A,17,F,CC,A,,,,
354-U1449A-17F-CC-A,24,29,88.32,88.37,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp planar,horizontal,,,,H,,,,,,,,,,354,U1449,A,17,F,CC,A,,,,
354-U1449A-18H-1-A,0,15,88,88.15,,,clay [Leg210],with carbonates,clay,clay with carbonates,clay with carbonates,,dark gray,sharp irregular,inclined,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,1,A,,,,
354-U1449A-18H-1-A,15,38,88.15,88.38,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,sharp planar,horizontal,,,,pelagic,,mottling [BJ80],,,,pelagic,,,,354,U1449,A,18,H,1,A,,,,
354-U1449A-18H-1-A,38,63,88.38,88.63,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp planar,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,1,A,,,,
354-U1449A-18H-1-A,63,150,88.63,89.5,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp planar,horizontal,,,,H,,mottling [BJ80],sand particles @ 103 and 147 cm,,,,,,,354,U1449,A,18,H,1,A,,,,
354-U1449A-18H-2-A,0,22,89.5,89.72,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,2,A,,,,
354-U1449A-18H-2-A,22,44,89.72,89.94,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,sharp planar,sub-horizontal,,,,pelagic,,mottling [BJ80],,,,pelagic,,,,354,U1449,A,18,H,2,A,,,,
354-U1449A-18H-2-A,44,150,89.94,91,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp planar,horizontal,,,,H,,mottling [BJ80],pyritized burrow @ 54 cm,,,,,,,354,U1449,A,18,H,2,A,,,,
354-U1449A-18H-3-A,0,11,91,91.11,,silty [Leg339],clay [Leg210],with carbonates,silty clay,silty clay with carbonates,clay with carbonates,,light gray,sharp planar,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,3,A,,,,
354-U1449A-18H-3-A,11,16,91.11,91.16,,,volcanic ash [MMK88],,volcanic ash,volcanic ash,volcanic ash,,greenish gray,sharp planar,sub-vertical,,,,,,normally graded,,,,,,,,354,U1449,A,18,H,3,A,,,,
354-U1449A-18H-3-A,16,41,91.16,91.41,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,sharp planar,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,3,A,,,,
354-U1449A-18H-3-A,41,114,91.41,92.14,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,gradational,sub-horizontal,,,,pelagic,,mottling [BJ80],,,,pelagic,,,,354,U1449,A,18,H,3,A,,,,
354-U1449A-18H-3-A,114,127,92.14,92.27,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,sub-horizontal,,,,H,,mottling [BJ80],,,,"white blebs, maybe bioturbated",,,,354,U1449,A,18,H,3,A,,,,
354-U1449A-18H-3-A,127,145,92.27,92.45,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp planar,horizontal,,,,H,,mottling [BJ80],,,,"slight mottling, grades upward from light gray to gray",,,,354,U1449,A,18,H,3,A,,,,
354-U1449A-18H-4-A,0,62,92.5,93.12,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,4,A,,,,
354-U1449A-18H-4-A,62,72,93.12,93.22,,nannofossil rich,calcareous clay [Leg210],with nannofossils [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with nannofossils,calcareous clay with nannofossils,,white,gradational,sub-horizontal,,,,pelagic,,mottling [BJ80],,,,pelagic,,,,354,U1449,A,18,H,4,A,,,,
354-U1449A-18H-4-A,72,118,93.22,93.68,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],pyritized burrow @ 82 cm,,,,,,,354,U1449,A,18,H,4,A,,,,
354-U1449A-18H-4-A,118,144,93.68,93.94,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,4,A,,,,
354-U1449A-18H-4-A,144,150,93.94,94,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,4,A,,,,
354-U1449A-18H-5-A,0,26,94,94.26,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,5,A,,,,
354-U1449A-18H-5-A,26,43,94.26,94.43,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,sharp planar,horizontal,,,,pelagic,,mottling [BJ80],pyritized burrow @ 36-37 cm,,,pelagic,,,,354,U1449,A,18,H,5,A,,,,
354-U1449A-18H-5-A,43,103,94.43,95.03,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,5,A,,,,
354-U1449A-18H-5-A,103,112,95.03,95.12,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,sharp irregular,horizontal,,,,pelagic,,mottling [BJ80],,,,pelagic,,,,354,U1449,A,18,H,5,A,,,,
354-U1449A-18H-5-A,112,150,95.12,95.5,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp planar,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,5,A,,,,
354-U1449A-18H-6-A,0,42,95.5,95.92,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,6,A,,,,
354-U1449A-18H-6-A,42,68,95.92,96.18,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,sharp planar,horizontal,,,,pelagic,,mottling [BJ80],,,,pelagic,,,,354,U1449,A,18,H,6,A,,,,
354-U1449A-18H-6-A,68,121,96.18,96.71,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,6,A,,,,
354-U1449A-18H-6-A,124,140,96.74,96.9,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,gradational,horizontal,,,,pelagic,,mottling [BJ80],,,,pelagic,,,,354,U1449,A,18,H,6,A,,,,
354-U1449A-18H-6-A,140,150,96.9,97,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1449,A,18,H,6,A,,,,
354-U1449A-19H-1-A,0,9,97.5,97.59,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,,,,T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,9,20,97.59,97.7,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp irregular,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,20,26,97.7,97.76,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,,,,T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,26,30,97.76,97.8,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp irregular,sub-horizontal,lamina [M&W53],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,30,46,97.8,97.96,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,46,48,97.96,97.98,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp irregular,sub-horizontal,lamina [M&W53],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,48,56,97.98,98.06,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,,,,T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,56,60,98.06,98.1,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp irregular,sub-horizontal,lamina [M&W53],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,60,69,98.1,98.19,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,,,,T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,69,80,98.19,98.3,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,80,96,98.3,98.46,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,,,,T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,96,107,98.46,98.57,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp irregular,sub-horizontal,lamina [M&W53],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-1-A,107,150,98.57,99,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,1,A,,,,
354-U1449A-19H-2-A,0,18,99,99.18,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,2,A,,,,
354-U1449A-19H-2-A,18,42,99.18,99.42,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,,,,T,,,,,,,,,,354,U1449,A,19,H,2,A,,,,
354-U1449A-19H-2-A,42,79,99.42,99.79,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,2,A,,,,
354-U1449A-19H-2-A,79,88,99.79,99.88,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp irregular,sub-horizontal,lamina [M&W53],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,2,A,,,,
354-U1449A-19H-2-A,88,104,99.88,100.04,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,,,,T,,,,,,,,,,354,U1449,A,19,H,2,A,,,,
354-U1449A-19H-2-A,104,129,100.04,100.29,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,2,A,,,,
354-U1449A-19H-2-A,129,150,100.29,100.5,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,T,,,,,,,,,,354,U1449,A,19,H,2,A,,,,
354-U1449A-19H-3-A,0,38,100.5,100.88,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,3,A,,,,
354-U1449A-19H-3-A,38,46,100.88,100.96,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp irregular,sub-horizontal,lamina [M&W53],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,3,A,,,,
354-U1449A-19H-3-A,46,93,100.96,101.43,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,3,A,,,,
354-U1449A-19H-3-A,93,105,101.43,101.55,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp irregular,sub-horizontal,lamina [M&W53],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1449,A,19,H,3,A,,,,
354-U1449A-19H-3-A,105,150,101.55,102,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1449,A,19,H,3,A,,,,
354-U1449A-19H-4-A,0,150,102,103.5,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1449,A,19,H,4,A,,,,
354-U1449A-19H-5-A,0,110,103.5,104.6,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,30-150 cm: vertical silt layer in the middle of the section (fluidized due to coring process),,,,354,U1449,A,19,H,5,A,,,,
354-U1449A-19H-6-A,0,50,104.6,105.1,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,vertical silt layer in the middle of the section (fluidized due to coring process),,,,354,U1449,A,19,H,6,A,,,,
354-U1449A-19H-CC-A,0,6,105.1,105.16,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,vertical silt layer in the middle of the section (fluidized due to coring process),,,,354,U1449,A,19,H,CC,A,,,,
354-U1449A-20H-1-A,0,15,105.1,105.25,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1449,A,20,H,1,A,,,,
354-U1449A-20H-1-A,15,78,105.25,105.88,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,gradational,,,,,,,burrows,,,,grenish diffuse layers towards the bottom,,,,354,U1449,A,20,H,1,A,,,,
354-U1449A-20H-1-A,78,150,105.88,106.6,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1449,A,20,H,1,A,,,,
354-U1449A-20H-2-A,0,100,106.6,107.6,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1449,A,20,H,2,A,,,,
354-U1449A-20H-3-A,0,74,107.6,108.34,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,Lenticular white silty lamina at 60cm depth.,,,,,,,354,U1449,A,20,H,3,A,,,,
354-U1449A-20H-3-A,74,83,108.34,108.43,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,,,,,354,U1449,A,20,H,3,A,,,,
354-U1449A-20H-4-A,0,69,108.43,109.12,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1449,A,20,H,4,A,,,,
354-U1449A-20H-4-A,69,96,109.12,109.39,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,black,sharp irregular,sub-vertical,,,,,,patch or bleb,Black silty sand irregular intrusion into the clay. Rich in sulfide,,,,,,,354,U1449,A,20,H,4,A,,,,
354-U1449A-20H-4-A,96,150,109.39,109.93,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1449,A,20,H,4,A,,,,
354-U1449A-21H-1-A,0,133,110,111.33,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1449,A,21,H,1,A,,,,
354-U1449A-21H-1-A,133,138,111.33,111.38,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,,,,,354,U1449,A,21,H,1,A,,,,
354-U1449A-21H-2-A,0,27,111.38,111.65,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1449,A,21,H,2,A,,,,
354-U1449A-21H-2-A,27,120,111.65,112.58,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,,,,,,,,,,,,,,,354,U1449,A,21,H,2,A,,,,
354-U1449A-21H-2-A,120,131,112.58,112.69,,,silt [Leg210],,silt,silt,silt,,gray,,,,,,,,,,,,,,,,354,U1449,A,21,H,2,A,,,,
354-U1449A-21H-3-A,0,59,112.69,113.28,,,silt [Leg210],,silt,silt,silt,,gray,,,,,,,,,mud clast induced by drilling disturbance.,,,,,,,354,U1449,A,21,H,3,A,,,,
354-U1449A-21H-CC-A,0,8,113.28,113.36,,,silt [Leg210],,silt,silt,silt,,gray,,,,,,,,,,,,,,,,354,U1449,A,21,H,CC,A,,,,
354-U1449A-22F,5,22,113.45,113.62,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1449,A,22,F,,,,,,
354-U1449A-22F-1-A,0,150,113.4,114.9,,silty [Leg339],clay [Leg210],,clay,clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1449,A,22,F,1,A,,,,
354-U1449A-22F-2-A,0,140,114.9,116.3,,silty [Leg339],clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1449,A,22,F,2,A,,,,
354-U1449A-22F-2-A,140,150,116.3,116.4,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,,,,,354,U1449,A,22,F,2,A,,,,
354-U1449A-22F-3-A,0,120,116.4,117.6,,silty [Leg339],clay [Leg210],,clay,clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1449,A,22,F,3,A,,,,
354-U1449A-22F-4-A,0,54,117.6,118.14,,,clay [Leg210],,clay,clay,clay,,gray,sharp irregular,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1449,A,22,F,4,A,,,,
354-U1449A-22F-CC-A,0,5,118.14,118.19,,,volcanic ash [MMK88],,volcanic ash,volcanic ash,volcanic ash,,white,sharp planar,horizontal,,,,,,,,,,,,,,354,U1449,A,22,F,CC,A,,,,
354-U1449A-23F-1-A,0,94,118.1,119.04,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1449,A,23,F,1,A,,,,
354-U1449A-23F-1-A,94,103,119.04,119.13,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1449,A,23,F,1,A,,,,
354-U1449A-23F-1-A,103,150,119.13,119.6,,,clay [Leg210],,clay,clay,clay,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1449,A,23,F,1,A,,,,
354-U1449A-23F-2-A,0,150,119.6,121.1,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1449,A,23,F,2,A,,,,
354-U1449A-23F-3-A,0,35,121.1,121.45,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1449,A,23,F,3,A,,,,
354-U1449A-23F-3-A,35,110,121.45,122.2,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1449,A,23,F,3,A,,,,
