Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,Lithology Suffix
363-U1482C-12H-4-A,100,141,102.65,103.06,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,12,H,4,A,,,,,
363-U1482C-12H-5-A,0,15,103.06,103.21,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,12,H,5,A,,,,,
363-U1482C-12H-5-A,15,80,103.21,103.86,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,12,H,5,A,,,,,
363-U1482C-12H-5-A,80,128,103.86,104.34,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,12,H,5,A,,,,,
363-U1482C-12H-5-A,128,142,104.34,104.48,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,12,H,5,A,,,,,
363-U1482C-12H-6-A,0,117,104.48,105.65,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,12,H,6,A,,,,,
363-U1482C-12H-6-A,117,137,105.65,105.85,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,12,H,6,A,,,,,
363-U1482C-12H-6-A,137,144,105.85,105.92,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,12,H,6,A,,,,,
363-U1482C-12H-7-A,0,120,105.92,107.12,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,12,H,7,A,,,,,
363-U1482C-12H-CC-A,0,24,107.12,107.36,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,12,H,CC,A,,,,,
363-U1482C-13H-1-A,0,124,106.9,108.14,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,1,A,,,,,
363-U1482C-13H-1-A,124,142,108.14,108.32,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,1,A,,,,,
363-U1482C-13H-2-A,0,75,108.32,109.07,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,2,A,,,,,
363-U1482C-13H-2-A,75,142,109.07,109.74,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,2,A,,,,,
363-U1482C-13H-3-A,0,30,109.74,110.04,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,3,A,,,,,
363-U1482C-13H-3-A,30,70,110.04,110.44,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,3,A,,,,,
363-U1482C-13H-3-A,70,142,110.44,111.16,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,3,A,,,,,
363-U1482C-13H-4-A,0,10,111.16,111.26,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,4,A,,,,,
363-U1482C-13H-4-A,10,142,111.26,112.58,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,4,A,,,,,
363-U1482C-13H-5-A,0,115,112.58,113.73,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,5,A,,,,,
363-U1482C-13H-5-A,115,142,113.73,114,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,5,A,,,,,
363-U1482C-13H-6-A,0,53,114,114.53,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,6,A,,,,,
363-U1482C-13H-6-A,53,61,114.53,114.61,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,6,A,,,,,
363-U1482C-13H-6-A,61,142,114.61,115.42,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,6,A,,,,,
363-U1482C-13H-7-A,0,27,115.42,115.69,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,7,A,,,,,
363-U1482C-13H-7-A,27,125,115.69,116.67,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,7,A,,,,,
363-U1482C-13H-CC-A,0,23,116.67,116.9,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Sulfides rare to absent,,,,,,,,,,,,,363,U1482,C,13,H,CC,A,,,,,
363-U1482C-14H-1-A,0,30,116.4,116.7,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,14,H,1,A,,,,,
363-U1482C-14H-1-A,30,105,116.7,117.45,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,14,H,1,A,,,,,
363-U1482C-14H-1-A,105,142,117.45,117.82,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,14,H,1,A,,,,,
363-U1482C-14H-2-A,0,142,117.82,119.24,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,14,H,2,A,,,,,
363-U1482C-14H-3-A,0,141,119.24,120.65,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,14,H,3,A,,,,,
363-U1482C-14H-4-A,0,141,120.65,122.06,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,14,H,4,A,,,,,
363-U1482C-14H-5-A,0,142,122.06,123.48,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,14,H,5,A,,,,,
363-U1482C-14H-6-A,0,142,123.48,124.9,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,14,H,6,A,,,,,
363-U1482C-14H-7-A,0,107,124.9,125.97,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,14,H,7,A,,,,,
363-U1482C-14H-CC-A,0,16,125.97,126.13,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,14,H,CC,A,,,,,
363-U1482C-15H-1-A,0,45,125.9,126.35,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,1,A,,,,,
363-U1482C-15H-1-A,45,103,126.35,126.93,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,1,A,,,,,
363-U1482C-15H-1-A,103,131,126.93,127.21,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,1,A,,,,,
363-U1482C-15H-1-A,131,142,127.21,127.32,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,1,A,,,,,
363-U1482C-15H-2-A,0,40,127.32,127.72,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,2,A,,,,,
363-U1482C-15H-2-A,40,83,127.72,128.15,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,2,A,,,,,
363-U1482C-15H-2-A,83,97,128.15,128.29,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,2,A,,,,,
363-U1482C-15H-2-A,97,142,128.29,128.74,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,2,A,,,,,
363-U1482C-15H-3-A,0,142,128.74,130.16,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,3,A,,,,,
363-U1482C-15H-4-A,0,141,130.16,131.57,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,4,A,,,,,
363-U1482C-15H-5-A,0,142,131.57,132.99,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,5,A,,,,,
363-U1482C-15H-6-A,0,142,132.99,134.41,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,6,A,,,,,
363-U1482C-15H-7-A,0,74,134.41,135.15,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,7,A,,,,,
363-U1482C-15H-7-A,74,90,135.15,135.31,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,7,A,,,,,
363-U1482C-15H-7-A,90,118,135.31,135.59,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,7,A,,,,,
363-U1482C-15H-CC-A,0,11,135.59,135.7,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,15,H,CC,A,,,,,
363-U1482C-16H-1-A,0,33,135.4,135.73,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,1,A,,,,,
363-U1482C-16H-1-A,33,77,135.73,136.17,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,1,A,,,,,
363-U1482C-16H-1-A,77,106,136.17,136.46,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,1,A,,,,,
363-U1482C-16H-1-A,106,134,136.46,136.74,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,1,A,,,,,
363-U1482C-16H-1-A,134,142,136.74,136.82,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,1,A,,,,,
363-U1482C-16H-2-A,0,43,136.82,137.25,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,2,A,,,,,
363-U1482C-16H-2-A,43,80,137.25,137.62,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,2,A,,,,,
363-U1482C-16H-2-A,80,142,137.62,138.24,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,2,A,,,,,
363-U1482C-16H-3-A,0,37,138.24,138.61,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,3,A,,,,,
363-U1482C-16H-3-A,37,88,138.61,139.12,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,3,A,,,,,
363-U1482C-16H-3-A,88,117,139.12,139.41,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,3,A,,,,,
363-U1482C-16H-3-A,117,142,139.41,139.66,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,3,A,,,,,
363-U1482C-16H-4-A,0,28,139.66,139.94,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,4,A,,,,,
363-U1482C-16H-4-A,28,62,139.94,140.28,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,4,A,,,,,
363-U1482C-16H-4-A,62,98,140.28,140.64,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,4,A,,,,,
363-U1482C-16H-4-A,98,142,140.64,141.08,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,4,A,,,,,
363-U1482C-16H-5-A,0,40,141.08,141.48,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,5,A,,,,,
363-U1482C-16H-5-A,40,85,141.48,141.93,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,5,A,,,,,
363-U1482C-16H-5-A,85,141,141.93,142.49,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,5,A,,,,,
363-U1482C-16H-6-A,0,22,142.49,142.71,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,6,A,,,,,
363-U1482C-16H-6-A,22,34,142.71,142.83,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,6,A,,,,,
363-U1482C-16H-6-A,34,137,142.83,143.86,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,6,A,,,,,
363-U1482C-16H-6-A,137,141,143.86,143.9,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,6,A,,,,,
363-U1482C-16H-7-A,0,17,143.9,144.07,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,7,A,,,,,
363-U1482C-16H-7-A,17,80,144.07,144.7,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,7,A,,,,,
363-U1482C-16H-7-A,80,111,144.7,145.01,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,16,H,7,A,,,,,
363-U1482C-17H-1-A,0,50,144.9,145.4,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,17,H,1,A,,,,,
363-U1482C-17H-1-A,50,142,145.4,146.32,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,17,H,1,A,,,,,
363-U1482C-17H-2-A,0,142,146.32,147.74,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Trace Dolomite,,,,,,,,,,,,,363,U1482,C,17,H,2,A,,,,,
363-U1482C-17H-3-A,0,141,147.74,149.15,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,17,H,3,A,,,,,
363-U1482C-17H-4-A,0,45,149.15,149.6,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,17,H,4,A,,,,,
363-U1482C-17H-4-A,45,58,149.6,149.73,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,17,H,4,A,,,,,
