Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
371-U1511B-18R-4-A,0,107,282.93,284,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-18R-5-A,0,100,284.1,285.1,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-18R-CC-A,0,12,285.1,285.22,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-19R-1-A,0,134,288.3,289.64,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-19R-2-A,0,150,289.64,291.14,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,concentration of darker blebs or burrows with halos at 66-70 cm.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-19R-3-A,0,42,291.14,291.56,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-19R-3-A,42,72,291.56,291.86,,,,,clayey,diatomite [USGS],,clayey diatomite,,,2.5Y 6/2 (light brownish gray),,,,,,,,,,sparse [B06],1,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-19R-3-A,72,102,291.86,292.16,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-19R-3-A,102,132,292.16,292.46,,,,,clayey,diatomite [USGS],,clayey diatomite,,,2.5Y 6/2 (light brownish gray),,,,,,,,,,sparse [B06],1,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-19R-4-A,0,141,292.46,293.87,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,"Undulating layers of greenish burrows or blebs at 78-82 cm. Uppermost of these layers contain light pink, medium sand-sized rhodochrosite grains or nodules.",,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-19R-5-A,0,131,293.96,295.27,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-19R-CC-A,0,9,295.27,295.36,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-20R-1-A,0,150,297.9,299.4,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,cm-scale pink rhodochrosite nodules at ~122cm,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-20R-2-A,0,150,299.4,300.9,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-20R-3-A,0,150,300.9,302.4,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-20R-4-A,0,123,302.4,303.63,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,"cm-scale pink rhodochrosite nodules at ~15, 89, and 97 cm. presence of light pink, medium sand-sized grains in nodule at ~103cm",,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-20R-5-A,0,120,303.73,304.93,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-20R-CC-A,0,11,304.93,305.04,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-21R-1-A,0,150,307.5,309,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-21R-2-A,0,150,309,310.5,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-21R-3-A,0,117,310.5,311.67,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-21R-4-A,0,80,311.77,312.57,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-21R-CC-A,0,9,312.57,312.66,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-22R-1-A,0,34,317.1,317.44,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/2 (light brownish gray),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-22R-1-A,34,108,317.44,318.18,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-22R-1-A,108,121,318.18,318.31,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-22R-1-A,121,150,318.31,318.6,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-22R-2-A,0,131,318.6,319.91,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-22R-3-A,0,43,320.01,320.44,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-22R-3-A,43,76,320.44,320.77,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-22R-3-A,76,101,320.77,321.02,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-22R-4-A,0,40,321.02,321.42,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-22R-4-A,40,65,321.42,321.67,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-22R-4-A,65,81,321.67,321.83,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-22R-CC-A,0,13,321.83,321.96,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-23R-1-A,0,41,326.7,327.11,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-23R-1-A,41,63,327.11,327.33,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-23R-1-A,63,150,327.33,328.2,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-23R-2-A,0,17,328.2,328.37,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-23R-2-A,17,30,328.37,328.5,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-23R-2-A,30,37,328.5,328.57,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-23R-2-A,37,150,328.57,329.7,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-23R-3-A,0,94,329.7,330.64,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-23R-3-A,94,134,330.64,331.04,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,Several light pink concretions (composed of medium sand-sized grains) at 126-130 cm.,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-23R-3-A,134,150,331.04,331.2,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-23R-4-A,0,7,331.2,331.27,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-23R-4-A,7,26,331.27,331.46,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-23R-4-A,26,150,331.46,332.7,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-23R-5-A,0,138,332.7,334.08,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,Pink bleb at 55 cm and several burrows with halos throughout,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-23R-6-A,0,126,334.18,335.44,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-24R-1-A,0,150,336.3,337.8,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-24R-2-A,0,39,337.8,338.19,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-24R-2-A,39,62,338.19,338.42,,,,,clayey,diatomite [USGS],,clayey diatomite,,,2.5Y 7/1 (light gray),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-24R-2-A,62,150,338.42,339.3,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-24R-3-A,0,115,339.3,340.45,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-24R-3-A,115,150,340.45,340.8,,,,,clayey,diatomite [USGS],,clayey diatomite,,,2.5Y 7/1 (light gray),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-24R-4-A,0,16,340.8,340.96,,,,,clayey,diatomite [USGS],,clayey diatomite,,,2.5Y 7/1 (light gray),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-24R-4-A,16,150,340.96,342.3,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-24R-5-A,0,29,342.3,342.59,,,,,clayey,diatomite [USGS],,clayey diatomite,,,2.5Y 7/1 (light gray),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-24R-5-A,29,71,342.59,343.01,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-24R-6-A,0,12,343.11,343.23,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-24R-6-A,12,40,343.23,343.51,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-24R-6-A,40,65,343.51,343.76,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-24R-6-A,65,76,343.76,343.87,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-24R-CC-A,0,13,343.87,344,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-25R-1-A,0,74,345.9,346.64,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,pink mm-size rhodochrosite at 6 cm. has light greenish gray halo around them.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-25R-1-A,74,85,346.64,346.75,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,,,,,slight [B06],2,color banding between light greenish grey (20-40 cm lengths) and light yellowish brown (10-40 cm lengths).,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-25R-1-A,85,97,346.75,346.87,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-25R-1-A,97,129,346.87,347.19,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-25R-1-A,129,150,347.19,347.4,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-25R-2-A,0,17,347.4,347.57,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-25R-2-A,17,37,347.57,347.77,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-25R-2-A,37,70,347.77,348.1,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-25R-2-A,70,77,348.1,348.17,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-25R-2-A,77,100,348.17,348.4,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,sparse [B06],1,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-25R-2-A,100,150,348.4,348.9,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-25R-3-A,0,150,348.9,350.4,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-25R-4-A,0,98,350.4,351.38,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-25R-4-A,98,150,351.38,351.9,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,slight [B06],2,color banding between light yellow brown (dominant color) and light greenish gray (~10 cm thickness).,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-25R-5-A,0,150,351.9,353.4,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,slight [B06],2,color banding between light yellow brown (dominant color) and light greenish gray (~10 cm thickness).,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-25R-6-A,0,80,353.4,354.2,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,slight [B06],2,color banding between light yellow brown (dominant color) and light greenish gray (~10 cm thickness). Scattered pink mm-size silicified nodules at 93-98 cm. has light greenish gray halo around them.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-25R-7-A,0,115,354.3,355.45,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-25R-CC-A,0,15,355.49,355.64,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-26R-1-A,0,150,355.5,357,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,color banding between light yellow brown (dominant color) and light greenish gray (~10 cm thickness).,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-26R-2-A,0,29,357,357.29,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,color banding between light yellow brown (dominant color) and light greenish gray (~10 cm thickness).,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-26R-2-A,29,99,357.29,357.99,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-26R-2-A,99,150,357.99,358.5,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-26R-3-A,0,150,358.5,360,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,color banding between light yellow brown (dominant color) and light greenish gray (~10 cm thickness).,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-26R-4-A,0,85,360,360.85,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,color banding between light yellow brown (dominant color) and light greenish gray (~10 cm thickness).,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-26R-4-A,85,150,360.85,361.5,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-26R-5-A,0,11,361.5,361.61,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-26R-5-A,11,106,361.61,362.56,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-26R-5-A,106,150,362.56,363,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-26R-6-A,0,141,363,364.41,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-26R-7-A,0,63,364.51,365.14,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-27R-1-A,0,150,365.1,366.6,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,,,,,moderate [B06],3,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-27R-2-A,0,150,366.6,368.1,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,,,,,moderate [B06],3,"Small mm-sized pieces of copper between 42-45cm, likely to be drilling derived?",,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-27R-3-A,0,84,368.1,368.94,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-27R-3-A,84,150,368.94,369.6,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-27R-4-A,0,150,369.6,371.1,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-27R-5-A,0,8,371.1,371.18,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,Darker green laminae at ~30-31cm,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-27R-5-A,8,150,371.18,372.6,,,,,,diatomite [USGS],with clay,diatomite with clay,,,10Y 6/2 (pale green),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-27R-6-A,0,107,372.6,373.67,,,,,,diatomite [USGS],with clay,diatomite with clay,,,10Y 6/2 (pale green),color banding,,,,,,,,,slight [B06],2,"Distinct horizontal burrows with spreiten, highly likely to be Zoophycos, between 67-76cm",,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-27R-7-A,0,103,373.78,374.81,,,,,,diatomite [USGS],with clay,diatomite with clay,,,10Y 6/2 (pale green),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-27R-CC-A,0,8,374.81,374.89,,,,,,diatomite [USGS],with clay,diatomite with clay,,,10Y 6/2 (pale green),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-28R-1-A,0,150,374.7,376.2,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 6/10GY (greenish gray),color banding,,,,,,,,,moderate [B06],3,Subtle color banding between greenish gray and light greenish gray (Gley 1 7/10Y) at about 20 to 30 cm long per cycle. Green laminae rarely occur. Zoophycus burrows are observed. Gray nodules rarely occur. Beds are tilted at 4-5 degrees.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-28R-2-A,0,150,376.2,377.7,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 6/10GY (greenish gray),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray and light greenish gray (Gley 1 7/10Y) at about 20 to 30 cm long per cycle. Green laminae rarely occur. Zoophycos burrows are observed. Gray nodules rarely occur.,,,,,,,,,,diatomite,diatomite with clay,,,
