Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,Maj Lith. Abundance (%),MAJ Lith. Ave. gran size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1405C-7H-6-A,342,U1405,C,7,7-6,H,6,A,0,100,61.7,62.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-7H-7-A,342,U1405,C,7,7-7,H,7,A,0,73,62.7,63.43,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-7H-CC-A,342,U1405,C,7,7-CC,H,CC,A,0,13,63.43,63.62,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-1-A,342,U1405,C,8,8-1,H,1,A,0,67,63.7,64.37,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-1-A,342,U1405,C,8,8-1,H,1,A,67,79,64.37,64.49,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-1-A,342,U1405,C,8,8-1,H,1,A,79,88,64.49,64.58,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-1-A,342,U1405,C,8,8-1,H,1,A,88,104,64.58,64.74,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-1-A,342,U1405,C,8,8-1,H,1,A,104,150,64.74,65.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-2-A,342,U1405,C,8,8-2,H,2,A,0,150,65.2,66.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-3-A,342,U1405,C,8,8-3,H,3,A,0,150,66.7,68.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-4-A,342,U1405,C,8,8-4,H,4,A,0,150,68.2,69.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-5-A,342,U1405,C,8,8-5,H,5,A,0,100,69.7,70.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-5-A,342,U1405,C,8,8-5,H,5,A,100,128,70.7,70.98,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-5-A,342,U1405,C,8,8-5,H,5,A,128,150,70.98,71.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-6-A,342,U1405,C,8,8-6,H,6,A,0,42,71.2,71.62,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-6-A,342,U1405,C,8,8-6,H,6,A,42,62,71.62,71.82,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-6-A,342,U1405,C,8,8-6,H,6,A,62,120,71.82,72.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-7-A,342,U1405,C,8,8-7,H,7,A,0,26,72.4,72.66,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-7-A,342,U1405,C,8,8-7,H,7,A,26,66,72.66,73.06,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-8H-CC-A,342,U1405,C,8,8-CC,H,CC,A,0,16,73.06,73.3,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-9H-1-A,342,U1405,C,9,9-1,H,1,A,50,150,73.2,74.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-9H-2-A,342,U1405,C,9,9-2,H,2,A,0,150,74.7,76.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-9H-3-A,342,U1405,C,9,9-3,H,3,A,0,150,76.2,77.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-9H-4-A,342,U1405,C,9,9-4,H,4,A,0,50,77.7,78.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-9H-4-A,342,U1405,C,9,9-4,H,4,A,50,65,78.2,78.35,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5G 6/1 (greenish gray),bed,mineral,glauconite,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-9H-4-A,342,U1405,C,9,9-4,H,4,A,65,118,78.35,79.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-9H-5-A,342,U1405,C,9,9-5,H,5,A,0,150,78.88,80.38,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-9H-6-A,342,U1405,C,9,9-6,H,6,A,0,110,80.38,81.48,,clay [Leg339],,clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-9H-6-A,342,U1405,C,9,9-6,H,6,A,110,135,81.48,81.73,,clay [Leg339],,clay ,10GY 4/1 (dark greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-9H-7-A,342,U1405,C,9,9-7,H,7,A,0,69,81.73,82.42,,clay [Leg339],,clay ,10GY 4/1 (dark greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-9H-CC-A,342,U1405,C,9,9-CC,H,CC,A,0,18,82.42,82.69,,clay [Leg339],,clay ,10GY 4/1 (dark greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-10H-1-A,342,U1405,C,10,10-1,H,1,A,21,150,82.7,84.2,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-10H-2-A,342,U1405,C,10,10-2,H,2,A,0,150,84.2,85.7,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-10H-3-A,342,U1405,C,10,10-3,H,3,A,0,150,85.7,87.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-10H-4-A,342,U1405,C,10,10-4,H,4,A,0,150,87.2,88.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-10H-5-A,342,U1405,C,10,10-5,H,5,A,0,150,88.7,90.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-10H-6-A,342,U1405,C,10,10-6,H,6,A,0,125,90.2,91.45,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-10H-7-A,342,U1405,C,10,10-7,H,7,A,0,71,91.45,92.16,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-10H-CC-A,342,U1405,C,10,10-CC,H,CC,A,0,19,92.16,92.43,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-11H-1-A,342,U1405,C,11,11-1,H,1,A,0,150,92.2,93.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-11H-2-A,342,U1405,C,11,11-2,H,2,A,0,150,93.7,95.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-11H-3-A,342,U1405,C,11,11-3,H,3,A,0,150,95.2,96.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-11H-4-A,342,U1405,C,11,11-4,H,4,A,0,150,96.7,98.2,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-11H-5-A,342,U1405,C,11,11-5,H,5,A,0,150,98.2,99.7,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-11H-6-A,342,U1405,C,11,11-6,H,6,A,0,123,99.7,100.93,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-11H-7-A,342,U1405,C,11,11-7,H,7,A,0,59,100.93,101.52,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-11H-CC-A,342,U1405,C,11,11-CC,H,CC,A,0,24,101.52,101.81,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-12H-1-A,342,U1405,C,12,12-1,H,1,A,22,150,101.7,103.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],with biosilica [Leg339],clay ,clay  with biosilica ,clay   with biosilica ,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-12H-2-A,342,U1405,C,12,12-2,H,2,A,0,150,103.2,104.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],with biosilica [Leg339],clay ,clay  with biosilica ,clay   with biosilica ,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-12H-3-A,342,U1405,C,12,12-3,H,3,A,0,150,104.7,106.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],with biosilica [Leg339],clay ,clay  with biosilica ,clay   with biosilica ,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-12H-4-A,342,U1405,C,12,12-4,H,4,A,0,150,106.2,107.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],with biosilica [Leg339],clay ,clay  with biosilica ,clay   with biosilica ,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-12H-5-A,342,U1405,C,12,12-5,H,5,A,0,150,107.7,109.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],with biosilica [Leg339],clay ,clay  with biosilica ,clay   with biosilica ,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-12H-6-A,342,U1405,C,12,12-6,H,6,A,0,121,109.2,110.41,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],with biosilica [Leg339],clay ,clay  with biosilica ,clay   with biosilica ,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-12H-7-A,342,U1405,C,12,12-7,H,7,A,0,69,110.41,111.1,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],with biosilica [Leg339],clay ,clay  with biosilica ,clay   with biosilica ,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-13H-1-A,342,U1405,C,13,13-1,H,1,A,55,150,111.2,112.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5BG 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-13H-2-A,342,U1405,C,13,13-2,H,2,A,0,150,112.7,114.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5BG 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-13H-3-A,342,U1405,C,13,13-3,H,3,A,0,150,114.2,115.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5BG 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-13H-4-A,342,U1405,C,13,13-4,H,4,A,0,150,115.7,117.2,,clay [Leg339],,clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-13H-5-A,342,U1405,C,13,13-5,H,5,A,0,150,117.2,118.7,,clay [Leg339],,clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-13H-6-A,342,U1405,C,13,13-6,H,6,A,0,78,118.7,119.48,,clay [Leg339],,clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-13H-6-A,342,U1405,C,13,13-6,H,6,A,78,121,119.48,119.91,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5BG 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-13H-7-A,342,U1405,C,13,13-7,H,7,A,0,78,119.91,120.69,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5BG 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-13H-CC-A,342,U1405,C,13,13-CC,H,CC,A,0,21,120.69,120.96,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5BG 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-14H-1-A,342,U1405,C,14,14-1,H,1,A,32,150,120.7,122.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-14H-2-A,342,U1405,C,14,14-2,H,2,A,0,150,122.2,123.7,silty [Leg339],clay [Leg339],with biosilica [Leg339],silty  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with biosilica ,,,,,,
342-U1405C-14H-3-A,342,U1405,C,14,14-3,H,3,A,0,150,123.7,125.2,silty [Leg339],clay [Leg339],with biosilica [Leg339],silty  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with biosilica ,,,,,,
342-U1405C-14H-4-A,342,U1405,C,14,14-4,H,4,A,0,61,125.2,125.81,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-14H-4-A,342,U1405,C,14,14-4,H,4,A,61,150,125.81,126.7,,clay [Leg339],,clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-14H-5-A,342,U1405,C,14,14-5,H,5,A,0,57,126.7,127.27,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-14H-5-A,342,U1405,C,14,14-5,H,5,A,57,150,127.27,128.2,,clay [Leg339],,clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-14H-6-A,342,U1405,C,14,14-6,H,6,A,0,83,128.2,129.03,,clay [Leg339],,clay ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-14H-6-A,342,U1405,C,14,14-6,H,6,A,83,121,129.03,129.41,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-14H-7-A,342,U1405,C,14,14-7,H,7,A,0,77,129.41,130.18,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-14H-CC-A,342,U1405,C,14,14-CC,H,CC,A,0,20,130.18,130.38,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-15H-1-A,342,U1405,C,15,15-1,H,1,A,10,150,130.2,131.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-15H-2-A,342,U1405,C,15,15-2,H,2,A,0,150,131.7,133.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-15H-3-A,342,U1405,C,15,15-3,H,3,A,0,61,133.2,133.81,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-15H-3-A,342,U1405,C,15,15-3,H,3,A,61,150,133.81,134.7,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-15H-4-A,342,U1405,C,15,15-4,H,4,A,0,74,134.7,135.44,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-15H-4-A,342,U1405,C,15,15-4,H,4,A,74,150,135.44,136.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-15H-5-A,342,U1405,C,15,15-5,H,5,A,0,150,136.2,137.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
