Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
371-U1507A-11H-6-A,61.0,71.0,99.81,99.91,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),massive [BJ84],,,,,,,,,moderate [B06],3,green color from chlorite,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,11,H,6,A
371-U1507A-11H-6-A,71.0,88.0,99.91,100.08,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,,gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,6,A
371-U1507A-11H-6-A,88.0,96.0,100.08,100.16,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),massive [BJ84],,,,,,,,,moderate [B06],3,green color from chlorite,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,11,H,6,A
371-U1507A-11H-6-A,96.0,138.0,100.16,100.58,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,tra,sharp boundary or contact,,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,6,A
371-U1507A-11H-6-A,138.0,150.0,100.58,100.7,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),bed,,normal grading,,thick bed [B01],very fine sand [W22_2],3,,,absent,0,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,11,H,6,A
371-U1507A-11H-7-A,0.0,13.0,100.7,100.83,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),bed,,normal grading,,thick bed [B01],medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,11,H,7,A
371-U1507A-11H-7-A,13.0,19.0,100.83,100.89,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,7,A
371-U1507A-11H-7-A,19.0,22.0,100.89,100.92,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),bed,,,,,very fine sand [W22_2],3,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,11,H,7,A
371-U1507A-11H-7-A,22.0,28.0,100.92,100.98,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),massive [BJ84],,,,,,,,,moderate [B06],3,green color from chlorite,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,11,H,7,A
371-U1507A-11H-7-A,28.0,58.0,100.98,101.28,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,7,A
371-U1507A-11H-CC-A,0.0,19.0,101.28,101.47,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,CC,A
371-U1507A-12H-1-A,0.0,36.0,101.2,101.56,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,12,H,1,A
371-U1507A-12H-1-A,36.0,39.0,101.56,101.59,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 2 6/5B (bluish gray),bed,,,,thin bed [B01],medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,12,H,1,A
371-U1507A-12H-1-A,39.0,70.0,101.59,101.9,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,12,H,1,A
371-U1507A-12H-1-A,70.0,86.0,101.9,102.06,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,,,,,,,gradual upper color change into overlying white sediment,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,12,H,1,A
371-U1507A-12H-1-A,86.0,113.0,102.06,102.33,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,12,H,1,A
371-U1507A-12H-1-A,113.0,140.0,102.33,102.6,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 2 6/5B (bluish gray),bed,,,,medium bed [B01],medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,12,H,1,A
371-U1507A-12H-2-A,0.0,150.0,102.7,104.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,12,H,2,A
371-U1507A-12H-3-A,0.0,150.0,104.2,105.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,12,H,3,A
371-U1507A-12H-4-A,0.0,150.0,105.7,107.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,nodule,,,,Pyrite nodule at 50cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,12,H,4,A
371-U1507A-12H-5-A,0.0,150.0,107.2,108.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,nodule,,,,Pyrite nodule at 59cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,12,H,5,A
371-U1507A-12H-6-A,0.0,140.0,108.7,110.1,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,12,H,6,A
371-U1507A-12H-7-A,0.0,77.0,110.2,110.97,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,12,H,7,A
371-U1507A-12H-CC-A,0.0,11.0,110.97,111.08,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,12,H,CC,A
371-U1507A-13H-1-A,0.0,140.0,110.7,112.1,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,interval highly deformed by slump in section 1 18-*72. Color banding between N 8 (white) and N 9 (white). Pyrite nodule at 91cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,13,H,1,A
371-U1507A-13H-2-A,0.0,150.0,112.2,113.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,Folded strata 31-37cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,13,H,2,A
371-U1507A-13H-3-A,0.0,150.0,113.7,115.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,folded strata 40-80cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,13,H,3,A
371-U1507A-13H-4-A,0.0,150.0,115.2,116.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,13,H,4,A
371-U1507A-13H-5-A,0.0,150.0,116.7,118.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,13,H,5,A
371-U1507A-13H-6-A,0.0,140.0,118.2,119.6,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,13,H,6,A
371-U1507A-13H-7-A,0.0,73.0,119.7,120.43,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,13,H,7,A
371-U1507A-13H-CC-A,0.0,24.0,120.43,120.67,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,nodule,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,13,H,CC,A
371-U1507A-14H-1-A,0.0,139.0,120.2,121.59,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,Pyrite nodule at 108,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,14,H,1,A
371-U1507A-14H-2-A,0.0,150.0,121.7,123.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,mm-scale black layer at 103 to 110cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,14,H,2,A
371-U1507A-14H-3-A,0.0,150.0,123.2,124.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,14,H,3,A
371-U1507A-14H-4-A,0.0,150.0,124.7,126.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,mm-scale black layer at 113 to 150 likely diagenetic,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,14,H,4,A
371-U1507A-14H-5-A,0.0,150.0,126.2,127.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,mm-scale black layer at all the section. Pyritic nodule at 90cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,14,H,5,A
371-U1507A-14H-6-A,0.0,139.0,127.7,129.09,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,14,H,6,A
371-U1507A-14H-7-A,0.0,66.0,129.2,129.86,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,nodule,,,,mm-scales pyritic nodules,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,14,H,7,A
371-U1507A-14H-CC-A,0.0,22.0,129.86,130.08,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,14,H,CC,A
371-U1507A-15H-1-A,0.0,140.0,129.7,131.1,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,1,A
371-U1507A-15H-2-A,0.0,150.0,131.2,132.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,2,A
371-U1507A-15H-3-A,0.0,70.0,132.7,133.4,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,3,A
371-U1507A-15H-3-A,70.0,91.0,133.4,133.61,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 8/N (white gray),bed,,,,medium bed [B01],medium sand [W22_2],5,,,,,,sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,15,H,3,A
371-U1507A-15H-3-A,91.0,150.0,133.61,134.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,Dark grey band at 121 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,3,A
371-U1507A-15H-4-A,0.0,9.0,134.2,134.29,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,Dark grey band at 121 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,4,A
371-U1507A-15H-4-A,9.0,19.0,134.29,134.39,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 2 6/10B (bluish gray),bed,,,,thin bed [B01],fine sand [W22_2],4,,,,,,sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,15,H,4,A
371-U1507A-15H-4-A,19.0,52.0,134.39,134.72,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,4,A
371-U1507A-15H-4-A,52.0,60.0,134.72,134.8,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 7/N (light gray),bed,,,,thin bed [B01],fine sand [W22_2],4,,,,,,sharp boundary or contact,,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,15,H,4,A
371-U1507A-15H-4-A,60.0,109.0,134.8,135.29,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,4,A
371-U1507A-15H-4-A,109.0,114.0,135.29,135.34,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 7/N (light gray),bed,,,,thin bed [B01],fine sand [W22_2],4,,,,,,sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,15,H,4,A
371-U1507A-15H-4-A,114.0,150.0,135.34,135.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,4,A
371-U1507A-15H-5-A,0.0,35.0,135.7,136.05,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,5,A
371-U1507A-15H-5-A,35.0,38.0,136.05,136.08,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 5/N (gray),bed,,,,very thin bed [B01],fine sand [W22_2],4,,,,,,sharp boundary or contact,,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,15,H,5,A
371-U1507A-15H-5-A,38.0,93.0,136.08,136.63,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,5,A
371-U1507A-15H-5-A,93.0,99.0,136.63,136.69,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 7/N (light gray),bed,,,,thin bed [B01],fine sand [W22_2],4,,,,,,sharp boundary or contact,,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,15,H,5,A
371-U1507A-15H-5-A,99.0,150.0,136.69,137.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,mottled grey green band at ~140 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,5,A
371-U1507A-15H-6-A,0.0,140.0,137.2,138.6,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,grey bands (likely pyrite) at 67cm and 108cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,6,A
371-U1507A-15H-7-A,0.0,22.0,138.7,138.92,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,7,A
371-U1507A-15H-7-A,22.0,25.0,138.92,138.95,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 7/N (light gray),bed,,,,very thin bed [B01],fine sand [W22_2],4,,,,,,sharp boundary or contact,,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,15,H,7,A
371-U1507A-15H-7-A,25.0,61.0,138.95,139.31,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,sharp inclined boundary or contact,irregular,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,7,A
371-U1507A-15H-CC-A,0.0,19.0,139.31,139.5,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,15,H,CC,A
371-U1507A-16H-1-A,0.0,140.0,139.2,140.6,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,mottled grey green band at ~39 and ~90cm. pyritic blub at 125,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,1,A
371-U1507A-16H-2-A,0.0,150.0,140.7,142.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,mottled grey band at ~63cm and mm-scale thin bed of foraminiferal ooze,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,2,A
371-U1507A-16H-3-A,0.0,49.0,142.2,142.69,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,3,A
371-U1507A-16H-3-A,49.0,52.0,142.69,142.72,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),bed,,,,thin bed [B01],fine sand [W22_2],4,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,16,H,3,A
371-U1507A-16H-3-A,52.0,150.0,142.72,143.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,3,A
371-U1507A-16H-4-A,0.0,150.0,143.7,145.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,,,mottled grey band at ~57cm and pyritic blubs between 69 and 116cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,4,A
371-U1507A-16H-5-A,0.0,58.0,145.2,145.78,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,,,pyritic blubs,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,5,A
371-U1507A-16H-5-A,58.0,150.0,145.78,146.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,mottled grey green band and pyritic blubs at 114cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,5,A
371-U1507A-16H-6-A,0.0,140.0,146.7,148.1,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,,,mottled grey green band and mm-scale foraminiferal ooze with nannofossil at 106,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,6,A
371-U1507A-16H-7-A,0.0,19.0,148.2,148.39,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,sharp inclined boundary or contact,irregular,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,7,A
371-U1507A-16H-7-A,19.0,26.0,148.39,148.46,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 6/N (gray),bed,,,flame structure,medium bed [B01],medium sand [W22_2],5,,,,,dark grey bed with foraminiferal ooze with nannofossil,sharp boundary or contact,irregular,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,16,H,7,A
371-U1507A-16H-7-A,26.0,63.0,148.46,148.83,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,7,A
371-U1507A-16H-CC-A,0.0,23.0,148.83,149.06,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,mm-scale foraminiferal ooze with nannofossil at 14cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,16,H,CC,A
371-U1507A-17H-1-A,0.0,150.0,148.7,150.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,1,A
371-U1507A-17H-2-A,0.0,99.0,150.2,151.19,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,sparse [B06],1,"Disrupted to microfaulted, mm to cm-scale white grey and grey green bands. Pyrite blebs",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,2,A
371-U1507A-17H-2-A,99.0,102.0,151.19,151.22,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 6/N (gray),bed,,,load cast [BJ84],,medium sand [W22_2],5,,,sparse [B06],1,dark grey erosive bed with medium grained sized foraminifers,sharp boundary or contact,irregular,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,17,H,2,A
371-U1507A-17H-2-A,102.0,150.0,151.22,151.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,sparse [B06],1,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,2,A
371-U1507A-17H-3-A,0.0,150.0,151.7,153.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,sparse [B06],1,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,3,A
371-U1507A-17H-4-A,0.0,150.0,153.2,154.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,sparse [B06],1,Microfaulted light grey (7/N) bands at 110.5-128 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,4,A
371-U1507A-17H-5-A,0.0,58.0,154.7,155.28,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,sparse [B06],1,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,5,A
371-U1507A-17H-5-A,58.0,60.0,155.28,155.3,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 7/N (light gray),bed,,,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,planar,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,17,H,5,A
371-U1507A-17H-5-A,60.0,150.0,155.3,156.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,5,A
371-U1507A-17H-6-A,0.0,74.0,156.2,156.94,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,6,A
371-U1507A-17H-6-A,74.0,75.0,156.94,156.95,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 3/N (very dark gray),bed,,,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,planar,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,17,H,6,A
371-U1507A-17H-6-A,75.0,95.0,156.95,157.15,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,bioturbated boundary or contact,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,6,A
371-U1507A-17H-6-A,95.0,96.0,157.15,157.16,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,GLEY 1 7/N (light gray),bed,,,,,fine sand [W22_2],4,,,,,,irregular boundary or contact,irregular-stepped,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,17,H,6,A
371-U1507A-17H-6-A,96.0,140.0,157.16,157.6,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,"Faint color banding, with cm-thick interval of light grey material",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,6,A
371-U1507A-17H-7-A,0.0,68.0,157.7,158.38,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,"Faint color banding, with cm-thick interval of light grey material",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,7,A
371-U1507A-17H-CC-A,0.0,22.0,158.38,158.6,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,"Faint color banding, with cm-thick interval of light grey material",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,17,H,CC,A
