Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
371-U1507A-18H-1-A,0.0,150.0,158.2,159.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,sparse [B06],1,Common cm-scale light grey to greenish gray (7/N to GLEY 1 6/1) laminations and pyrite bleds likely to be burrows.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,18,H,1,A
371-U1507A-18H-2-A,0.0,150.0,159.7,161.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,sparse [B06],1,Common cm-scale light grey to greenish gray (7/N to GLEY 1 6/1) laminations and pyrite bleds likely to be burrows.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,18,H,2,A
371-U1507A-18H-3-A,0.0,150.0,161.2,162.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,sparse [B06],1,Common cm-scale light grey to greenish gray (7/N to GLEY 1 6/1) laminations and pyrite bleds likely to be burrows.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,18,H,3,A
371-U1507A-18H-4-A,0.0,150.0,162.7,164.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,sparse [B06],1,Common cm-scale light grey to greenish gray (7/N to GLEY 1 6/1) laminations and pyrite bleds likely to be burrows.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,18,H,4,A
371-U1507A-18H-5-A,0.0,150.0,164.2,165.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,sparse [B06],1,Common cm-scale light grey to greenish gray (7/N to GLEY 1 6/1) laminations and pyrite bleds likely to be burrows.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,18,H,5,A
371-U1507A-18H-6-A,0.0,140.0,165.7,167.1,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,sparse [B06],1,Common cm-scale light grey (7/N) laminations and pyrite bleds likely to be burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,18,H,6,A
371-U1507A-18H-7-A,0.0,74.0,167.2,167.94,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,sparse [B06],1,Common cm-scale light grey (7/N) laminations and pyrite bleds likely to be burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,18,H,7,A
371-U1507A-18H-CC-A,0.0,22.0,167.94,168.16,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,sparse [B06],1,Common cm-scale light grey (7/N) laminations and pyrite bleds likely to be burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,18,H,CC,A
371-U1507A-19H-1-A,0.0,150.0,167.7,169.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,slight [B06],2,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,1,A
371-U1507A-19H-2-A,0.0,150.0,169.2,170.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,slight [B06],2,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,2,A
371-U1507A-19H-3-A,0.0,150.0,170.7,172.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,slight [B06],2,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,3,A
371-U1507A-19H-4-A,0.0,150.0,172.2,173.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,slight [B06],2,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,4,A
371-U1507A-19H-5-A,0.0,150.0,173.7,175.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,slight [B06],2,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,5,A
371-U1507A-19H-6-A,0.0,48.0,175.2,175.68,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,slight [B06],2,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",irregular boundary or contact,,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,6,A
371-U1507A-19H-6-A,48.0,56.0,175.68,175.76,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 7/N (light gray),bed,,,,thin bed [B01],medium sand [W22_2],5,,,absent,0,"Light gray bed of foraminiferal ooze with nannofossils, Sediment deformation is apparent.",inclined boundary or contact,irregular,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,19,H,6,A
371-U1507A-19H-6-A,56.0,92.0,175.76,176.12,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,absent,0,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",bioturbated boundary or contact,irregular-straight,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,6,A
371-U1507A-19H-6-A,92.0,93.0,176.12,176.13,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 7/N (light gray),bed,,,,thick lamina [B01],medium sand [W22_2],5,,,absent,0,Light gray foraminiferal ooze with nannofossils. The lower surface is irregular and stepped.,sharp inclined boundary or contact,irregular-stepped,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,19,H,6,A
371-U1507A-19H-6-A,93.0,140.0,176.13,176.6,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,absent,0,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",bioturbated boundary or contact,concave,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,6,A
371-U1507A-19H-7-A,0.0,18.0,176.7,176.88,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,5,,,absent,0,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",sharp boundary or contact,irregular-stepped,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,7,A
371-U1507A-19H-7-A,18.0,24.0,176.88,176.94,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 7/N (light gray),bed,,,,thin bed [B01],medium sand [W22_2],5,,,slight [B06],2,Two very thin beds of foraminiferal ooze separated by nannofossil ooze. L The lower surface is irregular and stepped.,sharp boundary or contact,irregular-stepped,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,19,H,7,A
371-U1507A-19H-7-A,24.0,67.0,176.94,177.37,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,absent,0,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,7,A
371-U1507A-19H-CC-A,0.0,28.0,177.37,177.65,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,absent,0,"Generally a white (GLEY 1 8/N) foraminiferal nannofossil ooze small dark gray blebs, presumably burrows, Occasional cm scale very thin beds are present.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,19,H,CC,A
371-U1507A-20H-1-A,0.0,87.0,177.2,178.07,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,,,occasional sub-cm scale dark grey (Gley 1 3/1) blebs. Pyrite was observed in the smear slides.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,20,H,1,A
371-U1507A-20H-1-A,87.0,91.0,178.07,178.11,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 7/N (light gray),bed,,,,thin bed [B01],fine sand [W22_2],4,,,absent,0,20 degrees and bioturbated.,inclined boundary or contact,sharp,sharp to gradational,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,20,H,1,A
371-U1507A-20H-1-A,91.0,138.0,178.11,178.58,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,20,H,1,A
371-U1507A-20H-2-A,0.0,150.0,178.58,180.08,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,Occasional grey (Gley 1 7/N) thick laminations are found.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,20,H,2,A
371-U1507A-20H-3-A,0.0,150.0,180.08,181.58,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,Occasional grey (Gley 1 7/N) thick laminations are found.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,20,H,3,A
371-U1507A-20H-4-A,0.0,150.0,181.58,183.08,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional grey (Gley 1 7/N) thick laminations are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur. Some of them are bioturbated.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,20,H,4,A
371-U1507A-20H-5-A,0.0,150.0,183.08,184.58,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional grey (Gley 1 7/N) thick laminations are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur. Some of them are bioturbated.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,20,H,5,A
371-U1507A-20H-6-A,0.0,140.0,184.58,185.98,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional grey (Gley 1 7/N) thick laminations are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur. Some of them are bioturbated.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,20,H,6,A
371-U1507A-20H-7-A,0.0,72.0,186.08,186.8,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional grey (Gley 1 7/N) thick laminations are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur. Some of them are bioturbated.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,20,H,7,A
371-U1507A-20H-CC-A,0.0,23.0,186.8,187.03,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional grey (Gley 1 7/N) thick laminations are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur. Some of them are bioturbated.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,20,H,CC,A
371-U1507A-21H-1-A,0.0,150.0,186.7,188.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional light grey (Gley 1 7/N) thick laminations and very thin beds are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur. Some of them are bioturbated.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,1,A
371-U1507A-21H-2-A,0.0,150.0,188.2,189.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional light grey (Gley 1 7/N) thick laminations and very thin beds are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur. Some of them are bioturbated.small <1 cm clast at 1A 91 cm",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,2,A
371-U1507A-21H-3-A,0.0,150.0,189.7,191.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional light grey (Gley 1 7/N) thick laminations and very thin beds are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur. Some of them are bioturbated. Small clast at 61 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,3,A
371-U1507A-21H-4-A,0.0,114.0,191.2,192.34,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional light grey (Gley 1 7/N) thick laminations and very thin beds are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur. Some of them are bioturbated.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,4,A
371-U1507A-21H-4-A,114.0,115.0,192.34,192.35,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 7/N (light gray),bed,,,,,medium sand [W22_2],5,,,sparse [B06],1,Light gray foraminiferal ooze with nannofossils.,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,21,H,4,A
371-U1507A-21H-4-A,115.0,150.0,192.35,192.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional light grey (Gley 1 7/N) thick laminations and very thin beds are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,4,A
371-U1507A-21H-5-A,0.0,94.0,192.7,193.64,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,"Occasional light grey (Gley 1 7/N) thick laminations and very thin beds are found. Also light greenish grey (Gley 2 7/1) thin laminations, sometimes asymmetrically folded occur.",sharp boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,5,A
371-U1507A-21H-5-A,94.0,96.0,193.64,193.66,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,,,GLEY 1 8/N (white gray),layering,,,,,clay [W22_1],1,,,sparse [B06],1,light gray cm thick bed overlain by a white (tint of rose color) 5R 8/1 laminae overlain by a thick laminae of light gray GY 6/1,sharp boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze with clay,,,,371,U1507,A,21,H,5,A
371-U1507A-21H-5-A,96.0,104.0,193.66,193.74,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),layering,,,,,,2,,,sparse [B06],1,,sharp boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,5,A
371-U1507A-21H-5-A,104.0,107.0,193.74,193.77,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,,,GLEY 1 8/N (white gray),layering,,,,,clay [W22_1],1,,,sparse [B06],1,light gray cm thick bed overlain by a white (tint of rose color) 5R 8/1 laminae overlain by a thick laminae of light gray GY 6/1,sharp boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze with clay,,,,371,U1507,A,21,H,5,A
371-U1507A-21H-5-A,107.0,119.0,193.77,193.89,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,absent,0,A very thin bed of foraminiferal ooze (sand) with nannofossils,sharp boundary or contact,straight,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,21,H,5,A
371-U1507A-21H-5-A,119.0,131.0,193.89,194.01,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,5,A
371-U1507A-21H-5-A,131.0,133.0,194.01,194.03,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 4/5G (greenish gray),,,,,,,,,,,,,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,21,H,5,A
371-U1507A-21H-5-A,133.0,150.0,194.03,194.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,white nannofossil ooze with occasional cm scale light green mottled (due to bioturbation) intervals.,bioturbated boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,5,A
371-U1507A-21H-6-A,0.0,43.0,194.2,194.63,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,white nannofossil ooze with occasional cm scale light green mottled (due to bioturbation) intervals.,bioturbated boundary or contact,irregular,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,6,A
371-U1507A-21H-6-A,43.0,45.0,194.63,194.65,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,absent,0,A very thin bed of foraminiferal ooze (sand) with nannofossils,sharp boundary or contact,straight,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,21,H,6,A
371-U1507A-21H-6-A,45.0,53.0,194.65,194.73,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,,sharp boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,6,A
371-U1507A-21H-6-A,53.0,55.0,194.73,194.75,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,sparse [B06],1,A very thin bed of foraminiferal ooze (sand) with nannofossils,sharp boundary or contact,straight,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,21,H,6,A
371-U1507A-21H-6-A,55.0,122.0,194.75,195.42,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,white nannofossil ooze with occasional cm scale light green mottled (due to bioturbation) intervals.,sharp boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,6,A
371-U1507A-21H-7-A,0.0,13.0,195.52,195.65,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,white nannofossil ooze with occasional cm scale light green mottled (due to bioturbation) intervals.,sharp boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,7,A
371-U1507A-21H-7-A,13.0,24.0,195.65,195.76,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,thin bed [B01],medium sand [W22_2],5,,,sparse [B06],1,A very thin bed of foraminiferal ooze (sand) with nannofossils,sharp boundary or contact,sharp,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,21,H,7,A
371-U1507A-21H-7-A,24.0,64.0,195.76,196.16,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,white nannofossil ooze,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,7,A
371-U1507A-21H-CC-A,0.0,12.0,196.16,196.28,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,,2,,,sparse [B06],1,white nannofossil ooze,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,21,H,CC,A
371-U1507A-22H-1-A,0.0,17.0,196.2,196.37,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,thin bed [B01],fine sand [W22_2],4,,,sparse [B06],1,,sharp boundary or contact,planar,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,22,H,1,A
371-U1507A-22H-1-A,17.0,39.0,196.37,196.59,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,sparse [B06],1,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,22,H,1,A
371-U1507A-22H-1-A,39.0,97.0,196.59,197.17,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 7/N (light gray),bed,,normal grading,,thick bed [B01],medium sand [W22_2],5,,,absent,0,"A normally graded, sharp-based foraminiferal ooze (sand), from medium to fine-sized foraminifers. Light to dark grey tint is likely to be due to pyrite (?)",sharp boundary or contact,planar-linear,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,,371,U1507,A,22,H,1,A
371-U1507A-22H-1-A,97.0,150.0,197.17,197.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,2,,,slight [B06],2,"Common cm-scale light grey (7/N) laminations, pyrite bleds and greenish grey (GLEY 1 5G 5/1), typically sharp-based clay and/or glass-rich? bioturbated intervals.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,22,H,1,A
371-U1507A-22H-2-A,0.0,150.0,197.7,199.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,2,,,slight [B06],2,"Common cm-scale light grey (7/N) laminations, pyrite bleds and greenish grey (GLEY 1 5G 5/1), typically sharp-based clay and/or glass-rich? bioturbated intervals.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,22,H,2,A
371-U1507A-22H-3-A,0.0,150.0,199.2,200.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,2,,,slight [B06],2,"Common cm-scale light grey (7/N) laminations, pyrite bleds and greenish grey (GLEY 1 5G 5/1) intervals, typically sharp-based clay and/or glass-rich? bioturbated intervals.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,22,H,3,A
371-U1507A-22H-4-A,0.0,150.0,200.7,202.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,2,,,slight [B06],2,"Common cm-scale light grey (7/N) laminations, pyrite bleds and greenish grey (GLEY 1 5G 5/1), typically sharp-based clay and/or glass-rich? bioturbated intervals.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,22,H,4,A
371-U1507A-22H-5-A,0.0,150.0,202.2,203.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,2,,,slight [B06],2,"Common cm-scale light grey (7/N) laminations, pyrite bleds and greenish grey (GLEY 1 5G 5/1), typically sharp-based clay and/or glass-rich? bioturbated intervals.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,22,H,5,A
371-U1507A-22H-6-A,0.0,92.0,203.7,204.62,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,2,,,slight [B06],2,"Common cm-scale light grey (7/N) laminations, pyrite bleds and greenish grey (GLEY 1 5G 5/1), typically sharp-based clay and/or glass-rich? bioturbated intervals.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,22,H,6,A
371-U1507A-22H-7-A,0.0,66.0,204.72,205.38,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,2,,,slight [B06],2,"Common cm-scale light grey (7/N) laminations, pyrite bleds and greenish grey (GLEY 1 5G 5/1), typically sharp-based clay and/or glass-rich? bioturbated intervals.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,22,H,7,A
371-U1507A-22H-CC-A,0.0,16.0,205.38,205.54,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,2,,,slight [B06],2,"Common cm-scale light grey (7/N) laminations, pyrite bleds and greenish grey (GLEY 1 5G 5/1), typically sharp-based clay and/or glass-rich? bioturbated intervals.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,22,H,CC,A
