Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name
363-U1484A-9H-2-A,29,39.0,72.92,73.02,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,9,H,2,A,,,,
363-U1484A-9H-2-A,39,117.0,73.02,73.8,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,2,A,,,,
363-U1484A-9H-2-A,117,127.0,73.8,73.9,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,2,A,,,,
363-U1484A-9H-2-A,127,140.0,73.9,74.03,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,2,A,,,,
363-U1484A-9H-3-A,0,73.0,74.03,74.76,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,3,A,,,,
363-U1484A-9H-3-A,79,102.0,74.82,75.05,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,3,A,,,,
363-U1484A-9H-3-A,102,112.0,75.05,75.15,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,9,H,3,A,,,,
363-U1484A-9H-3-A,112,122.0,75.15,75.25,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,3,A,,,,
363-U1484A-9H-4-A,0,48.0,75.25,75.73,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,4,A,,,,
363-U1484A-9H-4-A,59,93.0,75.84,76.18,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,4,A,,,,
363-U1484A-9H-4-A,93,103.0,76.18,76.28,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,9,H,4,A,,,,
363-U1484A-9H-4-A,103,125.0,76.28,76.5,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,4,A,,,,
363-U1484A-9H-5-A,0,141.0,76.5,77.91,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,5,A,,,,
363-U1484A-9H-6-A,0,42.0,77.91,78.33,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,6,A,,,,
363-U1484A-9H-6-A,42,58.0,78.33,78.49,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,9,H,6,A,,,,
363-U1484A-9H-6-A,58,142.0,78.49,79.33,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,6,A,,,,
363-U1484A-9H-7-A,0,91.0,79.33,80.24,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,7,A,,,,
363-U1484A-9H-8-A,0,70.0,80.34,81.04,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,8,A,,,,
363-U1484A-9H-CC-A,0,17.0,81.04,81.21,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,CC,A,,,,
363-U1484A-10H-1-A,0,89.0,81.0,81.89,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,10,H,1,A,,,,
363-U1484A-10H-1-A,89,96.0,81.89,81.96,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,10,H,1,A,,,,
363-U1484A-10H-1-A,96,121.0,81.96,82.21,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,10,H,1,A,,,,
363-U1484A-10H-2-A,0,7.0,82.21,82.28,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,10,H,2,A,,,,
363-U1484A-10H-2-A,7,29.0,82.28,82.5,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,2,A,,,,
363-U1484A-10H-2-A,29,44.0,82.5,82.65,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,2,A,,,,
363-U1484A-10H-2-A,44,71.0,82.65,82.92,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,2,A,,,,
363-U1484A-10H-2-A,77,117.0,82.98,83.38,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,2,A,,,,
363-U1484A-10H-2-A,117,136.0,83.38,83.57,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,2,A,,,,
363-U1484A-10H-3-A,0,15.0,83.57,83.72,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,3,A,,,,
363-U1484A-10H-3-A,15,19.0,83.72,83.76,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,3,A,,,,
363-U1484A-10H-3-A,19,59.0,83.76,84.16,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,3,A,,,,
363-U1484A-10H-3-A,59,75.0,84.16,84.32,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,3,A,,,,
363-U1484A-10H-3-A,83,116.0,84.4,84.73,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,3,A,,,,
363-U1484A-10H-4-A,0,55.0,84.73,85.28,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,10,H,4,A,,,,
363-U1484A-10H-4-A,55,143.0,85.28,86.16,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,10,H,4,A,,,,
363-U1484A-10H-5-A,0,88.0,86.16,87.04,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,10,H,5,A,,,,
363-U1484A-10H-5-A,92,142.0,87.08,87.58,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,10,H,5,A,,,,
363-U1484A-10H-6-A,0,71.0,87.58,88.29,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,10,H,6,A,,,,
363-U1484A-10H-6-A,81,143.0,88.39,89.01,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,10,H,6,A,,,,
363-U1484A-10H-7-A,0,81.0,89.01,89.82,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,10,H,7,A,,,,
363-U1484A-10H-8-A,0,63.0,89.82,90.45,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,10,H,8,A,,,,
363-U1484A-10H-CC-A,0,12.0,90.45,90.57,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,10,H,CC,A,,,,
363-U1484A-11H-1-A,0,90.0,90.5,91.4,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,11,H,1,A,,,,
363-U1484A-11H-2-A,0,48.0,91.4,91.88,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,11,H,2,A,,,,
363-U1484A-11H-2-A,66,139.0,92.06,92.79,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,11,H,2,A,,,,
363-U1484A-11H-3-A,0,125.0,92.79,94.04,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,11,H,3,A,,,,
363-U1484A-11H-4-A,0,45.0,94.04,94.49,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,11,H,4,A,,,,
363-U1484A-11H-4-A,65,120.0,94.69,95.24,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,11,H,4,A,,,,
363-U1484A-11H-5-A,0,141.0,95.24,96.65,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,11,H,5,A,,,,
363-U1484A-11H-6-A,0,141.0,96.65,98.06,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Cm scale sand layers throughout,,,,,,,,,,,,,363,U1484,A,11,H,6,A,,,,
363-U1484A-11H-7-A,0,86.0,98.06,98.92,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Cm scale sand layers throughout,,,,,,,,,,,,,363,U1484,A,11,H,7,A,,,,
363-U1484A-11H-7-A,86,141.0,98.92,99.47,,clayey silt [S54],clayey silt,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Cm scale sand layers throughout,,,,,,,,,,,,,363,U1484,A,11,H,7,A,,,,
363-U1484A-11H-8-A,0,67.0,99.47,100.14,,clayey silt [S54],clayey silt,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Cm scale sand layers throughout,,,,,,,,,,,,,363,U1484,A,11,H,8,A,,,,
363-U1484A-11H-9-A,0,21.0,100.28,100.49,,clayey silt [S54],clayey silt,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,11,H,9,A,,,,
363-U1484A-11H-9-A,31,62.0,100.59,100.9,,clayey silt [S54],clayey silt,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,11,H,9,A,,,,
363-U1484A-11H-CC-A,0,27.0,100.9,101.17,,clayey silt [S54],clayey silt,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,11,H,CC,A,,,,
363-U1484A-12H-1-A,0,33.0,100.0,100.33,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,1,A,,,,
363-U1484A-12H-2-A,0,135.0,100.33,101.68,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,2,A,,,,
363-U1484A-12H-3-A,0,138.0,101.68,103.06,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,3,A,,,,
363-U1484A-12H-4-A,0,140.0,103.06,104.46,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,4,A,,,,
363-U1484A-12H-5-A,0,132.0,104.46,105.78,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,5,A,,,,
363-U1484A-12H-6-A,0,64.0,105.78,106.42,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,6,A,,,,
363-U1484A-12H-6-A,64,87.0,106.42,106.65,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,6,A,,,,
363-U1484A-12H-6-A,87,141.0,106.65,107.19,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,6,A,,,,
363-U1484A-12H-7-A,0,142.0,107.19,108.61,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,7,A,,,,
363-U1484A-12H-8-A,0,70.0,108.61,109.31,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,8,A,,,,
363-U1484A-12H-9-A,0,65.0,109.41,110.06,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,9,A,,,,
363-U1484A-12H-CC-A,0,5.0,110.06,110.11,,clayey silt [S54],clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,12,H,CC,A,,,,
363-U1484A-13H-1-A,0,44.0,109.5,109.94,,silty sand [S54],silty sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,Periodic clay layers in the sand,,,,,,,,,,,,,363,U1484,A,13,H,1,A,,,,
363-U1484A-13H-2-A,0,131.0,109.94,111.25,,silty sand [S54],silty sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,Periodic clay layers in the sand,,,,,,,,,,,,,363,U1484,A,13,H,2,A,,,,
363-U1484A-13H-3-A,0,99.0,111.25,112.24,,silty sand [S54],silty sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,Periodic clay layers in the sand,,,,,,,,,,,,,363,U1484,A,13,H,3,A,,,,
363-U1484A-13H-4-A,0,97.0,112.24,113.21,,silty sand [S54],silty sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,Periodic clay layers in the sand,,,,,,,,,,,,,363,U1484,A,13,H,4,A,,,,
363-U1484A-13H-5-A,0,51.0,113.31,113.82,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,13,H,5,A,,,,
363-U1484A-13H-6-A,0,101.0,113.82,114.83,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),complete [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,13,H,6,A,,,,
363-U1484A-13H-7-A,0,50.0,114.83,115.33,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),complete [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,13,H,7,A,,,,
363-U1484A-13H-CC-A,0,12.0,115.33,115.45,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),complete [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,13,H,CC,A,,,,
363-U1484A-14H-1-A,0,127.0,119.0,120.27,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,14,H,1,A,,,,
363-U1484A-14H-2-A,0,93.0,120.27,121.2,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,14,H,2,A,,,,
363-U1484A-14H-3-A,0,60.0,121.2,121.8,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,14,H,3,A,,,,
363-U1484A-14H-4-A,0,126.0,121.8,123.06,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,14,H,4,A,,,,
363-U1484A-14H-5-A,0,47.0,123.06,123.53,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,14,H,5,A,,,,
363-U1484A-14H-CC-A,0,12.0,123.53,123.65,nannofossil-rich [X363],silt [Leg210],nannofossil-rich silt,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,14,H,CC,A,,,,
363-U1484A-15H-1-A,0,141.0,128.5,129.91,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,1,A,,,,
363-U1484A-15H-2-A,0,46.0,129.91,130.37,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,2,A,,,,
363-U1484A-15H-2-A,46,53.0,130.37,130.44,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,2,A,,,,
363-U1484A-15H-2-A,53,92.0,130.44,130.83,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,2,A,,,,
363-U1484A-15H-2-A,92,121.0,130.83,131.12,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,2,A,,,,
363-U1484A-15H-2-A,121,142.0,131.12,131.33,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,2,A,,,,
363-U1484A-15H-3-A,0,43.0,131.33,131.76,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,3,A,,,,
363-U1484A-15H-3-A,43,82.0,131.76,132.15,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,3,A,,,,
363-U1484A-15H-3-A,82,139.0,132.15,132.72,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,3,A,,,,
363-U1484A-15H-4-A,0,13.0,132.72,132.85,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,4,A,,,,
363-U1484A-15H-4-A,13,20.0,132.85,132.92,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,4,A,,,,
363-U1484A-15H-4-A,20,68.0,132.92,133.4,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,4,A,,,,
363-U1484A-15H-4-A,68,78.0,133.4,133.5,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,4,A,,,,
363-U1484A-15H-4-A,78,91.0,133.5,133.63,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,4,A,,,,
363-U1484A-15H-4-A,91,110.0,133.63,133.82,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,4,A,,,,
363-U1484A-15H-4-A,110,130.0,133.82,134.02,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,4,A,,,,
363-U1484A-15H-5-A,0,22.0,134.02,134.24,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,5,A,,,,
363-U1484A-15H-5-A,22,43.0,134.24,134.45,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,5,A,,,,
363-U1484A-15H-5-A,43,146.0,134.45,135.48,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,5,A,,,,
363-U1484A-15H-6-A,0,32.0,135.48,135.8,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,6,A,,,,
363-U1484A-15H-6-A,32,37.0,135.8,135.85,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,6,A,,,,
363-U1484A-15H-6-A,37,78.0,135.85,136.26,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,6,A,,,,
363-U1484A-15H-6-A,84,103.0,136.32,136.51,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,6,A,,,,
363-U1484A-15H-6-A,103,143.0,136.51,136.91,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,6,A,,,,
363-U1484A-15H-7-A,0,16.0,136.91,137.07,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,7,A,,,,
363-U1484A-15H-7-A,16,24.0,137.07,137.15,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,7,A,,,,
363-U1484A-15H-7-A,27,53.0,137.18,137.44,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,7,A,,,,
363-U1484A-15H-7-A,53,57.0,137.44,137.48,,sand [Leg210],sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,7,A,,,,
363-U1484A-15H-7-A,57,73.0,137.48,137.64,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,7,A,,,,
363-U1484A-15H-8-A,0,55.0,137.74,138.29,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,8,A,,,,
363-U1484A-15H-CC-A,0,31.0,138.29,138.6,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,A,15,H,CC,A,,,,
