Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
362-U1480G-46R-1-A,72,130,1182.32,1182.9,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 2.5/N (black),,,,,thick bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Silt planar lamina at 78.5, 93, 105 cm.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,46,R,1,A,,,,
362-U1480G-46R-2-A,0,32.5,1183.1,1183.425,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),irregular,sharp,irregular sharp,sub-horizontal,thick bed [B01],partially lithified,very fine sand [W22_2],3,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1480,G,46,R,2,A,,,,
362-U1480G-46R-2-A,32.5,55.5,1183.425,1183.655,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed [B01],partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,46,R,2,A,,,,
362-U1480G-46R-2-A,55.5,108,1183.655,1184.18,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 2.5/N (black),,,,,thick bed [B01],partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],overall gradation from dark gray silty to black clay over the entire bed.,structureless,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,46,R,2,A,,,,
362-U1480G-46R-3-A,0,39,1184.38,1184.77,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],overall gradation from dark gray silty to black clay over the entire bed.,structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,46,R,3,A,,,,
362-U1480G-46R-3-A,39,59,1184.77,1184.97,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],overall gradation from dark gray silty to black clay over the entire bed. Silt lamina at 44 cm.,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,46,R,3,A,,,,
362-U1480G-46R-3-A,59,105,1184.97,1185.43,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],overall gradation from dark gray very fine sand to silt over the entire bed.,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,C [A85],mudstone [USGS],,,,,,,,362,U1480,G,46,R,3,A,,,,
362-U1480G-47R-1-A,0,12,1191.3,1191.42,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/5GY (greenish black),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams,structureless,absent [DB91],1,,,,,,foraminifer,,,,,,,,,,362,U1480,G,47,R,1,A,,,,
362-U1480G-47R-1-A,23,33,1191.53,1191.63,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 2.5/5GY (greenish black),irregular,gradational,irregular gradational,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],plant fragment at 28 cm,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,47,R,1,A,,,,
362-U1480G-47R-1-A,33,83,1191.63,1192.13,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 2.5/5GY (greenish black),irregular,gradational,irregular gradational,horizontal,,partially lithified,medium sand [W22_2],5,normal grading,moderate [2014],silt [W22_1],medium sand [W22_2],,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,47,R,1,A,,,,
362-U1480G-47R-1-A,83,151,1192.13,1192.81,IIC,,medium sand [USGS],with silt [2014],medium sand,medium sand with silt,medium sand with silt,,GLEY 1 2.5/5GY (greenish black),,,,,,unlithified [Leg194],medium sand [W22_2],5,non-graded,moderate [2014],,,cm-wide mud clat at 93 cm.,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,47,R,1,A,,,,
362-U1480G-47R-2-A,0,16,1192.81,1192.97,IIC,,coarse sand [USGS],with silt [2014],coarse sand,coarse sand with silt,coarse sand with silt,,GLEY 1 2.5/5GY (greenish black),curviplanar,sharp,curviplanar sharp,sub-horizontal,,unlithified [Leg194],very coarse sand [W22_2],7,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,47,R,2,A,,,,
362-U1480G-47R-2-A,16,38,1192.97,1193.19,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/5GY (greenish black),irregular,gradational,irregular gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,47,R,2,A,,,,
362-U1480G-47R-2-A,38,63,1193.19,1193.44,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 2.5/5GY (greenish black),irregular,gradational,irregular gradational,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],plant fragment at 28 cm,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,47,R,2,A,,,,
362-U1480G-47R-3-A,0,50,1193.64,1194.14,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 2.5/5GY (greenish black),irregular,,irregular ,,,partially lithified,medium sand [W22_2],5,normal grading,moderate [2014],silt [W22_1],medium sand [W22_2],,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,47,R,3,A,,,,
362-U1480G-47R-CC-A,0,19,1194.14,1194.33,IIC,,medium sand [USGS],with silt [2014],medium sand,medium sand with silt,medium sand with silt,,GLEY 1 2.5/5GY (greenish black),irregular,sharp,irregular sharp,inclined,,unlithified [Leg194],medium sand [W22_2],5,non-graded,moderate [2014],,,cm-wide mud clat at 18 cm.,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,47,R,CC,A,,,,
362-U1480G-47R-CC-A,19,37,1194.33,1194.51,IIC,,medium sand [USGS],,medium sand,medium sand,medium sand,,GLEY 1 2.5/5GY (greenish black),,,,,,lithified [B84],medium sand [W22_2],5,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],carbonate concretion,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,47,R,CC,A,,,,
362-U1480G-48R-1-A,0,128,1201,1202.28,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 2.5/N (black),,,,,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Individual beds are normally graded from silty-clay to clay, with increasing bioturbation towards the top. Agglutinated forams on top of some beds.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,48,R,1,A,,,,
362-U1480G-48R-2-A,0,42,1202.48,1202.9,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Individual beds are normally graded from silty-clay to clay, with increasing bioturbation towards the top. Agglutinated forams on top of some beds.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,48,R,2,A,,,,
362-U1480G-48R-2-A,42,46,1202.9,1202.94,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/N (gray),irregular,gradational,irregular gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,structureless,moderate [DB91],4,Planolites,Nereites,,,,foraminifer,,,,,,,,,,362,U1480,G,48,R,2,A,,,,
362-U1480G-48R-2-A,46,53,1202.94,1203.01,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Individual beds are normally graded from silty-clay to clay, with increasing bioturbation towards the top. Agglutinated forams on top of some beds.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,48,R,2,A,,,,
362-U1480G-48R-2-A,53,56,1203.01,1203.04,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/N (gray),irregular,gradational,irregular gradational,horizontal,,partially lithified,silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,structureless,moderate [DB91],4,Planolites,Nereites,,,,foraminifer,,,,,,,,,,362,U1480,G,48,R,2,A,,,,
362-U1480G-48R-2-A,56,93,1203.04,1203.41,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 2.5/N (black),,,,,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Individual beds are normally graded from silty-clay to clay, with increasing bioturbation towards the top. Agglutinated forams on top of some beds.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,48,R,2,A,,,,
362-U1480G-48R-CC-A,0,9,1203.41,1203.5,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 2.5/N (black),,,,,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Individual beds are normally graded from silty-clay to clay, with increasing bioturbation towards the top. Agglutinated forams on top of some beds.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,48,R,CC,A,,,,
362-U1480G-49R-1-A,0,22,1210.8,1211.02,IIC,,sand-silt-clay [S54],,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,Disturbed material by coring,,,,,,,,,,,,,,,,,,,362,U1480,G,49,R,1,A,,,,
362-U1480G-49R-1-A,22,103,1211.02,1211.83,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thick bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,individual beds are normally graded from silty clay to clay,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,49,R,1,A,,,,
362-U1480G-49R-1-A,103,150,1211.83,1212.3,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,49,R,1,A,,,,
362-U1480G-49R-2-A,0,21,1212.3,1212.51,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,49,R,2,A,,,,
362-U1480G-49R-2-A,21,40,1212.51,1212.7,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,49,R,2,A,,,,
362-U1480G-49R-2-A,40,101,1212.7,1213.31,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,,partially lithified,fine sand [W22_2],4,non-graded,poor [2014],,,folding structures,convolute bedded,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,49,R,2,A,,,,
362-U1480G-49R-3-A,0,66,1213.31,1213.97,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,partially lithified,fine sand [W22_2],4,non-graded,poor [2014],,,folding structures,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,49,R,3,A,,,,
362-U1480G-49R-4-A,0,6,1214.17,1214.23,IIC,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,49,R,4,A,,,,
362-U1480G-49R-4-A,6,80,1214.23,1214.97,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,well [2014],,,,convolute bedded,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,49,R,4,A,,,,
362-U1480G-49R-4-A,80,111,1214.97,1215.28,IIC,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,poor [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,49,R,4,A,,,,
362-U1480G-49R-4-A,111,124,1215.28,1215.41,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,poor [2014],,,,planar lamination,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,49,R,4,A,,,,
362-U1480G-49R-4-A,124,141,1215.41,1215.58,IIC,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,49,R,4,A,,,,
362-U1480G-49R-5-A,0,29,1215.58,1215.87,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,non-graded,poor [2014],,,,convolute bedded,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,49,R,5,A,,,,
362-U1480G-49R-5-A,29,55,1215.87,1216.13,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],cm-wide pyritized plant material at 31 cm,planar lamination,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,49,R,5,A,,,,
362-U1480G-49R-6-A,0,68.5,1216.28,1216.965,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],cm-wide pyritized plant material at 61 cm,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,49,R,6,A,,,,
362-U1480G-49R-6-A,68.5,85,1216.965,1217.13,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),irregular,sharp,irregular sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,49,R,6,A,,,,
362-U1480G-49R-6-A,85,125,1217.13,1217.53,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,49,R,6,A,,,,
362-U1480G-49R-CC-A,0,8,1217.53,1217.61,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,,partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,49,R,CC,A,,,,
362-U1480G-49R-CC-A,13,27,1217.66,1217.8,IIC,fine,sandstone [S54],,fine sandstone,fine sandstone,sandstone,,GLEY 1 4/N (dark gray),,,,,,partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,carbonate concretion,plant fragment,,,,,,,,,,362,U1480,G,49,R,CC,A,,,,
362-U1480G-50R-1-A,0,11,1220.5,1220.61,IIC,,sand-silt-clay [S54],,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 5/N (gray),,,,,,,,,,,,,Disturbed material by coring,,,,,,,,,,,,,,,,,,,362,U1480,G,50,R,1,A,,,,
362-U1480G-50R-1-A,11,21,1220.61,1220.71,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,50,R,1,A,,,,
362-U1480G-50R-1-A,21,42,1220.71,1220.92,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 2.5/N (black),planar,gradational,planar gradational,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],individual beds are normally graded from silty clay to clay,structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,50,R,1,A,,,,
362-U1480G-50R-1-A,42,125,1220.92,1221.75,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),,,,,thick bed [B01],unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],individual beds are normally graded from silty sand to silt. Slump structure is partially observed.,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],mudstone [USGS],,,,,,,,362,U1480,G,50,R,1,A,,,,
362-U1480G-50R-2-A,0,79,1222,1222.79,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],mudstone [USGS],,,,,,,,362,U1480,G,50,R,2,A,,,,
362-U1480G-50R-2-A,79,102,1222.79,1223.02,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],individual beds are normally graded from silty clay to clay,planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,50,R,2,A,,,,
362-U1480G-50R-2-A,102,150,1223.02,1223.5,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],individual beds are normally graded from fine sand to silt,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],mudstone [USGS],,,,,,,,362,U1480,G,50,R,2,A,,,,
362-U1480G-50R-3-A,0,56,1223.5,1224.06,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),wavy,sharp,wavy sharp,sub-horizontal,thick bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,poor [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1480,G,50,R,3,A,,,,
362-U1480G-50R-3-A,56,65,1224.06,1224.15,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 2.5/N (black),,,,,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,50,R,3,A,,,,
362-U1480G-50R-CC-A,0,22,1224.26,1224.48,IIC,,sand-silt-clay [S54],,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,Disturbed material by coring,,,,,,,,,,,,,,,,,,,362,U1480,G,50,R,CC,A,,,,
362-U1480G-50R-CC-A,22,33,1224.48,1224.59,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 2.5/N (black),,,,,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,50,R,CC,A,,,,
362-U1480G-51R-1-A,0,7,1230.3,1230.37,IIC,,sand-silt-clay [S54],,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 5/N (gray),,,,,,,,,,,,,Disturbed material by coring,,,,,,,,,,,,,,,,,,,362,U1480,G,51,R,1,A,,,,
362-U1480G-51R-1-A,7,64,1230.37,1230.94,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thick bed [B01],partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded from silt to clay with silt Silt lamina at 37, 60 cm. Prominent pyritized coaly layer at silt lamina at 60 cm consisting of individual platy coal clasts 30 mm long x 2 mm thick.",planar lamination,sparse [DB91],2,Nereites,,,,,plant fragment,R [A85],,,,,,,,,362,U1480,G,51,R,1,A,,,,
362-U1480G-51R-1-A,64,98,1230.94,1231.28,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,horizontal,thick bed [B01],unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],individual beds are normally graded from fine sand to silt. The sand contains rare to common plant debris.,,moderate [DB91],4,Nereites,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,51,R,1,A,,,,
362-U1480G-51R-1-A,98,150,1231.28,1231.8,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,well [2014],,,"sub-horizontal silt lamina at 111, 148 cm.",structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,51,R,1,A,,,,
362-U1480G-51R-2-A,0,73,1231.8,1232.53,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 2.5/N (black),planar,gradational,planar gradational,horizontal,thick bed [B01],partially lithified,clay [W22_1],1,non-graded,well [2014],,,"silt lamina at 11, 69 cm.",structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,51,R,2,A,,,,
362-U1480G-51R-2-A,73,93,1232.53,1232.73,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],individual beds are normally graded from silt to clay.,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,51,R,2,A,,,,
362-U1480G-51R-2-A,93,105,1232.73,1232.85,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],individual beds are normally graded from fine sand to silt. The sand contains rare to common plant debris.,structureless,moderate [DB91],4,Nereites,,,,,plant fragment,R [A85],,,,,,,,,362,U1480,G,51,R,2,A,,,,
362-U1480G-51R-2-A,105,111,1232.85,1232.91,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,51,R,2,A,,,,
362-U1480G-51R-CC-A,0,17,1233.1,1233.27,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,51,R,CC,A,,,,
362-U1480G-51R-CC-A,17,21,1233.27,1233.31,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),irregular,,irregular ,,,unlithified [Leg194],,,,,,,Disturbed material by coring,,,,,,,,,,,,,,,,,,,362,U1480,G,51,R,CC,A,,,,
362-U1480G-51R-CC-A,21,47,1233.31,1233.57,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,51,R,CC,A,,,,
362-U1480G-52R-1-A,0,20,1238,1238.2,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],individual beds are normally graded from silt to clay with silt,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,52,R,1,A,,,,
