Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,Lithology Suffix
323-U1339D-10H-1-A,323,U1339,D,10,10-1,H,1,A,0,110,81,82.1,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-10H-1-A,323,U1339,D,10,10-1,H,1,A,110,150,82.1,82.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-10H-2-A,323,U1339,D,10,10-2,H,2,A,0,150,82.5,84,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-10H-3-A,323,U1339,D,10,10-3,H,3,A,0,30,84,84.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-10H-3-A,323,U1339,D,10,10-3,H,3,A,30,115,84.3,85.15,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,
323-U1339D-10H-3-A,323,U1339,D,10,10-3,H,3,A,115,150,85.15,85.5,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-10H-4-A,323,U1339,D,10,10-4,H,4,A,0,16,85.5,85.66,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-10H-4-A,323,U1339,D,10,10-4,H,4,A,16,26,85.66,85.76,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,2.5Y 7/1,,,,,,,,,,,,,,,,,
323-U1339D-10H-4-A,323,U1339,D,10,10-4,H,4,A,26,82,85.76,86.32,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-10H-4-A,323,U1339,D,10,10-4,H,4,A,82,90,86.32,86.4,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,2.5Y 7/2,,,,,,,,,,,,,,,,,
323-U1339D-10H-4-A,323,U1339,D,10,10-4,H,4,A,90,150,86.4,87,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-10H-5-A,323,U1339,D,10,10-5,H,5,A,0,150,87,88.5,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-10H-6-A,323,U1339,D,10,10-6,H,6,A,0,105,88.5,89.55,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-10H-7-A,323,U1339,D,10,10-7,H,7,A,0,58,89.55,90.13,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-10H-CC-A,323,U1339,D,10,10-CC,H,CC,A,0,50,90.13,90.63,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-11H-1-A,323,U1339,D,11,11-1,H,1,A,0,27,90.5,90.77,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-11H-2-A,323,U1339,D,11,11-2,H,2,A,0,150,90.77,92.27,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-11H-3-A,323,U1339,D,11,11-3,H,3,A,0,127,92.27,93.54,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-11H-4-A,323,U1339,D,11,11-4,H,4,A,0,40,93.54,93.94,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-11H-4-A,323,U1339,D,11,11-4,H,4,A,40,90,93.94,94.44,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-11H-4-A,323,U1339,D,11,11-4,H,4,A,90,150,94.44,95.04,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-11H-5-A,323,U1339,D,11,11-5,H,5,A,0,65,95.04,95.69,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-11H-5-A,323,U1339,D,11,11-5,H,5,A,65,150,95.69,96.54,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-11H-6-A,323,U1339,D,11,11-6,H,6,A,0,35,96.54,96.89,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-11H-6-A,323,U1339,D,11,11-6,H,6,A,35,70,96.89,97.24,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-11H-6-A,323,U1339,D,11,11-6,H,6,A,70,145,97.24,97.99,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-11H-7-A,323,U1339,D,11,11-7,H,7,A,0,20,97.99,98.19,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-11H-7-A,323,U1339,D,11,11-7,H,7,A,20,90,98.19,98.89,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-11H-7-A,323,U1339,D,11,11-7,H,7,A,90,150,98.89,99.49,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-11H-8-A,323,U1339,D,11,11-8,H,8,A,0,60,99.49,100.09,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-11H-CC-A,323,U1339,D,11,11-CC,H,CC,A,0,38,100.09,100.47,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-1-A,323,U1339,D,12,12-1,H,1,A,0,40,100,100.4,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,
323-U1339D-12H-2-A,323,U1339,D,12,12-2,H,2,A,0,59,100.4,100.99,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-2-A,323,U1339,D,12,12-2,H,2,A,59,64,100.99,101.04,diatom silt,Leg 323,,diatom silt,,soft,5Y 3/1,,,,,,,,,,,,,,,,,
323-U1339D-12H-2-A,323,U1339,D,12,12-2,H,2,A,64,110,101.04,101.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-2-A,323,U1339,D,12,12-2,H,2,A,110,138,101.5,101.78,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,,
323-U1339D-12H-3-A,323,U1339,D,12,12-3,H,3,A,0,35,101.78,102.13,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,,
323-U1339D-12H-3-A,323,U1339,D,12,12-3,H,3,A,35,85,102.13,102.63,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,15,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-3-A,323,U1339,D,12,12-3,H,3,A,35,85,102.13,102.63,diatom ooze,Leg 323,,diatom ooze,65,soft,5Y 4/3,,,,,,,,,,,,,,,,,
323-U1339D-12H-3-A,323,U1339,D,12,12-3,H,3,A,35,85,102.13,102.63,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,20,soft,5Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1339D-12H-3-A,323,U1339,D,12,12-3,H,3,A,85,150,102.63,103.28,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-4-A,323,U1339,D,12,12-4,H,4,A,0,150,103.28,104.78,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-5-A,323,U1339,D,12,12-5,H,5,A,0,150,104.78,106.28,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-6-A,323,U1339,D,12,12-6,H,6,A,0,75,106.28,107.03,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-6-A,323,U1339,D,12,12-6,H,6,A,75,90,107.03,107.18,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-6-A,323,U1339,D,12,12-6,H,6,A,90,150,107.18,107.78,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-7-A,323,U1339,D,12,12-7,H,7,A,0,150,107.78,109.28,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-8-A,323,U1339,D,12,12-8,H,8,A,0,57,109.28,109.85,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-12H-CC-A,323,U1339,D,12,12-CC,H,CC,A,0,56,109.85,110.41,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-13H-1-A,323,U1339,D,13,13-1,H,1,A,0,75,109.5,110.25,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-13H-2-A,323,U1339,D,13,13-2,H,2,A,0,143,110.25,111.68,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-13H-3-A,323,U1339,D,13,13-3,H,3,A,0,142,111.68,113.1,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-13H-4-A,323,U1339,D,13,13-4,H,4,A,0,150,113.1,114.6,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-13H-5-A,323,U1339,D,13,13-5,H,5,A,0,150,114.6,116.1,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-13H-6-A,323,U1339,D,13,13-6,H,6,A,0,150,116.1,117.6,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-13H-7-A,323,U1339,D,13,13-7,H,7,A,0,150,117.6,119.1,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-13H-8-A,323,U1339,D,13,13-8,H,8,A,0,46,119.1,119.56,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-13H-CC-A,323,U1339,D,13,13-CC,H,CC,A,0,43,119.56,119.99,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-14H-1-A,323,U1339,D,14,14-1,H,1,A,0,36,119,119.36,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-14H-2-A,323,U1339,D,14,14-2,H,2,A,0,150,119.36,120.86,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-14H-3-A,323,U1339,D,14,14-3,H,3,A,0,150,120.86,122.36,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-14H-4-A,323,U1339,D,14,14-4,H,4,A,0,150,122.36,123.86,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-14H-5-A,323,U1339,D,14,14-5,H,5,A,0,150,123.86,125.36,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-14H-6-A,323,U1339,D,14,14-6,H,6,A,0,145,125.36,126.81,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-14H-7-A,323,U1339,D,14,14-7,H,7,A,0,150,126.81,128.31,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-14H-8-A,323,U1339,D,14,14-8,H,8,A,0,30,128.31,128.61,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-14H-CC-A,323,U1339,D,14,14-CC,H,CC,A,0,31,128.61,128.92,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-15H-1-A,323,U1339,D,15,15-1,H,1,A,0,145,128.5,129.95,diatom silt,Leg 323,'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-15H-1-A,323,U1339,D,15,15-1,H,1,A,145,150,129.95,130,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,95-100,soft,2.5Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1339D-15H-2-A,323,U1339,D,15,15-2,H,2,A,0,2,130,130.02,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,95-100,soft,2.5Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1339D-15H-2-A,323,U1339,D,15,15-2,H,2,A,2,67,130.02,130.67,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 3/2,,,,,,,,,,,,,,,,,
323-U1339D-15H-2-A,323,U1339,D,15,15-2,H,2,A,67,74,130.67,130.74,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,95-100,soft,2.5Y 2.5/1,,,,,,,,,,,,,,,,,
323-U1339D-15H-2-A,323,U1339,D,15,15-2,H,2,A,74,150,130.74,131.5,diatom silt,Leg 323,'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-15H-3-A,323,U1339,D,15,15-3,H,3,A,0,143,131.5,132.93,diatom silt,Leg 323,'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-15H-3-A,323,U1339,D,15,15-3,H,3,A,143,145,132.93,132.95,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,95-100,soft,2.5Y 5/2,,,,,,,,,,,,,,,,,
323-U1339D-15H-3-A,323,U1339,D,15,15-3,H,3,A,145,150,132.95,133,diatom silt,Leg 323,'',diatom silt,95-100,soft,5GY 4/1,,,,,color change caused by bioturbation with ash,,,,,,,,,,,,
323-U1339D-15H-4-A,323,U1339,D,15,15-4,H,4,A,0,4,133,133.04,diatom silt,Leg 323,'',diatom silt,95-100,soft,5GY 4/1,,,,,color change caused by bioturbation with ash,,,,,,,,,,,,
323-U1339D-15H-4-A,323,U1339,D,15,15-4,H,4,A,4,50,133.04,133.5,diatom silt,Leg 323,'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-15H-4-A,323,U1339,D,15,15-4,H,4,A,50,147,133.5,134.47,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-15H-4-A,323,U1339,D,15,15-4,H,4,A,147,150,134.47,134.5,diatom silt,Leg 323,'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-15H-5-A,323,U1339,D,15,15-5,H,5,A,0,63,134.5,135.13,diatom silt,"Shepard, 1954",'',diatom silt,95-100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-15H-5-A,323,U1339,D,15,15-5,H,5,A,63,145,135.13,135.95,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-15H-6-A,323,U1339,D,15,15-6,H,6,A,0,92,135.95,136.87,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-15H-CC-A,323,U1339,D,15,15-CC,H,CC,A,0,32,136.87,137.19,diatom ooze,United States Geological Survey,,diatom ooze,95-100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-16H-1-A,323,U1339,D,16,16-1,H,1,A,0,77,138,138.77,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-1-A,323,U1339,D,16,16-1,H,1,A,77,108,138.77,139.08,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-1-A,323,U1339,D,16,16-1,H,1,A,108,146,139.08,139.46,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-2-A,323,U1339,D,16,16-2,H,2,A,0,150,139.46,140.96,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-3-A,323,U1339,D,16,16-3,H,3,A,0,150,140.96,142.46,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,0,38,142.46,142.84,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,38,41,142.84,142.87,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 7/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,41,47,142.87,142.93,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,47,50,142.93,142.96,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 7/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,50,106,142.96,143.52,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,106,112,143.52,143.58,diatom ooze,United States Geological Survey,,diatom ooze,50,soft,5Y 6/3,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,106,112,143.52,143.58,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,50,soft,5Y 6/3,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,112,117,143.58,143.63,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,100,stiff,5Y 6/3,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,117,130,143.63,143.76,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,130,132.5,143.76,143.785,coarse ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,coarse ash,100,soft,5Y 6/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-4-A,323,U1339,D,16,16-4,H,4,A,132.5,150,143.785,143.96,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-5-A,323,U1339,D,16,16-5,H,5,A,0,150,143.96,145.46,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-6-A,323,U1339,D,16,16-6,H,6,A,0,133,145.46,146.79,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-CC-A,323,U1339,D,16,16-CC,H,CC,A,0,27,146.79,147.06,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-CC-A,323,U1339,D,16,16-CC,H,CC,A,27,30,147.06,147.09,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 7/1,,,,,,,,,,,,,,,,,
323-U1339D-16H-CC-A,323,U1339,D,16,16-CC,H,CC,A,30,32,147.09,147.11,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-1-A,323,U1339,D,17,17-1,H,1,A,0,70,147.5,148.2,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-1-A,323,U1339,D,17,17-1,H,1,A,70,74,148.2,148.24,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-17H-2-A,323,U1339,D,17,17-2,H,2,A,0,150,148.24,149.74,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-17H-3-A,323,U1339,D,17,17-3,H,3,A,0,90,149.74,150.64,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,,,,,
323-U1339D-17H-3-A,323,U1339,D,17,17-3,H,3,A,90,150,150.64,151.24,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 3/2,,,,,,,,,,,,,,,,,
323-U1339D-17H-4-A,323,U1339,D,17,17-4,H,4,A,0,60,151.24,151.84,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 3/2,,,,,,,,,,,,,,,,,
323-U1339D-17H-4-A,323,U1339,D,17,17-4,H,4,A,60,68,151.84,151.92,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-4-A,323,U1339,D,17,17-4,H,4,A,68,75,151.92,151.99,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,2.5Y 2.5/1,,,,,highly bioturbated,,,,,,,,,,,,
323-U1339D-17H-4-A,323,U1339,D,17,17-4,H,4,A,75,150,151.99,152.74,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-5-A,323,U1339,D,17,17-5,H,5,A,0,50,152.74,153.24,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-5-A,323,U1339,D,17,17-5,H,5,A,50,64,153.24,153.38,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,5Y 5/1,,,,,dolomite filling,,,,,,,,,,,,
323-U1339D-17H-5-A,323,U1339,D,17,17-5,H,5,A,64,150,153.38,154.24,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-6-A,323,U1339,D,17,17-6,H,6,A,0,73,154.24,154.97,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-6-A,323,U1339,D,17,17-6,H,6,A,73,150,154.97,155.74,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 3/2,,,,,,,,,,,,,,,,,
323-U1339D-17H-7-A,323,U1339,D,17,17-7,H,7,A,0,40,155.74,156.14,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 3/2,,,,,,,,,,,,,,,,,
323-U1339D-17H-7-A,323,U1339,D,17,17-7,H,7,A,40,42,156.14,156.16,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,2.5Y 2.5/1,,,,,'',,,,,,,,,,,,
323-U1339D-17H-7-A,323,U1339,D,17,17-7,H,7,A,42,53,156.16,156.27,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 3/2,,,,,,,,,,,,,,,,,
323-U1339D-17H-7-A,323,U1339,D,17,17-7,H,7,A,53,59,156.27,156.33,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-7-A,323,U1339,D,17,17-7,H,7,A,59,83,156.33,156.57,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 5/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-7-A,323,U1339,D,17,17-7,H,7,A,83,116,156.57,156.9,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-7-A,323,U1339,D,17,17-7,H,7,A,116,123,156.9,156.97,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,7.5YR 5/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-7-A,323,U1339,D,17,17-7,H,7,A,123,150,156.97,157.24,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-8-A,323,U1339,D,17,17-8,H,8,A,0,37,157.24,157.61,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-17H-CC-A,323,U1339,D,17,17-CC,H,CC,A,0,26,157.61,157.87,diatom silt,"Shepard, 1954",'',diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-1-A,323,U1339,D,18,18-1,H,1,A,0,102,157,158.02,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-2-A,323,U1339,D,18,18-2,H,2,A,0,5,158.02,158.07,diatom ooze,United States Geological Survey,,diatom ooze,75,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-2-A,323,U1339,D,18,18-2,H,2,A,0,5,158.02,158.07,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,25,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-2-A,323,U1339,D,18,18-2,H,2,A,5,30,158.07,158.32,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,
323-U1339D-18H-2-A,323,U1339,D,18,18-2,H,2,A,30,36,158.32,158.38,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,100,stiff,5Y 6/3,,,,,,,,,,,,,,,,,
