Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
359-U1471C-14H-6-A,24,33,129.54,129.63,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-14H-6-A,33,121,129.63,130.51,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-14H-7-A,0,51,130.51,131.02,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-14H-7-A,51,70,131.02,131.21,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-15H-1-A,0,150,131.3,132.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-2-A,0,150,132.8,134.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-3-A,0,22,134.3,134.52,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-3-A,22,47,134.52,134.77,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-15H-3-A,47,69,134.77,134.99,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-3-A,69,75,134.99,135.05,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-15H-3-A,75,113,135.05,135.43,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-3-A,113,115,135.43,135.45,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-15H-3-A,115,150,135.45,135.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-4-A,0,131,135.8,137.11,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-4-A,131,142,137.11,137.22,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-15H-4-A,142,150,137.22,137.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-5-A,0,150,137.3,138.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-6-A,0,13,138.8,138.93,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-6-A,13,32,138.93,139.12,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-15H-6-A,32,37,139.12,139.17,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-6-A,37,50,139.17,139.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-15H-6-A,50,71,139.3,139.51,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-6-A,71,78,139.51,139.58,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-15H-6-A,78,87,139.58,139.67,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-6-A,87,89,139.67,139.69,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-15H-6-A,89,90,139.69,139.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-6-A,90,92,139.7,139.72,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-15H-6-A,92,125,139.72,140.05,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-15H-CC-A,0,11,140.05,140.16,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-1-A,0,13,140.8,140.93,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-1-A,13,23,140.93,141.03,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-1-A,23,47,141.03,141.27,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-1-A,47,110,141.27,141.9,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-1-A,110,140,141.9,142.2,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-1-A,140,150,142.2,142.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-2-A,0,97,142.3,143.27,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-2-A,97,100,143.27,143.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-2-A,100,132,143.3,143.62,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-2-A,132,150,143.62,143.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-3-A,0,39,143.8,144.19,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-3-A,39,107,144.19,144.87,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-3-A,107,150,144.87,145.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-4-A,0,96,145.3,146.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-4-A,96,138,146.26,146.68,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-4-A,138,150,146.68,146.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-5-A,0,72,146.8,147.52,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-5-A,72,81,147.52,147.61,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-5-A,81,113,147.61,147.93,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-6-A,0,81,148.3,149.11,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine--grained to. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-7-A,0,40,149.11,149.51,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-7-A,40,73,149.51,149.84,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-16H-CC-A,0,6,149.84,149.9,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-16H-CC-A,6,13,149.9,149.97,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-17H-1-A,0,12,150.3,150.42,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-17H-1-A,12,61,150.42,150.91,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-17H-1-A,61,118,150.91,151.48,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-17H-1-A,118,150,151.48,151.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-17H-2-A,0,67,151.8,152.47,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
